"Step","prime-snowball-26 - loss/train","prime-snowball-26 - loss/train__MIN","prime-snowball-26 - loss/train__MAX"
"142","6.778231620788574","6.778231620788574","6.778231620788574"
"143","6.667793273925781","6.667793273925781","6.667793273925781"
"145","6.7408270835876465","6.7408270835876465","6.7408270835876465"
"147","6.65999698638916","6.65999698638916","6.65999698638916"
"149","6.648702144622803","6.648702144622803","6.648702144622803"
"150","6.605260372161865","6.605260372161865","6.605260372161865"
"152","6.665075302124023","6.665075302124023","6.665075302124023"
"156","6.559847831726074","6.559847831726074","6.559847831726074"
"157","6.5206685066223145","6.5206685066223145","6.5206685066223145"
"160","6.575180530548096","6.575180530548096","6.575180530548096"
"161","6.506088733673096","6.506088733673096","6.506088733673096"
"162","6.483492374420166","6.483492374420166","6.483492374420166"
"165","6.519677639007568","6.519677639007568","6.519677639007568"
"168","6.502108573913574","6.502108573913574","6.502108573913574"
"170","6.450546741485596","6.450546741485596","6.450546741485596"
"171","6.438615322113037","6.438615322113037","6.438615322113037"
"173","6.384737014770508","6.384737014770508","6.384737014770508"
"174","6.446959972381592","6.446959972381592","6.446959972381592"
"175","6.407556533813477","6.407556533813477","6.407556533813477"
"177","6.3910017013549805","6.3910017013549805","6.3910017013549805"
"179","6.339258193969727","6.339258193969727","6.339258193969727"
"182","6.395858287811279","6.395858287811279","6.395858287811279"
"183","6.4012861251831055","6.4012861251831055","6.4012861251831055"
"184","6.383909225463867","6.383909225463867","6.383909225463867"
"185","6.324448585510254","6.324448585510254","6.324448585510254"
"186","6.306223392486572","6.306223392486572","6.306223392486572"
"187","6.533439636230469","6.533439636230469","6.533439636230469"
"191","6.4303059577941895","6.4303059577941895","6.4303059577941895"
"192","6.430323123931885","6.430323123931885","6.430323123931885"
"193","6.4251179695129395","6.4251179695129395","6.4251179695129395"
"199","6.436776161193848","6.436776161193848","6.436776161193848"
"200","6.432619094848633","6.432619094848633","6.432619094848633"
"202","6.327846527099609","6.327846527099609","6.327846527099609"
"204","6.387120723724365","6.387120723724365","6.387120723724365"
"206","6.3338541984558105","6.3338541984558105","6.3338541984558105"
"208","6.276465892791748","6.276465892791748","6.276465892791748"
"210","6.348638534545898","6.348638534545898","6.348638534545898"
"211","6.463949203491211","6.463949203491211","6.463949203491211"
"216","6.320493221282959","6.320493221282959","6.320493221282959"
"217","6.238205432891846","6.238205432891846","6.238205432891846"
"218","6.203818321228027","6.203818321228027","6.203818321228027"
"219","6.214415073394775","6.214415073394775","6.214415073394775"
"224","6.2315354347229","6.2315354347229","6.2315354347229"
"225","6.2374091148376465","6.2374091148376465","6.2374091148376465"
"226","6.212946891784668","6.212946891784668","6.212946891784668"
"228","6.210399150848389","6.210399150848389","6.210399150848389"
"229","6.230259895324707","6.230259895324707","6.230259895324707"
"232","6.157137393951416","6.157137393951416","6.157137393951416"
"233","6.102237224578857","6.102237224578857","6.102237224578857"
"234","6.177059173583984","6.177059173583984","6.177059173583984"
"235","6.1584858894348145","6.1584858894348145","6.1584858894348145"
"238","6.1490631103515625","6.1490631103515625","6.1490631103515625"
"239","6.091821670532227","6.091821670532227","6.091821670532227"
"242","6.122015476226807","6.122015476226807","6.122015476226807"
"243","6.118208408355713","6.118208408355713","6.118208408355713"
"244","6.103808879852295","6.103808879852295","6.103808879852295"
"246","6.116275310516357","6.116275310516357","6.116275310516357"
"248","6.2079949378967285","6.2079949378967285","6.2079949378967285"
"253","6.171769618988037","6.171769618988037","6.171769618988037"
"254","6.221824645996094","6.221824645996094","6.221824645996094"
"255","6.245819568634033","6.245819568634033","6.245819568634033"
"256","6.135735988616943","6.135735988616943","6.135735988616943"
"259","6.190159797668457","6.190159797668457","6.190159797668457"
"260","6.127349853515625","6.127349853515625","6.127349853515625"
"262","6.139676570892334","6.139676570892334","6.139676570892334"
"265","6.136476039886475","6.136476039886475","6.136476039886475"
"266","6.058072090148926","6.058072090148926","6.058072090148926"
"267","6.136781215667725","6.136781215667725","6.136781215667725"
"271","6.076164722442627","6.076164722442627","6.076164722442627"
"272","6.1160759925842285","6.1160759925842285","6.1160759925842285"
"273","6.1043596267700195","6.1043596267700195","6.1043596267700195"
"276","6.098576068878174","6.098576068878174","6.098576068878174"
"279","5.960434436798096","5.960434436798096","5.960434436798096"
"281","6.006838321685791","6.006838321685791","6.006838321685791"
"282","6.041551113128662","6.041551113128662","6.041551113128662"
"284","6.01382303237915","6.01382303237915","6.01382303237915"
"289","5.996338367462158","5.996338367462158","5.996338367462158"
"291","5.993366241455078","5.993366241455078","5.993366241455078"
"294","5.932011127471924","5.932011127471924","5.932011127471924"
"296","5.961241245269775","5.961241245269775","5.961241245269775"
"297","5.905867576599121","5.905867576599121","5.905867576599121"
"298","5.872644424438477","5.872644424438477","5.872644424438477"
"299","5.914612770080566","5.914612770080566","5.914612770080566"
"301","5.889358997344971","5.889358997344971","5.889358997344971"
"305","5.8815155029296875","5.8815155029296875","5.8815155029296875"
"308","5.860832691192627","5.860832691192627","5.860832691192627"
"309","5.983325004577637","5.983325004577637","5.983325004577637"
"310","6.030800819396973","6.030800819396973","6.030800819396973"
"313","6.052984714508057","6.052984714508057","6.052984714508057"
"315","6.025268077850342","6.025268077850342","6.025268077850342"
"316","6.045691967010498","6.045691967010498","6.045691967010498"
"317","5.9944024085998535","5.9944024085998535","5.9944024085998535"
"320","5.999924182891846","5.999924182891846","5.999924182891846"
"322","6.008107662200928","6.008107662200928","6.008107662200928"
"323","5.973690032958984","5.973690032958984","5.973690032958984"
"324","5.994935512542725","5.994935512542725","5.994935512542725"
"326","5.866827964782715","5.866827964782715","5.866827964782715"
"330","5.941513538360596","5.941513538360596","5.941513538360596"
"331","5.896011829376221","5.896011829376221","5.896011829376221"
"333","5.8896050453186035","5.8896050453186035","5.8896050453186035"
"334","5.88296365737915","5.88296365737915","5.88296365737915"
"340","5.855309009552002","5.855309009552002","5.855309009552002"
"341","5.854527473449707","5.854527473449707","5.854527473449707"
"347","5.810761451721191","5.810761451721191","5.810761451721191"
"348","5.789580345153809","5.789580345153809","5.789580345153809"
"349","5.789937973022461","5.789937973022461","5.789937973022461"
"353","5.7783989906311035","5.7783989906311035","5.7783989906311035"
"355","5.774255752563477","5.774255752563477","5.774255752563477"
"356","5.7257914543151855","5.7257914543151855","5.7257914543151855"
"359","5.716780185699463","5.716780185699463","5.716780185699463"
"360","5.850797176361084","5.850797176361084","5.850797176361084"
"366","5.714865684509277","5.714865684509277","5.714865684509277"
"367","5.759954929351807","5.759954929351807","5.759954929351807"
"370","5.75901985168457","5.75901985168457","5.75901985168457"
"371","5.7440667152404785","5.7440667152404785","5.7440667152404785"
"372","5.835708141326904","5.835708141326904","5.835708141326904"
"374","5.8120527267456055","5.8120527267456055","5.8120527267456055"
"377","5.790937900543213","5.790937900543213","5.790937900543213"
"382","5.742065906524658","5.742065906524658","5.742065906524658"
"383","5.777159214019775","5.777159214019775","5.777159214019775"
"384","5.739424705505371","5.739424705505371","5.739424705505371"
"385","5.725942611694336","5.725942611694336","5.725942611694336"
"387","5.723524570465088","5.723524570465088","5.723524570465088"
"389","5.691160678863525","5.691160678863525","5.691160678863525"
"390","5.662835121154785","5.662835121154785","5.662835121154785"
"392","5.75742769241333","5.75742769241333","5.75742769241333"
"395","5.678952693939209","5.678952693939209","5.678952693939209"
"399","5.677834987640381","5.677834987640381","5.677834987640381"
"404","5.592374801635742","5.592374801635742","5.592374801635742"
"406","5.589334487915039","5.589334487915039","5.589334487915039"
"407","5.537896156311035","5.537896156311035","5.537896156311035"
"410","5.539983749389648","5.539983749389648","5.539983749389648"
"411","5.587491512298584","5.587491512298584","5.587491512298584"
"412","5.547586917877197","5.547586917877197","5.547586917877197"
"415","5.519570350646973","5.519570350646973","5.519570350646973"
"416","5.534621238708496","5.534621238708496","5.534621238708496"
"417","5.4764251708984375","5.4764251708984375","5.4764251708984375"
"418","5.510858058929443","5.510858058929443","5.510858058929443"
"419","5.515321254730225","5.515321254730225","5.515321254730225"
"424","5.488950252532959","5.488950252532959","5.488950252532959"
"426","5.436777114868164","5.436777114868164","5.436777114868164"
"427","5.49104642868042","5.49104642868042","5.49104642868042"
"430","5.45043420791626","5.45043420791626","5.45043420791626"
"431","5.482365131378174","5.482365131378174","5.482365131378174"
"434","5.60699987411499","5.60699987411499","5.60699987411499"
"435","5.6745829582214355","5.6745829582214355","5.6745829582214355"
"437","5.646332740783691","5.646332740783691","5.646332740783691"
"439","5.654262542724609","5.654262542724609","5.654262542724609"
"440","5.589630603790283","5.589630603790283","5.589630603790283"
"441","5.563359260559082","5.563359260559082","5.563359260559082"
"442","5.607002258300781","5.607002258300781","5.607002258300781"
"444","5.584280014038086","5.584280014038086","5.584280014038086"
"446","5.553297996520996","5.553297996520996","5.553297996520996"
"447","5.52675199508667","5.52675199508667","5.52675199508667"
"455","5.53848123550415","5.53848123550415","5.53848123550415"
"456","5.523857593536377","5.523857593536377","5.523857593536377"
"458","5.450647354125977","5.450647354125977","5.450647354125977"
"459","5.448165416717529","5.448165416717529","5.448165416717529"
"460","5.481865406036377","5.481865406036377","5.481865406036377"
"461","5.443286418914795","5.443286418914795","5.443286418914795"
"462","5.398251056671143","5.398251056671143","5.398251056671143"
"463","5.422674655914307","5.422674655914307","5.422674655914307"
"464","5.439511299133301","5.439511299133301","5.439511299133301"
"466","5.439332962036133","5.439332962036133","5.439332962036133"
"467","5.3965606689453125","5.3965606689453125","5.3965606689453125"
"468","5.438209533691406","5.438209533691406","5.438209533691406"
"471","5.432836532592773","5.432836532592773","5.432836532592773"
"474","5.411481857299805","5.411481857299805","5.411481857299805"
"479","5.309921741485596","5.309921741485596","5.309921741485596"
"481","5.33337926864624","5.33337926864624","5.33337926864624"
"482","5.317781448364258","5.317781448364258","5.317781448364258"
"483","5.331135272979736","5.331135272979736","5.331135272979736"
"484","5.281421661376953","5.281421661376953","5.281421661376953"
"488","5.229006767272949","5.229006767272949","5.229006767272949"
"489","5.258588790893555","5.258588790893555","5.258588790893555"
"490","5.275935173034668","5.275935173034668","5.275935173034668"
"491","5.210389614105225","5.210389614105225","5.210389614105225"
"492","5.287458419799805","5.287458419799805","5.287458419799805"
"494","5.336861610412598","5.336861610412598","5.336861610412598"
"497","5.410573959350586","5.410573959350586","5.410573959350586"
"498","5.328915119171143","5.328915119171143","5.328915119171143"
"500","5.411508560180664","5.411508560180664","5.411508560180664"
"501","5.399122714996338","5.399122714996338","5.399122714996338"
"502","5.399563312530518","5.399563312530518","5.399563312530518"
"503","5.451444625854492","5.451444625854492","5.451444625854492"
"508","5.307133674621582","5.307133674621582","5.307133674621582"
"510","5.321232318878174","5.321232318878174","5.321232318878174"
"514","5.382087230682373","5.382087230682373","5.382087230682373"
"517","5.313662052154541","5.313662052154541","5.313662052154541"
"518","5.340007305145264","5.340007305145264","5.340007305145264"
"520","5.252777099609375","5.252777099609375","5.252777099609375"
"522","5.357743740081787","5.357743740081787","5.357743740081787"
"524","5.196555137634277","5.196555137634277","5.196555137634277"
"527","5.254055976867676","5.254055976867676","5.254055976867676"
"530","5.1761674880981445","5.1761674880981445","5.1761674880981445"
"532","5.1980438232421875","5.1980438232421875","5.1980438232421875"
"533","5.210097789764404","5.210097789764404","5.210097789764404"
"534","5.2302751541137695","5.2302751541137695","5.2302751541137695"
"535","5.1406965255737305","5.1406965255737305","5.1406965255737305"
"538","5.128056049346924","5.128056049346924","5.128056049346924"
"541","5.094920635223389","5.094920635223389","5.094920635223389"
"542","5.084763050079346","5.084763050079346","5.084763050079346"
"543","5.029834747314453","5.029834747314453","5.029834747314453"
"547","5.112151622772217","5.112151622772217","5.112151622772217"
"548","5.121679782867432","5.121679782867432","5.121679782867432"
"549","5.116207599639893","5.116207599639893","5.116207599639893"
"551","5.107251167297363","5.107251167297363","5.107251167297363"
"552","5.077300071716309","5.077300071716309","5.077300071716309"
"557","5.2550835609436035","5.2550835609436035","5.2550835609436035"
"559","5.247559070587158","5.247559070587158","5.247559070587158"
"560","5.286719799041748","5.286719799041748","5.286719799041748"
"562","5.236120700836182","5.236120700836182","5.236120700836182"
"563","5.28145170211792","5.28145170211792","5.28145170211792"
"564","5.198820114135742","5.198820114135742","5.198820114135742"
"565","5.269378185272217","5.269378185272217","5.269378185272217"
"566","5.207662582397461","5.207662582397461","5.207662582397461"
"567","5.144690990447998","5.144690990447998","5.144690990447998"
"568","5.16093635559082","5.16093635559082","5.16093635559082"
"572","5.181323528289795","5.181323528289795","5.181323528289795"
"573","5.196150302886963","5.196150302886963","5.196150302886963"
"574","5.238957405090332","5.238957405090332","5.238957405090332"
"576","5.243014812469482","5.243014812469482","5.243014812469482"
"578","5.110356330871582","5.110356330871582","5.110356330871582"
"580","5.094995975494385","5.094995975494385","5.094995975494385"
"582","5.214970588684082","5.214970588684082","5.214970588684082"
"583","5.094971656799316","5.094971656799316","5.094971656799316"
"586","5.106693267822266","5.106693267822266","5.106693267822266"
"588","5.00562858581543","5.00562858581543","5.00562858581543"
"590","4.985212326049805","4.985212326049805","4.985212326049805"
"592","5.014476776123047","5.014476776123047","5.014476776123047"
"595","5.050307750701904","5.050307750701904","5.050307750701904"
"596","5.067723751068115","5.067723751068115","5.067723751068115"
"597","4.9984130859375","4.9984130859375","4.9984130859375"
"598","4.987853050231934","4.987853050231934","4.987853050231934"
"599","5.001632213592529","5.001632213592529","5.001632213592529"
"600","5.037086486816406","5.037086486816406","5.037086486816406"
"601","4.951748847961426","4.951748847961426","4.951748847961426"
"602","4.970249176025391","4.970249176025391","4.970249176025391"
"604","4.957789897918701","4.957789897918701","4.957789897918701"
"608","4.854078769683838","4.854078769683838","4.854078769683838"
"614","4.869584560394287","4.869584560394287","4.869584560394287"
"615","4.829695224761963","4.829695224761963","4.829695224761963"
"616","4.950231075286865","4.950231075286865","4.950231075286865"
"617","4.938032150268555","4.938032150268555","4.938032150268555"
"622","5.069590091705322","5.069590091705322","5.069590091705322"
"623","5.056674480438232","5.056674480438232","5.056674480438232"
"626","4.993756294250488","4.993756294250488","4.993756294250488"
"628","5.062597274780273","5.062597274780273","5.062597274780273"
"630","5.037868499755859","5.037868499755859","5.037868499755859"
"632","5.016103267669678","5.016103267669678","5.016103267669678"
"633","4.957520008087158","4.957520008087158","4.957520008087158"
"638","4.98006010055542","4.98006010055542","4.98006010055542"
"641","4.921019554138184","4.921019554138184","4.921019554138184"
"642","5.038362503051758","5.038362503051758","5.038362503051758"
"643","4.93810510635376","4.93810510635376","4.93810510635376"
"644","4.968799114227295","4.968799114227295","4.968799114227295"
"646","4.893421649932861","4.893421649932861","4.893421649932861"
"648","4.9374799728393555","4.9374799728393555","4.9374799728393555"
"650","4.847909927368164","4.847909927368164","4.847909927368164"
"653","4.893272876739502","4.893272876739502","4.893272876739502"
"656","4.829970359802246","4.829970359802246","4.829970359802246"
"660","4.876165390014648","4.876165390014648","4.876165390014648"
"661","4.82537841796875","4.82537841796875","4.82537841796875"
"662","4.800393581390381","4.800393581390381","4.800393581390381"
"664","4.767880439758301","4.767880439758301","4.767880439758301"
"666","4.753669738769531","4.753669738769531","4.753669738769531"
"667","4.753807067871094","4.753807067871094","4.753807067871094"
"672","4.754731178283691","4.754731178283691","4.754731178283691"
"673","4.774507999420166","4.774507999420166","4.774507999420166"
"675","4.659281253814697","4.659281253814697","4.659281253814697"
"677","4.650082111358643","4.650082111358643","4.650082111358643"
"678","4.748265266418457","4.748265266418457","4.748265266418457"
"679","4.859414100646973","4.859414100646973","4.859414100646973"
"681","4.929684638977051","4.929684638977051","4.929684638977051"
"682","4.8942670822143555","4.8942670822143555","4.8942670822143555"
"684","4.871930122375488","4.871930122375488","4.871930122375488"
"686","5.099210739135742","5.099210739135742","5.099210739135742"
"687","4.9214301109313965","4.9214301109313965","4.9214301109313965"
"696","4.795575141906738","4.795575141906738","4.795575141906738"
"697","4.81028413772583","4.81028413772583","4.81028413772583"
"700","4.853363990783691","4.853363990783691","4.853363990783691"
"707","4.780758380889893","4.780758380889893","4.780758380889893"
"709","4.778510093688965","4.778510093688965","4.778510093688965"
"710","4.720821380615234","4.720821380615234","4.720821380615234"
"713","4.837630748748779","4.837630748748779","4.837630748748779"
"714","4.750163555145264","4.750163555145264","4.750163555145264"
"716","4.7240142822265625","4.7240142822265625","4.7240142822265625"
"718","4.700043201446533","4.700043201446533","4.700043201446533"
"719","4.665127277374268","4.665127277374268","4.665127277374268"
"720","4.699130535125732","4.699130535125732","4.699130535125732"
"722","4.705986499786377","4.705986499786377","4.705986499786377"
"724","4.737157821655273","4.737157821655273","4.737157821655273"
"725","4.7039384841918945","4.7039384841918945","4.7039384841918945"
"730","4.621665000915527","4.621665000915527","4.621665000915527"
"731","4.625028610229492","4.625028610229492","4.625028610229492"
"733","4.592702865600586","4.592702865600586","4.592702865600586"
"735","4.556827068328857","4.556827068328857","4.556827068328857"
"737","4.511950969696045","4.511950969696045","4.511950969696045"
"740","4.616955280303955","4.616955280303955","4.616955280303955"
"741","4.695296287536621","4.695296287536621","4.695296287536621"
"743","4.646408557891846","4.646408557891846","4.646408557891846"
"746","4.735963344573975","4.735963344573975","4.735963344573975"
"747","4.723377227783203","4.723377227783203","4.723377227783203"
"750","4.696047306060791","4.696047306060791","4.696047306060791"
"751","4.712258338928223","4.712258338928223","4.712258338928223"
"753","4.659731388092041","4.659731388092041","4.659731388092041"
"755","4.671814441680908","4.671814441680908","4.671814441680908"
"758","4.637945175170898","4.637945175170898","4.637945175170898"
"759","4.613236427307129","4.613236427307129","4.613236427307129"
"761","4.69887113571167","4.69887113571167","4.69887113571167"
"762","4.601325988769531","4.601325988769531","4.601325988769531"
"763","4.59542989730835","4.59542989730835","4.59542989730835"
"765","4.609094142913818","4.609094142913818","4.609094142913818"
"772","4.584886074066162","4.584886074066162","4.584886074066162"
"775","4.588454246520996","4.588454246520996","4.588454246520996"
"777","4.487360000610352","4.487360000610352","4.487360000610352"
"778","4.511381149291992","4.511381149291992","4.511381149291992"
"781","4.556433200836182","4.556433200836182","4.556433200836182"
"782","4.599606513977051","4.599606513977051","4.599606513977051"
"786","4.465485572814941","4.465485572814941","4.465485572814941"
"787","4.388699054718018","4.388699054718018","4.388699054718018"
"788","4.469626426696777","4.469626426696777","4.469626426696777"
"789","4.436132907867432","4.436132907867432","4.436132907867432"
"790","4.490654945373535","4.490654945373535","4.490654945373535"
"792","4.421454429626465","4.421454429626465","4.421454429626465"
"793","4.418252944946289","4.418252944946289","4.418252944946289"
"795","4.403622627258301","4.403622627258301","4.403622627258301"
"797","4.451618194580078","4.451618194580078","4.451618194580078"
"798","4.369151592254639","4.369151592254639","4.369151592254639"
"799","4.3635077476501465","4.3635077476501465","4.3635077476501465"
"802","4.465588092803955","4.465588092803955","4.465588092803955"
"803","4.489598751068115","4.489598751068115","4.489598751068115"
"804","4.562516689300537","4.562516689300537","4.562516689300537"
"806","4.623894214630127","4.623894214630127","4.623894214630127"
"808","4.622929573059082","4.622929573059082","4.622929573059082"
"810","4.534830093383789","4.534830093383789","4.534830093383789"
"811","4.55502986907959","4.55502986907959","4.55502986907959"
"812","4.598524570465088","4.598524570465088","4.598524570465088"
"817","4.5711822509765625","4.5711822509765625","4.5711822509765625"
"819","4.5467634201049805","4.5467634201049805","4.5467634201049805"
"820","4.506568431854248","4.506568431854248","4.506568431854248"
"821","4.483506202697754","4.483506202697754","4.483506202697754"
"822","4.496352195739746","4.496352195739746","4.496352195739746"
"823","4.53160285949707","4.53160285949707","4.53160285949707"
"824","4.519276142120361","4.519276142120361","4.519276142120361"
"826","4.476086616516113","4.476086616516113","4.476086616516113"
"830","4.410520553588867","4.410520553588867","4.410520553588867"
"832","4.458614826202393","4.458614826202393","4.458614826202393"
"833","4.4132466316223145","4.4132466316223145","4.4132466316223145"
"836","4.385249137878418","4.385249137878418","4.385249137878418"
"837","4.373809814453125","4.373809814453125","4.373809814453125"
"842","4.390665054321289","4.390665054321289","4.390665054321289"
"846","4.489554405212402","4.489554405212402","4.489554405212402"
"847","4.634426593780518","4.634426593780518","4.634426593780518"
"848","4.373093128204346","4.373093128204346","4.373093128204346"
"849","4.400076866149902","4.400076866149902","4.400076866149902"
"852","4.365816593170166","4.365816593170166","4.365816593170166"
"854","4.345977306365967","4.345977306365967","4.345977306365967"
"855","4.31524133682251","4.31524133682251","4.31524133682251"
"856","4.276952266693115","4.276952266693115","4.276952266693115"
"858","4.306422233581543","4.306422233581543","4.306422233581543"
"861","4.273218154907227","4.273218154907227","4.273218154907227"
"863","4.260194778442383","4.260194778442383","4.260194778442383"
"864","4.436858654022217","4.436858654022217","4.436858654022217"
"865","4.3971052169799805","4.3971052169799805","4.3971052169799805"
"868","4.4332075119018555","4.4332075119018555","4.4332075119018555"
"871","4.4404616355896","4.4404616355896","4.4404616355896"
"873","4.385834693908691","4.385834693908691","4.385834693908691"
"875","4.391148090362549","4.391148090362549","4.391148090362549"
"881","4.348214626312256","4.348214626312256","4.348214626312256"
"882","4.413878440856934","4.413878440856934","4.413878440856934"
"886","4.390312194824219","4.390312194824219","4.390312194824219"
"889","4.387966632843018","4.387966632843018","4.387966632843018"
"892","4.353536128997803","4.353536128997803","4.353536128997803"
"894","4.258033275604248","4.258033275604248","4.258033275604248"
"896","4.305253028869629","4.305253028869629","4.305253028869629"
"899","4.271368980407715","4.271368980407715","4.271368980407715"
"900","4.372178077697754","4.372178077697754","4.372178077697754"
"901","4.310067176818848","4.310067176818848","4.310067176818848"
"902","4.2533440589904785","4.2533440589904785","4.2533440589904785"
"903","4.296648025512695","4.296648025512695","4.296648025512695"
"904","4.326274394989014","4.326274394989014","4.326274394989014"
"906","4.276797771453857","4.276797771453857","4.276797771453857"
"910","4.244812488555908","4.244812488555908","4.244812488555908"
"911","4.2505269050598145","4.2505269050598145","4.2505269050598145"
"912","4.223415374755859","4.223415374755859","4.223415374755859"
"916","4.199418067932129","4.199418067932129","4.199418067932129"
"919","4.224762439727783","4.224762439727783","4.224762439727783"
"920","4.213634014129639","4.213634014129639","4.213634014129639"
"921","4.148073196411133","4.148073196411133","4.148073196411133"
"923","4.1620025634765625","4.1620025634765625","4.1620025634765625"
"925","4.232759952545166","4.232759952545166","4.232759952545166"
"926","4.293698310852051","4.293698310852051","4.293698310852051"
"927","4.437051296234131","4.437051296234131","4.437051296234131"
"928","4.2783966064453125","4.2783966064453125","4.2783966064453125"
"933","4.252172470092773","4.252172470092773","4.252172470092773"
"935","4.304290294647217","4.304290294647217","4.304290294647217"
"943","4.309385299682617","4.309385299682617","4.309385299682617"
"944","4.2936906814575195","4.2936906814575195","4.2936906814575195"
"945","4.319010257720947","4.319010257720947","4.319010257720947"
"947","4.252748489379883","4.252748489379883","4.252748489379883"
"948","4.239790439605713","4.239790439605713","4.239790439605713"
"950","4.27412748336792","4.27412748336792","4.27412748336792"
"952","4.30669641494751","4.30669641494751","4.30669641494751"
"953","4.233217239379883","4.233217239379883","4.233217239379883"
"954","4.340918064117432","4.340918064117432","4.340918064117432"
"955","4.3105149269104","4.3105149269104","4.3105149269104"
"956","4.299246311187744","4.299246311187744","4.299246311187744"
"961","4.207249641418457","4.207249641418457","4.207249641418457"
"964","4.248910427093506","4.248910427093506","4.248910427093506"
"966","4.190340518951416","4.190340518951416","4.190340518951416"
"968","4.16126012802124","4.16126012802124","4.16126012802124"
"971","4.18782901763916","4.18782901763916","4.18782901763916"
"973","4.142439842224121","4.142439842224121","4.142439842224121"
"974","4.107715606689453","4.107715606689453","4.107715606689453"
"976","4.119276523590088","4.119276523590088","4.119276523590088"
"977","4.045977592468262","4.045977592468262","4.045977592468262"
"980","4.098369598388672","4.098369598388672","4.098369598388672"
"981","4.1150007247924805","4.1150007247924805","4.1150007247924805"
"983","4.126097679138184","4.126097679138184","4.126097679138184"
"985","4.097349166870117","4.097349166870117","4.097349166870117"
"987","4.047863006591797","4.047863006591797","4.047863006591797"
"990","4.121005535125732","4.121005535125732","4.121005535125732"
"995","4.223282814025879","4.223282814025879","4.223282814025879"
"997","4.23986291885376","4.23986291885376","4.23986291885376"
"998","4.287353038787842","4.287353038787842","4.287353038787842"
"1002","4.249752998352051","4.249752998352051","4.249752998352051"
