"Step","prime-snowball-26 - tok per sec","prime-snowball-26 - tok per sec__MIN","prime-snowball-26 - tok per sec__MAX"
"11351","1251190.2998512129","1251190.2998512129","1251190.2998512129"
"11354","1263426.714586363","1263426.714586363","1263426.714586363"
"11355","1260274.8020787723","1260274.8020787723","1260274.8020787723"
"11356","1258057.723329773","1258057.723329773","1258057.723329773"
"11358","1260460.4532863623","1260460.4532863623","1260460.4532863623"
"11359","1264908.5384461405","1264908.5384461405","1264908.5384461405"
"11362","1257426.115161631","1257426.115161631","1257426.115161631"
"11363","1261579.8527724918","1261579.8527724918","1261579.8527724918"
"11365","1263576.9915072895","1263576.9915072895","1263576.9915072895"
"11368","1252976.1461573525","1252976.1461573525","1252976.1461573525"
"11369","1256884.9334023783","1256884.9334023783","1256884.9334023783"
"11370","1260097.87032074","1260097.87032074","1260097.87032074"
"11371","1254810.0575197935","1254810.0575197935","1254810.0575197935"
"11373","1261147.9109279977","1261147.9109279977","1261147.9109279977"
"11374","1253435.3715561528","1253435.3715561528","1253435.3715561528"
"11376","1256257.372680033","1256257.372680033","1256257.372680033"
"11377","1247291.327958145","1247291.327958145","1247291.327958145"
"11379","1249185.2578111598","1249185.2578111598","1249185.2578111598"
"11380","1244932.1525107848","1244932.1525107848","1244932.1525107848"
"11385","1242666.8487522604","1242666.8487522604","1242666.8487522604"
"11391","1244268.5914349507","1244268.5914349507","1244268.5914349507"
"11395","1251366.163025281","1251366.163025281","1251366.163025281"
"11398","1260599.9082517687","1260599.9082517687","1260599.9082517687"
"11399","1257050.1851839996","1257050.1851839996","1257050.1851839996"
"11400","1249994.034625435","1249994.034625435","1249994.034625435"
"11403","1258955.1501552924","1258955.1501552924","1258955.1501552924"
"11404","1257099.769192292","1257099.769192292","1257099.769192292"
"11405","1255437.6061826937","1255437.6061826937","1255437.6061826937"
"11411","1257882.8525621297","1257882.8525621297","1257882.8525621297"
"11412","1256781.4935321303","1256781.4935321303","1256781.4935321303"
"11414","1256640.0096187089","1256640.0096187089","1256640.0096187089"
"11416","1258643.138408071","1258643.138408071","1258643.138408071"
"11418","1260623.033300963","1260623.033300963","1260623.033300963"
"11419","1258535.0872620884","1258535.0872620884","1258535.0872620884"
"11420","1251776.4652301276","1251776.4652301276","1251776.4652301276"
"11421","1259388.47603121","1259388.47603121","1259388.47603121"
"11422","1252873.3486358125","1252873.3486358125","1252873.3486358125"
"11423","1258167.132234313","1258167.132234313","1258167.132234313"
"11426","1259389.1972879034","1259389.1972879034","1259389.1972879034"
"11427","1258082.9144833046","1258082.9144833046","1258082.9144833046"
"11430","1276810.1193546457","1276810.1193546457","1276810.1193546457"
"11432","1249716.2768009875","1249716.2768009875","1249716.2768009875"
"11434","1262354.0360757336","1262354.0360757336","1262354.0360757336"
"11435","1267088.5192576402","1267088.5192576402","1267088.5192576402"
"11437","1261888.2535180717","1261888.2535180717","1261888.2535180717"
"11439","1252077.2393964585","1252077.2393964585","1252077.2393964585"
"11442","1263659.7679763613","1263659.7679763613","1263659.7679763613"
"11443","1266198.419400327","1266198.419400327","1266198.419400327"
"11445","1260350.6451861018","1260350.6451861018","1260350.6451861018"
"11449","1271950.6076273427","1271950.6076273427","1271950.6076273427"
"11450","1268542.360186074","1268542.360186074","1268542.360186074"
"11453","1273895.8704266376","1273895.8704266376","1273895.8704266376"
"11454","1274386.8088463184","1274386.8088463184","1274386.8088463184"
"11456","1272978.4982671118","1272978.4982671118","1272978.4982671118"
"11457","1275895.9494660033","1275895.9494660033","1275895.9494660033"
"11460","1271352.0159891495","1271352.0159891495","1271352.0159891495"
"11461","1271515.2123720187","1271515.2123720187","1271515.2123720187"
"11463","1269295.0756905146","1269295.0756905146","1269295.0756905146"
"11464","1274366.1301242132","1274366.1301242132","1274366.1301242132"
"11465","1275709.4241686077","1275709.4241686077","1275709.4241686077"
"11466","1283523.3045746996","1283523.3045746996","1283523.3045746996"
"11467","1277294.4039832111","1277294.4039832111","1277294.4039832111"
"11468","1275373.5201572422","1275373.5201572422","1275373.5201572422"
"11470","1273569.0340970033","1273569.0340970033","1273569.0340970033"
"11473","1270582.9108995101","1270582.9108995101","1270582.9108995101"
"11474","1278047.145755115","1278047.145755115","1278047.145755115"
"11475","1275287.7228334402","1275287.7228334402","1275287.7228334402"
"11476","1272127.2041739677","1272127.2041739677","1272127.2041739677"
"11477","1269824.268084266","1269824.268084266","1269824.268084266"
"11479","1265769.866909649","1265769.866909649","1265769.866909649"
"11481","1273910.6299748754","1273910.6299748754","1273910.6299748754"
"11482","1278919.0285622228","1278919.0285622228","1278919.0285622228"
"11486","1278110.2857159462","1278110.2857159462","1278110.2857159462"
"11487","1274022.075603923","1274022.075603923","1274022.075603923"
"11488","1270905.2781322803","1270905.2781322803","1270905.2781322803"
"11491","1276677.431642455","1276677.431642455","1276677.431642455"
"11492","1277731.5395032181","1277731.5395032181","1277731.5395032181"
"11493","1276823.4637792995","1276823.4637792995","1276823.4637792995"
"11495","1277014.7645224775","1277014.7645224775","1277014.7645224775"
"11496","1268074.9255119099","1268074.9255119099","1268074.9255119099"
"11497","1273553.5448904054","1273553.5448904054","1273553.5448904054"
"11502","1273583.7860726195","1273583.7860726195","1273583.7860726195"
"11503","1273142.8496051505","1273142.8496051505","1273142.8496051505"
"11507","1271531.3872682834","1271531.3872682834","1271531.3872682834"
"11508","1280367.3582277435","1280367.3582277435","1280367.3582277435"
"11509","1276722.6461448784","1276722.6461448784","1276722.6461448784"
"11512","442922.64939306746","442922.64939306746","442922.64939306746"
"11513","1281092.380728007","1281092.380728007","1281092.380728007"
"11515","1274302.621102089","1274302.621102089","1274302.621102089"
"11516","1269367.61198746","1269367.61198746","1269367.61198746"
"11517","1266817.708963375","1266817.708963375","1266817.708963375"
"11518","1273879.635318591","1273879.635318591","1273879.635318591"
"11519","1274269.3921596464","1274269.3921596464","1274269.3921596464"
"11520","723815.2975715086","723815.2975715086","723815.2975715086"
"11521","1273177.4940912798","1273177.4940912798","1273177.4940912798"
"11525","1275519.993986152","1275519.993986152","1275519.993986152"
"11526","1277410.894736995","1277410.894736995","1277410.894736995"
"11527","1280567.1795977931","1280567.1795977931","1280567.1795977931"
"11528","1274895.125506561","1274895.125506561","1274895.125506561"
"11529","1276632.220342417","1276632.220342417","1276632.220342417"
"11530","1272616.0435613196","1272616.0435613196","1272616.0435613196"
"11533","1275617.6618981848","1275617.6618981848","1275617.6618981848"
"11536","1272228.0333564365","1272228.0333564365","1272228.0333564365"
"11538","1276578.8603052031","1276578.8603052031","1276578.8603052031"
"11540","1277926.8256912297","1277926.8256912297","1277926.8256912297"
"11541","1273726.8979731796","1273726.8979731796","1273726.8979731796"
"11546","1276173.6178715809","1276173.6178715809","1276173.6178715809"
"11547","1272946.8120816946","1272946.8120816946","1272946.8120816946"
"11548","1273706.978410924","1273706.978410924","1273706.978410924"
"11551","1275861.1568799461","1275861.1568799461","1275861.1568799461"
"11553","1274187.4348438776","1274187.4348438776","1274187.4348438776"
"11555","1282473.0855847816","1282473.0855847816","1282473.0855847816"
"11556","1277450.2244384855","1277450.2244384855","1277450.2244384855"
"11558","1276251.3866838303","1276251.3866838303","1276251.3866838303"
"11559","1274262.0081855548","1274262.0081855548","1274262.0081855548"
"11560","1274112.1320102948","1274112.1320102948","1274112.1320102948"
"11561","1277378.9875133024","1277378.9875133024","1277378.9875133024"
"11562","1274332.897869586","1274332.897869586","1274332.897869586"
"11563","1277725.6001743127","1277725.6001743127","1277725.6001743127"
"11566","1279483.077750903","1279483.077750903","1279483.077750903"
"11568","1281954.2253044245","1281954.2253044245","1281954.2253044245"
"11572","1272153.6978854935","1272153.6978854935","1272153.6978854935"
"11579","1276728.5761532383","1276728.5761532383","1276728.5761532383"
"11581","1273906.9400557524","1273906.9400557524","1273906.9400557524"
"11583","1273058.826130602","1273058.826130602","1273058.826130602"
"11586","1280245.8555765208","1280245.8555765208","1280245.8555765208"
"11587","1275937.4069396567","1275937.4069396567","1275937.4069396567"
"11589","1270580.7084969692","1270580.7084969692","1270580.7084969692"
"11591","1273700.3386952905","1273700.3386952905","1273700.3386952905"
"11592","1267551.5736737107","1267551.5736737107","1267551.5736737107"
"11593","1276289.163526955","1276289.163526955","1276289.163526955"
"11594","1277041.4622068831","1277041.4622068831","1277041.4622068831"
"11596","1276321.7571102385","1276321.7571102385","1276321.7571102385"
"11597","1274088.5094260694","1274088.5094260694","1274088.5094260694"
"11599","1276472.8945687495","1276472.8945687495","1276472.8945687495"
"11600","1273661.2395517733","1273661.2395517733","1273661.2395517733"
"11605","1272116.9013619432","1272116.9013619432","1272116.9013619432"
"11606","1271273.3732335905","1271273.3732335905","1271273.3732335905"
"11609","1273095.6771662661","1273095.6771662661","1273095.6771662661"
"11610","1270183.666703634","1270183.666703634","1270183.666703634"
"11611","1271593.8850523666","1271593.8850523666","1271593.8850523666"
"11612","1277826.5762756777","1277826.5762756777","1277826.5762756777"
"11613","1266169.9860152744","1266169.9860152744","1266169.9860152744"
"11614","1274662.3429958944","1274662.3429958944","1274662.3429958944"
"11615","1278136.286336699","1278136.286336699","1278136.286336699"
"11618","1275020.050218676","1275020.050218676","1275020.050218676"
"11621","1266029.2960064942","1266029.2960064942","1266029.2960064942"
"11624","1264864.156839196","1264864.156839196","1264864.156839196"
"11626","1268720.9394735931","1268720.9394735931","1268720.9394735931"
"11628","1277983.269319776","1277983.269319776","1277983.269319776"
"11631","1264189.35824356","1264189.35824356","1264189.35824356"
"11634","1266724.3026189061","1266724.3026189061","1266724.3026189061"
"11635","1260091.3717327649","1260091.3717327649","1260091.3717327649"
"11636","1250176.6690460895","1250176.6690460895","1250176.6690460895"
"11637","1245966.2371945602","1245966.2371945602","1245966.2371945602"
"11638","1252876.2038947572","1252876.2038947572","1252876.2038947572"
"11641","1264984.9403104847","1264984.9403104847","1264984.9403104847"
"11643","1264923.0904706684","1264923.0904706684","1264923.0904706684"
"11644","1264290.3867526306","1264290.3867526306","1264290.3867526306"
"11647","1269965.069429798","1269965.069429798","1269965.069429798"
"11648","1268783.1612803093","1268783.1612803093","1268783.1612803093"
"11650","1258669.073443909","1258669.073443909","1258669.073443909"
"11654","1253662.6090113388","1253662.6090113388","1253662.6090113388"
"11656","1251100.6073104693","1251100.6073104693","1251100.6073104693"
"11659","1248784.4529694803","1248784.4529694803","1248784.4529694803"
"11660","1261235.4330293362","1261235.4330293362","1261235.4330293362"
"11661","1261352.6304012022","1261352.6304012022","1261352.6304012022"
"11662","1264603.0232560278","1264603.0232560278","1264603.0232560278"
"11663","1253122.5189559131","1253122.5189559131","1253122.5189559131"
"11664","1250867.8937928258","1250867.8937928258","1250867.8937928258"
"11665","1257792.9173977976","1257792.9173977976","1257792.9173977976"
"11666","1261929.529844117","1261929.529844117","1261929.529844117"
"11667","1252293.2872618802","1252293.2872618802","1252293.2872618802"
"11668","1256243.0193570205","1256243.0193570205","1256243.0193570205"
"11669","1251724.4502357987","1251724.4502357987","1251724.4502357987"
"11670","1254124.4835428556","1254124.4835428556","1254124.4835428556"
"11671","1258739.6797900863","1258739.6797900863","1258739.6797900863"
"11672","1263235.1089202757","1263235.1089202757","1263235.1089202757"
"11673","1263551.5798548684","1263551.5798548684","1263551.5798548684"
"11675","1256405.948840422","1256405.948840422","1256405.948840422"
"11676","1256986.2347755656","1256986.2347755656","1256986.2347755656"
"11678","1258709.418957486","1258709.418957486","1258709.418957486"
"11679","1242491.3159601097","1242491.3159601097","1242491.3159601097"
"11681","1251921.1323942412","1251921.1323942412","1251921.1323942412"
"11682","1253388.2193879266","1253388.2193879266","1253388.2193879266"
"11686","1257573.529559242","1257573.529559242","1257573.529559242"
"11688","1252769.1405900884","1252769.1405900884","1252769.1405900884"
"11689","1241285.6939537777","1241285.6939537777","1241285.6939537777"
"11691","1260458.2858361294","1260458.2858361294","1260458.2858361294"
"11693","1256642.8820716843","1256642.8820716843","1256642.8820716843"
"11695","1256450.4567523357","1256450.4567523357","1256450.4567523357"
"11697","1263623.46117229","1263623.46117229","1263623.46117229"
"11698","1264733.212872651","1264733.212872651","1264733.212872651"
"11701","1272834.0810032536","1272834.0810032536","1272834.0810032536"
"11704","1262573.645361225","1262573.645361225","1262573.645361225"
"11705","1263635.0791226018","1263635.0791226018","1263635.0791226018"
"11706","1261626.8994782576","1261626.8994782576","1261626.8994782576"
"11708","1266198.419400327","1266198.419400327","1266198.419400327"
"11709","1258972.448633723","1258972.448633723","1258972.448633723"
"11714","1240962.769000525","1240962.769000525","1240962.769000525"
"11715","1265014.0482103894","1265014.0482103894","1265014.0482103894"
"11716","1262193.9071818017","1262193.9071818017","1262193.9071818017"
"11717","1264961.6549550134","1264961.6549550134","1264961.6549550134"
"11718","1259686.4253478996","1259686.4253478996","1259686.4253478996"
"11720","1266371.2343573996","1266371.2343573996","1266371.2343573996"
"11722","1268192.6661014936","1268192.6661014936","1268192.6661014936"
"11724","1265792.4534194455","1265792.4534194455","1265792.4534194455"
"11728","1261954.876294724","1261954.876294724","1261954.876294724"
"11733","1266159.7794705792","1266159.7794705792","1266159.7794705792"
"11734","1265915.6005045187","1265915.6005045187","1265915.6005045187"
"11737","1275022.2680382724","1275022.2680382724","1275022.2680382724"
"11738","1266939.5957658507","1266939.5957658507","1266939.5957658507"
"11739","1266234.1452071327","1266234.1452071327","1266234.1452071327"
"11740","1262946.3586879051","1262946.3586879051","1262946.3586879051"
"11743","1264987.123356512","1264987.123356512","1264987.123356512"
"11745","1261715.9359245573","1261715.9359245573","1261715.9359245573"
"11749","1270031.8143081807","1270031.8143081807","1270031.8143081807"
"11750","1269885.131501307","1269885.131501307","1269885.131501307"
"11751","1275961.0981342385","1275961.0981342385","1275961.0981342385"
"11752","1277179.4180281928","1277179.4180281928","1277179.4180281928"
"11755","1280814.8060113206","1280814.8060113206","1280814.8060113206"
"11757","1272588.0576784743","1272588.0576784743","1272588.0576784743"
"11758","1276904.2776433206","1276904.2776433206","1276904.2776433206"
"11759","1277326.3069814234","1277326.3069814234","1277326.3069814234"
"11762","1268744.3634374705","1268744.3634374705","1268744.3634374705"
"11763","1275175.316225637","1275175.316225637","1275175.316225637"
"11765","1279042.5113126305","1279042.5113126305","1279042.5113126305"
"11766","1277608.3097415005","1277608.3097415005","1277608.3097415005"
"11772","1276971.0123979277","1276971.0123979277","1276971.0123979277"
"11774","1275267.0148640396","1275267.0148640396","1275267.0148640396"
"11776","1273608.1275795505","1273608.1275795505","1273608.1275795505"
"11777","1279626.7739733998","1279626.7739733998","1279626.7739733998"
"11779","1268186.8151211946","1268186.8151211946","1268186.8151211946"
"11781","1273113.366421194","1273113.366421194","1273113.366421194"
"11787","1272822.293285485","1272822.293285485","1272822.293285485"
"11788","1272119.8450054927","1272119.8450054927","1272119.8450054927"
"11789","1275073.2800185548","1275073.2800185548","1275073.2800185548"
"11795","1275765.6720858577","1275765.6720858577","1275765.6720858577"
"11796","1271460.808922681","1271460.808922681","1271460.808922681"
"11797","1271574.767430914","1271574.767430914","1271574.767430914"
"11798","1275363.904365538","1275363.904365538","1275363.904365538"
"11800","1274459.928280946","1274459.928280946","1274459.928280946"
"11801","1272076.427644549","1272076.427644549","1272076.427644549"
"11803","1276228.4253817617","1276228.4253817617","1276228.4253817617"
"11805","1274513.1113219499","1274513.1113219499","1274513.1113219499"
"11806","1280731.258686341","1280731.258686341","1280731.258686341"
"11808","1273616.9792673101","1273616.9792673101","1273616.9792673101"
"11809","1273198.8714169587","1273198.8714169587","1273198.8714169587"
"11810","1275214.5083847803","1275214.5083847803","1275214.5083847803"
"11812","1275158.3090570655","1275158.3090570655","1275158.3090570655"
"11814","1271768.9115369446","1271768.9115369446","1271768.9115369446"
"11815","1272820.0831127097","1272820.0831127097","1272820.0831127097"
"11816","1279846.475659021","1279846.475659021","1279846.475659021"
"11823","1279713.9008700682","1279713.9008700682","1279713.9008700682"
"11828","1274692.6368596172","1274692.6368596172","1274692.6368596172"
"11830","1271281.457554159","1271281.457554159","1271281.457554159"
"11836","1278053.8308674342","1278053.8308674342","1278053.8308674342"
"11838","1272077.8993709674","1272077.8993709674","1272077.8993709674"
"11839","1269406.4479577723","1269406.4479577723","1269406.4479577723"
"11841","1273215.089177381","1273215.089177381","1273215.089177381"
"11843","1272710.3208550394","1272710.3208550394","1272710.3208550394"
"11846","1270850.1924182076","1270850.1924182076","1270850.1924182076"
"11848","1263726.5779473712","1263726.5779473712","1263726.5779473712"
"11849","283956.19961276994","283956.19961276994","283956.19961276994"
"11850","1270524.182777906","1270524.182777906","1270524.182777906"
"11851","1263974.9987078737","1263974.9987078737","1263974.9987078737"
"11852","1268066.150691259","1268066.150691259","1268066.150691259"
"11854","1267142.549178037","1267142.549178037","1267142.549178037"
"11855","1266314.3533411573","1266314.3533411573","1266314.3533411573"
"11858","1264453.229267844","1264453.229267844","1264453.229267844"
"11860","1264969.6591992637","1264969.6591992637","1264969.6591992637"
"11861","1265007.4988161174","1265007.4988161174","1265007.4988161174"
"11862","1265613.2407137547","1265613.2407137547","1265613.2407137547"
"11863","1265536.7629373723","1265536.7629373723","1265536.7629373723"
"11865","1264049.1080195853","1264049.1080195853","1264049.1080195853"
"11866","1260500.9137256723","1260500.9137256723","1260500.9137256723"
"11869","1256512.1987542433","1256512.1987542433","1256512.1987542433"
"11870","1252114.31161886","1252114.31161886","1252114.31161886"
"11872","1247325.2872828052","1247325.2872828052","1247325.2872828052"
"11874","1252959.7259767882","1252959.7259767882","1252959.7259767882"
"11879","1245364.3405681497","1245364.3405681497","1245364.3405681497"
"11882","1249083.790853668","1249083.790853668","1249083.790853668"
"11883","1251846.3003761761","1251846.3003761761","1251846.3003761761"
"11888","1255806.1176653332","1255806.1176653332","1255806.1176653332"
"11891","1253219.6436836175","1253219.6436836175","1253219.6436836175"
"11892","489242.61762100225","489242.61762100225","489242.61762100225"
"11893","1248705.0319339165","1248705.0319339165","1248705.0319339165"
"11894","1246115.9196011564","1246115.9196011564","1246115.9196011564"
"11895","1248927.720025058","1248927.720025058","1248927.720025058"
"11900","1259583.96682386","1259583.96682386","1259583.96682386"
"11902","1270677.621432216","1270677.621432216","1270677.621432216"
"11904","1268434.0660940027","1268434.0660940027","1268434.0660940027"
"11907","1263288.810706877","1263288.810706877","1263288.810706877"
"11909","1259978.7401904329","1259978.7401904329","1259978.7401904329"
"11913","1265081.0014641187","1265081.0014641187","1265081.0014641187"
"11916","1271099.9525738491","1271099.9525738491","1271099.9525738491"
"11917","1257466.3810294417","1257466.3810294417","1257466.3810294417"
"11923","1265622.710033882","1265622.710033882","1265622.710033882"
"11929","1265371.4568546847","1265371.4568546847","1265371.4568546847"
"11930","1262715.7435571458","1262715.7435571458","1262715.7435571458"
"11932","1265194.547093334","1265194.547093334","1265194.547093334"
"11934","1266340.6054829261","1266340.6054829261","1266340.6054829261"
"11935","1266288.1022878168","1266288.1022878168","1266288.1022878168"
"11936","1272560.80944891","1272560.80944891","1272560.80944891"
"11938","1270414.0821814612","1270414.0821814612","1270414.0821814612"
"11940","1275878.923069782","1275878.923069782","1275878.923069782"
"11941","1274484.3032904414","1274484.3032904414","1274484.3032904414"
"11944","1278662.4689798253","1278662.4689798253","1278662.4689798253"
"11945","1277966.9298619183","1277966.9298619183","1277966.9298619183"
"11946","1279725.0718430872","1279725.0718430872","1279725.0718430872"
"11948","1267946.2403121917","1267946.2403121917","1267946.2403121917"
"11950","1266724.3026189061","1266724.3026189061","1266724.3026189061"
"11951","1273290.2860107466","1273290.2860107466","1273290.2860107466"
"11952","1276147.6970402857","1276147.6970402857","1276147.6970402857"
"11955","1270684.9639236764","1270684.9639236764","1270684.9639236764"
"11961","1276539.5842391115","1276539.5842391115","1276539.5842391115"
"11962","1263076.2074065225","1263076.2074065225","1263076.2074065225"
"11964","1257577.8446476017","1257577.8446476017","1257577.8446476017"
"11969","1251563.4449172777","1251563.4449172777","1251563.4449172777"
"11974","1261148.63420137","1261148.63420137","1261148.63420137"
"11975","1268461.1378835554","1268461.1378835554","1268461.1378835554"
"11977","1253034.6911732361","1253034.6911732361","1253034.6911732361"
"11981","1263441.2325356521","1263441.2325356521","1263441.2325356521"
"11982","1251819.2205170942","1251819.2205170942","1251819.2205170942"
"11983","1254394.9023573133","1254394.9023573133","1254394.9023573133"
"11988","1249337.8440554247","1249337.8440554247","1249337.8440554247"
"11989","1246617.4764692811","1246617.4764692811","1246617.4764692811"
"11990","1245446.8640738537","1245446.8640738537","1245446.8640738537"
"11991","1252704.9113898668","1252704.9113898668","1252704.9113898668"
"11993","1240563.0232364757","1240563.0232364757","1240563.0232364757"
"11994","1250682.923411695","1250682.923411695","1250682.923411695"
"12000","1239356.2491874383","1239356.2491874383","1239356.2491874383"
"12003","1253321.0693935847","1253321.0693935847","1253321.0693935847"
"12005","1229547.3231220667","1229547.3231220667","1229547.3231220667"
"12006","1242389.5296608182","1242389.5296608182","1242389.5296608182"
"12008","1254951.8458280284","1254951.8458280284","1254951.8458280284"
"12009","1234607.989750448","1234607.989750448","1234607.989750448"
"12010","1253657.606042121","1253657.606042121","1253657.606042121"
"12013","1254226.771128564","1254226.771128564","1254226.771128564"
"12014","1258860.7376719967","1258860.7376719967","1258860.7376719967"
"12015","1244733.4326271806","1244733.4326271806","1244733.4326271806"
"12018","1248015.486551768","1248015.486551768","1248015.486551768"
"12019","1256133.9448198017","1256133.9448198017","1256133.9448198017"
"12020","1248146.5336641255","1248146.5336641255","1248146.5336641255"
"12021","1249797.24715147","1249797.24715147","1249797.24715147"
"12022","1247538.990458328","1247538.990458328","1247538.990458328"
"12023","1246709.3545594837","1246709.3545594837","1246709.3545594837"
"12025","1257404.5452217704","1257404.5452217704","1257404.5452217704"
"12026","1253574.7055082596","1253574.7055082596","1253574.7055082596"
"12027","1235734.0011238935","1235734.0011238935","1235734.0011238935"
"12028","1236100.7619741429","1236100.7619741429","1236100.7619741429"
"12035","1254129.4902391091","1254129.4902391091","1254129.4902391091"
"12038","1249094.43346697","1249094.43346697","1249094.43346697"
"12039","1254513.6945648014","1254513.6945648014","1254513.6945648014"
"12042","1269106.080651733","1269106.080651733","1269106.080651733"
"12044","1263426.714586363","1263426.714586363","1263426.714586363"
"12045","1265717.4110291803","1265717.4110291803","1265717.4110291803"
"12048","1259976.5743965614","1259976.5743965614","1259976.5743965614"
"12049","1257828.8899202582","1257828.8899202582","1257828.8899202582"
"12050","1263101.5999416418","1263101.5999416418","1263101.5999416418"
"12051","1260479.9606738996","1260479.9606738996","1260479.9606738996"
"12053","1260955.5496664438","1260955.5496664438","1260955.5496664438"
"12054","1260617.251959124","1260617.251959124","1260617.251959124"
"12055","1264589.9330458755","1264589.9330458755","1264589.9330458755"
"12058","1263630.7223661996","1263630.7223661996","1263630.7223661996"
"12061","1265949.8527691136","1265949.8527691136","1265949.8527691136"
"12065","1260092.8158576332","1260092.8158576332","1260092.8158576332"
"12066","1267752.5306079153","1267752.5306079153","1267752.5306079153"
"12067","1269037.2359818746","1269037.2359818746","1269037.2359818746"
"12069","1266623.614333028","1266623.614333028","1266623.614333028"
"12070","1262330.122845982","1262330.122845982","1262330.122845982"
"12072","1273682.6331253606","1273682.6331253606","1273682.6331253606"
"12075","1259796.1177332618","1259796.1177332618","1259796.1177332618"
"12076","1268105.638340558","1268105.638340558","1268105.638340558"
"12077","1262550.4486927085","1262550.4486927085","1262550.4486927085"
"12078","1264583.3880424239","1264583.3880424239","1264583.3880424239"
"12081","1264953.6508120582","1264953.6508120582","1264953.6508120582"
"12084","1267648.0250506275","1267648.0250506275","1267648.0250506275"
"12085","1263170.5276837638","1263170.5276837638","1263170.5276837638"
"12090","1272281.7663828412","1272281.7663828412","1272281.7663828412"
"12091","1266541.1785976964","1266541.1785976964","1266541.1785976964"
"12093","1278131.8290122976","1278131.8290122976","1278131.8290122976"
"12095","1273576.4100420931","1273576.4100420931","1273576.4100420931"
"12096","1268992.5641815488","1268992.5641815488","1268992.5641815488"
"12098","1281842.8820886065","1281842.8820886065","1281842.8820886065"
"12099","1277801.3307541274","1277801.3307541274","1277801.3307541274"
"12100","1276901.311816119","1276901.311816119","1276901.311816119"
"12101","1273733.5379657203","1273733.5379657203","1273733.5379657203"
"12103","1270505.0973072972","1270505.0973072972","1270505.0973072972"
"12108","1272743.4685348035","1272743.4685348035","1272743.4685348035"
"12109","1268210.9507629082","1268210.9507629082","1268210.9507629082"
"12110","1275404.5875522061","1275404.5875522061","1275404.5875522061"
"12111","1275848.572794833","1275848.572794833","1275848.572794833"
"12112","1270969.918125897","1270969.918125897","1270969.918125897"
"12114","1275207.1134533798","1275207.1134533798","1275207.1134533798"
"12115","1277126.01223914","1277126.01223914","1277126.01223914"
"12116","1274452.5420985068","1274452.5420985068","1274452.5420985068"
"12117","1272096.2962385337","1272096.2962385337","1272096.2962385337"
"12119","1273265.2194127177","1273265.2194127177","1273265.2194127177"
"12120","1268192.6661014936","1268192.6661014936","1268192.6661014936"
"12121","1274340.2826652727","1274340.2826652727","1274340.2826652727"
"12125","1273853.0696707424","1273853.0696707424","1273853.0696707424"
"12126","1270848.7235311999","1270848.7235311999","1270848.7235311999"
"12127","1273304.2942454086","1273304.2942454086","1273304.2942454086"
"12130","1281034.9158726062","1281034.9158726062","1281034.9158726062"
"12131","1275395.7109992001","1275395.7109992001","1275395.7109992001"
"12132","1276718.9399176266","1276718.9399176266","1276718.9399176266"
"12134","1278237.3273624761","1278237.3273624761","1278237.3273624761"
"12136","1271888.074773966","1271888.074773966","1271888.074773966"
"12137","1272146.3384104876","1272146.3384104876","1272146.3384104876"
"12138","1275996.6365757463","1275996.6365757463","1275996.6365757463"
"12144","1273079.462447737","1273079.462447737","1273079.462447737"
"12145","1274711.8483485729","1274711.8483485729","1274711.8483485729"
"12147","1273721.7335823986","1273721.7335823986","1273721.7335823986"
"12149","1273521.8300714763","1273521.8300714763","1273521.8300714763"
"12151","1275757.5306329408","1275757.5306329408","1275757.5306329408"
"12153","1272078.6352354535","1272078.6352354535","1272078.6352354535"
"12154","1274375.7308760183","1274375.7308760183","1274375.7308760183"
"12155","1278385.9461304673","1278385.9461304673","1278385.9461304673"
"12156","1284604.5110533822","1284604.5110533822","1284604.5110533822"
"12157","1278086.5146455308","1278086.5146455308","1278086.5146455308"
"12158","1277229.860930364","1277229.860930364","1277229.860930364"
"12159","1279055.1584825064","1279055.1584825064","1279055.1584825064"
"12160","1274253.8859128926","1274253.8859128926","1274253.8859128926"
"12161","1276788.6205905098","1276788.6205905098","1276788.6205905098"
"12162","1273346.3207988122","1273346.3207988122","1273346.3207988122"
"12163","1273135.4786811406","1273135.4786811406","1273135.4786811406"
"12164","1273022.7141853985","1273022.7141853985","1273022.7141853985"
"12168","1276843.4809392917","1276843.4809392917","1276843.4809392917"
"12169","1277820.636063215","1277820.636063215","1277820.636063215"
"12171","1270724.6148439175","1270724.6148439175","1270724.6148439175"
"12174","1268042.751763218","1268042.751763218","1268042.751763218"
"12178","1274397.148459033","1274397.148459033","1274397.148459033"
"12182","1270542.5347327064","1270542.5347327064","1270542.5347327064"
"12184","1278802.2625965634","1278802.2625965634","1278802.2625965634"
"12189","1275738.2876118363","1275738.2876118363","1275738.2876118363"
"12195","1274014.6944957818","1274014.6944957818","1274014.6944957818"
"12198","1279467.4443574278","1279467.4443574278","1279467.4443574278"
"12200","1277207.6062176528","1277207.6062176528","1277207.6062176528"
"12201","1275796.0184167533","1275796.0184167533","1275796.0184167533"
"12204","1273277.7525883627","1273277.7525883627","1273277.7525883627"
"12206","1277035.5292916563","1277035.5292916563","1277035.5292916563"
"12209","1267551.5736737107","1267551.5736737107","1267551.5736737107"
"12210","1273095.6771662661","1273095.6771662661","1273095.6771662661"
"12211","1277819.8935405405","1277819.8935405405","1277819.8935405405"
