"Step","prime-snowball-26 - global gradient norm","prime-snowball-26 - global gradient norm__MIN","prime-snowball-26 - global gradient norm__MAX"
"236","0.8417336940765381","0.8417336940765381","0.8417336940765381"
"238","0.837861180305481","0.837861180305481","0.837861180305481"
"241","0.9583562016487122","0.9583562016487122","0.9583562016487122"
"242","1.0041415691375732","1.0041415691375732","1.0041415691375732"
"243","0.9122521281242371","0.9122521281242371","0.9122521281242371"
"245","1.0331673622131348","1.0331673622131348","1.0331673622131348"
"248","0.9316264390945435","0.9316264390945435","0.9316264390945435"
"249","0.9350411891937256","0.9350411891937256","0.9350411891937256"
"250","0.7237869501113892","0.7237869501113892","0.7237869501113892"
"251","0.9754806160926819","0.9754806160926819","0.9754806160926819"
"252","1.052817940711975","1.052817940711975","1.052817940711975"
"254","1.5288406610488892","1.5288406610488892","1.5288406610488892"
"255","0.8592694401741028","0.8592694401741028","0.8592694401741028"
"256","1.0440305471420288","1.0440305471420288","1.0440305471420288"
"258","0.8469902276992798","0.8469902276992798","0.8469902276992798"
"259","1.0290837287902832","1.0290837287902832","1.0290837287902832"
"267","1.1896504163742065","1.1896504163742065","1.1896504163742065"
"268","0.7381283044815063","0.7381283044815063","0.7381283044815063"
"269","0.5802435278892517","0.5802435278892517","0.5802435278892517"
"271","0.48804762959480286","0.48804762959480286","0.48804762959480286"
"272","0.6511065363883972","0.6511065363883972","0.6511065363883972"
"274","0.7132418155670166","0.7132418155670166","0.7132418155670166"
"275","0.7984812259674072","0.7984812259674072","0.7984812259674072"
"276","0.7703174352645874","0.7703174352645874","0.7703174352645874"
"277","1.0214784145355225","1.0214784145355225","1.0214784145355225"
"279","0.8928652405738831","0.8928652405738831","0.8928652405738831"
"280","0.8581820726394653","0.8581820726394653","0.8581820726394653"
"281","0.7501214146614075","0.7501214146614075","0.7501214146614075"
"282","0.8077165484428406","0.8077165484428406","0.8077165484428406"
"286","1.1204034090042114","1.1204034090042114","1.1204034090042114"
"287","0.9896417856216431","0.9896417856216431","0.9896417856216431"
"288","0.8438265919685364","0.8438265919685364","0.8438265919685364"
"289","0.8646363615989685","0.8646363615989685","0.8646363615989685"
"290","0.8623124361038208","0.8623124361038208","0.8623124361038208"
"291","0.8554824590682983","0.8554824590682983","0.8554824590682983"
"293","0.9788978695869446","0.9788978695869446","0.9788978695869446"
"297","0.7039570808410645","0.7039570808410645","0.7039570808410645"
"301","0.6145076155662537","0.6145076155662537","0.6145076155662537"
"302","0.6310487985610962","0.6310487985610962","0.6310487985610962"
"303","0.6998187899589539","0.6998187899589539","0.6998187899589539"
"304","0.6559651494026184","0.6559651494026184","0.6559651494026184"
"307","1.170803427696228","1.170803427696228","1.170803427696228"
"308","1.089394450187683","1.089394450187683","1.089394450187683"
"310","1.1966571807861328","1.1966571807861328","1.1966571807861328"
"311","1.4702486991882324","1.4702486991882324","1.4702486991882324"
"312","1.1935476064682007","1.1935476064682007","1.1935476064682007"
"313","0.8655794262886047","0.8655794262886047","0.8655794262886047"
"314","0.9478628635406494","0.9478628635406494","0.9478628635406494"
"315","1.2359052896499634","1.2359052896499634","1.2359052896499634"
"316","0.9605295658111572","0.9605295658111572","0.9605295658111572"
"318","0.8070299625396729","0.8070299625396729","0.8070299625396729"
"319","0.9026287198066711","0.9026287198066711","0.9026287198066711"
"320","0.7563825249671936","0.7563825249671936","0.7563825249671936"
"321","0.9194813370704651","0.9194813370704651","0.9194813370704651"
"323","0.9279260039329529","0.9279260039329529","0.9279260039329529"
"324","0.9548105001449585","0.9548105001449585","0.9548105001449585"
"325","0.832405686378479","0.832405686378479","0.832405686378479"
"327","0.6726881265640259","0.6726881265640259","0.6726881265640259"
"329","0.7230345010757446","0.7230345010757446","0.7230345010757446"
"333","0.8879201412200928","0.8879201412200928","0.8879201412200928"
"334","0.7866860628128052","0.7866860628128052","0.7866860628128052"
"337","0.7679219245910645","0.7679219245910645","0.7679219245910645"
"338","0.845265805721283","0.845265805721283","0.845265805721283"
"339","0.9506457448005676","0.9506457448005676","0.9506457448005676"
"340","1.3104593753814697","1.3104593753814697","1.3104593753814697"
"343","0.7730816006660461","0.7730816006660461","0.7730816006660461"
"345","0.8871943950653076","0.8871943950653076","0.8871943950653076"
"346","0.7667669057846069","0.7667669057846069","0.7667669057846069"
"349","0.8773586750030518","0.8773586750030518","0.8773586750030518"
"350","0.7781944274902344","0.7781944274902344","0.7781944274902344"
"354","0.9330851435661316","0.9330851435661316","0.9330851435661316"
"355","0.9410905838012695","0.9410905838012695","0.9410905838012695"
"357","0.7442860007286072","0.7442860007286072","0.7442860007286072"
"359","1.542777180671692","1.542777180671692","1.542777180671692"
"364","0.9881874918937683","0.9881874918937683","0.9881874918937683"
"370","0.6943765878677368","0.6943765878677368","0.6943765878677368"
"371","0.8970420360565186","0.8970420360565186","0.8970420360565186"
"373","1.332191824913025","1.332191824913025","1.332191824913025"
"375","0.7923465967178345","0.7923465967178345","0.7923465967178345"
"376","0.8178443908691406","0.8178443908691406","0.8178443908691406"
"379","0.8566733598709106","0.8566733598709106","0.8566733598709106"
"384","0.9260316491127014","0.9260316491127014","0.9260316491127014"
"385","0.875731348991394","0.875731348991394","0.875731348991394"
"388","0.6580983996391296","0.6580983996391296","0.6580983996391296"
"389","0.8638417720794678","0.8638417720794678","0.8638417720794678"
"391","1.1588231325149536","1.1588231325149536","1.1588231325149536"
"394","1.0272659063339233","1.0272659063339233","1.0272659063339233"
"395","1.0380730628967285","1.0380730628967285","1.0380730628967285"
"398","0.9221312403678894","0.9221312403678894","0.9221312403678894"
"400","0.8131068348884583","0.8131068348884583","0.8131068348884583"
"403","0.9168341159820557","0.9168341159820557","0.9168341159820557"
"404","0.8508031368255615","0.8508031368255615","0.8508031368255615"
"405","0.85162353515625","0.85162353515625","0.85162353515625"
"407","0.629778265953064","0.629778265953064","0.629778265953064"
"408","0.6341871619224548","0.6341871619224548","0.6341871619224548"
"409","0.679516613483429","0.679516613483429","0.679516613483429"
"410","0.8212133646011353","0.8212133646011353","0.8212133646011353"
"411","1.1822172403335571","1.1822172403335571","1.1822172403335571"
"413","0.8908745646476746","0.8908745646476746","0.8908745646476746"
"417","0.9950475692749023","0.9950475692749023","0.9950475692749023"
"420","0.723321259021759","0.723321259021759","0.723321259021759"
"422","0.8571298122406006","0.8571298122406006","0.8571298122406006"
"424","0.8558095097541809","0.8558095097541809","0.8558095097541809"
"429","1.0558432340621948","1.0558432340621948","1.0558432340621948"
"432","0.8774930834770203","0.8774930834770203","0.8774930834770203"
"434","1.2360438108444214","1.2360438108444214","1.2360438108444214"
"435","1.0725207328796387","1.0725207328796387","1.0725207328796387"
"436","1.2816200256347656","1.2816200256347656","1.2816200256347656"
"437","0.9907547235488892","0.9907547235488892","0.9907547235488892"
"438","1.2112282514572144","1.2112282514572144","1.2112282514572144"
"439","1.5286723375320435","1.5286723375320435","1.5286723375320435"
"441","0.9569639563560486","0.9569639563560486","0.9569639563560486"
"444","0.7718613743782043","0.7718613743782043","0.7718613743782043"
"445","0.7802072167396545","0.7802072167396545","0.7802072167396545"
"446","0.7715800404548645","0.7715800404548645","0.7715800404548645"
"447","0.6524062752723694","0.6524062752723694","0.6524062752723694"
"448","0.6649177670478821","0.6649177670478821","0.6649177670478821"
"454","0.970054030418396","0.970054030418396","0.970054030418396"
"456","0.8825298547744751","0.8825298547744751","0.8825298547744751"
"459","0.7974379658699036","0.7974379658699036","0.7974379658699036"
"461","0.761294424533844","0.761294424533844","0.761294424533844"
"463","0.7219377756118774","0.7219377756118774","0.7219377756118774"
"464","0.8433164358139038","0.8433164358139038","0.8433164358139038"
"465","1.0245301723480225","1.0245301723480225","1.0245301723480225"
"467","1.0414866209030151","1.0414866209030151","1.0414866209030151"
"468","0.8994043469429016","0.8994043469429016","0.8994043469429016"
"470","0.9532953500747681","0.9532953500747681","0.9532953500747681"
"473","1.0214040279388428","1.0214040279388428","1.0214040279388428"
"474","1.1491813659667969","1.1491813659667969","1.1491813659667969"
"476","0.9360255002975464","0.9360255002975464","0.9360255002975464"
"477","0.9801821708679199","0.9801821708679199","0.9801821708679199"
"478","1.15843665599823","1.15843665599823","1.15843665599823"
"482","0.7822030782699585","0.7822030782699585","0.7822030782699585"
"484","0.7080119848251343","0.7080119848251343","0.7080119848251343"
"486","0.8109780550003052","0.8109780550003052","0.8109780550003052"
"488","0.839867115020752","0.839867115020752","0.839867115020752"
"489","0.836527943611145","0.836527943611145","0.836527943611145"
"490","0.8265949487686157","0.8265949487686157","0.8265949487686157"
"491","0.8355130553245544","0.8355130553245544","0.8355130553245544"
"492","0.8438248634338379","0.8438248634338379","0.8438248634338379"
"494","0.8806852102279663","0.8806852102279663","0.8806852102279663"
"499","0.8726916909217834","0.8726916909217834","0.8726916909217834"
"500","0.9037233591079712","0.9037233591079712","0.9037233591079712"
"501","0.9278244972229004","0.9278244972229004","0.9278244972229004"
"502","0.8093215227127075","0.8093215227127075","0.8093215227127075"
"508","0.7652575969696045","0.7652575969696045","0.7652575969696045"
"509","1.0204046964645386","1.0204046964645386","1.0204046964645386"
"510","1.0801244974136353","1.0801244974136353","1.0801244974136353"
"512","1.2371597290039062","1.2371597290039062","1.2371597290039062"
"513","1.091729760169983","1.091729760169983","1.091729760169983"
"514","1.1137657165527344","1.1137657165527344","1.1137657165527344"
"516","0.8917475342750549","0.8917475342750549","0.8917475342750549"
"517","0.932421863079071","0.932421863079071","0.932421863079071"
"521","1.037785291671753","1.037785291671753","1.037785291671753"
"522","0.9801968336105347","0.9801968336105347","0.9801968336105347"
"523","0.8781712651252747","0.8781712651252747","0.8781712651252747"
"524","0.753743052482605","0.753743052482605","0.753743052482605"
"526","1.0724904537200928","1.0724904537200928","1.0724904537200928"
"527","1.1455496549606323","1.1455496549606323","1.1455496549606323"
"529","0.6224803328514099","0.6224803328514099","0.6224803328514099"
"530","0.6807990074157715","0.6807990074157715","0.6807990074157715"
"531","0.822424054145813","0.822424054145813","0.822424054145813"
"532","0.9760803580284119","0.9760803580284119","0.9760803580284119"
"533","1.1523758172988892","1.1523758172988892","1.1523758172988892"
"537","0.6516039371490479","0.6516039371490479","0.6516039371490479"
"543","0.8620875477790833","0.8620875477790833","0.8620875477790833"
"546","1.0113285779953003","1.0113285779953003","1.0113285779953003"
"548","1.1827222108840942","1.1827222108840942","1.1827222108840942"
"551","0.9143347144126892","0.9143347144126892","0.9143347144126892"
"554","0.7153211832046509","0.7153211832046509","0.7153211832046509"
"555","0.721842348575592","0.721842348575592","0.721842348575592"
"556","0.7204993367195129","0.7204993367195129","0.7204993367195129"
"561","0.8607397675514221","0.8607397675514221","0.8607397675514221"
"562","0.8510739207267761","0.8510739207267761","0.8510739207267761"
"564","0.9987934827804565","0.9987934827804565","0.9987934827804565"
"565","0.8646087646484375","0.8646087646484375","0.8646087646484375"
"566","0.7230210304260254","0.7230210304260254","0.7230210304260254"
"569","0.5858154892921448","0.5858154892921448","0.5858154892921448"
"570","0.6673629879951477","0.6673629879951477","0.6673629879951477"
"573","1.2454180717468262","1.2454180717468262","1.2454180717468262"
"578","0.8306748270988464","0.8306748270988464","0.8306748270988464"
"580","0.745079517364502","0.745079517364502","0.745079517364502"
"581","0.817422091960907","0.817422091960907","0.817422091960907"
"582","0.8761249780654907","0.8761249780654907","0.8761249780654907"
"585","1.3388671875","1.3388671875","1.3388671875"
"587","0.666924774646759","0.666924774646759","0.666924774646759"
"588","0.7253043055534363","0.7253043055534363","0.7253043055534363"
"590","0.847983717918396","0.847983717918396","0.847983717918396"
"591","0.7330520749092102","0.7330520749092102","0.7330520749092102"
"592","0.7377462983131409","0.7377462983131409","0.7377462983131409"
"595","0.7862386703491211","0.7862386703491211","0.7862386703491211"
"601","0.8740597367286682","0.8740597367286682","0.8740597367286682"
"604","0.7859933376312256","0.7859933376312256","0.7859933376312256"
"606","0.8641963005065918","0.8641963005065918","0.8641963005065918"
"607","0.8586565852165222","0.8586565852165222","0.8586565852165222"
"609","0.6581679582595825","0.6581679582595825","0.6581679582595825"
"611","0.7644864916801453","0.7644864916801453","0.7644864916801453"
"617","0.8337700366973877","0.8337700366973877","0.8337700366973877"
"619","0.7556350231170654","0.7556350231170654","0.7556350231170654"
"621","0.95479416847229","0.95479416847229","0.95479416847229"
"622","1.0525599718093872","1.0525599718093872","1.0525599718093872"
"624","0.9283177852630615","0.9283177852630615","0.9283177852630615"
"627","0.8383728265762329","0.8383728265762329","0.8383728265762329"
"628","0.9401666522026062","0.9401666522026062","0.9401666522026062"
"629","0.7664958238601685","0.7664958238601685","0.7664958238601685"
"636","0.9090433716773987","0.9090433716773987","0.9090433716773987"
"639","0.8547897934913635","0.8547897934913635","0.8547897934913635"
"641","0.682303249835968","0.682303249835968","0.682303249835968"
"643","0.6696211099624634","0.6696211099624634","0.6696211099624634"
"647","0.5442438125610352","0.5442438125610352","0.5442438125610352"
"649","0.6993100643157959","0.6993100643157959","0.6993100643157959"
"650","0.7316497564315796","0.7316497564315796","0.7316497564315796"
"654","0.7377523183822632","0.7377523183822632","0.7377523183822632"
"655","0.7497363090515137","0.7497363090515137","0.7497363090515137"
"660","0.6277194023132324","0.6277194023132324","0.6277194023132324"
"663","0.8694050312042236","0.8694050312042236","0.8694050312042236"
"664","0.9352087378501892","0.9352087378501892","0.9352087378501892"
"665","0.8304767608642578","0.8304767608642578","0.8304767608642578"
"666","0.9159780740737915","0.9159780740737915","0.9159780740737915"
"668","0.876492440700531","0.876492440700531","0.876492440700531"
"669","0.8327168226242065","0.8327168226242065","0.8327168226242065"
"670","0.8404871821403503","0.8404871821403503","0.8404871821403503"
"671","0.694216787815094","0.694216787815094","0.694216787815094"
"672","0.6536742448806763","0.6536742448806763","0.6536742448806763"
"673","0.5995361804962158","0.5995361804962158","0.5995361804962158"
"674","0.7416335344314575","0.7416335344314575","0.7416335344314575"
"675","0.6974550485610962","0.6974550485610962","0.6974550485610962"
"677","0.5925782322883606","0.5925782322883606","0.5925782322883606"
"679","0.7143972516059875","0.7143972516059875","0.7143972516059875"
"680","1.0468393564224243","1.0468393564224243","1.0468393564224243"
"682","0.7532334923744202","0.7532334923744202","0.7532334923744202"
"684","0.7034164071083069","0.7034164071083069","0.7034164071083069"
"685","0.6582289338111877","0.6582289338111877","0.6582289338111877"
"690","0.7442481517791748","0.7442481517791748","0.7442481517791748"
"692","0.7512838840484619","0.7512838840484619","0.7512838840484619"
"693","0.734359085559845","0.734359085559845","0.734359085559845"
"698","0.6310575008392334","0.6310575008392334","0.6310575008392334"
"699","0.8178257346153259","0.8178257346153259","0.8178257346153259"
"700","0.9675343036651611","0.9675343036651611","0.9675343036651611"
"701","1.2692492008209229","1.2692492008209229","1.2692492008209229"
"702","0.888869047164917","0.888869047164917","0.888869047164917"
"703","0.855664074420929","0.855664074420929","0.855664074420929"
"705","0.7271024584770203","0.7271024584770203","0.7271024584770203"
"707","0.5108402967453003","0.5108402967453003","0.5108402967453003"
"708","0.5309503674507141","0.5309503674507141","0.5309503674507141"
"709","0.566127598285675","0.566127598285675","0.566127598285675"
"711","0.7262577414512634","0.7262577414512634","0.7262577414512634"
"713","0.8819870948791504","0.8819870948791504","0.8819870948791504"
"714","0.8786685466766357","0.8786685466766357","0.8786685466766357"
"718","0.6300613284111023","0.6300613284111023","0.6300613284111023"
"719","0.6675567030906677","0.6675567030906677","0.6675567030906677"
"721","0.7322869896888733","0.7322869896888733","0.7322869896888733"
"723","0.7435968518257141","0.7435968518257141","0.7435968518257141"
"725","0.7805510759353638","0.7805510759353638","0.7805510759353638"
"727","0.8556120991706848","0.8556120991706848","0.8556120991706848"
"730","0.6921525001525879","0.6921525001525879","0.6921525001525879"
"732","0.6575649380683899","0.6575649380683899","0.6575649380683899"
"734","0.5019007325172424","0.5019007325172424","0.5019007325172424"
"735","0.5078819990158081","0.5078819990158081","0.5078819990158081"
"742","0.6829176545143127","0.6829176545143127","0.6829176545143127"
"743","0.6405258178710938","0.6405258178710938","0.6405258178710938"
"746","0.6823192238807678","0.6823192238807678","0.6823192238807678"
"749","0.5360572338104248","0.5360572338104248","0.5360572338104248"
"750","0.6632096171379089","0.6632096171379089","0.6632096171379089"
"751","0.8335815668106079","0.8335815668106079","0.8335815668106079"
"753","0.7291041612625122","0.7291041612625122","0.7291041612625122"
"754","0.6612057685852051","0.6612057685852051","0.6612057685852051"
"760","0.5885158777236938","0.5885158777236938","0.5885158777236938"
"761","0.6298306584358215","0.6298306584358215","0.6298306584358215"
"762","0.6822224259376526","0.6822224259376526","0.6822224259376526"
"766","0.6491542458534241","0.6491542458534241","0.6491542458534241"
"768","0.6037710309028625","0.6037710309028625","0.6037710309028625"
"771","0.6327111721038818","0.6327111721038818","0.6327111721038818"
"773","0.7372037172317505","0.7372037172317505","0.7372037172317505"
"774","0.5578601360321045","0.5578601360321045","0.5578601360321045"
"775","0.5482692122459412","0.5482692122459412","0.5482692122459412"
"778","0.7042365074157715","0.7042365074157715","0.7042365074157715"
"779","0.7271865606307983","0.7271865606307983","0.7271865606307983"
"782","0.772025465965271","0.772025465965271","0.772025465965271"
"787","0.531826913356781","0.531826913356781","0.531826913356781"
"790","0.7949494123458862","0.7949494123458862","0.7949494123458862"
"791","0.649272084236145","0.649272084236145","0.649272084236145"
"792","0.6611289978027344","0.6611289978027344","0.6611289978027344"
"793","0.7741492390632629","0.7741492390632629","0.7741492390632629"
"796","0.7178745269775391","0.7178745269775391","0.7178745269775391"
"798","0.48678404092788696","0.48678404092788696","0.48678404092788696"
"799","0.48646649718284607","0.48646649718284607","0.48646649718284607"
"803","0.7126691341400146","0.7126691341400146","0.7126691341400146"
"804","0.967891275882721","0.967891275882721","0.967891275882721"
"805","1.0879509449005127","1.0879509449005127","1.0879509449005127"
"810","0.7851758599281311","0.7851758599281311","0.7851758599281311"
"812","0.5512565970420837","0.5512565970420837","0.5512565970420837"
"814","0.6317350268363953","0.6317350268363953","0.6317350268363953"
"815","0.6705999374389648","0.6705999374389648","0.6705999374389648"
"817","0.7478113770484924","0.7478113770484924","0.7478113770484924"
"818","0.744392991065979","0.744392991065979","0.744392991065979"
"821","0.508966326713562","0.508966326713562","0.508966326713562"
"823","0.5526778101921082","0.5526778101921082","0.5526778101921082"
"826","0.6386794447898865","0.6386794447898865","0.6386794447898865"
"828","0.5974608659744263","0.5974608659744263","0.5974608659744263"
"829","0.5742326378822327","0.5742326378822327","0.5742326378822327"
"830","0.6277340650558472","0.6277340650558472","0.6277340650558472"
"837","0.5189244151115417","0.5189244151115417","0.5189244151115417"
"838","0.5355901122093201","0.5355901122093201","0.5355901122093201"
"839","0.514056921005249","0.514056921005249","0.514056921005249"
"840","0.44637811183929443","0.44637811183929443","0.44637811183929443"
"841","0.489915668964386","0.489915668964386","0.489915668964386"
"842","0.4524678885936737","0.4524678885936737","0.4524678885936737"
"843","0.5086829662322998","0.5086829662322998","0.5086829662322998"
"845","0.6316535472869873","0.6316535472869873","0.6316535472869873"
"848","0.7077199816703796","0.7077199816703796","0.7077199816703796"
"849","0.718264639377594","0.718264639377594","0.718264639377594"
"851","0.8408022522926331","0.8408022522926331","0.8408022522926331"
"852","0.8159580826759338","0.8159580826759338","0.8159580826759338"
"853","0.6822059750556946","0.6822059750556946","0.6822059750556946"
"856","0.5129232406616211","0.5129232406616211","0.5129232406616211"
"857","0.48161691427230835","0.48161691427230835","0.48161691427230835"
"858","0.4827260971069336","0.4827260971069336","0.4827260971069336"
"859","0.45926541090011597","0.45926541090011597","0.45926541090011597"
"860","0.47714123129844666","0.47714123129844666","0.47714123129844666"
"862","0.7408215999603271","0.7408215999603271","0.7408215999603271"
"865","0.6657212972640991","0.6657212972640991","0.6657212972640991"
"866","0.5519606471061707","0.5519606471061707","0.5519606471061707"
"867","0.6718456149101257","0.6718456149101257","0.6718456149101257"
"871","0.5569459199905396","0.5569459199905396","0.5569459199905396"
"872","0.5000437498092651","0.5000437498092651","0.5000437498092651"
"873","0.48724260926246643","0.48724260926246643","0.48724260926246643"
"877","0.5824484825134277","0.5824484825134277","0.5824484825134277"
"879","0.5400821566581726","0.5400821566581726","0.5400821566581726"
"882","0.573489248752594","0.573489248752594","0.573489248752594"
"885","0.5813024044036865","0.5813024044036865","0.5813024044036865"
"889","0.6322063207626343","0.6322063207626343","0.6322063207626343"
"891","0.46126440167427063","0.46126440167427063","0.46126440167427063"
"893","0.4474084973335266","0.4474084973335266","0.4474084973335266"
"896","0.5518447756767273","0.5518447756767273","0.5518447756767273"
"897","0.48277926445007324","0.48277926445007324","0.48277926445007324"
"898","0.457553505897522","0.457553505897522","0.457553505897522"
"899","0.4491848349571228","0.4491848349571228","0.4491848349571228"
"900","0.4959850013256073","0.4959850013256073","0.4959850013256073"
"902","0.5120275616645813","0.5120275616645813","0.5120275616645813"
"906","0.5059731602668762","0.5059731602668762","0.5059731602668762"
"907","0.6147336363792419","0.6147336363792419","0.6147336363792419"
"908","0.6391491293907166","0.6391491293907166","0.6391491293907166"
"909","0.65519118309021","0.65519118309021","0.65519118309021"
"910","0.6504976153373718","0.6504976153373718","0.6504976153373718"
"912","0.5026383996009827","0.5026383996009827","0.5026383996009827"
"913","0.5049235820770264","0.5049235820770264","0.5049235820770264"
"915","0.5096372365951538","0.5096372365951538","0.5096372365951538"
