"Step","sleek-thunder-73 - global gradient norm","sleek-thunder-73 - global gradient norm__MIN","sleek-thunder-73 - global gradient norm__MAX"
"249","1.0653984546661377","1.0653984546661377","1.0653984546661377"
"250","0.9501621723175049","0.9501621723175049","0.9501621723175049"
"251","0.9351018071174622","0.9351018071174622","0.9351018071174622"
"254","0.7409772276878357","0.7409772276878357","0.7409772276878357"
"255","0.6349735260009766","0.6349735260009766","0.6349735260009766"
"258","0.588802695274353","0.588802695274353","0.588802695274353"
"260","1.1973931789398193","1.1973931789398193","1.1973931789398193"
"261","0.7999247908592224","0.7999247908592224","0.7999247908592224"
"262","0.7008396983146667","0.7008396983146667","0.7008396983146667"
"264","0.6042302846908569","0.6042302846908569","0.6042302846908569"
"265","0.6787610650062561","0.6787610650062561","0.6787610650062561"
"266","0.7206525206565857","0.7206525206565857","0.7206525206565857"
"268","0.7008174061775208","0.7008174061775208","0.7008174061775208"
"269","0.7256133556365967","0.7256133556365967","0.7256133556365967"
"271","0.922745406627655","0.922745406627655","0.922745406627655"
"272","0.7583854794502258","0.7583854794502258","0.7583854794502258"
"273","1.4794732332229614","1.4794732332229614","1.4794732332229614"
"274","1.1926825046539307","1.1926825046539307","1.1926825046539307"
"275","0.6493405699729919","0.6493405699729919","0.6493405699729919"
"277","1.0191237926483154","1.0191237926483154","1.0191237926483154"
"278","0.8466255068778992","0.8466255068778992","0.8466255068778992"
"279","0.6861341595649719","0.6861341595649719","0.6861341595649719"
"280","0.8299472332000732","0.8299472332000732","0.8299472332000732"
"283","0.8761647939682007","0.8761647939682007","0.8761647939682007"
"284","0.7992498874664307","0.7992498874664307","0.7992498874664307"
"285","1.2448004484176636","1.2448004484176636","1.2448004484176636"
"286","0.7159910798072815","0.7159910798072815","0.7159910798072815"
"288","0.7956607937812805","0.7956607937812805","0.7956607937812805"
"289","0.6098267436027527","0.6098267436027527","0.6098267436027527"
"290","0.7001633644104004","0.7001633644104004","0.7001633644104004"
"291","0.8550539016723633","0.8550539016723633","0.8550539016723633"
"292","0.9911190271377563","0.9911190271377563","0.9911190271377563"
"293","0.8414216637611389","0.8414216637611389","0.8414216637611389"
"294","0.6782060265541077","0.6782060265541077","0.6782060265541077"
"295","0.8572165966033936","0.8572165966033936","0.8572165966033936"
"296","0.7124175429344177","0.7124175429344177","0.7124175429344177"
"297","1.0009620189666748","1.0009620189666748","1.0009620189666748"
"302","0.7080671787261963","0.7080671787261963","0.7080671787261963"
"303","0.6640625","0.6640625","0.6640625"
"304","0.712356448173523","0.712356448173523","0.712356448173523"
"306","0.9041010737419128","0.9041010737419128","0.9041010737419128"
"307","0.6884574294090271","0.6884574294090271","0.6884574294090271"
"310","0.7314473390579224","0.7314473390579224","0.7314473390579224"
"320","1.1391059160232544","1.1391059160232544","1.1391059160232544"
"322","1.372709035873413","1.372709035873413","1.372709035873413"
"324","1.075775146484375","1.075775146484375","1.075775146484375"
"326","1.002288579940796","1.002288579940796","1.002288579940796"
"327","1.024692177772522","1.024692177772522","1.024692177772522"
"329","0.9475815892219543","0.9475815892219543","0.9475815892219543"
"330","0.7842720150947571","0.7842720150947571","0.7842720150947571"
"331","1.1098729372024536","1.1098729372024536","1.1098729372024536"
"332","1.2626292705535889","1.2626292705535889","1.2626292705535889"
"335","0.9247086644172668","0.9247086644172668","0.9247086644172668"
"336","0.9617709517478943","0.9617709517478943","0.9617709517478943"
"337","0.8182322978973389","0.8182322978973389","0.8182322978973389"
"339","0.6409376859664917","0.6409376859664917","0.6409376859664917"
"341","0.6014998555183411","0.6014998555183411","0.6014998555183411"
"344","0.9865270853042603","0.9865270853042603","0.9865270853042603"
"346","0.9529889822006226","0.9529889822006226","0.9529889822006226"
"348","0.8385644555091858","0.8385644555091858","0.8385644555091858"
"349","0.6287197470664978","0.6287197470664978","0.6287197470664978"
"353","0.6694414019584656","0.6694414019584656","0.6694414019584656"
"356","0.9300553202629089","0.9300553202629089","0.9300553202629089"
"363","0.7037715315818787","0.7037715315818787","0.7037715315818787"
"364","0.6753902435302734","0.6753902435302734","0.6753902435302734"
"365","0.745576024055481","0.745576024055481","0.745576024055481"
"366","0.8152287602424622","0.8152287602424622","0.8152287602424622"
"368","0.9543092250823975","0.9543092250823975","0.9543092250823975"
"371","0.9179369807243347","0.9179369807243347","0.9179369807243347"
"372","1.1589419841766357","1.1589419841766357","1.1589419841766357"
"373","1.081788420677185","1.081788420677185","1.081788420677185"
"374","1.0601069927215576","1.0601069927215576","1.0601069927215576"
"377","0.9162496328353882","0.9162496328353882","0.9162496328353882"
"379","1.0027425289154053","1.0027425289154053","1.0027425289154053"
"381","0.9432381391525269","0.9432381391525269","0.9432381391525269"
"382","1.0065300464630127","1.0065300464630127","1.0065300464630127"
"383","0.9859670400619507","0.9859670400619507","0.9859670400619507"
"386","0.7344598770141602","0.7344598770141602","0.7344598770141602"
"387","0.7286004424095154","0.7286004424095154","0.7286004424095154"
"388","0.8544185757637024","0.8544185757637024","0.8544185757637024"
"389","0.8466755151748657","0.8466755151748657","0.8466755151748657"
"390","0.7150718569755554","0.7150718569755554","0.7150718569755554"
"391","0.5989355444908142","0.5989355444908142","0.5989355444908142"
"392","0.5439190864562988","0.5439190864562988","0.5439190864562988"
"394","0.6517086029052734","0.6517086029052734","0.6517086029052734"
"397","1.3962239027023315","1.3962239027023315","1.3962239027023315"
"398","0.7077799439430237","0.7077799439430237","0.7077799439430237"
"399","0.9623497724533081","0.9623497724533081","0.9623497724533081"
"400","1.107657551765442","1.107657551765442","1.107657551765442"
"401","0.8645405173301697","0.8645405173301697","0.8645405173301697"
"402","0.9588900208473206","0.9588900208473206","0.9588900208473206"
"403","0.9200780987739563","0.9200780987739563","0.9200780987739563"
"410","1.0524309873580933","1.0524309873580933","1.0524309873580933"
"412","0.8593778014183044","0.8593778014183044","0.8593778014183044"
"413","0.9086907505989075","0.9086907505989075","0.9086907505989075"
"415","0.8152655363082886","0.8152655363082886","0.8152655363082886"
"417","0.8709773421287537","0.8709773421287537","0.8709773421287537"
"418","0.7979525327682495","0.7979525327682495","0.7979525327682495"
"419","0.8823114037513733","0.8823114037513733","0.8823114037513733"
"423","1.0713833570480347","1.0713833570480347","1.0713833570480347"
"426","1.0022209882736206","1.0022209882736206","1.0022209882736206"
"427","1.2463170289993286","1.2463170289993286","1.2463170289993286"
"429","1.3641902208328247","1.3641902208328247","1.3641902208328247"
"431","1.0369386672973633","1.0369386672973633","1.0369386672973633"
"432","1.263067603111267","1.263067603111267","1.263067603111267"
"433","0.9290658831596375","0.9290658831596375","0.9290658831596375"
"437","1.0100553035736084","1.0100553035736084","1.0100553035736084"
"439","0.9380361437797546","0.9380361437797546","0.9380361437797546"
"440","0.9289895296096802","0.9289895296096802","0.9289895296096802"
"442","1.0223578214645386","1.0223578214645386","1.0223578214645386"
"445","0.9967367053031921","0.9967367053031921","0.9967367053031921"
"446","0.9924054741859436","0.9924054741859436","0.9924054741859436"
"447","0.8791601061820984","0.8791601061820984","0.8791601061820984"
"449","0.7678030729293823","0.7678030729293823","0.7678030729293823"
"452","0.7949432134628296","0.7949432134628296","0.7949432134628296"
"454","0.849145233631134","0.849145233631134","0.849145233631134"
"456","0.8677039742469788","0.8677039742469788","0.8677039742469788"
"458","0.8074312806129456","0.8074312806129456","0.8074312806129456"
"459","0.8165737390518188","0.8165737390518188","0.8165737390518188"
"460","0.9505599141120911","0.9505599141120911","0.9505599141120911"
"461","1.1325795650482178","1.1325795650482178","1.1325795650482178"
"462","1.2643636465072632","1.2643636465072632","1.2643636465072632"
"465","0.8663422465324402","0.8663422465324402","0.8663422465324402"
"466","0.8215509653091431","0.8215509653091431","0.8215509653091431"
"471","1.1071140766143799","1.1071140766143799","1.1071140766143799"
"475","0.9747426509857178","0.9747426509857178","0.9747426509857178"
"476","0.8589460253715515","0.8589460253715515","0.8589460253715515"
"477","1.2320268154144287","1.2320268154144287","1.2320268154144287"
"478","1.4434702396392822","1.4434702396392822","1.4434702396392822"
"481","1.1048911809921265","1.1048911809921265","1.1048911809921265"
"482","1.0215191841125488","1.0215191841125488","1.0215191841125488"
"485","0.9305613040924072","0.9305613040924072","0.9305613040924072"
"486","1.0125391483306885","1.0125391483306885","1.0125391483306885"
"487","1.1443082094192505","1.1443082094192505","1.1443082094192505"
"488","1.0879617929458618","1.0879617929458618","1.0879617929458618"
"489","0.9979362487792969","0.9979362487792969","0.9979362487792969"
"490","1.1344486474990845","1.1344486474990845","1.1344486474990845"
"491","1.1464040279388428","1.1464040279388428","1.1464040279388428"
"492","0.8499419093132019","0.8499419093132019","0.8499419093132019"
"493","0.8021359443664551","0.8021359443664551","0.8021359443664551"
"494","0.7660852074623108","0.7660852074623108","0.7660852074623108"
"497","0.9401478171348572","0.9401478171348572","0.9401478171348572"
"499","0.8723090291023254","0.8723090291023254","0.8723090291023254"
"503","0.9563497304916382","0.9563497304916382","0.9563497304916382"
"505","1.0597342252731323","1.0597342252731323","1.0597342252731323"
"509","0.7973333597183228","0.7973333597183228","0.7973333597183228"
"510","0.8292341828346252","0.8292341828346252","0.8292341828346252"
"514","0.7639064788818359","0.7639064788818359","0.7639064788818359"
"516","0.7588269710540771","0.7588269710540771","0.7588269710540771"
"519","1.1925818920135498","1.1925818920135498","1.1925818920135498"
"520","1.172145962715149","1.172145962715149","1.172145962715149"
"522","0.8656433820724487","0.8656433820724487","0.8656433820724487"
"523","0.9159440398216248","0.9159440398216248","0.9159440398216248"
"529","0.9555796384811401","0.9555796384811401","0.9555796384811401"
"533","1.1077028512954712","1.1077028512954712","1.1077028512954712"
"534","1.1356618404388428","1.1356618404388428","1.1356618404388428"
"538","0.8386750221252441","0.8386750221252441","0.8386750221252441"
"540","0.855928897857666","0.855928897857666","0.855928897857666"
"541","0.7668120265007019","0.7668120265007019","0.7668120265007019"
"543","0.9391044974327087","0.9391044974327087","0.9391044974327087"
"544","0.9733547568321228","0.9733547568321228","0.9733547568321228"
"547","0.8822568655014038","0.8822568655014038","0.8822568655014038"
"549","1.077401041984558","1.077401041984558","1.077401041984558"
"550","1.0602545738220215","1.0602545738220215","1.0602545738220215"
"551","0.9520471692085266","0.9520471692085266","0.9520471692085266"
"555","1.077943205833435","1.077943205833435","1.077943205833435"
"557","1.2488764524459839","1.2488764524459839","1.2488764524459839"
"559","0.7933973073959351","0.7933973073959351","0.7933973073959351"
"560","0.8838125467300415","0.8838125467300415","0.8838125467300415"
"563","0.7870467305183411","0.7870467305183411","0.7870467305183411"
"565","0.7021547555923462","0.7021547555923462","0.7021547555923462"
"566","0.7029545903205872","0.7029545903205872","0.7029545903205872"
"571","0.9165019392967224","0.9165019392967224","0.9165019392967224"
"574","0.9846325516700745","0.9846325516700745","0.9846325516700745"
"576","0.9452362656593323","0.9452362656593323","0.9452362656593323"
"579","0.8648486733436584","0.8648486733436584","0.8648486733436584"
"581","0.8744006752967834","0.8744006752967834","0.8744006752967834"
"588","0.9479767084121704","0.9479767084121704","0.9479767084121704"
"589","1.0235532522201538","1.0235532522201538","1.0235532522201538"
"590","0.9254655838012695","0.9254655838012695","0.9254655838012695"
"591","0.9959462881088257","0.9959462881088257","0.9959462881088257"
"601","0.9112447500228882","0.9112447500228882","0.9112447500228882"
"605","0.8062652349472046","0.8062652349472046","0.8062652349472046"
"607","0.9503806233406067","0.9503806233406067","0.9503806233406067"
"608","0.8199681043624878","0.8199681043624878","0.8199681043624878"
"610","0.8349933624267578","0.8349933624267578","0.8349933624267578"
"612","0.6837909817695618","0.6837909817695618","0.6837909817695618"
"613","0.6996893286705017","0.6996893286705017","0.6996893286705017"
"616","0.7880499958992004","0.7880499958992004","0.7880499958992004"
"620","0.7176613807678223","0.7176613807678223","0.7176613807678223"
"621","0.8751213550567627","0.8751213550567627","0.8751213550567627"
"624","0.6816493272781372","0.6816493272781372","0.6816493272781372"
"625","0.7817010879516602","0.7817010879516602","0.7817010879516602"
"626","0.8685516715049744","0.8685516715049744","0.8685516715049744"
"627","1.1745930910110474","1.1745930910110474","1.1745930910110474"
"628","0.8762238025665283","0.8762238025665283","0.8762238025665283"
"629","0.7964289784431458","0.7964289784431458","0.7964289784431458"
"630","0.7513700127601624","0.7513700127601624","0.7513700127601624"
"631","0.8198620080947876","0.8198620080947876","0.8198620080947876"
"632","0.8545461893081665","0.8545461893081665","0.8545461893081665"
"633","0.8169080018997192","0.8169080018997192","0.8169080018997192"
"635","0.8488731980323792","0.8488731980323792","0.8488731980323792"
"638","0.7309371829032898","0.7309371829032898","0.7309371829032898"
"639","0.8007106184959412","0.8007106184959412","0.8007106184959412"
"640","0.8741635680198669","0.8741635680198669","0.8741635680198669"
"641","0.8975528478622437","0.8975528478622437","0.8975528478622437"
"644","0.9500360488891602","0.9500360488891602","0.9500360488891602"
"646","1.0415257215499878","1.0415257215499878","1.0415257215499878"
"650","0.8601682782173157","0.8601682782173157","0.8601682782173157"
"652","0.8613904118537903","0.8613904118537903","0.8613904118537903"
"657","0.8059569597244263","0.8059569597244263","0.8059569597244263"
"660","0.6737194657325745","0.6737194657325745","0.6737194657325745"
"662","0.8482740521430969","0.8482740521430969","0.8482740521430969"
"663","0.9096805453300476","0.9096805453300476","0.9096805453300476"
"665","0.7632838487625122","0.7632838487625122","0.7632838487625122"
"667","1.5224146842956543","1.5224146842956543","1.5224146842956543"
"670","0.8384669423103333","0.8384669423103333","0.8384669423103333"
"671","0.7903918623924255","0.7903918623924255","0.7903918623924255"
"676","1.0039658546447754","1.0039658546447754","1.0039658546447754"
"678","1.2502026557922363","1.2502026557922363","1.2502026557922363"
"679","0.9983420372009277","0.9983420372009277","0.9983420372009277"
"682","0.9600752592086792","0.9600752592086792","0.9600752592086792"
"683","0.7877306938171387","0.7877306938171387","0.7877306938171387"
"684","0.7828270792961121","0.7828270792961121","0.7828270792961121"
"685","0.780005693435669","0.780005693435669","0.780005693435669"
"686","0.6621232032775879","0.6621232032775879","0.6621232032775879"
"688","0.6908317804336548","0.6908317804336548","0.6908317804336548"
"689","0.9241802096366882","0.9241802096366882","0.9241802096366882"
"691","1.1353695392608643","1.1353695392608643","1.1353695392608643"
"693","0.6849914193153381","0.6849914193153381","0.6849914193153381"
"695","0.7065409421920776","0.7065409421920776","0.7065409421920776"
"697","0.8276190161705017","0.8276190161705017","0.8276190161705017"
"700","0.804050624370575","0.804050624370575","0.804050624370575"
"704","0.7346479296684265","0.7346479296684265","0.7346479296684265"
"705","0.7005622982978821","0.7005622982978821","0.7005622982978821"
"706","0.6734410524368286","0.6734410524368286","0.6734410524368286"
"707","0.686767041683197","0.686767041683197","0.686767041683197"
"708","0.6787391901016235","0.6787391901016235","0.6787391901016235"
"710","0.6636818647384644","0.6636818647384644","0.6636818647384644"
"711","0.7479270696640015","0.7479270696640015","0.7479270696640015"
"712","0.7982701659202576","0.7982701659202576","0.7982701659202576"
"713","0.7755299210548401","0.7755299210548401","0.7755299210548401"
"716","0.8375353813171387","0.8375353813171387","0.8375353813171387"
"719","0.8381779193878174","0.8381779193878174","0.8381779193878174"
"724","1.0004775524139404","1.0004775524139404","1.0004775524139404"
"728","0.782289981842041","0.782289981842041","0.782289981842041"
"729","0.9733737111091614","0.9733737111091614","0.9733737111091614"
"731","0.9240971207618713","0.9240971207618713","0.9240971207618713"
"732","0.8420196175575256","0.8420196175575256","0.8420196175575256"
"733","0.849109947681427","0.849109947681427","0.849109947681427"
"738","0.8462851643562317","0.8462851643562317","0.8462851643562317"
"739","0.8413929343223572","0.8413929343223572","0.8413929343223572"
"740","0.7695260047912598","0.7695260047912598","0.7695260047912598"
"742","0.7520127892494202","0.7520127892494202","0.7520127892494202"
"743","0.7750142216682434","0.7750142216682434","0.7750142216682434"
"744","0.7658911347389221","0.7658911347389221","0.7658911347389221"
"746","0.816619873046875","0.816619873046875","0.816619873046875"
"749","0.5717803835868835","0.5717803835868835","0.5717803835868835"
"750","0.596430778503418","0.596430778503418","0.596430778503418"
"751","0.647159993648529","0.647159993648529","0.647159993648529"
"754","0.6706043481826782","0.6706043481826782","0.6706043481826782"
"755","0.7303604483604431","0.7303604483604431","0.7303604483604431"
"759","0.6880943775177002","0.6880943775177002","0.6880943775177002"
"760","0.6542007327079773","0.6542007327079773","0.6542007327079773"
"761","0.6464303731918335","0.6464303731918335","0.6464303731918335"
"762","0.6556001305580139","0.6556001305580139","0.6556001305580139"
"764","0.8010479807853699","0.8010479807853699","0.8010479807853699"
"765","0.8515025973320007","0.8515025973320007","0.8515025973320007"
"766","0.8272259831428528","0.8272259831428528","0.8272259831428528"
"767","0.8334927558898926","0.8334927558898926","0.8334927558898926"
"768","0.8139547109603882","0.8139547109603882","0.8139547109603882"
"769","0.7554620504379272","0.7554620504379272","0.7554620504379272"
"771","0.7166949510574341","0.7166949510574341","0.7166949510574341"
"772","0.7019405364990234","0.7019405364990234","0.7019405364990234"
"773","0.7022668719291687","0.7022668719291687","0.7022668719291687"
"774","0.5517249703407288","0.5517249703407288","0.5517249703407288"
"775","0.5549746155738831","0.5549746155738831","0.5549746155738831"
"778","0.49714046716690063","0.49714046716690063","0.49714046716690063"
"783","0.6496630907058716","0.6496630907058716","0.6496630907058716"
"785","0.7347966432571411","0.7347966432571411","0.7347966432571411"
"786","0.7808808088302612","0.7808808088302612","0.7808808088302612"
"787","0.5770298838615417","0.5770298838615417","0.5770298838615417"
"789","0.5964997410774231","0.5964997410774231","0.5964997410774231"
"790","0.6467617750167847","0.6467617750167847","0.6467617750167847"
"792","0.7718614339828491","0.7718614339828491","0.7718614339828491"
"793","0.8891786932945251","0.8891786932945251","0.8891786932945251"
"800","0.8117369413375854","0.8117369413375854","0.8117369413375854"
"801","0.7070941925048828","0.7070941925048828","0.7070941925048828"
"802","0.7768610715866089","0.7768610715866089","0.7768610715866089"
"804","0.8362641334533691","0.8362641334533691","0.8362641334533691"
"805","0.8474172353744507","0.8474172353744507","0.8474172353744507"
"806","0.7228400111198425","0.7228400111198425","0.7228400111198425"
"807","0.6867925524711609","0.6867925524711609","0.6867925524711609"
"809","0.6591345071792603","0.6591345071792603","0.6591345071792603"
"811","0.6304337382316589","0.6304337382316589","0.6304337382316589"
"812","0.7007516026496887","0.7007516026496887","0.7007516026496887"
"816","0.5618594884872437","0.5618594884872437","0.5618594884872437"
"817","0.6799166202545166","0.6799166202545166","0.6799166202545166"
"818","0.6361407041549683","0.6361407041549683","0.6361407041549683"
"820","0.7527289986610413","0.7527289986610413","0.7527289986610413"
"821","0.8170353770256042","0.8170353770256042","0.8170353770256042"
"822","0.7242940664291382","0.7242940664291382","0.7242940664291382"
"826","0.6590021252632141","0.6590021252632141","0.6590021252632141"
"828","0.7747993469238281","0.7747993469238281","0.7747993469238281"
"829","0.8816686868667603","0.8816686868667603","0.8816686868667603"
"831","0.852844774723053","0.852844774723053","0.852844774723053"
"832","0.8856459259986877","0.8856459259986877","0.8856459259986877"
"836","0.5555385947227478","0.5555385947227478","0.5555385947227478"
"837","0.5249114036560059","0.5249114036560059","0.5249114036560059"
"839","0.4990941286087036","0.4990941286087036","0.4990941286087036"
"840","0.543411374092102","0.543411374092102","0.543411374092102"
"842","0.6863974332809448","0.6863974332809448","0.6863974332809448"
"843","0.6619002819061279","0.6619002819061279","0.6619002819061279"
"848","0.7283024191856384","0.7283024191856384","0.7283024191856384"
"851","0.5913165807723999","0.5913165807723999","0.5913165807723999"
"853","0.7178459167480469","0.7178459167480469","0.7178459167480469"
