"Step","sleek-thunder-73 - loss/train","sleek-thunder-73 - loss/train__MIN","sleek-thunder-73 - loss/train__MAX"
"39","8.992835998535156","8.992835998535156","8.992835998535156"
"40","8.89384937286377","8.89384937286377","8.89384937286377"
"41","8.91542911529541","8.91542911529541","8.91542911529541"
"42","8.867406845092773","8.867406845092773","8.867406845092773"
"43","8.822052955627441","8.822052955627441","8.822052955627441"
"44","8.766119003295898","8.766119003295898","8.766119003295898"
"45","8.783951759338379","8.783951759338379","8.783951759338379"
"46","8.751858711242676","8.751858711242676","8.751858711242676"
"47","8.710626602172852","8.710626602172852","8.710626602172852"
"48","8.648661613464355","8.648661613464355","8.648661613464355"
"49","8.593842506408691","8.593842506408691","8.593842506408691"
"50","8.58835506439209","8.58835506439209","8.58835506439209"
"51","8.574139595031738","8.574139595031738","8.574139595031738"
"52","8.541681289672852","8.541681289672852","8.541681289672852"
"53","8.448115348815918","8.448115348815918","8.448115348815918"
"54","8.494593620300293","8.494593620300293","8.494593620300293"
"55","8.474752426147461","8.474752426147461","8.474752426147461"
"56","8.448999404907227","8.448999404907227","8.448999404907227"
"57","8.36545181274414","8.36545181274414","8.36545181274414"
"58","8.365599632263184","8.365599632263184","8.365599632263184"
"59","8.356929779052734","8.356929779052734","8.356929779052734"
"60","8.29159927368164","8.29159927368164","8.29159927368164"
"61","8.243260383605957","8.243260383605957","8.243260383605957"
"62","8.187566757202148","8.187566757202148","8.187566757202148"
"63","8.205459594726562","8.205459594726562","8.205459594726562"
"64","8.180408477783203","8.180408477783203","8.180408477783203"
"65","8.11197280883789","8.11197280883789","8.11197280883789"
"66","8.111353874206543","8.111353874206543","8.111353874206543"
"67","8.02369213104248","8.02369213104248","8.02369213104248"
"68","7.98032283782959","7.98032283782959","7.98032283782959"
"69","7.976509094238281","7.976509094238281","7.976509094238281"
"70","7.940919876098633","7.940919876098633","7.940919876098633"
"71","7.925821304321289","7.925821304321289","7.925821304321289"
"72","7.829797744750977","7.829797744750977","7.829797744750977"
"73","7.790966510772705","7.790966510772705","7.790966510772705"
"74","7.789867401123047","7.789867401123047","7.789867401123047"
"75","7.739349842071533","7.739349842071533","7.739349842071533"
"76","7.743307590484619","7.743307590484619","7.743307590484619"
"77","7.691768646240234","7.691768646240234","7.691768646240234"
"78","7.668071746826172","7.668071746826172","7.668071746826172"
"79","7.647251129150391","7.647251129150391","7.647251129150391"
"80","7.557407379150391","7.557407379150391","7.557407379150391"
"81","7.525662422180176","7.525662422180176","7.525662422180176"
"82","7.521147727966309","7.521147727966309","7.521147727966309"
"83","7.5032124519348145","7.5032124519348145","7.5032124519348145"
"84","7.440983772277832","7.440983772277832","7.440983772277832"
"85","7.411898136138916","7.411898136138916","7.411898136138916"
"86","7.388330459594727","7.388330459594727","7.388330459594727"
"87","7.409041404724121","7.409041404724121","7.409041404724121"
"88","7.346841335296631","7.346841335296631","7.346841335296631"
"89","7.3578338623046875","7.3578338623046875","7.3578338623046875"
"90","7.366936683654785","7.366936683654785","7.366936683654785"
"91","7.309925556182861","7.309925556182861","7.309925556182861"
"92","7.249873161315918","7.249873161315918","7.249873161315918"
"93","7.2503180503845215","7.2503180503845215","7.2503180503845215"
"94","7.2693376541137695","7.2693376541137695","7.2693376541137695"
"95","7.19933557510376","7.19933557510376","7.19933557510376"
"96","7.1689629554748535","7.1689629554748535","7.1689629554748535"
"97","7.170590400695801","7.170590400695801","7.170590400695801"
"98","7.148246765136719","7.148246765136719","7.148246765136719"
"99","7.0905375480651855","7.0905375480651855","7.0905375480651855"
"100","7.144111633300781","7.144111633300781","7.144111633300781"
"101","7.168255805969238","7.168255805969238","7.168255805969238"
"102","7.130436897277832","7.130436897277832","7.130436897277832"
"103","7.167356491088867","7.167356491088867","7.167356491088867"
"104","7.071962356567383","7.071962356567383","7.071962356567383"
"105","7.082914352416992","7.082914352416992","7.082914352416992"
"106","7.112015724182129","7.112015724182129","7.112015724182129"
"107","7.164670944213867","7.164670944213867","7.164670944213867"
"108","7.224895477294922","7.224895477294922","7.224895477294922"
"109","7.219238758087158","7.219238758087158","7.219238758087158"
"110","7.167036533355713","7.167036533355713","7.167036533355713"
"111","7.156108856201172","7.156108856201172","7.156108856201172"
"112","7.125099182128906","7.125099182128906","7.125099182128906"
"113","7.138980865478516","7.138980865478516","7.138980865478516"
"114","7.137843132019043","7.137843132019043","7.137843132019043"
"115","7.165285587310791","7.165285587310791","7.165285587310791"
"116","7.115328788757324","7.115328788757324","7.115328788757324"
"117","7.061639785766602","7.061639785766602","7.061639785766602"
"118","7.068129539489746","7.068129539489746","7.068129539489746"
"119","6.940332412719727","6.940332412719727","6.940332412719727"
"120","7.039818286895752","7.039818286895752","7.039818286895752"
"121","7.060739517211914","7.060739517211914","7.060739517211914"
"122","7.003376483917236","7.003376483917236","7.003376483917236"
"123","6.952289581298828","6.952289581298828","6.952289581298828"
"124","6.99327278137207","6.99327278137207","6.99327278137207"
"125","7.014089584350586","7.014089584350586","7.014089584350586"
"126","6.982997894287109","6.982997894287109","6.982997894287109"
"127","6.975358963012695","6.975358963012695","6.975358963012695"
"128","6.949159622192383","6.949159622192383","6.949159622192383"
"129","6.913352966308594","6.913352966308594","6.913352966308594"
"130","6.938300609588623","6.938300609588623","6.938300609588623"
"131","7.025278091430664","7.025278091430664","7.025278091430664"
"132","6.891790390014648","6.891790390014648","6.891790390014648"
"133","6.918707847595215","6.918707847595215","6.918707847595215"
"134","6.820254802703857","6.820254802703857","6.820254802703857"
"135","6.795679092407227","6.795679092407227","6.795679092407227"
"136","6.782994270324707","6.782994270324707","6.782994270324707"
"137","6.809126853942871","6.809126853942871","6.809126853942871"
"138","6.809166431427002","6.809166431427002","6.809166431427002"
"139","6.76569938659668","6.76569938659668","6.76569938659668"
"140","6.789727210998535","6.789727210998535","6.789727210998535"
"141","6.820642948150635","6.820642948150635","6.820642948150635"
"142","6.735526084899902","6.735526084899902","6.735526084899902"
"143","6.777617454528809","6.777617454528809","6.777617454528809"
"144","6.758255958557129","6.758255958557129","6.758255958557129"
"145","6.763869285583496","6.763869285583496","6.763869285583496"
"146","6.684423923492432","6.684423923492432","6.684423923492432"
"147","6.7027201652526855","6.7027201652526855","6.7027201652526855"
"148","6.628801345825195","6.628801345825195","6.628801345825195"
"149","6.700617790222168","6.700617790222168","6.700617790222168"
"150","6.669624328613281","6.669624328613281","6.669624328613281"
"151","6.675485134124756","6.675485134124756","6.675485134124756"
"152","6.659938812255859","6.659938812255859","6.659938812255859"
"153","6.559195518493652","6.559195518493652","6.559195518493652"
"154","6.572690010070801","6.572690010070801","6.572690010070801"
"155","6.625360012054443","6.625360012054443","6.625360012054443"
"156","6.621755599975586","6.621755599975586","6.621755599975586"
"157","6.633298873901367","6.633298873901367","6.633298873901367"
"158","6.586711883544922","6.586711883544922","6.586711883544922"
"159","6.56938362121582","6.56938362121582","6.56938362121582"
"160","6.700751304626465","6.700751304626465","6.700751304626465"
"161","6.768879413604736","6.768879413604736","6.768879413604736"
"162","6.658169746398926","6.658169746398926","6.658169746398926"
"163","6.729709625244141","6.729709625244141","6.729709625244141"
"164","6.674259185791016","6.674259185791016","6.674259185791016"
"165","6.668939590454102","6.668939590454102","6.668939590454102"
"166","6.6791157722473145","6.6791157722473145","6.6791157722473145"
"167","6.638887405395508","6.638887405395508","6.638887405395508"
"168","6.642131805419922","6.642131805419922","6.642131805419922"
"169","6.652861595153809","6.652861595153809","6.652861595153809"
"170","6.681196212768555","6.681196212768555","6.681196212768555"
"171","6.600279808044434","6.600279808044434","6.600279808044434"
"172","6.658019542694092","6.658019542694092","6.658019542694092"
"173","6.566609859466553","6.566609859466553","6.566609859466553"
"174","6.532460689544678","6.532460689544678","6.532460689544678"
"175","6.5897417068481445","6.5897417068481445","6.5897417068481445"
"176","6.637889385223389","6.637889385223389","6.637889385223389"
"177","6.530247688293457","6.530247688293457","6.530247688293457"
"178","6.508328437805176","6.508328437805176","6.508328437805176"
"179","6.556463241577148","6.556463241577148","6.556463241577148"
"180","6.571011066436768","6.571011066436768","6.571011066436768"
"181","6.657495498657227","6.657495498657227","6.657495498657227"
"182","6.575170993804932","6.575170993804932","6.575170993804932"
"183","6.473113059997559","6.473113059997559","6.473113059997559"
"184","6.464006423950195","6.464006423950195","6.464006423950195"
"185","6.552520751953125","6.552520751953125","6.552520751953125"
"186","6.4414143562316895","6.4414143562316895","6.4414143562316895"
"187","6.397723197937012","6.397723197937012","6.397723197937012"
"188","6.411962509155273","6.411962509155273","6.411962509155273"
"189","6.476213455200195","6.476213455200195","6.476213455200195"
"190","6.421798229217529","6.421798229217529","6.421798229217529"
"191","6.311148643493652","6.311148643493652","6.311148643493652"
"192","6.427669048309326","6.427669048309326","6.427669048309326"
"193","6.40722131729126","6.40722131729126","6.40722131729126"
"194","6.424203395843506","6.424203395843506","6.424203395843506"
"195","6.412001609802246","6.412001609802246","6.412001609802246"
"196","6.377796173095703","6.377796173095703","6.377796173095703"
"197","6.451774597167969","6.451774597167969","6.451774597167969"
"198","6.3654961585998535","6.3654961585998535","6.3654961585998535"
"199","6.350090980529785","6.350090980529785","6.350090980529785"
"200","6.3240532875061035","6.3240532875061035","6.3240532875061035"
"201","6.3948163986206055","6.3948163986206055","6.3948163986206055"
"202","6.309767723083496","6.309767723083496","6.309767723083496"
"203","6.349471092224121","6.349471092224121","6.349471092224121"
"204","6.330959320068359","6.330959320068359","6.330959320068359"
"205","6.246196269989014","6.246196269989014","6.246196269989014"
"206","6.2755351066589355","6.2755351066589355","6.2755351066589355"
"207","6.2679948806762695","6.2679948806762695","6.2679948806762695"
"208","6.293549537658691","6.293549537658691","6.293549537658691"
"209","6.263720989227295","6.263720989227295","6.263720989227295"
"210","6.2795729637146","6.2795729637146","6.2795729637146"
"211","6.299374580383301","6.299374580383301","6.299374580383301"
"212","6.289236545562744","6.289236545562744","6.289236545562744"
"213","6.379561901092529","6.379561901092529","6.379561901092529"
"214","6.399089336395264","6.399089336395264","6.399089336395264"
"215","6.428407669067383","6.428407669067383","6.428407669067383"
"216","6.402170181274414","6.402170181274414","6.402170181274414"
"217","6.348477363586426","6.348477363586426","6.348477363586426"
"218","6.401024341583252","6.401024341583252","6.401024341583252"
"219","6.350635051727295","6.350635051727295","6.350635051727295"
"220","6.354065895080566","6.354065895080566","6.354065895080566"
"221","6.351186752319336","6.351186752319336","6.351186752319336"
"222","6.294670104980469","6.294670104980469","6.294670104980469"
"223","6.309985637664795","6.309985637664795","6.309985637664795"
"224","6.280707359313965","6.280707359313965","6.280707359313965"
"225","6.297807216644287","6.297807216644287","6.297807216644287"
"226","6.319112300872803","6.319112300872803","6.319112300872803"
"227","6.297316551208496","6.297316551208496","6.297316551208496"
"228","6.273219108581543","6.273219108581543","6.273219108581543"
"229","6.272094249725342","6.272094249725342","6.272094249725342"
"230","6.277312755584717","6.277312755584717","6.277312755584717"
"231","6.254334926605225","6.254334926605225","6.254334926605225"
"232","6.2496466636657715","6.2496466636657715","6.2496466636657715"
"233","6.271712779998779","6.271712779998779","6.271712779998779"
"234","6.24146842956543","6.24146842956543","6.24146842956543"
"235","6.300793170928955","6.300793170928955","6.300793170928955"
"236","6.307226181030273","6.307226181030273","6.307226181030273"
"237","6.256975173950195","6.256975173950195","6.256975173950195"
"238","6.249969005584717","6.249969005584717","6.249969005584717"
"239","6.195704460144043","6.195704460144043","6.195704460144043"
"240","6.145158290863037","6.145158290863037","6.145158290863037"
"241","6.251091480255127","6.251091480255127","6.251091480255127"
"242","6.223876953125","6.223876953125","6.223876953125"
"243","6.296147346496582","6.296147346496582","6.296147346496582"
"244","6.23488187789917","6.23488187789917","6.23488187789917"
"245","6.25703239440918","6.25703239440918","6.25703239440918"
"246","6.2378034591674805","6.2378034591674805","6.2378034591674805"
"247","6.1949262619018555","6.1949262619018555","6.1949262619018555"
"248","6.19358491897583","6.19358491897583","6.19358491897583"
"249","6.160118103027344","6.160118103027344","6.160118103027344"
"250","6.186174392700195","6.186174392700195","6.186174392700195"
"251","6.159984111785889","6.159984111785889","6.159984111785889"
"252","6.093321323394775","6.093321323394775","6.093321323394775"
"253","6.11088752746582","6.11088752746582","6.11088752746582"
"254","6.121491432189941","6.121491432189941","6.121491432189941"
"255","6.086954116821289","6.086954116821289","6.086954116821289"
"256","6.064522743225098","6.064522743225098","6.064522743225098"
"257","6.095150947570801","6.095150947570801","6.095150947570801"
"258","6.045536994934082","6.045536994934082","6.045536994934082"
"259","6.02138090133667","6.02138090133667","6.02138090133667"
"260","6.1584014892578125","6.1584014892578125","6.1584014892578125"
"261","6.0652384757995605","6.0652384757995605","6.0652384757995605"
"262","6.052225112915039","6.052225112915039","6.052225112915039"
"263","6.066349029541016","6.066349029541016","6.066349029541016"
"264","6.055056571960449","6.055056571960449","6.055056571960449"
"265","6.066816329956055","6.066816329956055","6.066816329956055"
"266","6.21311616897583","6.21311616897583","6.21311616897583"
"267","6.18901252746582","6.18901252746582","6.18901252746582"
"268","6.196707248687744","6.196707248687744","6.196707248687744"
"269","6.197358131408691","6.197358131408691","6.197358131408691"
"270","6.226563930511475","6.226563930511475","6.226563930511475"
"271","6.184887409210205","6.184887409210205","6.184887409210205"
"272","6.1912994384765625","6.1912994384765625","6.1912994384765625"
"273","6.16663932800293","6.16663932800293","6.16663932800293"
"274","6.17167329788208","6.17167329788208","6.17167329788208"
"275","6.152407646179199","6.152407646179199","6.152407646179199"
"276","6.1623921394348145","6.1623921394348145","6.1623921394348145"
"277","6.174243450164795","6.174243450164795","6.174243450164795"
"278","6.159773826599121","6.159773826599121","6.159773826599121"
"279","6.127275466918945","6.127275466918945","6.127275466918945"
"280","6.079787254333496","6.079787254333496","6.079787254333496"
"281","6.0327677726745605","6.0327677726745605","6.0327677726745605"
"282","6.104780197143555","6.104780197143555","6.104780197143555"
"283","6.123718738555908","6.123718738555908","6.123718738555908"
"284","6.116366386413574","6.116366386413574","6.116366386413574"
"285","6.086992263793945","6.086992263793945","6.086992263793945"
"286","6.099402904510498","6.099402904510498","6.099402904510498"
"287","6.042588233947754","6.042588233947754","6.042588233947754"
"288","6.072844505310059","6.072844505310059","6.072844505310059"
"289","6.117525100708008","6.117525100708008","6.117525100708008"
"290","6.061332702636719","6.061332702636719","6.061332702636719"
"291","6.07931661605835","6.07931661605835","6.07931661605835"
"292","5.9885454177856445","5.9885454177856445","5.9885454177856445"
"293","6.031398773193359","6.031398773193359","6.031398773193359"
"294","5.993947505950928","5.993947505950928","5.993947505950928"
"295","6.03157377243042","6.03157377243042","6.03157377243042"
"296","6.021554946899414","6.021554946899414","6.021554946899414"
"297","5.923853874206543","5.923853874206543","5.923853874206543"
"298","5.997249603271484","5.997249603271484","5.997249603271484"
"299","5.971514701843262","5.971514701843262","5.971514701843262"
"300","5.952742576599121","5.952742576599121","5.952742576599121"
"301","5.927168846130371","5.927168846130371","5.927168846130371"
"302","5.968648433685303","5.968648433685303","5.968648433685303"
"303","5.960391998291016","5.960391998291016","5.960391998291016"
"304","5.963703155517578","5.963703155517578","5.963703155517578"
"305","5.979294776916504","5.979294776916504","5.979294776916504"
"306","5.899369239807129","5.899369239807129","5.899369239807129"
"307","5.8861188888549805","5.8861188888549805","5.8861188888549805"
"308","5.958988189697266","5.958988189697266","5.958988189697266"
"309","5.934187889099121","5.934187889099121","5.934187889099121"
"310","5.892068862915039","5.892068862915039","5.892068862915039"
"311","5.88005256652832","5.88005256652832","5.88005256652832"
"312","5.916629791259766","5.916629791259766","5.916629791259766"
"313","5.8447089195251465","5.8447089195251465","5.8447089195251465"
"314","5.833103179931641","5.833103179931641","5.833103179931641"
"315","5.932336330413818","5.932336330413818","5.932336330413818"
"316","5.910222053527832","5.910222053527832","5.910222053527832"
"317","5.888680458068848","5.888680458068848","5.888680458068848"
"318","5.985929012298584","5.985929012298584","5.985929012298584"
"319","5.967148303985596","5.967148303985596","5.967148303985596"
"320","6.03835391998291","6.03835391998291","6.03835391998291"
"321","6.0186872482299805","6.0186872482299805","6.0186872482299805"
"322","6.007631301879883","6.007631301879883","6.007631301879883"
"323","5.985165596008301","5.985165596008301","5.985165596008301"
"324","6.001728057861328","6.001728057861328","6.001728057861328"
"325","6.047003746032715","6.047003746032715","6.047003746032715"
"326","5.963621139526367","5.963621139526367","5.963621139526367"
"327","6.003258228302002","6.003258228302002","6.003258228302002"
"328","5.953554630279541","5.953554630279541","5.953554630279541"
"329","6.0011138916015625","6.0011138916015625","6.0011138916015625"
"330","5.941112995147705","5.941112995147705","5.941112995147705"
"331","5.941001892089844","5.941001892089844","5.941001892089844"
"332","5.898372650146484","5.898372650146484","5.898372650146484"
"333","5.947393417358398","5.947393417358398","5.947393417358398"
"334","5.854676723480225","5.854676723480225","5.854676723480225"
"335","5.898647785186768","5.898647785186768","5.898647785186768"
"336","5.900067329406738","5.900067329406738","5.900067329406738"
"337","5.958487510681152","5.958487510681152","5.958487510681152"
"338","5.906712055206299","5.906712055206299","5.906712055206299"
"339","5.891283988952637","5.891283988952637","5.891283988952637"
"340","5.894327640533447","5.894327640533447","5.894327640533447"
"341","5.866926193237305","5.866926193237305","5.866926193237305"
"342","5.869197368621826","5.869197368621826","5.869197368621826"
"343","5.880252361297607","5.880252361297607","5.880252361297607"
"344","5.942322731018066","5.942322731018066","5.942322731018066"
"345","5.812980651855469","5.812980651855469","5.812980651855469"
"346","5.842803001403809","5.842803001403809","5.842803001403809"
"347","5.807490348815918","5.807490348815918","5.807490348815918"
"348","5.798166751861572","5.798166751861572","5.798166751861572"
"349","5.788406848907471","5.788406848907471","5.788406848907471"
"350","5.776469707489014","5.776469707489014","5.776469707489014"
"351","5.76967716217041","5.76967716217041","5.76967716217041"
"352","5.759081840515137","5.759081840515137","5.759081840515137"
"353","5.768200874328613","5.768200874328613","5.768200874328613"
"354","5.74921989440918","5.74921989440918","5.74921989440918"
"355","5.753795623779297","5.753795623779297","5.753795623779297"
"356","5.749990463256836","5.749990463256836","5.749990463256836"
"357","5.7366180419921875","5.7366180419921875","5.7366180419921875"
"358","5.713805198669434","5.713805198669434","5.713805198669434"
"359","5.748195171356201","5.748195171356201","5.748195171356201"
"360","5.7066450119018555","5.7066450119018555","5.7066450119018555"
"361","5.709414005279541","5.709414005279541","5.709414005279541"
"362","5.729640960693359","5.729640960693359","5.729640960693359"
"363","5.678290367126465","5.678290367126465","5.678290367126465"
"364","5.702305793762207","5.702305793762207","5.702305793762207"
"365","5.684525489807129","5.684525489807129","5.684525489807129"
"366","5.675319671630859","5.675319671630859","5.675319671630859"
"367","5.62589168548584","5.62589168548584","5.62589168548584"
"368","5.7014875411987305","5.7014875411987305","5.7014875411987305"
"369","5.636150360107422","5.636150360107422","5.636150360107422"
"370","5.690768718719482","5.690768718719482","5.690768718719482"
"371","5.804464340209961","5.804464340209961","5.804464340209961"
"372","5.851300239562988","5.851300239562988","5.851300239562988"
"373","5.832404613494873","5.832404613494873","5.832404613494873"
"374","5.856719970703125","5.856719970703125","5.856719970703125"
"375","5.852032661437988","5.852032661437988","5.852032661437988"
"376","5.801841735839844","5.801841735839844","5.801841735839844"
"377","5.818666934967041","5.818666934967041","5.818666934967041"
"378","5.832749366760254","5.832749366760254","5.832749366760254"
"379","5.777494430541992","5.777494430541992","5.777494430541992"
"380","5.834634780883789","5.834634780883789","5.834634780883789"
"381","5.789748668670654","5.789748668670654","5.789748668670654"
"382","5.8074235916137695","5.8074235916137695","5.8074235916137695"
"383","5.828316688537598","5.828316688537598","5.828316688537598"
"384","5.754049777984619","5.754049777984619","5.754049777984619"
"385","5.70579195022583","5.70579195022583","5.70579195022583"
"386","5.766687393188477","5.766687393188477","5.766687393188477"
"387","5.753427505493164","5.753427505493164","5.753427505493164"
"388","5.733267784118652","5.733267784118652","5.733267784118652"
"389","5.743209362030029","5.743209362030029","5.743209362030029"
"390","5.719199180603027","5.719199180603027","5.719199180603027"
"391","5.727978229522705","5.727978229522705","5.727978229522705"
"392","5.700808525085449","5.700808525085449","5.700808525085449"
"393","5.64670991897583","5.64670991897583","5.64670991897583"
"394","5.714308738708496","5.714308738708496","5.714308738708496"
"395","5.638334274291992","5.638334274291992","5.638334274291992"
"396","5.639972686767578","5.639972686767578","5.639972686767578"
"397","5.6861162185668945","5.6861162185668945","5.6861162185668945"
"398","5.629345893859863","5.629345893859863","5.629345893859863"
"399","5.6339569091796875","5.6339569091796875","5.6339569091796875"
"400","5.638514995574951","5.638514995574951","5.638514995574951"
"401","5.621212005615234","5.621212005615234","5.621212005615234"
"402","5.654029846191406","5.654029846191406","5.654029846191406"
"403","5.586916446685791","5.586916446685791","5.586916446685791"
"404","5.586198806762695","5.586198806762695","5.586198806762695"
"405","5.634297847747803","5.634297847747803","5.634297847747803"
"406","5.617486000061035","5.617486000061035","5.617486000061035"
"407","5.581395149230957","5.581395149230957","5.581395149230957"
"408","5.5569658279418945","5.5569658279418945","5.5569658279418945"
"409","5.539166450500488","5.539166450500488","5.539166450500488"
"410","5.57589864730835","5.57589864730835","5.57589864730835"
"411","5.493849754333496","5.493849754333496","5.493849754333496"
"412","5.520487308502197","5.520487308502197","5.520487308502197"
"413","5.5572662353515625","5.5572662353515625","5.5572662353515625"
"414","5.530386447906494","5.530386447906494","5.530386447906494"
"415","5.5499420166015625","5.5499420166015625","5.5499420166015625"
"416","5.497900009155273","5.497900009155273","5.497900009155273"
"417","5.510045051574707","5.510045051574707","5.510045051574707"
"418","5.472907066345215","5.472907066345215","5.472907066345215"
"419","5.442209243774414","5.442209243774414","5.442209243774414"
"420","5.502228260040283","5.502228260040283","5.502228260040283"
"421","5.5197649002075195","5.5197649002075195","5.5197649002075195"
"422","5.453887462615967","5.453887462615967","5.453887462615967"
"423","5.480343818664551","5.480343818664551","5.480343818664551"
"424","5.549500942230225","5.549500942230225","5.549500942230225"
"425","5.593203067779541","5.593203067779541","5.593203067779541"
"426","5.687486171722412","5.687486171722412","5.687486171722412"
"427","5.595999717712402","5.595999717712402","5.595999717712402"
"428","5.591145038604736","5.591145038604736","5.591145038604736"
"429","5.638377666473389","5.638377666473389","5.638377666473389"
"430","5.652608871459961","5.652608871459961","5.652608871459961"
"431","5.640401840209961","5.640401840209961","5.640401840209961"
"432","5.661195278167725","5.661195278167725","5.661195278167725"
"433","5.607669353485107","5.607669353485107","5.607669353485107"
"434","5.585653305053711","5.585653305053711","5.585653305053711"
"435","5.5969319343566895","5.5969319343566895","5.5969319343566895"
"436","5.604482173919678","5.604482173919678","5.604482173919678"
"437","5.532405853271484","5.532405853271484","5.532405853271484"
"438","5.572793006896973","5.572793006896973","5.572793006896973"
"439","5.504706859588623","5.504706859588623","5.504706859588623"
"440","5.546729564666748","5.546729564666748","5.546729564666748"
"441","5.6767401695251465","5.6767401695251465","5.6767401695251465"
"442","5.59397554397583","5.59397554397583","5.59397554397583"
"443","5.4994120597839355","5.4994120597839355","5.4994120597839355"
"444","5.550302505493164","5.550302505493164","5.550302505493164"
"445","5.51899528503418","5.51899528503418","5.51899528503418"
"446","5.518901348114014","5.518901348114014","5.518901348114014"
"447","5.529356002807617","5.529356002807617","5.529356002807617"
"448","5.447366714477539","5.447366714477539","5.447366714477539"
"449","5.523561477661133","5.523561477661133","5.523561477661133"
"450","5.45173454284668","5.45173454284668","5.45173454284668"
"451","5.413234710693359","5.413234710693359","5.413234710693359"
"452","5.386074066162109","5.386074066162109","5.386074066162109"
"453","5.442756652832031","5.442756652832031","5.442756652832031"
"454","5.396305084228516","5.396305084228516","5.396305084228516"
"455","5.417000770568848","5.417000770568848","5.417000770568848"
"456","5.402851104736328","5.402851104736328","5.402851104736328"
"457","5.4339447021484375","5.4339447021484375","5.4339447021484375"
"458","5.37562370300293","5.37562370300293","5.37562370300293"
"459","5.411098480224609","5.411098480224609","5.411098480224609"
"460","5.355712890625","5.355712890625","5.355712890625"
"461","5.421487808227539","5.421487808227539","5.421487808227539"
"462","5.393698692321777","5.393698692321777","5.393698692321777"
"463","5.366279125213623","5.366279125213623","5.366279125213623"
"464","5.307975769042969","5.307975769042969","5.307975769042969"
"465","5.289212226867676","5.289212226867676","5.289212226867676"
"466","5.2956438064575195","5.2956438064575195","5.2956438064575195"
"467","5.2836103439331055","5.2836103439331055","5.2836103439331055"
"468","5.31198787689209","5.31198787689209","5.31198787689209"
"469","5.316943168640137","5.316943168640137","5.316943168640137"
"470","5.328700065612793","5.328700065612793","5.328700065612793"
"471","5.315831184387207","5.315831184387207","5.315831184387207"
"472","5.344647407531738","5.344647407531738","5.344647407531738"
"473","5.294858932495117","5.294858932495117","5.294858932495117"
"474","5.302386283874512","5.302386283874512","5.302386283874512"
"475","5.307962417602539","5.307962417602539","5.307962417602539"
"476","5.442448139190674","5.442448139190674","5.442448139190674"
"477","5.517480850219727","5.517480850219727","5.517480850219727"
"478","5.4997406005859375","5.4997406005859375","5.4997406005859375"
"479","5.5007171630859375","5.5007171630859375","5.5007171630859375"
"480","5.442551612854004","5.442551612854004","5.442551612854004"
"481","5.4673051834106445","5.4673051834106445","5.4673051834106445"
"482","5.465341567993164","5.465341567993164","5.465341567993164"
"483","5.452383995056152","5.452383995056152","5.452383995056152"
"484","5.517477035522461","5.517477035522461","5.517477035522461"
"485","5.441318511962891","5.441318511962891","5.441318511962891"
"486","5.414413928985596","5.414413928985596","5.414413928985596"
"487","5.387454509735107","5.387454509735107","5.387454509735107"
"488","5.404242992401123","5.404242992401123","5.404242992401123"
"489","5.361077308654785","5.361077308654785","5.361077308654785"
"490","5.4726786613464355","5.4726786613464355","5.4726786613464355"
