"Step","sleek-thunder-73 - tok per sec","sleek-thunder-73 - tok per sec__MIN","sleek-thunder-73 - tok per sec__MAX"
"10996","934071.5445764592","934071.5445764592","934071.5445764592"
"10997","932592.4930075387","932592.4930075387","932592.4930075387"
"10998","929461.5851281922","929461.5851281922","929461.5851281922"
"11001","935961.6832456543","935961.6832456543","935961.6832456543"
"11002","934992.0325686965","934992.0325686965","934992.0325686965"
"11003","937872.2867527747","937872.2867527747","937872.2867527747"
"11004","932778.3052388221","932778.3052388221","932778.3052388221"
"11006","934785.8091422337","934785.8091422337","934785.8091422337"
"11007","934110.5422762322","934110.5422762322","934110.5422762322"
"11008","934578.768794227","934578.768794227","934578.768794227"
"11010","933692.620264743","933692.620264743","933692.620264743"
"11011","930186.8009540946","930186.8009540946","930186.8009540946"
"11012","921391.4011599844","921391.4011599844","921391.4011599844"
"11013","926535.4087031892","926535.4087031892","926535.4087031892"
"11015","931366.0028723016","931366.0028723016","931366.0028723016"
"11017","926357.8728732449","926357.8728732449","926357.8728732449"
"11018","931792.6736836396","931792.6736836396","931792.6736836396"
"11019","933921.479157748","933921.479157748","933921.479157748"
"11020","938221.214586775","938221.214586775","938221.214586775"
"11027","933648.2210385907","933648.2210385907","933648.2210385907"
"11029","937945.8921209723","937945.8921209723","937945.8921209723"
"11033","933420.8544657467","933420.8544657467","933420.8544657467"
"11034","934759.4699711772","934759.4699711772","934759.4699711772"
"11036","934170.4055459508","934170.4055459508","934170.4055459508"
"11037","933378.2921573526","933378.2921573526","933378.2921573526"
"11040","933217.1339147878","933217.1339147878","933217.1339147878"
"11043","933332.1119157232","933332.1119157232","933332.1119157232"
"11045","931516.1500344209","931516.1500344209","931516.1500344209"
"11046","933632.3651954172","933632.3651954172","933632.3651954172"
"11047","934501.1523063533","934501.1523063533","934501.1523063533"
"11050","937046.5047776509","937046.5047776509","937046.5047776509"
"11054","933321.6993553581","933321.6993553581","933321.6993553581"
"11055","932747.1053129606","932747.1053129606","932747.1053129606"
"11056","935377.0143154374","935377.0143154374","935377.0143154374"
"11057","935182.438468283","935182.438468283","935182.438468283"
"11058","937012.737155154","937012.737155154","937012.737155154"
"11067","937204.8800176127","937204.8800176127","937204.8800176127"
"11068","932828.9530406521","932828.9530406521","932828.9530406521"
"11072","935084.2720442587","935084.2720442587","935084.2720442587"
"11073","938982.1639112582","938982.1639112582","938982.1639112582"
"11075","938021.3381823358","938021.3381823358","938021.3381823358"
"11077","934076.9859204842","934076.9859204842","934076.9859204842"
"11081","937214.0099052725","937214.0099052725","937214.0099052725"
"11082","936672.0029285827","936672.0029285827","936672.0029285827"
"11083","937138.693651365","937138.693651365","937138.693651365"
"11084","937453.2763602277","937453.2763602277","937453.2763602277"
"11085","936735.3871837601","936735.3871837601","936735.3871837601"
"11086","939369.0634104332","939369.0634104332","939369.0634104332"
"11087","936034.5336638071","936034.5336638071","936034.5336638071"
"11089","934335.0691074084","934335.0691074084","934335.0691074084"
"11092","932924.8371543675","932924.8371543675","932924.8371543675"
"11096","935337.0014544267","935337.0014544267","935337.0014544267"
"11098","933726.1490093011","933726.1490093011","933726.1490093011"
"11101","931233.9314307396","931233.9314307396","931233.9314307396"
"11102","930893.7833706744","930893.7833706744","930893.7833706744"
"11103","933892.015781777","933892.015781777","933892.015781777"
"11105","933183.1891347659","933183.1891347659","933183.1891347659"
"11106","935034.2878035838","935034.2878035838","935034.2878035838"
"11109","931052.788547948","931052.788547948","931052.788547948"
"11112","932539.1591342193","932539.1591342193","932539.1591342193"
"11113","933988.5719345015","933988.5719345015","933988.5719345015"
"11115","335408.38788967364","335408.38788967364","335408.38788967364"
"11121","935184.256559404","935184.256559404","935184.256559404"
"11124","937235.4658414682","937235.4658414682","937235.4658414682"
"11125","936967.565357803","936967.565357803","936967.565357803"
"11127","933807.2622819865","933807.2622819865","933807.2622819865"
"11129","933256.0603020242","933256.0603020242","933256.0603020242"
"11130","939767.2974978876","939767.2974978876","939767.2974978876"
"11131","935588.0478455871","935588.0478455871","935588.0478455871"
"11132","933989.9320229014","933989.9320229014","933989.9320229014"
"11134","932159.2188902039","932159.2188902039","932159.2188902039"
"11136","932600.6292194083","932600.6292194083","932600.6292194083"
"11139","930466.1353842018","930466.1353842018","930466.1353842018"
"11140","933635.0833017131","933635.0833017131","933635.0833017131"
"11141","935615.343617193","935615.343617193","935615.343617193"
"11142","934633.2442040358","934633.2442040358","934633.2442040358"
"11145","934705.4339047042","934705.4339047042","934705.4339047042"
"11149","930877.5705969406","930877.5705969406","930877.5705969406"
"11150","935668.1199587637","935668.1199587637","935668.1199587637"
"11151","932737.6100976247","932737.6100976247","932737.6100976247"
"11152","931620.7856823994","931620.7856823994","931620.7856823994"
"11154","934059.3017841903","934059.3017841903","934059.3017841903"
"11156","932342.5996574239","932342.5996574239","932342.5996574239"
"11157","933334.3755465463","933334.3755465463","933334.3755465463"
"11159","933931.9051053191","933931.9051053191","933931.9051053191"
"11162","932904.9350569762","932904.9350569762","932904.9350569762"
"11165","934434.8934601297","934434.8934601297","934434.8934601297"
"11166","932625.9427864603","932625.9427864603","932625.9427864603"
"11168","931488.6419776275","931488.6419776275","931488.6419776275"
"11172","937674.8437081361","937674.8437081361","937674.8437081361"
"11174","932540.9669622398","932540.9669622398","932540.9669622398"
"11175","936749.9804572883","936749.9804572883","936749.9804572883"
"11176","933872.0723977684","933872.0723977684","933872.0723977684"
"11177","934741.3058904172","934741.3058904172","934741.3058904172"
"11178","937535.9521327575","937535.9521327575","937535.9521327575"
"11181","938532.404533491","938532.404533491","938532.404533491"
"11182","938011.2780062234","938011.2780062234","938011.2780062234"
"11183","932317.7532102935","932317.7532102935","932317.7532102935"
"11184","927110.4135004833","927110.4135004833","927110.4135004833"
"11185","932069.3615555275","932069.3615555275","932069.3615555275"
"11186","930652.0014316641","930652.0014316641","930652.0014316641"
"11188","938536.066820281","938536.066820281","938536.066820281"
"11191","938512.7202316644","938512.7202316644","938512.7202316644"
"11193","937878.2296146314","937878.2296146314","937878.2296146314"
"11194","936812.0069427912","936812.0069427912","936812.0069427912"
"11195","934239.8021192629","934239.8021192629","934239.8021192629"
"11196","934588.7554773013","934588.7554773013","934588.7554773013"
"11197","934868.9234990997","934868.9234990997","934868.9234990997"
"11198","935217.8925202802","935217.8925202802","935217.8925202802"
"11200","935417.9401008269","935417.9401008269","935417.9401008269"
"11203","937984.2995083267","937984.2995083267","937984.2995083267"
"11204","937691.2941199404","937691.2941199404","937691.2941199404"
"11205","930589.4377410632","930589.4377410632","930589.4377410632"
"11206","935434.7661847402","935434.7661847402","935434.7661847402"
"11207","936265.9089233901","936265.9089233901","936265.9089233901"
"11209","936438.6039592203","936438.6039592203","936438.6039592203"
"11211","940155.3037845233","940155.3037845233","940155.3037845233"
"11213","938880.4494418865","938880.4494418865","938880.4494418865"
"11215","937103.5502086894","937103.5502086894","937103.5502086894"
"11217","935680.4049614547","935680.4049614547","935680.4049614547"
"11218","938501.2762497122","938501.2762497122","938501.2762497122"
"11220","937765.3281165549","937765.3281165549","937765.3281165549"
"11221","937984.7567580743","937984.7567580743","937984.7567580743"
"11223","940016.1356960284","940016.1356960284","940016.1356960284"
"11224","937862.2297735116","937862.2297735116","937862.2297735116"
"11228","938094.0522348257","938094.0522348257","938094.0522348257"
"11235","938809.4456456243","938809.4456456243","938809.4456456243"
"11237","936234.475255888","936234.475255888","936234.475255888"
"11239","934995.2129373348","934995.2129373348","934995.2129373348"
"11243","940648.924719061","940648.924719061","940648.924719061"
"11244","938253.6968294395","938253.6968294395","938253.6968294395"
"11245","938398.2929698111","938398.2929698111","938398.2929698111"
"11248","938208.4053066208","938208.4053066208","938208.4053066208"
"11251","933286.3889240273","933286.3889240273","933286.3889240273"
"11253","938571.7756143913","938571.7756143913","938571.7756143913"
"11254","938951.9221724261","938951.9221724261","938951.9221724261"
"11256","936576.7146883952","936576.7146883952","936576.7146883952"
"11258","937968.7532821551","937968.7532821551","937968.7532821551"
"11262","939226.0018099725","939226.0018099725","939226.0018099725"
"11264","936155.672586285","936155.672586285","936155.672586285"
"11265","938850.214254417","938850.214254417","938850.214254417"
"11266","938099.9979074735","938099.9979074735","938099.9979074735"
"11267","937112.6781222149","937112.6781222149","937112.6781222149"
"11271","917222.7737257454","917222.7737257454","917222.7737257454"
"11274","933534.5239081285","933534.5239081285","933534.5239081285"
"11276","930293.8368376266","930293.8368376266","930293.8368376266"
"11280","930287.5399273038","930287.5399273038","930287.5399273038"
"11281","934703.1636185048","934703.1636185048","934703.1636185048"
"11286","933263.3027788678","933263.3027788678","933263.3027788678"
"11288","933606.5439749323","933606.5439749323","933606.5439749323"
"11296","937641.9446160564","937641.9446160564","937641.9446160564"
"11297","938439.9412631696","938439.9412631696","938439.9412631696"
"11298","936591.3030184291","936591.3030184291","936591.3030184291"
"11299","936247.230692576","936247.230692576","936247.230692576"
"11300","938101.827360374","938101.827360374","938101.827360374"
"11301","939180.1579538743","939180.1579538743","939180.1579538743"
"11302","934892.0891500948","934892.0891500948","934892.0891500948"
"11303","932286.1323746305","932286.1323746305","932286.1323746305"
"11307","932358.8635035729","932358.8635035729","932358.8635035729"
"11308","923264.1874487781","923264.1874487781","923264.1874487781"
"11313","938656.938320653","938656.938320653","938656.938320653"
"11314","934875.2825830927","934875.2825830927","934875.2825830927"
"11315","937475.6567597657","937475.6567597657","937475.6567597657"
"11316","930860.4577262113","930860.4577262113","930860.4577262113"
"11317","923293.4270734865","923293.4270734865","923293.4270734865"
"11318","929168.494975674","929168.494975674","929168.494975674"
"11319","930486.3835287336","930486.3835287336","930486.3835287336"
"11320","934325.5415342855","934325.5415342855","934325.5415342855"
"11321","935188.3472902728","935188.3472902728","935188.3472902728"
"11322","934727.229213363","934727.229213363","934727.229213363"
"11323","934171.3126241968","934171.3126241968","934171.3126241968"
"11325","919972.875572071","919972.875572071","919972.875572071"
"11327","921643.4039256936","921643.4039256936","921643.4039256936"
"11328","930221.8772277228","930221.8772277228","930221.8772277228"
"11329","931588.3100347334","931588.3100347334","931588.3100347334"
"11334","938703.1890607384","938703.1890607384","938703.1890607384"
"11336","938384.563573434","938384.563573434","938384.563573434"
"11337","936723.0744628854","936723.0744628854","936723.0744628854"
"11338","938035.9715509916","938035.9715509916","938035.9715509916"
"11340","938924.4313729317","938924.4313729317","938924.4313729317"
"11341","939803.1000453259","939803.1000453259","939803.1000453259"
"11342","937558.7933145998","937558.7933145998","937558.7933145998"
"11343","940672.377711073","940672.377711073","940672.377711073"
"11344","937466.9785188166","937466.9785188166","937466.9785188166"
"11345","938167.6924173594","938167.6924173594","938167.6924173594"
"11347","933157.8453092476","933157.8453092476","933157.8453092476"
"11348","933480.6293668093","933480.6293668093","933480.6293668093"
"11352","934394.9611594946","934394.9611594946","934394.9611594946"
"11353","932423.924562717","932423.924562717","932423.924562717"
"11355","934537.4625086453","934537.4625086453","934537.4625086453"
"11357","930959.5409651734","930959.5409651734","930959.5409651734"
"11358","931906.3982397792","931906.3982397792","931906.3982397792"
"11364","932375.127917147","932375.127917147","932375.127917147"
"11365","929966.0610299708","929966.0610299708","929966.0610299708"
"11366","936536.1432850467","936536.1432850467","936536.1432850467"
"11367","933670.8731773807","933670.8731773807","933670.8731773807"
"11369","939670.0017912937","939670.0017912937","939670.0017912937"
"11372","938528.7422752823","938528.7422752823","938528.7422752823"
"11375","935801.4522346895","935801.4522346895","935801.4522346895"
"11379","940389.1805782273","940389.1805782273","940389.1805782273"
"11381","938865.789713853","938865.789713853","938865.789713853"
"11383","940519.7243018977","940519.7243018977","940519.7243018977"
"11384","940223.2952571664","940223.2952571664","940223.2952571664"
"11387","939620.443799413","939620.443799413","939620.443799413"
"11390","937967.8388143111","937967.8388143111","937967.8388143111"
"11391","941883.8646080586","941883.8646080586","941883.8646080586"
"11396","937211.7274166814","937211.7274166814","937211.7274166814"
"11397","939943.5825402548","939943.5825402548","939943.5825402548"
"11398","936089.1789201247","936089.1789201247","936089.1789201247"
"11399","940725.7261267322","940725.7261267322","940725.7261267322"
"11400","939298.9027572003","939298.9027572003","939298.9027572003"
"11401","937524.0751580247","937524.0751580247","937524.0751580247"
"11402","938864.4153878208","938864.4153878208","938864.4153878208"
"11404","937340.0205224935","937340.0205224935","937340.0205224935"
"11406","940068.0318485061","940068.0318485061","940068.0318485061"
"11408","938746.6963920504","938746.6963920504","938746.6963920504"
"11411","938396.4623604155","938396.4623604155","938396.4623604155"
"11412","937953.2075713039","937953.2075713039","937953.2075713039"
"11413","939557.5860897385","939557.5860897385","939557.5860897385"
"11414","938498.0719847784","938498.0719847784","938498.0719847784"
"11417","938372.2074601783","938372.2074601783","938372.2074601783"
"11418","929575.1904340218","929575.1904340218","929575.1904340218"
"11419","931146.505419502","931146.505419502","931146.505419502"
"11420","934075.6255785346","934075.6255785346","934075.6255785346"
"11421","936154.306183017","936154.306183017","936154.306183017"
"11423","935277.4431951797","935277.4431951797","935277.4431951797"
"11426","927009.4681795757","927009.4681795757","927009.4681795757"
"11429","936059.1232396096","936059.1232396096","936059.1232396096"
"11430","934517.037672665","934517.037672665","934517.037672665"
"11432","935865.6290925221","935865.6290925221","935865.6290925221"
"11433","934445.7846799376","934445.7846799376","934445.7846799376"
"11437","939906.8510360176","939906.8510360176","939906.8510360176"
"11441","931851.3376470981","931851.3376470981","931851.3376470981"
"11444","931989.0013300668","931989.0013300668","931989.0013300668"
"11445","935085.6353256832","935085.6353256832","935085.6353256832"
"11446","933319.4357860221","933319.4357860221","933319.4357860221"
"11448","934291.5160735529","934291.5160735529","934291.5160735529"
"11450","935308.3579860502","935308.3579860502","935308.3579860502"
"11456","933039.2906954302","933039.2906954302","933039.2906954302"
"11458","930499.8827813461","930499.8827813461","930499.8827813461"
"11461","924584.0280122032","924584.0280122032","924584.0280122032"
"11462","926040.8864333227","926040.8864333227","926040.8864333227"
"11463","928867.9666656207","928867.9666656207","928867.9666656207"
"11465","930715.0237246684","930715.0237246684","930715.0237246684"
"11466","937605.8496571955","937605.8496571955","937605.8496571955"
"11467","935321.9975140981","935321.9975140981","935321.9975140981"
"11469","931333.0941969359","931333.0941969359","931333.0941969359"
"11473","941062.972902466","941062.972902466","941062.972902466"
"11474","937813.7764418895","937813.7764418895","937813.7764418895"
"11475","936762.7499446212","936762.7499446212","936762.7499446212"
"11476","940802.5400766764","940802.5400766764","940802.5400766764"
"11477","931875.2566134414","931875.2566134414","931875.2566134414"
"11479","939003.7008825676","939003.7008825676","939003.7008825676"
"11480","941331.3787056007","941331.3787056007","941331.3787056007"
"11483","939933.9402424983","939933.9402424983","939933.9402424983"
"11484","941052.8473785295","941052.8473785295","941052.8473785295"
"11489","936573.0676768951","936573.0676768951","936573.0676768951"
"11490","935290.6271942914","935290.6271942914","935290.6271942914"
"11491","933812.700547336","933812.700547336","933812.700547336"
"11494","939962.8677292721","939962.8677292721","939962.8677292721"
"11496","938687.1610604997","938687.1610604997","938687.1610604997"
"11497","936178.4465613368","936178.4465613368","936178.4465613368"
"11499","934457.1299705454","934457.1299705454","934457.1299705454"
"11500","937398.4717310942","937398.4717310942","937398.4717310942"
"11502","937500.3221113017","937500.3221113017","937500.3221113017"
"11504","938788.375617741","938788.375617741","938788.375617741"
"11505","938930.3875762152","938930.3875762152","938930.3875762152"
"11506","937990.2437898183","937990.2437898183","937990.2437898183"
"11507","935832.4016771729","935832.4016771729","935832.4016771729"
"11508","935930.725251634","935930.725251634","935930.725251634"
"11509","935313.3591001448","935313.3591001448","935313.3591001448"
"11510","932198.5086958249","932198.5086958249","932198.5086958249"
"11511","933432.1748820927","933432.1748820927","933432.1748820927"
"11514","936234.9308012135","936234.9308012135","936234.9308012135"
"11515","936920.5730599199","936920.5730599199","936920.5730599199"
"11517","935474.7874109385","935474.7874109385","935474.7874109385"
"11518","937799.607074101","937799.607074101","937799.607074101"
"11520","936393.4874995559","936393.4874995559","936393.4874995559"
"11522","934489.3520981198","934489.3520981198","934489.3520981198"
"11525","937472.4594944073","937472.4594944073","937472.4594944073"
"11526","937345.9566407942","937345.9566407942","937345.9566407942"
"11527","936198.0330661186","936198.0330661186","936198.0330661186"
"11528","936942.0155625804","936942.0155625804","936942.0155625804"
"11530","938223.959478028","938223.959478028","938223.959478028"
"11532","937483.8783994013","937483.8783994013","937483.8783994013"
"11533","935850.1530164783","935850.1530164783","935850.1530164783"
"11537","936881.3403831088","936881.3403831088","936881.3403831088"
"11539","936950.6840869195","936950.6840869195","936950.6840869195"
"11540","939112.3172593267","939112.3172593267","939112.3172593267"
"11541","935155.1679497348","935155.1679497348","935155.1679497348"
"11542","935320.1788873739","935320.1788873739","935320.1788873739"
"11543","936828.883216839","936828.883216839","936828.883216839"
"11547","938899.691029696","938899.691029696","938899.691029696"
"11549","939457.5816692666","939457.5816692666","939457.5816692666"
"11553","940888.1081059407","940888.1081059407","940888.1081059407"
"11554","938975.7488341769","938975.7488341769","938975.7488341769"
"11557","940498.1177322804","940498.1177322804","940498.1177322804"
"11558","936942.4717967047","936942.4717967047","936942.4717967047"
"11560","938713.2640839041","938713.2640839041","938713.2640839041"
"11561","938569.028687605","938569.028687605","938569.028687605"
"11562","937481.5945961485","937481.5945961485","937481.5945961485"
"11563","935351.551189615","935351.551189615","935351.551189615"
"11564","935056.5528507595","935056.5528507595","935056.5528507595"
"11566","935091.0884911326","935091.0884911326","935091.0884911326"
"11568","931287.5668504095","931287.5668504095","931287.5668504095"
"11570","931918.5846601515","931918.5846601515","931918.5846601515"
"11571","931641.9862849806","931641.9862849806","931641.9862849806"
"11572","937142.8014985359","937142.8014985359","937142.8014985359"
"11575","931073.5127698409","931073.5127698409","931073.5127698409"
"11576","933622.8519480141","933622.8519480141","933622.8519480141"
"11577","935430.6732978052","935430.6732978052","935430.6732978052"
"11580","939375.025256246","939375.025256246","939375.025256246"
"11581","937732.8796790505","937732.8796790505","937732.8796790505"
"11582","939047.2360754304","939047.2360754304","939047.2360754304"
"11584","936594.4942762044","936594.4942762044","936594.4942762044"
"11587","937831.145928468","937831.145928468","937831.145928468"
"11588","937776.2971103174","937776.2971103174","937776.2971103174"
"11590","939575.9378364139","939575.9378364139","939575.9378364139"
"11595","927935.3255789392","927935.3255789392","927935.3255789392"
"11596","919109.8055532203","919109.8055532203","919109.8055532203"
"11597","928279.5843165406","928279.5843165406","928279.5843165406"
"11599","926078.3250067983","926078.3250067983","926078.3250067983"
"11600","925551.3438278951","925551.3438278951","925551.3438278951"
"11603","918380.2735974638","918380.2735974638","918380.2735974638"
"11604","927776.0412742359","927776.0412742359","927776.0412742359"
"11605","918304.0094534261","918304.0094534261","918304.0094534261"
"11607","938558.9567602846","938558.9567602846","938558.9567602846"
"11608","937855.8299899154","937855.8299899154","937855.8299899154"
"11609","937824.7465690831","937824.7465690831","937824.7465690831"
"11610","940602.9418546957","940602.9418546957","940602.9418546957"
"11611","939137.0688095336","939137.0688095336","939137.0688095336"
"11612","939589.2433010492","939589.2433010492","939589.2433010492"
"11616","940351.9546788506","940351.9546788506","940351.9546788506"
"11617","938062.0383698845","938062.0383698845","938062.0383698845"
"11619","939782.903401132","939782.903401132","939782.903401132"
"11621","939135.6936891823","939135.6936891823","939135.6936891823"
"11622","939329.6254134886","939329.6254134886","939329.6254134886"
"11624","937168.3622456832","937168.3622456832","937168.3622456832"
"11626","939620.443799413","939620.443799413","939620.443799413"
"11628","937026.8827548458","937026.8827548458","937026.8827548458"
"11629","938373.1227166678","938373.1227166678","938373.1227166678"
"11630","936063.2216278486","936063.2216278486","936063.2216278486"
"11631","938978.0399230721","938978.0399230721","938978.0399230721"
"11632","940013.8395384705","940013.8395384705","940013.8395384705"
"11633","939089.8586483691","939089.8586483691","939089.8586483691"
"11635","935758.2174705118","935758.2174705118","935758.2174705118"
"11636","940211.8095208311","940211.8095208311","940211.8095208311"
"11637","936331.0607810086","936331.0607810086","936331.0607810086"
"11638","939524.096","939524.096","939524.096"
"11641","941438.2311535759","941438.2311535759","941438.2311535759"
"11643","940339.5467006544","940339.5467006544","940339.5467006544"
"11644","939121.0259893336","939121.0259893336","939121.0259893336"
"11645","939501.1589599863","939501.1589599863","939501.1589599863"
"11646","939961.9493689932","939961.9493689932","939961.9493689932"
"11648","940901.4507604394","940901.4507604394","940901.4507604394"
"11649","941149.969335698","941149.969335698","941149.969335698"
"11650","938830.9746944639","938830.9746944639","938830.9746944639"
"11651","940698.5912626262","940698.5912626262","940698.5912626262"
"11654","938776.0088679334","938776.0088679334","938776.0088679334"
"11659","939404.3769851596","939404.3769851596","939404.3769851596"
"11660","939652.1052467597","939652.1052467597","939652.1052467597"
"11661","937870.915333811","937870.915333811","937870.915333811"
"11663","940058.3869972973","940058.3869972973","940058.3869972973"
"11667","938356.1907606206","938356.1907606206","938356.1907606206"
"11669","939716.3524217113","939716.3524217113","939716.3524217113"
"11671","941201.5303680877","941201.5303680877","941201.5303680877"
"11672","940007.8695813178","940007.8695813178","940007.8695813178"
"11673","939982.6129093245","939982.6129093245","939982.6129093245"
"11674","939720.4828977931","939720.4828977931","939720.4828977931"
"11675","939536.4824672982","939536.4824672982","939536.4824672982"
"11676","938421.1761898979","938421.1761898979","938421.1761898979"
"11677","940465.4799032235","940465.4799032235","940465.4799032235"
"11680","937034.6402005219","937034.6402005219","937034.6402005219"
"11681","938558.4989505425","938558.4989505425","938558.4989505425"
"11683","939405.7528924579","939405.7528924579","939405.7528924579"
"11684","939255.3442267007","939255.3442267007","939255.3442267007"
"11685","939160.9048688202","939160.9048688202","939160.9048688202"
"11688","940283.4851036922","940283.4851036922","940283.4851036922"
"11689","936237.2085344908","936237.2085344908","936237.2085344908"
"11691","937169.7316107728","937169.7316107728","937169.7316107728"
"11693","937549.199882669","937549.199882669","937549.199882669"
"11694","939207.2052876691","939207.2052876691","939207.2052876691"
"11697","940477.4315214055","940477.4315214055","940477.4315214055"
"11698","939464.9207193492","939464.9207193492","939464.9207193492"
"11702","939994.0930465233","939994.0930465233","939994.0930465233"
"11703","938482.9664590844","938482.9664590844","938482.9664590844"
"11706","937354.6326412503","937354.6326412503","937354.6326412503"
"11708","938563.534882269","938563.534882269","938563.534882269"
"11709","939020.6562145881","939020.6562145881","939020.6562145881"
"11710","940046.9052896118","940046.9052896118","940046.9052896118"
"11712","940471.9153521908","940471.9153521908","940471.9153521908"
"11714","938553.9208776865","938553.9208776865","938553.9208776865"
"11716","940017.0541621925","940017.0541621925","940017.0541621925"
"11719","939984.908914331","939984.908914331","939984.908914331"
"11721","939154.4873492171","939154.4873492171","939154.4873492171"
"11725","938998.6602262601","938998.6602262601","938998.6602262601"
"11726","942416.6894129148","942416.6894129148","942416.6894129148"
"11728","940176.8946055318","940176.8946055318","940176.8946055318"
"11729","940260.0514992937","940260.0514992937","940260.0514992937"
"11730","940677.436352872","940677.436352872","940677.436352872"
"11732","942751.9165267018","942751.9165267018","942751.9165267018"
"11733","940154.8444161268","940154.8444161268","940154.8444161268"
"11734","939141.6525731221","939141.6525731221","939141.6525731221"
"11735","941930.8950105421","941930.8950105421","941930.8950105421"
"11737","940797.9400858682","940797.9400858682","940797.9400858682"
"11739","939346.1339394685","939346.1339394685","939346.1339394685"
"11740","935744.565217053","935744.565217053","935744.565217053"
"11741","939541.528899462","939541.528899462","939541.528899462"
"11742","939920.6250136776","939920.6250136776","939920.6250136776"
"11744","937503.9763478403","937503.9763478403","937503.9763478403"
"11745","938949.6312109827","938949.6312109827","938949.6312109827"
"11747","938327.8196635052","938327.8196635052","938327.8196635052"
"11748","939248.4669332877","939248.4669332877","939248.4669332877"
"11750","938367.6312045116","938367.6312045116","938367.6312045116"
"11752","940547.3085993943","940547.3085993943","940547.3085993943"
"11753","937990.7010453613","937990.7010453613","937990.7010453613"
"11755","935466.6009724423","935466.6009724423","935466.6009724423"
"11756","936680.6664573412","936680.6664573412","936680.6664573412"
"11759","937442.314921746","937442.314921746","937442.314921746"
"11760","939398.8733962709","939398.8733962709","939398.8733962709"
"11761","939296.6101022408","939296.6101022408","939296.6101022408"
"11763","941400.0009824265","941400.0009824265","941400.0009824265"
"11764","940714.2281118348","940714.2281118348","940714.2281118348"
"11765","939459.4164210374","939459.4164210374","939459.4164210374"
"11766","937646.0568763152","937646.0568763152","937646.0568763152"
"11770","939854.0545279324","939854.0545279324","939854.0545279324"
"11771","939412.6324894067","939412.6324894067","939412.6324894067"
"11772","938484.7974059976","938484.7974059976","938484.7974059976"
"11774","940511.9090450957","940511.9090450957","940511.9090450957"
"11776","940209.5124072382","940209.5124072382","940209.5124072382"
"11779","939042.1949517118","939042.1949517118","939042.1949517118"
"11785","939973.4290014611","939973.4290014611","939973.4290014611"
"11786","937219.4879232512","937219.4879232512","937219.4879232512"
"11792","939480.5165815062","939480.5165815062","939480.5165815062"
"11793","932035.048752795","932035.048752795","932035.048752795"
"11797","939992.2562057275","939992.2562057275","939992.2562057275"
"11800","940358.3885742379","940358.3885742379","940358.3885742379"
"11802","940914.7937933655","940914.7937933655","940914.7937933655"
"11804","940033.5868600658","940033.5868600658","940033.5868600658"
"11805","932114.965374351","932114.965374351","932114.965374351"
"11806","930984.3150708395","930984.3150708395","930984.3150708395"
"11807","930761.8458109206","930761.8458109206","930761.8458109206"
"11808","931976.8130680015","931976.8130680015","931976.8130680015"
"11809","932292.0046533556","932292.0046533556","932292.0046533556"
"11810","933993.1055779059","933993.1055779059","933993.1055779059"
"11812","938740.74251906","938740.74251906","938740.74251906"
"11813","939135.6936891823","939135.6936891823","939135.6936891823"
"11814","939058.2350786914","939058.2350786914","939058.2350786914"
"11817","938466.0305388115","938466.0305388115","938466.0305388115"
"11819","939731.0387238596","939731.0387238596","939731.0387238596"
"11820","940297.7296300911","940297.7296300911","940297.7296300911"
"11823","925066.3211910723","925066.3211910723","925066.3211910723"
"11824","938064.3250020598","938064.3250020598","938064.3250020598"
"11825","935305.6301281768","935305.6301281768","935305.6301281768"
"11827","938067.9836367279","938067.9836367279","938067.9836367279"
"11828","939950.4700169169","939950.4700169169","939950.4700169169"
"11831","940443.4161753823","940443.4161753823","940443.4161753823"
"11832","940591.9066361958","940591.9066361958","940591.9066361958"
"11833","938643.2013549784","938643.2013549784","938643.2013549784"
"11835","938207.4903714221","938207.4903714221","938207.4903714221"
"11839","937925.775220937","937925.775220937","937925.775220937"
"11841","939168.6976891069","939168.6976891069","939168.6976891069"
"11842","938052.8919526602","938052.8919526602","938052.8919526602"
"11845","938137.5031181939","938137.5031181939","938137.5031181939"
"11846","937942.2344385982","937942.2344385982","937942.2344385982"
"11849","933352.4849884213","933352.4849884213","933352.4849884213"
"11850","934912.07612447","934912.07612447","934912.07612447"
"11853","934028.9229081444","934028.9229081444","934028.9229081444"
"11854","936702.5539807095","936702.5539807095","936702.5539807095"
"11855","934876.6452552035","934876.6452552035","934876.6452552035"
"11856","933530.4476328494","933530.4476328494","933530.4476328494"
"11862","934074.2652405472","934074.2652405472","934074.2652405472"
"11863","930885.676913215","930885.676913215","930885.676913215"
"11865","935448.8641805572","935448.8641805572","935448.8641805572"
"11867","933438.9672637023","933438.9672637023","933438.9672637023"
"11869","937904.744838989","937904.744838989","937904.744838989"
"11873","939122.4010667312","939122.4010667312","939122.4010667312"
"11874","938436.7374170456","938436.7374170456","938436.7374170456"
"11875","937641.4877004764","937641.4877004764","937641.4877004764"
"11878","939914.1971071978","939914.1971071978","939914.1971071978"
"11880","939670.9195811845","939670.9195811845","939670.9195811845"
"11882","935946.2039926472","935946.2039926472","935946.2039926472"
"11883","934823.0498134624","934823.0498134624","934823.0498134624"
"11884","934837.1293767381","934837.1293767381","934837.1293767381"
"11886","940000.0628286882","940000.0628286882","940000.0628286882"
"11888","937799.607074101","937799.607074101","937799.607074101"
"11890","934835.7668198211","934835.7668198211","934835.7668198211"
