"Step","lemon-disco-5 - train/grad_norm","lemon-disco-5 - train/grad_norm__MIN","lemon-disco-5 - train/grad_norm__MAX"
"0","Infinity","",""
"1","Infinity","",""
"2","Infinity","",""
"3","Infinity","",""
"44","11.401030540466309","11.401030540466309","11.401030540466309"
"45","11.401030540466309","11.401030540466309","11.401030540466309"
"46","9.84836196899414","9.84836196899414","9.84836196899414"
"47","9.84836196899414","9.84836196899414","9.84836196899414"
"48","9.042800903320312","9.042800903320312","9.042800903320312"
"49","9.042800903320312","9.042800903320312","9.042800903320312"
"50","8.25883960723877","8.25883960723877","8.25883960723877"
"51","8.25883960723877","8.25883960723877","8.25883960723877"
"52","8.138643264770508","8.138643264770508","8.138643264770508"
"53","8.138643264770508","8.138643264770508","8.138643264770508"
"54","7.286798000335693","7.286798000335693","7.286798000335693"
"55","7.286798000335693","7.286798000335693","7.286798000335693"
"56","7.400576114654541","7.400576114654541","7.400576114654541"
"57","7.400576114654541","7.400576114654541","7.400576114654541"
"58","6.803145885467529","6.803145885467529","6.803145885467529"
"59","6.803145885467529","6.803145885467529","6.803145885467529"
"60","6.260159015655518","6.260159015655518","6.260159015655518"
"61","6.260159015655518","6.260159015655518","6.260159015655518"
"62","6.174399375915527","6.174399375915527","6.174399375915527"
"63","6.174399375915527","6.174399375915527","6.174399375915527"
"64","5.9114603996276855","5.9114603996276855","5.9114603996276855"
"65","5.9114603996276855","5.9114603996276855","5.9114603996276855"
"66","6.067987442016602","6.067987442016602","6.067987442016602"
"67","6.067987442016602","6.067987442016602","6.067987442016602"
"68","5.1386590003967285","5.1386590003967285","5.1386590003967285"
"69","5.1386590003967285","5.1386590003967285","5.1386590003967285"
"70","4.6244120597839355","4.6244120597839355","4.6244120597839355"
"71","4.6244120597839355","4.6244120597839355","4.6244120597839355"
"72","4.856316566467285","4.856316566467285","4.856316566467285"
"73","4.856316566467285","4.856316566467285","4.856316566467285"
"74","4.285859107971191","4.285859107971191","4.285859107971191"
"75","4.285859107971191","4.285859107971191","4.285859107971191"
"76","4.290504455566406","4.290504455566406","4.290504455566406"
"77","4.290504455566406","4.290504455566406","4.290504455566406"
"78","4.191553592681885","4.191553592681885","4.191553592681885"
"79","4.191553592681885","4.191553592681885","4.191553592681885"
"80","3.5550594329833984","3.5550594329833984","3.5550594329833984"
"81","3.5550594329833984","3.5550594329833984","3.5550594329833984"
"82","3.7248635292053223","3.7248635292053223","3.7248635292053223"
"83","3.7248635292053223","3.7248635292053223","3.7248635292053223"
"84","3.666590452194214","3.666590452194214","3.666590452194214"
"85","3.666590452194214","3.666590452194214","3.666590452194214"
"86","3.2109718322753906","3.2109718322753906","3.2109718322753906"
"87","3.2109718322753906","3.2109718322753906","3.2109718322753906"
"88","3.292529344558716","3.292529344558716","3.292529344558716"
"89","3.292529344558716","3.292529344558716","3.292529344558716"
"90","3.2392876148223877","3.2392876148223877","3.2392876148223877"
"91","3.2392876148223877","3.2392876148223877","3.2392876148223877"
"92","3.160449266433716","3.160449266433716","3.160449266433716"
"93","3.160449266433716","3.160449266433716","3.160449266433716"
"94","2.9738879203796387","2.9738879203796387","2.9738879203796387"
"95","2.9738879203796387","2.9738879203796387","2.9738879203796387"
"96","2.8216190338134766","2.8216190338134766","2.8216190338134766"
"97","2.8216190338134766","2.8216190338134766","2.8216190338134766"
"98","2.6843786239624023","2.6843786239624023","2.6843786239624023"
"99","2.6843786239624023","2.6843786239624023","2.6843786239624023"
"100","2.7959892749786377","2.7959892749786377","2.7959892749786377"
"101","2.7959892749786377","2.7959892749786377","2.7959892749786377"
"102","3.2591681480407715","3.2591681480407715","3.2591681480407715"
"103","3.2591681480407715","3.2591681480407715","3.2591681480407715"
"104","2.818437099456787","2.818437099456787","2.818437099456787"
"105","2.818437099456787","2.818437099456787","2.818437099456787"
"106","2.93717885017395","2.93717885017395","2.93717885017395"
"107","2.93717885017395","2.93717885017395","2.93717885017395"
"108","2.438701868057251","2.438701868057251","2.438701868057251"
"109","2.438701868057251","2.438701868057251","2.438701868057251"
"110","2.504183053970337","2.504183053970337","2.504183053970337"
"111","2.504183053970337","2.504183053970337","2.504183053970337"
"112","2.317017078399658","2.317017078399658","2.317017078399658"
"113","2.317017078399658","2.317017078399658","2.317017078399658"
"114","2.631894826889038","2.631894826889038","2.631894826889038"
"115","2.631894826889038","2.631894826889038","2.631894826889038"
"116","2.067655324935913","2.067655324935913","2.067655324935913"
"117","2.067655324935913","2.067655324935913","2.067655324935913"
"118","2.6422629356384277","2.6422629356384277","2.6422629356384277"
"119","2.6422629356384277","2.6422629356384277","2.6422629356384277"
"120","2.0992825031280518","2.0992825031280518","2.0992825031280518"
"121","2.0992825031280518","2.0992825031280518","2.0992825031280518"
"122","2.0394997596740723","2.0394997596740723","2.0394997596740723"
"123","2.0394997596740723","2.0394997596740723","2.0394997596740723"
"124","1.91989004611969","1.91989004611969","1.91989004611969"
"125","1.91989004611969","1.91989004611969","1.91989004611969"
"126","2.252432346343994","2.252432346343994","2.252432346343994"
"127","2.252432346343994","2.252432346343994","2.252432346343994"
"128","1.9778904914855957","1.9778904914855957","1.9778904914855957"
"129","1.9778904914855957","1.9778904914855957","1.9778904914855957"
"130","2.0571887493133545","2.0571887493133545","2.0571887493133545"
"131","2.0571887493133545","2.0571887493133545","2.0571887493133545"
"132","2.1397359371185303","2.1397359371185303","2.1397359371185303"
"133","2.1397359371185303","2.1397359371185303","2.1397359371185303"
"134","1.9519964456558228","1.9519964456558228","1.9519964456558228"
"135","1.9519964456558228","1.9519964456558228","1.9519964456558228"
"136","1.854556679725647","1.854556679725647","1.854556679725647"
"137","1.854556679725647","1.854556679725647","1.854556679725647"
"138","1.936291217803955","1.936291217803955","1.936291217803955"
"139","1.936291217803955","1.936291217803955","1.936291217803955"
"140","1.8581316471099854","1.8581316471099854","1.8581316471099854"
"141","1.8581316471099854","1.8581316471099854","1.8581316471099854"
"142","1.961429238319397","1.961429238319397","1.961429238319397"
"143","1.961429238319397","1.961429238319397","1.961429238319397"
"144","2.263104200363159","2.263104200363159","2.263104200363159"
"145","2.263104200363159","2.263104200363159","2.263104200363159"
"146","1.9237438440322876","1.9237438440322876","1.9237438440322876"
"147","1.9237438440322876","1.9237438440322876","1.9237438440322876"
"148","2.0218424797058105","2.0218424797058105","2.0218424797058105"
"149","2.0218424797058105","2.0218424797058105","2.0218424797058105"
"150","2.117302417755127","2.117302417755127","2.117302417755127"
"151","2.117302417755127","2.117302417755127","2.117302417755127"
"152","1.8914300203323364","1.8914300203323364","1.8914300203323364"
"153","1.8914300203323364","1.8914300203323364","1.8914300203323364"
"154","2.3404951095581055","2.3404951095581055","2.3404951095581055"
"155","2.3404951095581055","2.3404951095581055","2.3404951095581055"
"156","2.49295973777771","2.49295973777771","2.49295973777771"
"157","2.49295973777771","2.49295973777771","2.49295973777771"
"158","1.9069775342941284","1.9069775342941284","1.9069775342941284"
"159","1.9069775342941284","1.9069775342941284","1.9069775342941284"
"160","2.1477649211883545","2.1477649211883545","2.1477649211883545"
"161","2.1477649211883545","2.1477649211883545","2.1477649211883545"
"162","2.388500928878784","2.388500928878784","2.388500928878784"
"163","2.388500928878784","2.388500928878784","2.388500928878784"
"164","1.837364912033081","1.837364912033081","1.837364912033081"
"165","1.837364912033081","1.837364912033081","1.837364912033081"
"166","2.0413520336151123","2.0413520336151123","2.0413520336151123"
"167","2.0413520336151123","2.0413520336151123","2.0413520336151123"
"168","1.9672596454620361","1.9672596454620361","1.9672596454620361"
"169","1.9672596454620361","1.9672596454620361","1.9672596454620361"
"170","2.360478162765503","2.360478162765503","2.360478162765503"
"171","2.360478162765503","2.360478162765503","2.360478162765503"
"172","2.26957368850708","2.26957368850708","2.26957368850708"
"173","2.26957368850708","2.26957368850708","2.26957368850708"
"174","2.0479536056518555","2.0479536056518555","2.0479536056518555"
"175","2.0479536056518555","2.0479536056518555","2.0479536056518555"
"176","2.2213783264160156","2.2213783264160156","2.2213783264160156"
"177","2.2213783264160156","2.2213783264160156","2.2213783264160156"
"178","2.003689765930176","2.003689765930176","2.003689765930176"
"179","2.003689765930176","2.003689765930176","2.003689765930176"
"180","2.2712416648864746","2.2712416648864746","2.2712416648864746"
"181","2.2712416648864746","2.2712416648864746","2.2712416648864746"
"182","2.3774919509887695","2.3774919509887695","2.3774919509887695"
"183","2.3774919509887695","2.3774919509887695","2.3774919509887695"
"184","1.7217901945114136","1.7217901945114136","1.7217901945114136"
"185","1.7217901945114136","1.7217901945114136","1.7217901945114136"
"186","2.107351303100586","2.107351303100586","2.107351303100586"
"187","2.107351303100586","2.107351303100586","2.107351303100586"
"188","1.9304277896881104","1.9304277896881104","1.9304277896881104"
"189","1.9304277896881104","1.9304277896881104","1.9304277896881104"
"190","1.798545002937317","1.798545002937317","1.798545002937317"
"191","1.798545002937317","1.798545002937317","1.798545002937317"
"192","2.058175802230835","2.058175802230835","2.058175802230835"
"193","2.058175802230835","2.058175802230835","2.058175802230835"
"194","2.1498374938964844","2.1498374938964844","2.1498374938964844"
"195","2.1498374938964844","2.1498374938964844","2.1498374938964844"
"196","2.0182955265045166","2.0182955265045166","2.0182955265045166"
"197","2.0182955265045166","2.0182955265045166","2.0182955265045166"
"198","1.6338423490524292","1.6338423490524292","1.6338423490524292"
"199","1.6338423490524292","1.6338423490524292","1.6338423490524292"
"200","1.9658387899398804","1.9658387899398804","1.9658387899398804"
"201","1.9658387899398804","1.9658387899398804","1.9658387899398804"
"202","1.8541518449783325","1.8541518449783325","1.8541518449783325"
"203","1.8541518449783325","1.8541518449783325","1.8541518449783325"
"204","1.9441965818405151","1.9441965818405151","1.9441965818405151"
"205","1.9441965818405151","1.9441965818405151","1.9441965818405151"
"206","2.134340524673462","2.134340524673462","2.134340524673462"
"207","2.134340524673462","2.134340524673462","2.134340524673462"
"208","1.7865896224975586","1.7865896224975586","1.7865896224975586"
"209","1.7865896224975586","1.7865896224975586","1.7865896224975586"
"210","2.1374707221984863","2.1374707221984863","2.1374707221984863"
"211","2.1374707221984863","2.1374707221984863","2.1374707221984863"
"212","2.5765609741210938","2.5765609741210938","2.5765609741210938"
"213","2.5765609741210938","2.5765609741210938","2.5765609741210938"
"214","1.856673240661621","1.856673240661621","1.856673240661621"
"215","1.856673240661621","1.856673240661621","1.856673240661621"
"216","2.58851957321167","2.58851957321167","2.58851957321167"
"217","2.58851957321167","2.58851957321167","2.58851957321167"
"218","2.4731221199035645","2.4731221199035645","2.4731221199035645"
"219","2.4731221199035645","2.4731221199035645","2.4731221199035645"
"220","2.186183214187622","2.186183214187622","2.186183214187622"
"221","2.186183214187622","2.186183214187622","2.186183214187622"
"222","1.8628851175308228","1.8628851175308228","1.8628851175308228"
"223","1.8628851175308228","1.8628851175308228","1.8628851175308228"
"224","1.5848677158355713","1.5848677158355713","1.5848677158355713"
"225","1.5848677158355713","1.5848677158355713","1.5848677158355713"
"226","1.7041707038879395","1.7041707038879395","1.7041707038879395"
"227","1.7041707038879395","1.7041707038879395","1.7041707038879395"
"228","1.6014373302459717","1.6014373302459717","1.6014373302459717"
"229","1.6014373302459717","1.6014373302459717","1.6014373302459717"
"230","2.172792673110962","2.172792673110962","2.172792673110962"
"231","2.172792673110962","2.172792673110962","2.172792673110962"
"232","1.8415409326553345","1.8415409326553345","1.8415409326553345"
"233","1.8415409326553345","1.8415409326553345","1.8415409326553345"
"234","1.9106732606887817","1.9106732606887817","1.9106732606887817"
"235","1.9106732606887817","1.9106732606887817","1.9106732606887817"
"236","1.6945056915283203","1.6945056915283203","1.6945056915283203"
"237","1.6945056915283203","1.6945056915283203","1.6945056915283203"
"238","1.617262840270996","1.617262840270996","1.617262840270996"
"239","1.617262840270996","1.617262840270996","1.617262840270996"
"240","1.79872465133667","1.79872465133667","1.79872465133667"
"241","1.79872465133667","1.79872465133667","1.79872465133667"
"242","1.6407784223556519","1.6407784223556519","1.6407784223556519"
"243","1.6407784223556519","1.6407784223556519","1.6407784223556519"
"244","1.6938254833221436","1.6938254833221436","1.6938254833221436"
"245","1.6938254833221436","1.6938254833221436","1.6938254833221436"
"246","1.7588285207748413","1.7588285207748413","1.7588285207748413"
"247","1.7588285207748413","1.7588285207748413","1.7588285207748413"
"248","1.692055344581604","1.692055344581604","1.692055344581604"
"249","1.692055344581604","1.692055344581604","1.692055344581604"
"250","1.7251642942428589","1.7251642942428589","1.7251642942428589"
"251","1.7251642942428589","1.7251642942428589","1.7251642942428589"
"252","1.6710593700408936","1.6710593700408936","1.6710593700408936"
"253","1.6710593700408936","1.6710593700408936","1.6710593700408936"
"254","1.5650691986083984","1.5650691986083984","1.5650691986083984"
"255","1.5650691986083984","1.5650691986083984","1.5650691986083984"
"256","1.9283031225204468","1.9283031225204468","1.9283031225204468"
"257","1.9283031225204468","1.9283031225204468","1.9283031225204468"
"258","1.5531160831451416","1.5531160831451416","1.5531160831451416"
"259","1.5531160831451416","1.5531160831451416","1.5531160831451416"
"260","1.8911586999893188","1.8911586999893188","1.8911586999893188"
"261","1.8911586999893188","1.8911586999893188","1.8911586999893188"
"262","1.620019555091858","1.620019555091858","1.620019555091858"
"263","1.620019555091858","1.620019555091858","1.620019555091858"
"264","2.1972720623016357","2.1972720623016357","2.1972720623016357"
"265","2.1972720623016357","2.1972720623016357","2.1972720623016357"
"266","1.5426385402679443","1.5426385402679443","1.5426385402679443"
"267","1.5426385402679443","1.5426385402679443","1.5426385402679443"
"268","1.75882887840271","1.75882887840271","1.75882887840271"
"269","1.75882887840271","1.75882887840271","1.75882887840271"
"270","1.6340736150741577","1.6340736150741577","1.6340736150741577"
"271","1.6340736150741577","1.6340736150741577","1.6340736150741577"
"272","1.5328961610794067","1.5328961610794067","1.5328961610794067"
"273","1.5328961610794067","1.5328961610794067","1.5328961610794067"
"274","1.9019607305526733","1.9019607305526733","1.9019607305526733"
"275","1.9019607305526733","1.9019607305526733","1.9019607305526733"
"276","2.133744955062866","2.133744955062866","2.133744955062866"
"277","2.133744955062866","2.133744955062866","2.133744955062866"
"278","1.6712443828582764","1.6712443828582764","1.6712443828582764"
"279","1.6712443828582764","1.6712443828582764","1.6712443828582764"
"280","1.85844886302948","1.85844886302948","1.85844886302948"
"281","1.85844886302948","1.85844886302948","1.85844886302948"
"282","1.79729163646698","1.79729163646698","1.79729163646698"
"283","1.79729163646698","1.79729163646698","1.79729163646698"
"284","1.62239670753479","1.62239670753479","1.62239670753479"
"285","1.62239670753479","1.62239670753479","1.62239670753479"
"286","1.7337048053741455","1.7337048053741455","1.7337048053741455"
"287","1.7337048053741455","1.7337048053741455","1.7337048053741455"
"288","1.7598025798797607","1.7598025798797607","1.7598025798797607"
"289","1.7598025798797607","1.7598025798797607","1.7598025798797607"
"290","1.4049619436264038","1.4049619436264038","1.4049619436264038"
"291","1.4049619436264038","1.4049619436264038","1.4049619436264038"
"292","1.8732037544250488","1.8732037544250488","1.8732037544250488"
"293","1.8732037544250488","1.8732037544250488","1.8732037544250488"
"294","1.8088021278381348","1.8088021278381348","1.8088021278381348"
"295","1.8088021278381348","1.8088021278381348","1.8088021278381348"
"296","1.6501647233963013","1.6501647233963013","1.6501647233963013"
"297","1.6501647233963013","1.6501647233963013","1.6501647233963013"
"298","1.842126488685608","1.842126488685608","1.842126488685608"
"299","1.842126488685608","1.842126488685608","1.842126488685608"
"300","1.5863852500915527","1.5863852500915527","1.5863852500915527"
"301","1.5863852500915527","1.5863852500915527","1.5863852500915527"
"302","1.6560173034667969","1.6560173034667969","1.6560173034667969"
"303","1.6560173034667969","1.6560173034667969","1.6560173034667969"
"304","1.7689930200576782","1.7689930200576782","1.7689930200576782"
"305","1.7689930200576782","1.7689930200576782","1.7689930200576782"
"306","1.426660418510437","1.426660418510437","1.426660418510437"
"307","1.426660418510437","1.426660418510437","1.426660418510437"
"308","1.4431241750717163","1.4431241750717163","1.4431241750717163"
"309","1.4431241750717163","1.4431241750717163","1.4431241750717163"
"310","1.5109353065490723","1.5109353065490723","1.5109353065490723"
"311","1.5109353065490723","1.5109353065490723","1.5109353065490723"
"312","1.564742088317871","1.564742088317871","1.564742088317871"
"313","1.564742088317871","1.564742088317871","1.564742088317871"
"314","1.6344749927520752","1.6344749927520752","1.6344749927520752"
"315","1.6344749927520752","1.6344749927520752","1.6344749927520752"
"316","1.73289954662323","1.73289954662323","1.73289954662323"
"317","1.73289954662323","1.73289954662323","1.73289954662323"
"318","1.5952786207199097","1.5952786207199097","1.5952786207199097"
"319","1.5952786207199097","1.5952786207199097","1.5952786207199097"
"320","1.406218409538269","1.406218409538269","1.406218409538269"
"321","1.406218409538269","1.406218409538269","1.406218409538269"
"322","1.5403863191604614","1.5403863191604614","1.5403863191604614"
"323","1.5403863191604614","1.5403863191604614","1.5403863191604614"
"324","1.77128005027771","1.77128005027771","1.77128005027771"
"325","1.77128005027771","1.77128005027771","1.77128005027771"
"326","1.5930721759796143","1.5930721759796143","1.5930721759796143"
"327","1.5930721759796143","1.5930721759796143","1.5930721759796143"
"328","1.5358901023864746","1.5358901023864746","1.5358901023864746"
"329","1.5358901023864746","1.5358901023864746","1.5358901023864746"
"330","1.7263681888580322","1.7263681888580322","1.7263681888580322"
"331","1.7263681888580322","1.7263681888580322","1.7263681888580322"
"332","1.7403868436813354","1.7403868436813354","1.7403868436813354"
"333","1.7403868436813354","1.7403868436813354","1.7403868436813354"
"334","1.3921235799789429","1.3921235799789429","1.3921235799789429"
"335","1.3921235799789429","1.3921235799789429","1.3921235799789429"
"336","1.7836270332336426","1.7836270332336426","1.7836270332336426"
"337","1.7836270332336426","1.7836270332336426","1.7836270332336426"
"338","1.4750155210494995","1.4750155210494995","1.4750155210494995"
"339","1.4750155210494995","1.4750155210494995","1.4750155210494995"
"340","1.653865098953247","1.653865098953247","1.653865098953247"
"341","1.653865098953247","1.653865098953247","1.653865098953247"
"342","1.5794899463653564","1.5794899463653564","1.5794899463653564"
"343","1.5794899463653564","1.5794899463653564","1.5794899463653564"
"344","1.3618863821029663","1.3618863821029663","1.3618863821029663"
"345","1.3618863821029663","1.3618863821029663","1.3618863821029663"
"346","1.514448642730713","1.514448642730713","1.514448642730713"
"347","1.514448642730713","1.514448642730713","1.514448642730713"
"348","1.9038094282150269","1.9038094282150269","1.9038094282150269"
"349","1.9038094282150269","1.9038094282150269","1.9038094282150269"
"350","1.506995677947998","1.506995677947998","1.506995677947998"
"351","1.506995677947998","1.506995677947998","1.506995677947998"
"352","1.9590907096862793","1.9590907096862793","1.9590907096862793"
"353","1.9590907096862793","1.9590907096862793","1.9590907096862793"
"354","1.6725833415985107","1.6725833415985107","1.6725833415985107"
"355","1.6725833415985107","1.6725833415985107","1.6725833415985107"
"356","1.443120002746582","1.443120002746582","1.443120002746582"
"357","1.443120002746582","1.443120002746582","1.443120002746582"
"358","1.8405362367630005","1.8405362367630005","1.8405362367630005"
"359","1.8405362367630005","1.8405362367630005","1.8405362367630005"
"360","1.5141117572784424","1.5141117572784424","1.5141117572784424"
"361","1.5141117572784424","1.5141117572784424","1.5141117572784424"
"362","1.5177834033966064","1.5177834033966064","1.5177834033966064"
"363","1.5177834033966064","1.5177834033966064","1.5177834033966064"
"364","1.928058385848999","1.928058385848999","1.928058385848999"
"365","1.928058385848999","1.928058385848999","1.928058385848999"
"366","1.789644479751587","1.789644479751587","1.789644479751587"
"367","1.789644479751587","1.789644479751587","1.789644479751587"
"368","1.5661424398422241","1.5661424398422241","1.5661424398422241"
"369","1.5661424398422241","1.5661424398422241","1.5661424398422241"
"370","2.2394256591796875","2.2394256591796875","2.2394256591796875"
"371","2.2394256591796875","2.2394256591796875","2.2394256591796875"
"372","1.6544244289398193","1.6544244289398193","1.6544244289398193"
"373","1.6544244289398193","1.6544244289398193","1.6544244289398193"
"374","1.383994221687317","1.383994221687317","1.383994221687317"
"375","1.383994221687317","1.383994221687317","1.383994221687317"
"376","1.8059825897216797","1.8059825897216797","1.8059825897216797"
"377","1.8059825897216797","1.8059825897216797","1.8059825897216797"
"378","1.5329753160476685","1.5329753160476685","1.5329753160476685"
"379","1.5329753160476685","1.5329753160476685","1.5329753160476685"
"380","1.6210910081863403","1.6210910081863403","1.6210910081863403"
"381","1.6210910081863403","1.6210910081863403","1.6210910081863403"
"382","1.9552277326583862","1.9552277326583862","1.9552277326583862"
"383","1.9552277326583862","1.9552277326583862","1.9552277326583862"
"384","1.355175495147705","1.355175495147705","1.355175495147705"
"385","1.355175495147705","1.355175495147705","1.355175495147705"
"386","1.456708312034607","1.456708312034607","1.456708312034607"
"387","1.456708312034607","1.456708312034607","1.456708312034607"
"388","1.8075175285339355","1.8075175285339355","1.8075175285339355"
"389","1.8075175285339355","1.8075175285339355","1.8075175285339355"
"390","1.4697860479354858","1.4697860479354858","1.4697860479354858"
"391","1.4697860479354858","1.4697860479354858","1.4697860479354858"
"392","1.742018461227417","1.742018461227417","1.742018461227417"
"393","1.742018461227417","1.742018461227417","1.742018461227417"
"394","1.8121776580810547","1.8121776580810547","1.8121776580810547"
"395","1.8121776580810547","1.8121776580810547","1.8121776580810547"
"396","1.4750163555145264","1.4750163555145264","1.4750163555145264"
"397","1.4750163555145264","1.4750163555145264","1.4750163555145264"
"398","1.7554906606674194","1.7554906606674194","1.7554906606674194"
"399","1.7554906606674194","1.7554906606674194","1.7554906606674194"
"400","1.6105496883392334","1.6105496883392334","1.6105496883392334"
"401","1.6105496883392334","1.6105496883392334","1.6105496883392334"
"402","1.5332679748535156","1.5332679748535156","1.5332679748535156"
"403","1.5332679748535156","1.5332679748535156","1.5332679748535156"
"404","1.7133004665374756","1.7133004665374756","1.7133004665374756"
"405","1.7133004665374756","1.7133004665374756","1.7133004665374756"
"406","1.4032624959945679","1.4032624959945679","1.4032624959945679"
"407","1.4032624959945679","1.4032624959945679","1.4032624959945679"
"408","1.732337474822998","1.732337474822998","1.732337474822998"
"409","1.732337474822998","1.732337474822998","1.732337474822998"
"410","1.5180424451828003","1.5180424451828003","1.5180424451828003"
"411","1.5180424451828003","1.5180424451828003","1.5180424451828003"
"412","1.4328614473342896","1.4328614473342896","1.4328614473342896"
"413","1.4328614473342896","1.4328614473342896","1.4328614473342896"
"414","1.575231909751892","1.575231909751892","1.575231909751892"
"415","1.575231909751892","1.575231909751892","1.575231909751892"
"416","1.3712292909622192","1.3712292909622192","1.3712292909622192"
"417","1.3712292909622192","1.3712292909622192","1.3712292909622192"
"418","1.696873426437378","1.696873426437378","1.696873426437378"
"419","1.696873426437378","1.696873426437378","1.696873426437378"
"420","1.463434100151062","1.463434100151062","1.463434100151062"
"421","1.463434100151062","1.463434100151062","1.463434100151062"
"422","1.3812843561172485","1.3812843561172485","1.3812843561172485"
"423","1.3812843561172485","1.3812843561172485","1.3812843561172485"
"424","1.3993324041366577","1.3993324041366577","1.3993324041366577"
"425","1.3993324041366577","1.3993324041366577","1.3993324041366577"
"426","1.702933669090271","1.702933669090271","1.702933669090271"
"427","1.702933669090271","1.702933669090271","1.702933669090271"
"428","1.370988130569458","1.370988130569458","1.370988130569458"
"429","1.370988130569458","1.370988130569458","1.370988130569458"
"430","1.3228687047958374","1.3228687047958374","1.3228687047958374"
"431","1.3228687047958374","1.3228687047958374","1.3228687047958374"
"432","1.5167797803878784","1.5167797803878784","1.5167797803878784"
"433","1.5167797803878784","1.5167797803878784","1.5167797803878784"
"434","1.3648390769958496","1.3648390769958496","1.3648390769958496"
"435","1.3648390769958496","1.3648390769958496","1.3648390769958496"
"436","1.522335171699524","1.522335171699524","1.522335171699524"
"437","1.522335171699524","1.522335171699524","1.522335171699524"
"438","1.65778648853302","1.65778648853302","1.65778648853302"
"439","1.65778648853302","1.65778648853302","1.65778648853302"
"440","1.4542725086212158","1.4542725086212158","1.4542725086212158"
"441","1.4542725086212158","1.4542725086212158","1.4542725086212158"
"442","1.6893950700759888","1.6893950700759888","1.6893950700759888"
"443","1.6893950700759888","1.6893950700759888","1.6893950700759888"
"444","1.5443533658981323","1.5443533658981323","1.5443533658981323"
"445","1.5443533658981323","1.5443533658981323","1.5443533658981323"
"446","1.5147392749786377","1.5147392749786377","1.5147392749786377"
"447","1.5147392749786377","1.5147392749786377","1.5147392749786377"
"448","1.368187665939331","1.368187665939331","1.368187665939331"
"449","1.368187665939331","1.368187665939331","1.368187665939331"
"450","1.3676624298095703","1.3676624298095703","1.3676624298095703"
"451","1.3676624298095703","1.3676624298095703","1.3676624298095703"
"452","1.3247987031936646","1.3247987031936646","1.3247987031936646"
"453","1.3247987031936646","1.3247987031936646","1.3247987031936646"
"454","1.304900050163269","1.304900050163269","1.304900050163269"
"455","1.304900050163269","1.304900050163269","1.304900050163269"
"456","1.5261174440383911","1.5261174440383911","1.5261174440383911"
"457","1.5261174440383911","1.5261174440383911","1.5261174440383911"
"458","1.5338654518127441","1.5338654518127441","1.5338654518127441"
"459","1.5338654518127441","1.5338654518127441","1.5338654518127441"
"460","1.5112676620483398","1.5112676620483398","1.5112676620483398"
"461","1.5112676620483398","1.5112676620483398","1.5112676620483398"
"462","1.2344846725463867","1.2344846725463867","1.2344846725463867"
"463","1.2344846725463867","1.2344846725463867","1.2344846725463867"
"464","1.4807708263397217","1.4807708263397217","1.4807708263397217"
"465","1.4807708263397217","1.4807708263397217","1.4807708263397217"
"466","1.5308911800384521","1.5308911800384521","1.5308911800384521"
"467","1.5308911800384521","1.5308911800384521","1.5308911800384521"
