"Step","lemon-disco-5 - train/loss","lemon-disco-5 - train/loss__MIN","lemon-disco-5 - train/loss__MAX"
"1788","1.3849","1.3849","1.3849"
"1789","1.3849","1.3849","1.3849"
"1790","1.3952","1.3952","1.3952"
"1791","1.3952","1.3952","1.3952"
"1792","1.4867","1.4867","1.4867"
"1793","1.4867","1.4867","1.4867"
"1794","1.3408","1.3408","1.3408"
"1795","1.3408","1.3408","1.3408"
"1796","1.4362","1.4362","1.4362"
"1797","1.4362","1.4362","1.4362"
"1798","1.3633","1.3633","1.3633"
"1799","1.3633","1.3633","1.3633"
"1800","1.2525","1.2525","1.2525"
"1801","1.2525","1.2525","1.2525"
"1802","1.4496","1.4496","1.4496"
"1803","1.4496","1.4496","1.4496"
"1804","1.3049","1.3049","1.3049"
"1805","1.3049","1.3049","1.3049"
"1806","1.2772","1.2772","1.2772"
"1807","1.2772","1.2772","1.2772"
"1808","1.4295","1.4295","1.4295"
"1809","1.4295","1.4295","1.4295"
"1810","1.254","1.254","1.254"
"1811","1.254","1.254","1.254"
"1812","1.302","1.302","1.302"
"1813","1.302","1.302","1.302"
"1814","1.2247","1.2247","1.2247"
"1815","1.2247","1.2247","1.2247"
"1816","1.355","1.355","1.355"
"1817","1.355","1.355","1.355"
"1818","1.3681","1.3681","1.3681"
"1819","1.3681","1.3681","1.3681"
"1820","1.4106","1.4106","1.4106"
"1821","1.4106","1.4106","1.4106"
"1822","1.3443","1.3443","1.3443"
"1823","1.3443","1.3443","1.3443"
"1824","1.284","1.284","1.284"
"1825","1.284","1.284","1.284"
"1826","1.3793","1.3793","1.3793"
"1827","1.3793","1.3793","1.3793"
"1828","1.2773","1.2773","1.2773"
"1829","1.2773","1.2773","1.2773"
"1830","1.3677","1.3677","1.3677"
"1831","1.3677","1.3677","1.3677"
"1832","1.3938","1.3938","1.3938"
"1833","1.3938","1.3938","1.3938"
"1834","1.3536","1.3536","1.3536"
"1835","1.3536","1.3536","1.3536"
"1836","1.2538","1.2538","1.2538"
"1837","1.2538","1.2538","1.2538"
"1838","1.2815","1.2815","1.2815"
"1839","1.2815","1.2815","1.2815"
"1840","1.2617","1.2617","1.2617"
"1841","1.2617","1.2617","1.2617"
"1842","1.3616","1.3616","1.3616"
"1843","1.3616","1.3616","1.3616"
"1844","1.3824","1.3824","1.3824"
"1845","1.3824","1.3824","1.3824"
"1846","1.3318","1.3318","1.3318"
"1847","1.3318","1.3318","1.3318"
"1848","1.3727","1.3727","1.3727"
"1849","1.3727","1.3727","1.3727"
"1850","1.2364","1.2364","1.2364"
"1851","1.2364","1.2364","1.2364"
"1852","1.4008","1.4008","1.4008"
"1853","1.4008","1.4008","1.4008"
"1854","1.3267","1.3267","1.3267"
"1855","1.3267","1.3267","1.3267"
"1856","1.3633","1.3633","1.3633"
"1857","1.3633","1.3633","1.3633"
"1858","1.3621","1.3621","1.3621"
"1859","1.3621","1.3621","1.3621"
"1860","1.3072","1.3072","1.3072"
"1861","1.3072","1.3072","1.3072"
"1862","1.3114","1.3114","1.3114"
"1863","1.3114","1.3114","1.3114"
"1864","1.2607","1.2607","1.2607"
"1865","1.2607","1.2607","1.2607"
"1866","1.2614","1.2614","1.2614"
"1867","1.2614","1.2614","1.2614"
"1868","1.2682","1.2682","1.2682"
"1869","1.2682","1.2682","1.2682"
"1870","1.4565","1.4565","1.4565"
"1871","1.4565","1.4565","1.4565"
"1872","1.3299","1.3299","1.3299"
"1873","1.3299","1.3299","1.3299"
"1874","1.2596","1.2596","1.2596"
"1875","1.2596","1.2596","1.2596"
"1876","1.3746","1.3746","1.3746"
"1877","1.3746","1.3746","1.3746"
"1878","1.3879","1.3879","1.3879"
"1879","1.3879","1.3879","1.3879"
"1880","1.4644","1.4644","1.4644"
"1881","1.4644","1.4644","1.4644"
"1882","1.3318","1.3318","1.3318"
"1883","1.3318","1.3318","1.3318"
"1884","1.3375","1.3375","1.3375"
"1885","1.3375","1.3375","1.3375"
"1886","1.4161","1.4161","1.4161"
"1887","1.4161","1.4161","1.4161"
"1888","1.3782","1.3782","1.3782"
"1889","1.3782","1.3782","1.3782"
"1890","1.1623","1.1623","1.1623"
"1891","1.1623","1.1623","1.1623"
"1892","1.344","1.344","1.344"
"1893","1.344","1.344","1.344"
"1894","1.4332","1.4332","1.4332"
"1895","1.4332","1.4332","1.4332"
"1896","1.3005","1.3005","1.3005"
"1897","1.3005","1.3005","1.3005"
"1898","1.2302","1.2302","1.2302"
"1899","1.2302","1.2302","1.2302"
"1900","1.3474","1.3474","1.3474"
"1901","1.3474","1.3474","1.3474"
"1902","1.437","1.437","1.437"
"1903","1.437","1.437","1.437"
"1904","1.2722","1.2722","1.2722"
"1905","1.2722","1.2722","1.2722"
"1906","1.2242","1.2242","1.2242"
"1907","1.2242","1.2242","1.2242"
"1908","1.4055","1.4055","1.4055"
"1909","1.4055","1.4055","1.4055"
"1910","1.2928","1.2928","1.2928"
"1911","1.2928","1.2928","1.2928"
"1912","1.2789","1.2789","1.2789"
"1913","1.2789","1.2789","1.2789"
"1914","1.3637","1.3637","1.3637"
"1915","1.3637","1.3637","1.3637"
"1916","1.3348","1.3348","1.3348"
"1917","1.3348","1.3348","1.3348"
"1918","1.3519","1.3519","1.3519"
"1919","1.3519","1.3519","1.3519"
"1920","1.2898","1.2898","1.2898"
"1921","1.2898","1.2898","1.2898"
"1922","1.3133","1.3133","1.3133"
"1923","1.3133","1.3133","1.3133"
"1924","1.2784","1.2784","1.2784"
"1925","1.2784","1.2784","1.2784"
"1926","1.3767","1.3767","1.3767"
"1927","1.3767","1.3767","1.3767"
"1928","1.3354","1.3354","1.3354"
"1929","1.3354","1.3354","1.3354"
"1930","1.3643","1.3643","1.3643"
"1931","1.3643","1.3643","1.3643"
"1932","1.4682","1.4682","1.4682"
"1933","1.4682","1.4682","1.4682"
"1934","1.3257","1.3257","1.3257"
"1935","1.3257","1.3257","1.3257"
"1936","1.2672","1.2672","1.2672"
"1937","1.2672","1.2672","1.2672"
"1938","1.3133","1.3133","1.3133"
"1939","1.3133","1.3133","1.3133"
"1940","1.3236","1.3236","1.3236"
"1941","1.3236","1.3236","1.3236"
"1942","1.3401","1.3401","1.3401"
"1943","1.3401","1.3401","1.3401"
"1944","1.4293","1.4293","1.4293"
"1945","1.4293","1.4293","1.4293"
"1946","1.2475","1.2475","1.2475"
"1947","1.2475","1.2475","1.2475"
"1948","1.3293","1.3293","1.3293"
"1949","1.3293","1.3293","1.3293"
"1950","1.3217","1.3217","1.3217"
"1951","1.3217","1.3217","1.3217"
"1952","1.3309","1.3309","1.3309"
"1953","1.3309","1.3309","1.3309"
"1954","1.479","1.479","1.479"
"1955","1.479","1.479","1.479"
"1956","1.2234","1.2234","1.2234"
"1957","1.2234","1.2234","1.2234"
"1958","1.3447","1.3447","1.3447"
"1959","1.3447","1.3447","1.3447"
"1960","1.3686","1.3686","1.3686"
"1961","1.3686","1.3686","1.3686"
"1962","1.3363","1.3363","1.3363"
"1963","1.3363","1.3363","1.3363"
"1964","1.3117","1.3117","1.3117"
"1965","1.3117","1.3117","1.3117"
"1966","1.3142","1.3142","1.3142"
"1967","1.3142","1.3142","1.3142"
"1968","1.3211","1.3211","1.3211"
"1969","1.3211","1.3211","1.3211"
"1970","1.3563","1.3563","1.3563"
"1971","1.3563","1.3563","1.3563"
"1972","1.4596","1.4596","1.4596"
"1973","1.4596","1.4596","1.4596"
"1974","1.3803","1.3803","1.3803"
"1975","1.3803","1.3803","1.3803"
"1976","1.2906","1.2906","1.2906"
"1977","1.2906","1.2906","1.2906"
"1978","1.2994","1.2994","1.2994"
"1979","1.2994","1.2994","1.2994"
"1980","1.3966","1.3966","1.3966"
"1981","1.3966","1.3966","1.3966"
"1982","1.3609","1.3609","1.3609"
"1983","1.3609","1.3609","1.3609"
"1984","1.2459","1.2459","1.2459"
"1985","1.2459","1.2459","1.2459"
"1986","1.2326","1.2326","1.2326"
"1987","1.2326","1.2326","1.2326"
"1988","1.3857","1.3857","1.3857"
"1989","1.3857","1.3857","1.3857"
"1990","1.1825","1.1825","1.1825"
"1991","1.1825","1.1825","1.1825"
"1992","1.2837","1.2837","1.2837"
"1993","1.2837","1.2837","1.2837"
"1994","1.418","1.418","1.418"
"1995","1.418","1.418","1.418"
"1996","1.3198","1.3198","1.3198"
"1997","1.3198","1.3198","1.3198"
"1998","1.4565","1.4565","1.4565"
"1999","1.4565","1.4565","1.4565"
"2000","1.1835","1.1835","1.1835"
"2001","1.1835","1.1835","1.1835"
"2004","1.3043","1.3043","1.3043"
"2005","1.3043","1.3043","1.3043"
"2006","1.3079","1.3079","1.3079"
"2007","1.3079","1.3079","1.3079"
"2008","1.2342","1.2342","1.2342"
"2009","1.2342","1.2342","1.2342"
"2010","1.2561","1.2561","1.2561"
"2011","1.2561","1.2561","1.2561"
"2012","1.194","1.194","1.194"
"2013","1.194","1.194","1.194"
"2014","1.2633","1.2633","1.2633"
"2015","1.2633","1.2633","1.2633"
"2016","1.4007","1.4007","1.4007"
"2017","1.4007","1.4007","1.4007"
"2018","1.2864","1.2864","1.2864"
"2019","1.2864","1.2864","1.2864"
"2020","1.3119","1.3119","1.3119"
"2021","1.3119","1.3119","1.3119"
"2022","1.447","1.447","1.447"
"2023","1.447","1.447","1.447"
"2024","1.2467","1.2467","1.2467"
"2025","1.2467","1.2467","1.2467"
"2026","1.2725","1.2725","1.2725"
"2027","1.2725","1.2725","1.2725"
"2028","1.2308","1.2308","1.2308"
"2029","1.2308","1.2308","1.2308"
"2030","1.2918","1.2918","1.2918"
"2031","1.2918","1.2918","1.2918"
"2032","1.2881","1.2881","1.2881"
"2033","1.2881","1.2881","1.2881"
"2034","1.3419","1.3419","1.3419"
"2035","1.3419","1.3419","1.3419"
"2036","1.406","1.406","1.406"
"2037","1.406","1.406","1.406"
"2038","1.3094","1.3094","1.3094"
"2039","1.3094","1.3094","1.3094"
"2040","1.3465","1.3465","1.3465"
"2041","1.3465","1.3465","1.3465"
"2042","1.4926","1.4926","1.4926"
"2043","1.4926","1.4926","1.4926"
"2044","1.368","1.368","1.368"
"2045","1.368","1.368","1.368"
"2046","1.2242","1.2242","1.2242"
"2047","1.2242","1.2242","1.2242"
"2048","1.2294","1.2294","1.2294"
"2049","1.2294","1.2294","1.2294"
"2050","1.1213","1.1213","1.1213"
"2051","1.1213","1.1213","1.1213"
"2052","1.2212","1.2212","1.2212"
"2053","1.2212","1.2212","1.2212"
"2054","1.3654","1.3654","1.3654"
"2055","1.3654","1.3654","1.3654"
"2056","1.3464","1.3464","1.3464"
"2057","1.3464","1.3464","1.3464"
"2058","1.4005","1.4005","1.4005"
"2059","1.4005","1.4005","1.4005"
"2060","1.3709","1.3709","1.3709"
"2061","1.3709","1.3709","1.3709"
"2062","1.2854","1.2854","1.2854"
"2063","1.2854","1.2854","1.2854"
"2064","1.347","1.347","1.347"
"2065","1.347","1.347","1.347"
"2066","1.3822","1.3822","1.3822"
"2067","1.3822","1.3822","1.3822"
"2068","1.2941","1.2941","1.2941"
"2069","1.2941","1.2941","1.2941"
"2070","1.1775","1.1775","1.1775"
"2071","1.1775","1.1775","1.1775"
"2072","1.3665","1.3665","1.3665"
"2073","1.3665","1.3665","1.3665"
"2074","1.4442","1.4442","1.4442"
"2075","1.4442","1.4442","1.4442"
"2076","1.405","1.405","1.405"
"2077","1.405","1.405","1.405"
"2078","1.2727","1.2727","1.2727"
"2079","1.2727","1.2727","1.2727"
"2080","1.2813","1.2813","1.2813"
"2081","1.2813","1.2813","1.2813"
"2082","1.2469","1.2469","1.2469"
"2083","1.2469","1.2469","1.2469"
"2084","1.2959","1.2959","1.2959"
"2085","1.2959","1.2959","1.2959"
"2086","1.3754","1.3754","1.3754"
"2087","1.3754","1.3754","1.3754"
"2088","1.1979","1.1979","1.1979"
"2089","1.1979","1.1979","1.1979"
"2090","1.2473","1.2473","1.2473"
"2091","1.2473","1.2473","1.2473"
"2092","1.4188","1.4188","1.4188"
"2093","1.4188","1.4188","1.4188"
"2094","1.3134","1.3134","1.3134"
"2095","1.3134","1.3134","1.3134"
"2096","1.3098","1.3098","1.3098"
"2097","1.3098","1.3098","1.3098"
"2098","1.3431","1.3431","1.3431"
"2099","1.3431","1.3431","1.3431"
"2100","1.4949","1.4949","1.4949"
"2101","1.4949","1.4949","1.4949"
"2102","1.3177","1.3177","1.3177"
"2103","1.3177","1.3177","1.3177"
"2104","1.2521","1.2521","1.2521"
"2105","1.2521","1.2521","1.2521"
"2106","1.3617","1.3617","1.3617"
"2107","1.3617","1.3617","1.3617"
"2108","1.2837","1.2837","1.2837"
"2109","1.2837","1.2837","1.2837"
"2110","1.3017","1.3017","1.3017"
"2111","1.3017","1.3017","1.3017"
"2112","1.3017","1.3017","1.3017"
"2113","1.3017","1.3017","1.3017"
"2114","1.2971","1.2971","1.2971"
"2115","1.2971","1.2971","1.2971"
"2116","1.3744","1.3744","1.3744"
"2117","1.3744","1.3744","1.3744"
"2118","1.2587","1.2587","1.2587"
"2119","1.2587","1.2587","1.2587"
"2120","1.2964","1.2964","1.2964"
"2121","1.2964","1.2964","1.2964"
"2122","1.3638","1.3638","1.3638"
"2123","1.3638","1.3638","1.3638"
"2124","1.366","1.366","1.366"
"2125","1.366","1.366","1.366"
"2126","1.2844","1.2844","1.2844"
"2127","1.2844","1.2844","1.2844"
"2128","1.346","1.346","1.346"
"2129","1.346","1.346","1.346"
"2130","1.4354","1.4354","1.4354"
"2131","1.4354","1.4354","1.4354"
"2132","1.3655","1.3655","1.3655"
"2133","1.3655","1.3655","1.3655"
"2134","1.3694","1.3694","1.3694"
"2135","1.3694","1.3694","1.3694"
"2136","1.2221","1.2221","1.2221"
"2137","1.2221","1.2221","1.2221"
"2138","1.43","1.43","1.43"
"2139","1.43","1.43","1.43"
"2140","1.2921","1.2921","1.2921"
"2141","1.2921","1.2921","1.2921"
"2142","1.3045","1.3045","1.3045"
"2143","1.3045","1.3045","1.3045"
"2144","1.2901","1.2901","1.2901"
"2145","1.2901","1.2901","1.2901"
"2146","1.3889","1.3889","1.3889"
"2147","1.3889","1.3889","1.3889"
"2148","1.4112","1.4112","1.4112"
"2149","1.4112","1.4112","1.4112"
"2150","1.2313","1.2313","1.2313"
"2151","1.2313","1.2313","1.2313"
"2152","1.4457","1.4457","1.4457"
"2153","1.4457","1.4457","1.4457"
"2154","1.1922","1.1922","1.1922"
"2155","1.1922","1.1922","1.1922"
"2156","1.3564","1.3564","1.3564"
"2157","1.3564","1.3564","1.3564"
"2158","1.2991","1.2991","1.2991"
"2159","1.2991","1.2991","1.2991"
"2160","1.3723","1.3723","1.3723"
"2161","1.3723","1.3723","1.3723"
"2162","1.3615","1.3615","1.3615"
"2163","1.3615","1.3615","1.3615"
"2164","1.3688","1.3688","1.3688"
"2165","1.3688","1.3688","1.3688"
"2166","1.3315","1.3315","1.3315"
"2167","1.3315","1.3315","1.3315"
"2168","1.3618","1.3618","1.3618"
"2169","1.3618","1.3618","1.3618"
"2170","1.5326","1.5326","1.5326"
"2171","1.5326","1.5326","1.5326"
"2172","1.3339","1.3339","1.3339"
"2173","1.3339","1.3339","1.3339"
"2174","1.385","1.385","1.385"
"2175","1.385","1.385","1.385"
"2176","1.2539","1.2539","1.2539"
"2177","1.2539","1.2539","1.2539"
"2178","1.309","1.309","1.309"
"2179","1.309","1.309","1.309"
"2180","1.383","1.383","1.383"
"2181","1.383","1.383","1.383"
"2182","1.2876","1.2876","1.2876"
"2183","1.2876","1.2876","1.2876"
"2184","1.2748","1.2748","1.2748"
"2185","1.2748","1.2748","1.2748"
"2186","1.3773","1.3773","1.3773"
"2187","1.3773","1.3773","1.3773"
"2188","1.2987","1.2987","1.2987"
"2189","1.2987","1.2987","1.2987"
"2190","1.3553","1.3553","1.3553"
"2191","1.3553","1.3553","1.3553"
"2192","1.3321","1.3321","1.3321"
"2193","1.3321","1.3321","1.3321"
"2194","1.3219","1.3219","1.3219"
"2195","1.3219","1.3219","1.3219"
"2196","1.2633","1.2633","1.2633"
"2197","1.2633","1.2633","1.2633"
"2198","1.3243","1.3243","1.3243"
"2199","1.3243","1.3243","1.3243"
"2200","1.3369","1.3369","1.3369"
"2201","1.3369","1.3369","1.3369"
"2202","1.3734","1.3734","1.3734"
"2203","1.3734","1.3734","1.3734"
"2204","1.3559","1.3559","1.3559"
"2205","1.3559","1.3559","1.3559"
"2206","1.2114","1.2114","1.2114"
"2207","1.2114","1.2114","1.2114"
"2208","1.2744","1.2744","1.2744"
"2209","1.2744","1.2744","1.2744"
"2210","1.389","1.389","1.389"
"2211","1.389","1.389","1.389"
"2212","1.3761","1.3761","1.3761"
"2213","1.3761","1.3761","1.3761"
"2214","1.2445","1.2445","1.2445"
"2215","1.2445","1.2445","1.2445"
"2216","1.1679","1.1679","1.1679"
"2217","1.1679","1.1679","1.1679"
"2218","1.3279","1.3279","1.3279"
"2219","1.3279","1.3279","1.3279"
"2220","1.3193","1.3193","1.3193"
"2221","1.3193","1.3193","1.3193"
"2222","1.2763","1.2763","1.2763"
"2223","1.2763","1.2763","1.2763"
"2224","1.313","1.313","1.313"
"2225","1.313","1.313","1.313"
"2226","1.4122","1.4122","1.4122"
"2227","1.4122","1.4122","1.4122"
"2228","1.2612","1.2612","1.2612"
"2229","1.2612","1.2612","1.2612"
"2230","1.3445","1.3445","1.3445"
"2231","1.3445","1.3445","1.3445"
"2232","1.2723","1.2723","1.2723"
"2233","1.2723","1.2723","1.2723"
"2234","1.2794","1.2794","1.2794"
"2235","1.2794","1.2794","1.2794"
"2236","1.2754","1.2754","1.2754"
"2237","1.2754","1.2754","1.2754"
"2238","1.2254","1.2254","1.2254"
"2239","1.2254","1.2254","1.2254"
"2240","1.1586","1.1586","1.1586"
"2241","1.1586","1.1586","1.1586"
"2242","1.38","1.38","1.38"
"2243","1.38","1.38","1.38"
"2244","1.3436","1.3436","1.3436"
"2245","1.3436","1.3436","1.3436"
"2246","1.3709","1.3709","1.3709"
"2247","1.3709","1.3709","1.3709"
"2248","1.1886","1.1886","1.1886"
"2249","1.1886","1.1886","1.1886"
"2250","1.2416","1.2416","1.2416"
"2251","1.2416","1.2416","1.2416"
"2252","1.1673","1.1673","1.1673"
"2253","1.1673","1.1673","1.1673"
"2254","1.3299","1.3299","1.3299"
"2255","1.3299","1.3299","1.3299"
"2256","1.4006","1.4006","1.4006"
"2257","1.4006","1.4006","1.4006"
"2258","1.3039","1.3039","1.3039"
"2259","1.3039","1.3039","1.3039"
"2260","1.1976","1.1976","1.1976"
"2261","1.1976","1.1976","1.1976"
"2262","1.2984","1.2984","1.2984"
"2263","1.2984","1.2984","1.2984"
"2264","1.2572","1.2572","1.2572"
"2265","1.2572","1.2572","1.2572"
"2266","1.3379","1.3379","1.3379"
"2267","1.3379","1.3379","1.3379"
"2268","1.3132","1.3132","1.3132"
"2269","1.3132","1.3132","1.3132"
"2270","1.3262","1.3262","1.3262"
"2271","1.3262","1.3262","1.3262"
"2272","1.3172","1.3172","1.3172"
"2273","1.3172","1.3172","1.3172"
"2274","1.3726","1.3726","1.3726"
"2275","1.3726","1.3726","1.3726"
"2276","1.3333","1.3333","1.3333"
"2277","1.3333","1.3333","1.3333"
"2278","1.1764","1.1764","1.1764"
"2279","1.1764","1.1764","1.1764"
"2280","1.1841","1.1841","1.1841"
"2281","1.1841","1.1841","1.1841"
"2282","1.2759","1.2759","1.2759"
"2283","1.2759","1.2759","1.2759"
"2284","1.327","1.327","1.327"
"2285","1.327","1.327","1.327"
"2286","1.3771","1.3771","1.3771"
"2287","1.3771","1.3771","1.3771"
"2288","1.2502","1.2502","1.2502"
"2289","1.2502","1.2502","1.2502"
"2290","1.2628","1.2628","1.2628"
"2291","1.2628","1.2628","1.2628"
"2292","1.3292","1.3292","1.3292"
"2293","1.3292","1.3292","1.3292"
"2294","1.3013","1.3013","1.3013"
"2295","1.3013","1.3013","1.3013"
"2296","1.3676","1.3676","1.3676"
"2297","1.3676","1.3676","1.3676"
"2298","1.2428","1.2428","1.2428"
"2299","1.2428","1.2428","1.2428"
"2300","1.2318","1.2318","1.2318"
"2301","1.2318","1.2318","1.2318"
"2302","1.3617","1.3617","1.3617"
"2303","1.3617","1.3617","1.3617"
"2304","1.2388","1.2388","1.2388"
"2305","1.2388","1.2388","1.2388"
"2306","1.2782","1.2782","1.2782"
"2307","1.2782","1.2782","1.2782"
"2308","1.257","1.257","1.257"
"2309","1.257","1.257","1.257"
"2310","1.2392","1.2392","1.2392"
"2311","1.2392","1.2392","1.2392"
"2312","1.2833","1.2833","1.2833"
"2313","1.2833","1.2833","1.2833"
"2314","1.2509","1.2509","1.2509"
"2315","1.2509","1.2509","1.2509"
"2316","1.3551","1.3551","1.3551"
"2317","1.3551","1.3551","1.3551"
"2318","1.371","1.371","1.371"
"2319","1.371","1.371","1.371"
"2320","1.2926","1.2926","1.2926"
"2321","1.2926","1.2926","1.2926"
"2322","1.2385","1.2385","1.2385"
"2323","1.2385","1.2385","1.2385"
"2324","1.2495","1.2495","1.2495"
"2325","1.2495","1.2495","1.2495"
"2326","1.2383","1.2383","1.2383"
"2327","1.2383","1.2383","1.2383"
"2328","1.1536","1.1536","1.1536"
"2329","1.1536","1.1536","1.1536"
"2330","1.1751","1.1751","1.1751"
"2331","1.1751","1.1751","1.1751"
"2332","1.3482","1.3482","1.3482"
"2333","1.3482","1.3482","1.3482"
"2334","1.1769","1.1769","1.1769"
"2335","1.1769","1.1769","1.1769"
"2336","1.2547","1.2547","1.2547"
"2337","1.2547","1.2547","1.2547"
"2338","1.1931","1.1931","1.1931"
"2339","1.1931","1.1931","1.1931"
"2340","1.3099","1.3099","1.3099"
"2341","1.3099","1.3099","1.3099"
"2342","1.3069","1.3069","1.3069"
"2343","1.3069","1.3069","1.3069"
"2344","1.2931","1.2931","1.2931"
"2345","1.2931","1.2931","1.2931"
"2346","1.3042","1.3042","1.3042"
"2347","1.3042","1.3042","1.3042"
"2348","1.3817","1.3817","1.3817"
"2349","1.3817","1.3817","1.3817"
"2350","1.3007","1.3007","1.3007"
"2351","1.3007","1.3007","1.3007"
"2352","1.2982","1.2982","1.2982"
"2353","1.2982","1.2982","1.2982"
"2354","1.2683","1.2683","1.2683"
"2355","1.2683","1.2683","1.2683"
"2356","1.2294","1.2294","1.2294"
"2357","1.2294","1.2294","1.2294"
"2358","1.1954","1.1954","1.1954"
"2359","1.1954","1.1954","1.1954"
"2360","1.2413","1.2413","1.2413"
"2361","1.2413","1.2413","1.2413"
"2362","1.3186","1.3186","1.3186"
"2363","1.3186","1.3186","1.3186"
"2364","1.362","1.362","1.362"
"2365","1.362","1.362","1.362"
"2366","1.2777","1.2777","1.2777"
"2367","1.2777","1.2777","1.2777"
"2368","1.4076","1.4076","1.4076"
"2369","1.4076","1.4076","1.4076"
"2370","1.2366","1.2366","1.2366"
"2371","1.2366","1.2366","1.2366"
"2372","1.3298","1.3298","1.3298"
"2373","1.3298","1.3298","1.3298"
"2374","1.2275","1.2275","1.2275"
"2375","1.2275","1.2275","1.2275"
"2376","1.3727","1.3727","1.3727"
"2377","1.3727","1.3727","1.3727"
"2378","1.2554","1.2554","1.2554"
"2379","1.2554","1.2554","1.2554"
"2380","1.1659","1.1659","1.1659"
"2381","1.1659","1.1659","1.1659"
"2382","1.2721","1.2721","1.2721"
"2383","1.2721","1.2721","1.2721"
"2384","1.3117","1.3117","1.3117"
"2385","1.3117","1.3117","1.3117"
"2386","1.2707","1.2707","1.2707"
"2387","1.2707","1.2707","1.2707"
"2388","1.2346","1.2346","1.2346"
"2389","1.2346","1.2346","1.2346"
"2390","1.3123","1.3123","1.3123"
"2391","1.3123","1.3123","1.3123"
"2392","1.2317","1.2317","1.2317"
"2393","1.2317","1.2317","1.2317"
"2394","1.3134","1.3134","1.3134"
"2395","1.3134","1.3134","1.3134"
"2396","1.2756","1.2756","1.2756"
"2397","1.2756","1.2756","1.2756"
"2398","1.1262","1.1262","1.1262"
"2399","1.1262","1.1262","1.1262"
"2400","1.2752","1.2752","1.2752"
"2401","1.2752","1.2752","1.2752"
"2402","1.1685","1.1685","1.1685"
"2403","1.1685","1.1685","1.1685"
"2404","1.3735","1.3735","1.3735"
"2405","1.3735","1.3735","1.3735"
"2406","1.2523","1.2523","1.2523"
"2407","1.2523","1.2523","1.2523"
"2408","1.2348","1.2348","1.2348"
"2409","1.2348","1.2348","1.2348"
"2410","1.3182","1.3182","1.3182"
"2411","1.3182","1.3182","1.3182"
"2412","1.315","1.315","1.315"
"2413","1.315","1.315","1.315"
"2414","1.2604","1.2604","1.2604"
"2415","1.2604","1.2604","1.2604"
"2416","1.3157","1.3157","1.3157"
"2417","1.3157","1.3157","1.3157"
"2418","1.1812","1.1812","1.1812"
"2419","1.1812","1.1812","1.1812"
"2420","1.289","1.289","1.289"
"2421","1.289","1.289","1.289"
"2422","1.3746","1.3746","1.3746"
"2423","1.3746","1.3746","1.3746"
"2424","1.2724","1.2724","1.2724"
"2425","1.2724","1.2724","1.2724"
"2426","1.2581","1.2581","1.2581"
"2427","1.2581","1.2581","1.2581"
"2428","1.2622","1.2622","1.2622"
"2429","1.2622","1.2622","1.2622"
"2430","1.274","1.274","1.274"
"2431","1.274","1.274","1.274"
"2432","1.2677","1.2677","1.2677"
"2433","1.2677","1.2677","1.2677"
"2434","1.174","1.174","1.174"
"2435","1.174","1.174","1.174"
"2436","1.1997","1.1997","1.1997"
"2437","1.1997","1.1997","1.1997"
"2438","1.2336","1.2336","1.2336"
"2439","1.2336","1.2336","1.2336"
"2440","1.3754","1.3754","1.3754"
"2441","1.3754","1.3754","1.3754"
"2442","1.2782","1.2782","1.2782"
"2443","1.2782","1.2782","1.2782"
"2444","1.2937","1.2937","1.2937"
"2445","1.2937","1.2937","1.2937"
"2446","1.3007","1.3007","1.3007"
"2447","1.3007","1.3007","1.3007"
"2448","1.2327","1.2327","1.2327"
"2449","1.2327","1.2327","1.2327"
"2450","1.2614","1.2614","1.2614"
"2451","1.2614","1.2614","1.2614"
"2452","1.3103","1.3103","1.3103"
"2453","1.3103","1.3103","1.3103"
"2454","1.3029","1.3029","1.3029"
"2455","1.3029","1.3029","1.3029"
"2456","1.2805","1.2805","1.2805"
"2457","1.2805","1.2805","1.2805"
"2458","1.3025","1.3025","1.3025"
"2459","1.3025","1.3025","1.3025"
"2460","1.273","1.273","1.273"
"2461","1.273","1.273","1.273"
"2462","1.176","1.176","1.176"
"2463","1.176","1.176","1.176"
"2464","1.2185","1.2185","1.2185"
"2465","1.2185","1.2185","1.2185"
"2466","1.2305","1.2305","1.2305"
"2467","1.2305","1.2305","1.2305"
"2468","1.1897","1.1897","1.1897"
"2469","1.1897","1.1897","1.1897"
"2470","1.2263","1.2263","1.2263"
"2471","1.2263","1.2263","1.2263"
"2472","1.1693","1.1693","1.1693"
"2473","1.1693","1.1693","1.1693"
"2474","1.2686","1.2686","1.2686"
"2475","1.2686","1.2686","1.2686"
"2476","1.2562","1.2562","1.2562"
"2477","1.2562","1.2562","1.2562"
"2478","1.2861","1.2861","1.2861"
"2479","1.2861","1.2861","1.2861"
"2480","1.3553","1.3553","1.3553"
"2481","1.3553","1.3553","1.3553"
"2482","1.1552","1.1552","1.1552"
"2483","1.1552","1.1552","1.1552"
"2484","1.2356","1.2356","1.2356"
"2485","1.2356","1.2356","1.2356"
"2486","1.3411","1.3411","1.3411"
"2487","1.3411","1.3411","1.3411"
"2488","1.2942","1.2942","1.2942"
"2489","1.2942","1.2942","1.2942"
"2490","1.3656","1.3656","1.3656"
"2491","1.3656","1.3656","1.3656"
"2492","1.2466","1.2466","1.2466"
"2493","1.2466","1.2466","1.2466"
"2494","1.2565","1.2565","1.2565"
"2495","1.2565","1.2565","1.2565"
"2496","1.2183","1.2183","1.2183"
