"Step","lemon-disco-5 - train/loss","lemon-disco-5 - train/loss__MIN","lemon-disco-5 - train/loss__MAX"
"5263","1.1827","1.1827","1.1827"
"5264","1.1839","1.1839","1.1839"
"5265","1.1839","1.1839","1.1839"
"5266","1.1451","1.1451","1.1451"
"5267","1.1451","1.1451","1.1451"
"5268","1.0292","1.0292","1.0292"
"5269","1.0292","1.0292","1.0292"
"5270","1.212","1.212","1.212"
"5271","1.212","1.212","1.212"
"5272","1.0943","1.0943","1.0943"
"5273","1.0943","1.0943","1.0943"
"5274","1.2121","1.2121","1.2121"
"5275","1.2121","1.2121","1.2121"
"5276","1.2429","1.2429","1.2429"
"5277","1.2429","1.2429","1.2429"
"5278","1.1247","1.1247","1.1247"
"5279","1.1247","1.1247","1.1247"
"5280","1.1014","1.1014","1.1014"
"5281","1.1014","1.1014","1.1014"
"5282","1.0653","1.0653","1.0653"
"5283","1.0653","1.0653","1.0653"
"5284","1.1976","1.1976","1.1976"
"5285","1.1976","1.1976","1.1976"
"5286","1.1794","1.1794","1.1794"
"5287","1.1794","1.1794","1.1794"
"5288","1.1796","1.1796","1.1796"
"5289","1.1796","1.1796","1.1796"
"5290","1.1641","1.1641","1.1641"
"5291","1.1641","1.1641","1.1641"
"5292","1.0986","1.0986","1.0986"
"5293","1.0986","1.0986","1.0986"
"5294","1.152","1.152","1.152"
"5295","1.152","1.152","1.152"
"5296","1.1105","1.1105","1.1105"
"5297","1.1105","1.1105","1.1105"
"5298","1.1067","1.1067","1.1067"
"5299","1.1067","1.1067","1.1067"
"5300","1.0916","1.0916","1.0916"
"5301","1.0916","1.0916","1.0916"
"5302","1.1489","1.1489","1.1489"
"5303","1.1489","1.1489","1.1489"
"5304","1.1847","1.1847","1.1847"
"5305","1.1847","1.1847","1.1847"
"5306","1.1412","1.1412","1.1412"
"5307","1.1412","1.1412","1.1412"
"5308","1.1732","1.1732","1.1732"
"5309","1.1732","1.1732","1.1732"
"5310","1.1561","1.1561","1.1561"
"5311","1.1561","1.1561","1.1561"
"5312","1.1058","1.1058","1.1058"
"5313","1.1058","1.1058","1.1058"
"5314","1.1507","1.1507","1.1507"
"5315","1.1507","1.1507","1.1507"
"5316","1.119","1.119","1.119"
"5317","1.119","1.119","1.119"
"5318","1.0937","1.0937","1.0937"
"5319","1.0937","1.0937","1.0937"
"5320","1.1153","1.1153","1.1153"
"5321","1.1153","1.1153","1.1153"
"5322","1.1682","1.1682","1.1682"
"5323","1.1682","1.1682","1.1682"
"5324","1.1464","1.1464","1.1464"
"5325","1.1464","1.1464","1.1464"
"5326","1.2646","1.2646","1.2646"
"5327","1.2646","1.2646","1.2646"
"5328","1.2292","1.2292","1.2292"
"5329","1.2292","1.2292","1.2292"
"5330","1.2441","1.2441","1.2441"
"5331","1.2441","1.2441","1.2441"
"5332","1.1966","1.1966","1.1966"
"5333","1.1966","1.1966","1.1966"
"5334","1.0524","1.0524","1.0524"
"5335","1.0524","1.0524","1.0524"
"5336","1.1569","1.1569","1.1569"
"5337","1.1569","1.1569","1.1569"
"5338","1.0944","1.0944","1.0944"
"5339","1.0944","1.0944","1.0944"
"5340","1.23","1.23","1.23"
"5341","1.23","1.23","1.23"
"5342","1.1931","1.1931","1.1931"
"5343","1.1931","1.1931","1.1931"
"5344","1.1173","1.1173","1.1173"
"5345","1.1173","1.1173","1.1173"
"5346","1.1951","1.1951","1.1951"
"5347","1.1951","1.1951","1.1951"
"5348","1.2335","1.2335","1.2335"
"5349","1.2335","1.2335","1.2335"
"5350","1.0832","1.0832","1.0832"
"5351","1.0832","1.0832","1.0832"
"5352","1.2658","1.2658","1.2658"
"5353","1.2658","1.2658","1.2658"
"5354","1.1114","1.1114","1.1114"
"5355","1.1114","1.1114","1.1114"
"5356","1.131","1.131","1.131"
"5357","1.131","1.131","1.131"
"5358","1.1707","1.1707","1.1707"
"5359","1.1707","1.1707","1.1707"
"5360","1.1686","1.1686","1.1686"
"5361","1.1686","1.1686","1.1686"
"5362","1.0805","1.0805","1.0805"
"5363","1.0805","1.0805","1.0805"
"5364","1.0319","1.0319","1.0319"
"5365","1.0319","1.0319","1.0319"
"5366","1.1622","1.1622","1.1622"
"5367","1.1622","1.1622","1.1622"
"5368","1.1209","1.1209","1.1209"
"5369","1.1209","1.1209","1.1209"
"5370","1.1887","1.1887","1.1887"
"5371","1.1887","1.1887","1.1887"
"5372","1.0049","1.0049","1.0049"
"5373","1.0049","1.0049","1.0049"
"5374","1.1863","1.1863","1.1863"
"5375","1.1863","1.1863","1.1863"
"5376","1.1587","1.1587","1.1587"
"5377","1.1587","1.1587","1.1587"
"5378","1.1204","1.1204","1.1204"
"5379","1.1204","1.1204","1.1204"
"5380","1.2115","1.2115","1.2115"
"5381","1.2115","1.2115","1.2115"
"5382","1.1618","1.1618","1.1618"
"5383","1.1618","1.1618","1.1618"
"5384","1.1445","1.1445","1.1445"
"5385","1.1445","1.1445","1.1445"
"5386","1.0908","1.0908","1.0908"
"5387","1.0908","1.0908","1.0908"
"5388","1.1072","1.1072","1.1072"
"5389","1.1072","1.1072","1.1072"
"5390","1.1925","1.1925","1.1925"
"5391","1.1925","1.1925","1.1925"
"5392","1.1282","1.1282","1.1282"
"5393","1.1282","1.1282","1.1282"
"5394","1.2608","1.2608","1.2608"
"5395","1.2608","1.2608","1.2608"
"5396","1.1535","1.1535","1.1535"
"5397","1.1535","1.1535","1.1535"
"5398","1.2861","1.2861","1.2861"
"5399","1.2861","1.2861","1.2861"
"5400","1.1459","1.1459","1.1459"
"5401","1.1459","1.1459","1.1459"
"5402","1.1875","1.1875","1.1875"
"5403","1.1875","1.1875","1.1875"
"5404","1.224","1.224","1.224"
"5405","1.224","1.224","1.224"
"5406","1.1253","1.1253","1.1253"
"5407","1.1253","1.1253","1.1253"
"5408","1.0842","1.0842","1.0842"
"5409","1.0842","1.0842","1.0842"
"5410","1.2269","1.2269","1.2269"
"5411","1.2269","1.2269","1.2269"
"5412","1.1835","1.1835","1.1835"
"5413","1.1835","1.1835","1.1835"
"5414","1.2048","1.2048","1.2048"
"5415","1.2048","1.2048","1.2048"
"5416","1.1801","1.1801","1.1801"
"5417","1.1801","1.1801","1.1801"
"5418","1.1457","1.1457","1.1457"
"5419","1.1457","1.1457","1.1457"
"5420","1.1633","1.1633","1.1633"
"5421","1.1633","1.1633","1.1633"
"5422","1.1478","1.1478","1.1478"
"5423","1.1478","1.1478","1.1478"
"5424","1.1587","1.1587","1.1587"
"5425","1.1587","1.1587","1.1587"
"5426","1.0025","1.0025","1.0025"
"5427","1.0025","1.0025","1.0025"
"5428","1.1026","1.1026","1.1026"
"5429","1.1026","1.1026","1.1026"
"5430","1.0845","1.0845","1.0845"
"5431","1.0845","1.0845","1.0845"
"5432","1.1423","1.1423","1.1423"
"5433","1.1423","1.1423","1.1423"
"5434","1.1568","1.1568","1.1568"
"5435","1.1568","1.1568","1.1568"
"5436","1.1629","1.1629","1.1629"
"5437","1.1629","1.1629","1.1629"
"5438","1.1601","1.1601","1.1601"
"5439","1.1601","1.1601","1.1601"
"5440","1.2524","1.2524","1.2524"
"5441","1.2524","1.2524","1.2524"
"5442","1.1365","1.1365","1.1365"
"5443","1.1365","1.1365","1.1365"
"5444","1.1545","1.1545","1.1545"
"5445","1.1545","1.1545","1.1545"
"5446","1.2141","1.2141","1.2141"
"5447","1.2141","1.2141","1.2141"
"5448","1.0495","1.0495","1.0495"
"5449","1.0495","1.0495","1.0495"
"5450","1.1997","1.1997","1.1997"
"5451","1.1997","1.1997","1.1997"
"5452","1.2473","1.2473","1.2473"
"5453","1.2473","1.2473","1.2473"
"5454","1.1746","1.1746","1.1746"
"5455","1.1746","1.1746","1.1746"
"5456","1.1086","1.1086","1.1086"
"5457","1.1086","1.1086","1.1086"
"5458","1.1082","1.1082","1.1082"
"5459","1.1082","1.1082","1.1082"
"5460","1.2438","1.2438","1.2438"
"5461","1.2438","1.2438","1.2438"
"5462","1.0357","1.0357","1.0357"
"5463","1.0357","1.0357","1.0357"
"5464","1.0999","1.0999","1.0999"
"5465","1.0999","1.0999","1.0999"
"5466","1.0475","1.0475","1.0475"
"5467","1.0475","1.0475","1.0475"
"5468","1.1914","1.1914","1.1914"
"5469","1.1914","1.1914","1.1914"
"5470","1.1774","1.1774","1.1774"
"5471","1.1774","1.1774","1.1774"
"5472","1.1495","1.1495","1.1495"
"5473","1.1495","1.1495","1.1495"
"5474","1.1331","1.1331","1.1331"
"5475","1.1331","1.1331","1.1331"
"5476","1.1535","1.1535","1.1535"
"5477","1.1535","1.1535","1.1535"
"5478","1.2365","1.2365","1.2365"
"5479","1.2365","1.2365","1.2365"
"5480","1.1523","1.1523","1.1523"
"5481","1.1523","1.1523","1.1523"
"5482","1.2322","1.2322","1.2322"
"5483","1.2322","1.2322","1.2322"
"5484","1.2312","1.2312","1.2312"
"5485","1.2312","1.2312","1.2312"
"5486","1.1692","1.1692","1.1692"
"5487","1.1692","1.1692","1.1692"
"5488","1.1555","1.1555","1.1555"
"5489","1.1555","1.1555","1.1555"
"5490","1.1654","1.1654","1.1654"
"5491","1.1654","1.1654","1.1654"
"5492","1.0241","1.0241","1.0241"
"5493","1.0241","1.0241","1.0241"
"5494","1.2053","1.2053","1.2053"
"5495","1.2053","1.2053","1.2053"
"5496","1.1576","1.1576","1.1576"
"5497","1.1576","1.1576","1.1576"
"5498","1.1094","1.1094","1.1094"
"5499","1.1094","1.1094","1.1094"
"5500","1.0914","1.0914","1.0914"
"5501","1.0914","1.0914","1.0914"
"5502","1.0997","1.0997","1.0997"
"5503","1.0997","1.0997","1.0997"
"5504","1.1771","1.1771","1.1771"
"5505","1.1771","1.1771","1.1771"
"5506","1.171","1.171","1.171"
"5507","1.171","1.171","1.171"
"5508","1.079","1.079","1.079"
"5509","1.079","1.079","1.079"
"5510","1.1288","1.1288","1.1288"
"5511","1.1288","1.1288","1.1288"
"5512","1.0649","1.0649","1.0649"
"5513","1.0649","1.0649","1.0649"
"5514","1.2024","1.2024","1.2024"
"5515","1.2024","1.2024","1.2024"
"5516","1.1428","1.1428","1.1428"
"5517","1.1428","1.1428","1.1428"
"5518","1.0654","1.0654","1.0654"
"5519","1.0654","1.0654","1.0654"
"5520","1.1568","1.1568","1.1568"
"5521","1.1568","1.1568","1.1568"
"5522","1.1344","1.1344","1.1344"
"5523","1.1344","1.1344","1.1344"
"5524","1.1002","1.1002","1.1002"
"5525","1.1002","1.1002","1.1002"
"5526","1.1471","1.1471","1.1471"
"5527","1.1471","1.1471","1.1471"
"5528","1.1988","1.1988","1.1988"
"5529","1.1988","1.1988","1.1988"
"5530","1.1345","1.1345","1.1345"
"5531","1.1345","1.1345","1.1345"
"5532","1.1899","1.1899","1.1899"
"5533","1.1899","1.1899","1.1899"
"5534","1.1803","1.1803","1.1803"
"5535","1.1803","1.1803","1.1803"
"5536","1.2608","1.2608","1.2608"
"5537","1.2608","1.2608","1.2608"
"5538","1.1175","1.1175","1.1175"
"5539","1.1175","1.1175","1.1175"
"5540","1.373","1.373","1.373"
"5541","1.373","1.373","1.373"
"5542","1.0683","1.0683","1.0683"
"5543","1.0683","1.0683","1.0683"
"5544","1.1167","1.1167","1.1167"
"5545","1.1167","1.1167","1.1167"
"5546","1.0824","1.0824","1.0824"
"5547","1.0824","1.0824","1.0824"
"5548","1.2888","1.2888","1.2888"
"5549","1.2888","1.2888","1.2888"
"5550","1.0882","1.0882","1.0882"
"5551","1.0882","1.0882","1.0882"
"5552","1.1082","1.1082","1.1082"
"5553","1.1082","1.1082","1.1082"
"5554","1.0368","1.0368","1.0368"
"5555","1.0368","1.0368","1.0368"
"5556","1.2339","1.2339","1.2339"
"5557","1.2339","1.2339","1.2339"
"5558","1.2856","1.2856","1.2856"
"5559","1.2856","1.2856","1.2856"
"5560","1.1617","1.1617","1.1617"
"5561","1.1617","1.1617","1.1617"
"5562","1.1887","1.1887","1.1887"
"5563","1.1887","1.1887","1.1887"
"5564","1.1295","1.1295","1.1295"
"5565","1.1295","1.1295","1.1295"
"5566","1.1593","1.1593","1.1593"
"5567","1.1593","1.1593","1.1593"
"5568","1.0823","1.0823","1.0823"
"5569","1.0823","1.0823","1.0823"
"5570","1.1372","1.1372","1.1372"
"5571","1.1372","1.1372","1.1372"
"5572","1.1733","1.1733","1.1733"
"5573","1.1733","1.1733","1.1733"
"5574","1.0951","1.0951","1.0951"
"5575","1.0951","1.0951","1.0951"
"5576","1.1081","1.1081","1.1081"
"5577","1.1081","1.1081","1.1081"
"5578","1.015","1.015","1.015"
"5579","1.015","1.015","1.015"
"5580","1.0647","1.0647","1.0647"
"5581","1.0647","1.0647","1.0647"
"5582","1.1141","1.1141","1.1141"
"5583","1.1141","1.1141","1.1141"
"5584","1.3194","1.3194","1.3194"
"5585","1.3194","1.3194","1.3194"
"5586","1.0319","1.0319","1.0319"
"5587","1.0319","1.0319","1.0319"
"5588","1.1142","1.1142","1.1142"
"5589","1.1142","1.1142","1.1142"
"5590","1.1067","1.1067","1.1067"
"5591","1.1067","1.1067","1.1067"
"5592","1.1461","1.1461","1.1461"
"5593","1.1461","1.1461","1.1461"
"5594","1.2575","1.2575","1.2575"
"5595","1.2575","1.2575","1.2575"
"5596","1.1226","1.1226","1.1226"
"5597","1.1226","1.1226","1.1226"
"5598","1.2357","1.2357","1.2357"
"5599","1.2357","1.2357","1.2357"
"5600","1.2017","1.2017","1.2017"
"5601","1.2017","1.2017","1.2017"
"5602","1.092","1.092","1.092"
"5603","1.092","1.092","1.092"
"5604","1.1632","1.1632","1.1632"
"5605","1.1632","1.1632","1.1632"
"5606","1.1603","1.1603","1.1603"
"5607","1.1603","1.1603","1.1603"
"5608","1.2487","1.2487","1.2487"
"5609","1.2487","1.2487","1.2487"
"5610","1.0688","1.0688","1.0688"
"5611","1.0688","1.0688","1.0688"
"5612","1.1353","1.1353","1.1353"
"5613","1.1353","1.1353","1.1353"
"5614","1.2189","1.2189","1.2189"
"5615","1.2189","1.2189","1.2189"
"5616","1.306","1.306","1.306"
"5617","1.306","1.306","1.306"
"5618","1.0722","1.0722","1.0722"
"5619","1.0722","1.0722","1.0722"
"5620","1.1143","1.1143","1.1143"
"5621","1.1143","1.1143","1.1143"
"5622","1.2352","1.2352","1.2352"
"5623","1.2352","1.2352","1.2352"
"5624","1.1881","1.1881","1.1881"
"5625","1.1881","1.1881","1.1881"
"5626","1.1127","1.1127","1.1127"
"5627","1.1127","1.1127","1.1127"
"5628","1.2474","1.2474","1.2474"
"5629","1.2474","1.2474","1.2474"
"5630","1.1231","1.1231","1.1231"
"5631","1.1231","1.1231","1.1231"
"5632","1.0893","1.0893","1.0893"
"5633","1.0893","1.0893","1.0893"
"5634","1.1862","1.1862","1.1862"
"5635","1.1862","1.1862","1.1862"
"5636","1.1394","1.1394","1.1394"
"5637","1.1394","1.1394","1.1394"
"5638","1.2135","1.2135","1.2135"
"5639","1.2135","1.2135","1.2135"
"5640","1.1563","1.1563","1.1563"
"5641","1.1563","1.1563","1.1563"
"5642","1.1289","1.1289","1.1289"
"5643","1.1289","1.1289","1.1289"
"5644","1.2019","1.2019","1.2019"
"5645","1.2019","1.2019","1.2019"
"5646","1.081","1.081","1.081"
"5647","1.081","1.081","1.081"
"5648","1.1796","1.1796","1.1796"
"5649","1.1796","1.1796","1.1796"
"5650","1.2605","1.2605","1.2605"
"5651","1.2605","1.2605","1.2605"
"5652","1.0319","1.0319","1.0319"
"5653","1.0319","1.0319","1.0319"
"5654","1.2332","1.2332","1.2332"
"5655","1.2332","1.2332","1.2332"
"5656","1.1359","1.1359","1.1359"
"5657","1.1359","1.1359","1.1359"
"5658","1.0665","1.0665","1.0665"
"5659","1.0665","1.0665","1.0665"
"5660","1.1435","1.1435","1.1435"
"5661","1.1435","1.1435","1.1435"
"5662","1.0636","1.0636","1.0636"
"5663","1.0636","1.0636","1.0636"
"5664","1.0423","1.0423","1.0423"
"5665","1.0423","1.0423","1.0423"
"5666","1.1033","1.1033","1.1033"
"5667","1.1033","1.1033","1.1033"
"5668","1.2419","1.2419","1.2419"
"5669","1.2419","1.2419","1.2419"
"5670","1.1633","1.1633","1.1633"
"5671","1.1633","1.1633","1.1633"
"5672","1.2341","1.2341","1.2341"
"5673","1.2341","1.2341","1.2341"
"5674","1.1749","1.1749","1.1749"
"5675","1.1749","1.1749","1.1749"
"5676","1.1371","1.1371","1.1371"
"5677","1.1371","1.1371","1.1371"
"5678","1.1497","1.1497","1.1497"
"5679","1.1497","1.1497","1.1497"
"5680","1.1786","1.1786","1.1786"
"5681","1.1786","1.1786","1.1786"
"5682","1.087","1.087","1.087"
"5683","1.087","1.087","1.087"
"5684","1.0862","1.0862","1.0862"
"5685","1.0862","1.0862","1.0862"
"5686","1.1462","1.1462","1.1462"
"5687","1.1462","1.1462","1.1462"
"5688","1.1139","1.1139","1.1139"
"5689","1.1139","1.1139","1.1139"
"5690","1.0737","1.0737","1.0737"
"5691","1.0737","1.0737","1.0737"
"5692","1.167","1.167","1.167"
"5693","1.167","1.167","1.167"
"5694","1.1579","1.1579","1.1579"
"5695","1.1579","1.1579","1.1579"
"5696","1.2421","1.2421","1.2421"
"5697","1.2421","1.2421","1.2421"
"5698","1.2318","1.2318","1.2318"
"5699","1.2318","1.2318","1.2318"
"5700","1.1151","1.1151","1.1151"
"5701","1.1151","1.1151","1.1151"
"5702","1.1184","1.1184","1.1184"
"5703","1.1184","1.1184","1.1184"
"5704","1.119","1.119","1.119"
"5705","1.119","1.119","1.119"
"5706","1.128","1.128","1.128"
"5707","1.128","1.128","1.128"
"5708","1.103","1.103","1.103"
"5709","1.103","1.103","1.103"
"5710","1.1433","1.1433","1.1433"
"5711","1.1433","1.1433","1.1433"
"5712","1.1617","1.1617","1.1617"
"5713","1.1617","1.1617","1.1617"
"5714","1.1879","1.1879","1.1879"
"5715","1.1879","1.1879","1.1879"
"5716","1.1246","1.1246","1.1246"
"5717","1.1246","1.1246","1.1246"
"5718","1.1431","1.1431","1.1431"
"5719","1.1431","1.1431","1.1431"
"5720","1.1919","1.1919","1.1919"
"5721","1.1919","1.1919","1.1919"
"5722","1.2058","1.2058","1.2058"
"5723","1.2058","1.2058","1.2058"
"5724","1.0627","1.0627","1.0627"
"5725","1.0627","1.0627","1.0627"
"5726","1.1333","1.1333","1.1333"
"5727","1.1333","1.1333","1.1333"
"5728","1.1873","1.1873","1.1873"
"5729","1.1873","1.1873","1.1873"
"5730","1.2004","1.2004","1.2004"
"5731","1.2004","1.2004","1.2004"
"5732","1.1587","1.1587","1.1587"
"5733","1.1587","1.1587","1.1587"
"5734","1.1875","1.1875","1.1875"
"5735","1.1875","1.1875","1.1875"
"5736","1.1795","1.1795","1.1795"
"5737","1.1795","1.1795","1.1795"
"5738","1.1027","1.1027","1.1027"
"5739","1.1027","1.1027","1.1027"
"5740","1.0661","1.0661","1.0661"
"5741","1.0661","1.0661","1.0661"
"5742","1.1959","1.1959","1.1959"
"5743","1.1959","1.1959","1.1959"
"5744","1.1126","1.1126","1.1126"
"5745","1.1126","1.1126","1.1126"
"5746","1.244","1.244","1.244"
"5747","1.244","1.244","1.244"
"5748","1.1361","1.1361","1.1361"
"5749","1.1361","1.1361","1.1361"
"5750","1.1349","1.1349","1.1349"
"5751","1.1349","1.1349","1.1349"
"5752","1.2124","1.2124","1.2124"
"5753","1.2124","1.2124","1.2124"
"5754","1.0847","1.0847","1.0847"
"5755","1.0847","1.0847","1.0847"
"5756","1.1026","1.1026","1.1026"
"5757","1.1026","1.1026","1.1026"
"5758","1.1986","1.1986","1.1986"
"5759","1.1986","1.1986","1.1986"
"5760","1.1343","1.1343","1.1343"
"5761","1.1343","1.1343","1.1343"
"5762","1.177","1.177","1.177"
"5763","1.177","1.177","1.177"
"5764","1.1665","1.1665","1.1665"
"5765","1.1665","1.1665","1.1665"
"5766","1.2059","1.2059","1.2059"
"5767","1.2059","1.2059","1.2059"
"5768","1.0803","1.0803","1.0803"
"5769","1.0803","1.0803","1.0803"
"5770","1.2","1.2","1.2"
"5771","1.2","1.2","1.2"
"5772","1.0613","1.0613","1.0613"
"5773","1.0613","1.0613","1.0613"
"5774","1.1767","1.1767","1.1767"
"5775","1.1767","1.1767","1.1767"
"5776","1.1505","1.1505","1.1505"
"5777","1.1505","1.1505","1.1505"
"5778","1.1497","1.1497","1.1497"
"5779","1.1497","1.1497","1.1497"
"5780","1.0471","1.0471","1.0471"
"5781","1.0471","1.0471","1.0471"
"5782","1.0528","1.0528","1.0528"
"5783","1.0528","1.0528","1.0528"
"5784","1.1956","1.1956","1.1956"
"5785","1.1956","1.1956","1.1956"
"5786","1.2261","1.2261","1.2261"
"5787","1.2261","1.2261","1.2261"
"5788","1.14","1.14","1.14"
"5789","1.14","1.14","1.14"
"5790","1.1399","1.1399","1.1399"
"5791","1.1399","1.1399","1.1399"
"5792","1.2105","1.2105","1.2105"
"5793","1.2105","1.2105","1.2105"
"5794","1.0897","1.0897","1.0897"
"5795","1.0897","1.0897","1.0897"
"5796","1.1034","1.1034","1.1034"
"5797","1.1034","1.1034","1.1034"
"5798","1.162","1.162","1.162"
"5799","1.162","1.162","1.162"
"5800","1.2253","1.2253","1.2253"
"5801","1.2253","1.2253","1.2253"
"5802","1.0998","1.0998","1.0998"
"5803","1.0998","1.0998","1.0998"
"5804","1.154","1.154","1.154"
"5805","1.154","1.154","1.154"
"5806","1.1947","1.1947","1.1947"
"5807","1.1947","1.1947","1.1947"
"5808","1.133","1.133","1.133"
"5809","1.133","1.133","1.133"
"5810","1.1422","1.1422","1.1422"
"5811","1.1422","1.1422","1.1422"
"5812","1.0814","1.0814","1.0814"
"5813","1.0814","1.0814","1.0814"
"5814","1.1428","1.1428","1.1428"
"5815","1.1428","1.1428","1.1428"
"5816","1.1583","1.1583","1.1583"
"5817","1.1583","1.1583","1.1583"
"5818","1.2158","1.2158","1.2158"
"5819","1.2158","1.2158","1.2158"
"5820","1.0612","1.0612","1.0612"
"5821","1.0612","1.0612","1.0612"
"5822","1.304","1.304","1.304"
"5823","1.304","1.304","1.304"
"5824","1.1435","1.1435","1.1435"
"5825","1.1435","1.1435","1.1435"
"5826","1.151","1.151","1.151"
"5827","1.151","1.151","1.151"
"5828","1.2477","1.2477","1.2477"
"5829","1.2477","1.2477","1.2477"
"5830","1.0923","1.0923","1.0923"
"5831","1.0923","1.0923","1.0923"
"5832","1.1173","1.1173","1.1173"
"5833","1.1173","1.1173","1.1173"
"5834","1.1022","1.1022","1.1022"
"5835","1.1022","1.1022","1.1022"
"5836","1.2857","1.2857","1.2857"
"5837","1.2857","1.2857","1.2857"
"5838","1.0914","1.0914","1.0914"
"5839","1.0914","1.0914","1.0914"
"5840","1.1665","1.1665","1.1665"
"5841","1.1665","1.1665","1.1665"
"5842","1.1533","1.1533","1.1533"
"5843","1.1533","1.1533","1.1533"
"5844","1.1633","1.1633","1.1633"
"5845","1.1633","1.1633","1.1633"
"5846","1.1577","1.1577","1.1577"
"5847","1.1577","1.1577","1.1577"
"5848","1.0309","1.0309","1.0309"
"5849","1.0309","1.0309","1.0309"
"5850","1.0289","1.0289","1.0289"
"5851","1.0289","1.0289","1.0289"
"5852","1.1198","1.1198","1.1198"
"5853","1.1198","1.1198","1.1198"
"5854","1.2812","1.2812","1.2812"
"5855","1.2812","1.2812","1.2812"
"5856","1.1175","1.1175","1.1175"
"5857","1.1175","1.1175","1.1175"
"5858","1.1307","1.1307","1.1307"
"5859","1.1307","1.1307","1.1307"
"5860","1.1564","1.1564","1.1564"
"5861","1.1564","1.1564","1.1564"
"5862","1.1798","1.1798","1.1798"
"5863","1.1798","1.1798","1.1798"
"5864","1.0925","1.0925","1.0925"
"5865","1.0925","1.0925","1.0925"
"5866","1.0529","1.0529","1.0529"
"5867","1.0529","1.0529","1.0529"
"5868","1.1958","1.1958","1.1958"
"5869","1.1958","1.1958","1.1958"
"5870","1.2077","1.2077","1.2077"
"5871","1.2077","1.2077","1.2077"
"5872","1.1902","1.1902","1.1902"
"5873","1.1902","1.1902","1.1902"
"5874","1.1445","1.1445","1.1445"
"5875","1.1445","1.1445","1.1445"
"5876","1.0705","1.0705","1.0705"
"5877","1.0705","1.0705","1.0705"
"5878","1.2085","1.2085","1.2085"
"5879","1.2085","1.2085","1.2085"
"5880","1.0527","1.0527","1.0527"
"5881","1.0527","1.0527","1.0527"
"5882","1.2042","1.2042","1.2042"
"5883","1.2042","1.2042","1.2042"
"5884","1.2551","1.2551","1.2551"
"5885","1.2551","1.2551","1.2551"
"5886","1.0541","1.0541","1.0541"
"5887","1.0541","1.0541","1.0541"
"5888","1.1576","1.1576","1.1576"
"5889","1.1576","1.1576","1.1576"
"5890","1.2262","1.2262","1.2262"
"5891","1.2262","1.2262","1.2262"
"5892","1.1819","1.1819","1.1819"
"5893","1.1819","1.1819","1.1819"
"5894","1.0164","1.0164","1.0164"
"5895","1.0164","1.0164","1.0164"
"5896","1.1101","1.1101","1.1101"
"5897","1.1101","1.1101","1.1101"
"5898","1.1625","1.1625","1.1625"
"5899","1.1625","1.1625","1.1625"
"5900","1.0658","1.0658","1.0658"
"5901","1.0658","1.0658","1.0658"
"5902","1.1306","1.1306","1.1306"
"5903","1.1306","1.1306","1.1306"
"5904","1.2815","1.2815","1.2815"
"5905","1.2815","1.2815","1.2815"
"5906","1.261","1.261","1.261"
"5907","1.261","1.261","1.261"
"5908","1.2086","1.2086","1.2086"
"5909","1.2086","1.2086","1.2086"
"5910","1.0951","1.0951","1.0951"
"5911","1.0951","1.0951","1.0951"
"5912","1.219","1.219","1.219"
"5913","1.219","1.219","1.219"
"5914","1.2028","1.2028","1.2028"
"5915","1.2028","1.2028","1.2028"
"5916","1.0634","1.0634","1.0634"
"5917","1.0634","1.0634","1.0634"
"5918","1.1246","1.1246","1.1246"
"5919","1.1246","1.1246","1.1246"
"5920","1.2684","1.2684","1.2684"
"5921","1.2684","1.2684","1.2684"
"5922","1.1503","1.1503","1.1503"
"5923","1.1503","1.1503","1.1503"
"5924","1.2423","1.2423","1.2423"
"5925","1.2423","1.2423","1.2423"
"5926","1.3415","1.3415","1.3415"
"5927","1.3415","1.3415","1.3415"
"5928","1.2272","1.2272","1.2272"
"5929","1.2272","1.2272","1.2272"
"5930","1.1502","1.1502","1.1502"
"5931","1.1502","1.1502","1.1502"
"5932","1.2606","1.2606","1.2606"
"5933","1.2606","1.2606","1.2606"
"5934","1.2751","1.2751","1.2751"
"5935","1.2751","1.2751","1.2751"
"5936","1.1582","1.1582","1.1582"
"5937","1.1582","1.1582","1.1582"
"5938","1.1853","1.1853","1.1853"
"5939","1.1853","1.1853","1.1853"
"5940","1.1801","1.1801","1.1801"
"5941","1.1801","1.1801","1.1801"
"5942","1.0559","1.0559","1.0559"
"5943","1.0559","1.0559","1.0559"
"5944","1.146","1.146","1.146"
"5945","1.146","1.146","1.146"
"5946","1.2199","1.2199","1.2199"
"5947","1.2199","1.2199","1.2199"
"5948","1.0601","1.0601","1.0601"
"5949","1.0601","1.0601","1.0601"
"5950","1.1245","1.1245","1.1245"
"5951","1.1245","1.1245","1.1245"
"5952","1.1334","1.1334","1.1334"
"5953","1.1334","1.1334","1.1334"
"5954","1.1735","1.1735","1.1735"
"5955","1.1735","1.1735","1.1735"
"5956","1.1583","1.1583","1.1583"
"5957","1.1583","1.1583","1.1583"
"5958","1.1866","1.1866","1.1866"
"5959","1.1866","1.1866","1.1866"
"5960","1.098","1.098","1.098"
"5961","1.098","1.098","1.098"
"5962","1.1037","1.1037","1.1037"
"5963","1.1037","1.1037","1.1037"
"5964","1.0949","1.0949","1.0949"
"5965","1.0949","1.0949","1.0949"
"5966","1.0915","1.0915","1.0915"
"5967","1.0915","1.0915","1.0915"
"5968","1.1742","1.1742","1.1742"
