group1,group2,meandiff,p-adj,lower,upper,reject
LN_AttnOnly,LN_FFNonly,0.0,1.0,-0.2775,0.2775,False
LN_AttnOnly,LN_baseModel,1.52,0.0,1.2425,1.7975,True
LN_AttnOnly,LN_noNorm,0.0,1.0,-0.2775,0.2775,False
LN_AttnOnly,RMSN_AttnOnly,0.0,1.0,-0.2775,0.2775,False
LN_AttnOnly,RMSN_FFNonly,0.0,1.0,-0.2775,0.2775,False
LN_AttnOnly,RMSN_baseModel,1.68,0.0,1.4025,1.9575,True
LN_AttnOnly,RMSN_noNorm,0.0,1.0,-0.2775,0.2775,False
LN_FFNonly,LN_baseModel,1.52,0.0,1.2425,1.7975,True
LN_FFNonly,LN_noNorm,0.0,1.0,-0.2775,0.2775,False
LN_FFNonly,RMSN_AttnOnly,0.0,1.0,-0.2775,0.2775,False
LN_FFNonly,RMSN_FFNonly,0.0,1.0,-0.2775,0.2775,False
LN_FFNonly,RMSN_baseModel,1.68,0.0,1.4025,1.9575,True
LN_FFNonly,RMSN_noNorm,0.0,1.0,-0.2775,0.2775,False
LN_baseModel,LN_noNorm,-1.52,0.0,-1.7975,-1.2425,True
LN_baseModel,RMSN_AttnOnly,-1.52,0.0,-1.7975,-1.2425,True
LN_baseModel,RMSN_FFNonly,-1.52,0.0,-1.7975,-1.2425,True
LN_baseModel,RMSN_baseModel,0.16,0.6431,-0.1175,0.4375,False
LN_baseModel,RMSN_noNorm,-1.52,0.0,-1.7975,-1.2425,True
LN_noNorm,RMSN_AttnOnly,0.0,1.0,-0.2775,0.2775,False
LN_noNorm,RMSN_FFNonly,0.0,1.0,-0.2775,0.2775,False
LN_noNorm,RMSN_baseModel,1.68,0.0,1.4025,1.9575,True
LN_noNorm,RMSN_noNorm,0.0,1.0,-0.2775,0.2775,False
RMSN_AttnOnly,RMSN_FFNonly,0.0,1.0,-0.2775,0.2775,False
RMSN_AttnOnly,RMSN_baseModel,1.68,0.0,1.4025,1.9575,True
RMSN_AttnOnly,RMSN_noNorm,0.0,1.0,-0.2775,0.2775,False
RMSN_FFNonly,RMSN_baseModel,1.68,0.0,1.4025,1.9575,True
RMSN_FFNonly,RMSN_noNorm,0.0,1.0,-0.2775,0.2775,False
RMSN_baseModel,RMSN_noNorm,-1.68,0.0,-1.9575,-1.4025,True
