group1,group2,meandiff,p-adj,lower,upper,reject
LN_AttnOnly,LN_FFNonly,0.0,1.0,-0.2426,0.2426,False
LN_AttnOnly,LN_baseModel,1.168,0.0,0.9254,1.4106,True
LN_AttnOnly,LN_noNorm,0.0,1.0,-0.2426,0.2426,False
LN_AttnOnly,RMSN_AttnOnly,0.0,1.0,-0.2426,0.2426,False
LN_AttnOnly,RMSN_FFNonly,0.0,1.0,-0.2426,0.2426,False
LN_AttnOnly,RMSN_baseModel,1.152,0.0,0.9094,1.3946,True
LN_AttnOnly,RMSN_noNorm,0.0,1.0,-0.2426,0.2426,False
LN_FFNonly,LN_baseModel,1.168,0.0,0.9254,1.4106,True
LN_FFNonly,LN_noNorm,0.0,1.0,-0.2426,0.2426,False
LN_FFNonly,RMSN_AttnOnly,0.0,1.0,-0.2426,0.2426,False
LN_FFNonly,RMSN_FFNonly,0.0,1.0,-0.2426,0.2426,False
LN_FFNonly,RMSN_baseModel,1.152,0.0,0.9094,1.3946,True
LN_FFNonly,RMSN_noNorm,0.0,1.0,-0.2426,0.2426,False
LN_baseModel,LN_noNorm,-1.168,0.0,-1.4106,-0.9254,True
LN_baseModel,RMSN_AttnOnly,-1.168,0.0,-1.4106,-0.9254,True
LN_baseModel,RMSN_FFNonly,-1.168,0.0,-1.4106,-0.9254,True
LN_baseModel,RMSN_baseModel,-0.016,1.0,-0.2586,0.2266,False
LN_baseModel,RMSN_noNorm,-1.168,0.0,-1.4106,-0.9254,True
LN_noNorm,RMSN_AttnOnly,0.0,1.0,-0.2426,0.2426,False
LN_noNorm,RMSN_FFNonly,0.0,1.0,-0.2426,0.2426,False
LN_noNorm,RMSN_baseModel,1.152,0.0,0.9094,1.3946,True
LN_noNorm,RMSN_noNorm,0.0,1.0,-0.2426,0.2426,False
RMSN_AttnOnly,RMSN_FFNonly,0.0,1.0,-0.2426,0.2426,False
RMSN_AttnOnly,RMSN_baseModel,1.152,0.0,0.9094,1.3946,True
RMSN_AttnOnly,RMSN_noNorm,0.0,1.0,-0.2426,0.2426,False
RMSN_FFNonly,RMSN_baseModel,1.152,0.0,0.9094,1.3946,True
RMSN_FFNonly,RMSN_noNorm,0.0,1.0,-0.2426,0.2426,False
RMSN_baseModel,RMSN_noNorm,-1.152,0.0,-1.3946,-0.9094,True
