"Step","autumn-energy-2 - loss/train","autumn-energy-2 - loss/train__MIN","autumn-energy-2 - loss/train__MAX"
"334","5.908402442932129","5.908402442932129","5.908402442932129"
"336","5.850063323974609","5.850063323974609","5.850063323974609"
"337","5.809436321258545","5.809436321258545","5.809436321258545"
"338","5.882366180419922","5.882366180419922","5.882366180419922"
"343","5.840146064758301","5.840146064758301","5.840146064758301"
"344","5.795875549316406","5.795875549316406","5.795875549316406"
"346","5.791247367858887","5.791247367858887","5.791247367858887"
"352","5.723121643066406","5.723121643066406","5.723121643066406"
"353","5.726951599121094","5.726951599121094","5.726951599121094"
"354","5.722854137420654","5.722854137420654","5.722854137420654"
"356","5.693812370300293","5.693812370300293","5.693812370300293"
"357","5.70001220703125","5.70001220703125","5.70001220703125"
"359","5.657351493835449","5.657351493835449","5.657351493835449"
"361","5.672116756439209","5.672116756439209","5.672116756439209"
"364","5.648437023162842","5.648437023162842","5.648437023162842"
"365","5.646932125091553","5.646932125091553","5.646932125091553"
"372","5.765385627746582","5.765385627746582","5.765385627746582"
"373","5.786916732788086","5.786916732788086","5.786916732788086"
"375","5.7348737716674805","5.7348737716674805","5.7348737716674805"
"376","5.765708923339844","5.765708923339844","5.765708923339844"
"377","5.771283149719238","5.771283149719238","5.771283149719238"
"383","5.66054630279541","5.66054630279541","5.66054630279541"
"385","5.716762542724609","5.716762542724609","5.716762542724609"
"389","5.67817497253418","5.67817497253418","5.67817497253418"
"393","5.605877876281738","5.605877876281738","5.605877876281738"
"394","5.590966701507568","5.590966701507568","5.590966701507568"
"397","5.588171482086182","5.588171482086182","5.588171482086182"
"398","5.579340934753418","5.579340934753418","5.579340934753418"
"405","5.487005233764648","5.487005233764648","5.487005233764648"
"406","5.464948654174805","5.464948654174805","5.464948654174805"
"407","5.4516143798828125","5.4516143798828125","5.4516143798828125"
"409","5.426133632659912","5.426133632659912","5.426133632659912"
"410","5.506953239440918","5.506953239440918","5.506953239440918"
"415","5.453295707702637","5.453295707702637","5.453295707702637"
"417","5.580173969268799","5.580173969268799","5.580173969268799"
"419","5.6587724685668945","5.6587724685668945","5.6587724685668945"
"423","5.596137046813965","5.596137046813965","5.596137046813965"
"424","5.628188610076904","5.628188610076904","5.628188610076904"
"425","5.582082748413086","5.582082748413086","5.582082748413086"
"426","5.562544822692871","5.562544822692871","5.562544822692871"
"428","5.589541435241699","5.589541435241699","5.589541435241699"
"431","5.567868232727051","5.567868232727051","5.567868232727051"
"434","5.5733442306518555","5.5733442306518555","5.5733442306518555"
"435","5.489150047302246","5.489150047302246","5.489150047302246"
"437","5.537900447845459","5.537900447845459","5.537900447845459"
"438","5.608463764190674","5.608463764190674","5.608463764190674"
"439","5.46466064453125","5.46466064453125","5.46466064453125"
"441","5.405324935913086","5.405324935913086","5.405324935913086"
"442","5.381878852844238","5.381878852844238","5.381878852844238"
"443","5.424211025238037","5.424211025238037","5.424211025238037"
"444","5.4031548500061035","5.4031548500061035","5.4031548500061035"
"445","5.461158752441406","5.461158752441406","5.461158752441406"
"446","5.429947853088379","5.429947853088379","5.429947853088379"
"447","5.4571990966796875","5.4571990966796875","5.4571990966796875"
"448","5.428305625915527","5.428305625915527","5.428305625915527"
"454","5.3711347579956055","5.3711347579956055","5.3711347579956055"
"457","5.367458820343018","5.367458820343018","5.367458820343018"
"458","5.312620639801025","5.312620639801025","5.312620639801025"
"461","5.2896013259887695","5.2896013259887695","5.2896013259887695"
"463","5.345341205596924","5.345341205596924","5.345341205596924"
"466","5.425423622131348","5.425423622131348","5.425423622131348"
"467","5.530036926269531","5.530036926269531","5.530036926269531"
"468","5.41343879699707","5.41343879699707","5.41343879699707"
"470","5.408700942993164","5.408700942993164","5.408700942993164"
"471","5.366319179534912","5.366319179534912","5.366319179534912"
"473","5.435192584991455","5.435192584991455","5.435192584991455"
"474","5.430798053741455","5.430798053741455","5.430798053741455"
"479","5.400897026062012","5.400897026062012","5.400897026062012"
"480","5.38297176361084","5.38297176361084","5.38297176361084"
"481","5.375436782836914","5.375436782836914","5.375436782836914"
"482","5.381385326385498","5.381385326385498","5.381385326385498"
"487","5.293795108795166","5.293795108795166","5.293795108795166"
"490","5.273307800292969","5.273307800292969","5.273307800292969"
"495","5.251692771911621","5.251692771911621","5.251692771911621"
"498","5.191844940185547","5.191844940185547","5.191844940185547"
"499","5.199573040008545","5.199573040008545","5.199573040008545"
"500","5.164398193359375","5.164398193359375","5.164398193359375"
"504","5.179279327392578","5.179279327392578","5.179279327392578"
"505","5.185495376586914","5.185495376586914","5.185495376586914"
"510","5.207065582275391","5.207065582275391","5.207065582275391"
"513","5.33085823059082","5.33085823059082","5.33085823059082"
"516","5.291228294372559","5.291228294372559","5.291228294372559"
"517","5.334402084350586","5.334402084350586","5.334402084350586"
"518","5.326850891113281","5.326850891113281","5.326850891113281"
"519","5.306247711181641","5.306247711181641","5.306247711181641"
"522","5.260103225708008","5.260103225708008","5.260103225708008"
"523","5.229813575744629","5.229813575744629","5.229813575744629"
"524","5.238665580749512","5.238665580749512","5.238665580749512"
"528","5.177663803100586","5.177663803100586","5.177663803100586"
"532","5.19061279296875","5.19061279296875","5.19061279296875"
"533","5.219525337219238","5.219525337219238","5.219525337219238"
"534","5.142022132873535","5.142022132873535","5.142022132873535"
"535","5.169339179992676","5.169339179992676","5.169339179992676"
"537","5.168377876281738","5.168377876281738","5.168377876281738"
"538","5.144870281219482","5.144870281219482","5.144870281219482"
"540","5.1284027099609375","5.1284027099609375","5.1284027099609375"
"544","5.0989580154418945","5.0989580154418945","5.0989580154418945"
"545","5.079126358032227","5.079126358032227","5.079126358032227"
"547","5.016874313354492","5.016874313354492","5.016874313354492"
"548","4.9890336990356445","4.9890336990356445","4.9890336990356445"
"550","5.051039218902588","5.051039218902588","5.051039218902588"
"551","5.005098819732666","5.005098819732666","5.005098819732666"
"552","5.071764945983887","5.071764945983887","5.071764945983887"
"554","5.048812389373779","5.048812389373779","5.048812389373779"
"555","4.994527339935303","4.994527339935303","4.994527339935303"
"556","5.04155158996582","5.04155158996582","5.04155158996582"
"560","5.126937389373779","5.126937389373779","5.126937389373779"
"561","5.112675666809082","5.112675666809082","5.112675666809082"
"563","5.130450248718262","5.130450248718262","5.130450248718262"
"564","5.170793533325195","5.170793533325195","5.170793533325195"
"565","5.137895584106445","5.137895584106445","5.137895584106445"
"566","5.148215293884277","5.148215293884277","5.148215293884277"
"568","5.153420448303223","5.153420448303223","5.153420448303223"
"572","5.065521717071533","5.065521717071533","5.065521717071533"
"577","5.049119472503662","5.049119472503662","5.049119472503662"
"580","4.984526634216309","4.984526634216309","4.984526634216309"
"581","5.038734436035156","5.038734436035156","5.038734436035156"
"583","4.9383344650268555","4.9383344650268555","4.9383344650268555"
"584","5.0009565353393555","5.0009565353393555","5.0009565353393555"
"585","4.998330593109131","4.998330593109131","4.998330593109131"
"587","5.004135608673096","5.004135608673096","5.004135608673096"
"589","5.02894401550293","5.02894401550293","5.02894401550293"
"590","4.964827537536621","4.964827537536621","4.964827537536621"
"593","4.888659477233887","4.888659477233887","4.888659477233887"
"595","4.8764495849609375","4.8764495849609375","4.8764495849609375"
"596","4.886525630950928","4.886525630950928","4.886525630950928"
"598","4.910636901855469","4.910636901855469","4.910636901855469"
"601","4.847992420196533","4.847992420196533","4.847992420196533"
"602","4.882810592651367","4.882810592651367","4.882810592651367"
"606","4.992412090301514","4.992412090301514","4.992412090301514"
"608","4.995985984802246","4.995985984802246","4.995985984802246"
"610","5.030017852783203","5.030017852783203","5.030017852783203"
"611","4.972618103027344","4.972618103027344","4.972618103027344"
"615","4.959388256072998","4.959388256072998","4.959388256072998"
"616","4.9164042472839355","4.9164042472839355","4.9164042472839355"
"618","4.923738956451416","4.923738956451416","4.923738956451416"
"619","4.958532810211182","4.958532810211182","4.958532810211182"
"620","4.920433521270752","4.920433521270752","4.920433521270752"
"621","4.961236000061035","4.961236000061035","4.961236000061035"
"622","4.939393997192383","4.939393997192383","4.939393997192383"
"624","4.934782028198242","4.934782028198242","4.934782028198242"
"629","4.829747200012207","4.829747200012207","4.829747200012207"
"633","4.887816429138184","4.887816429138184","4.887816429138184"
"636","4.926396369934082","4.926396369934082","4.926396369934082"
"638","5.031186103820801","5.031186103820801","5.031186103820801"
"640","4.727327823638916","4.727327823638916","4.727327823638916"
"642","4.8093438148498535","4.8093438148498535","4.8093438148498535"
"643","4.751962184906006","4.751962184906006","4.751962184906006"
"644","4.788511753082275","4.788511753082275","4.788511753082275"
"647","4.773507118225098","4.773507118225098","4.773507118225098"
"649","4.816625118255615","4.816625118255615","4.816625118255615"
"651","4.9738359451293945","4.9738359451293945","4.9738359451293945"
"653","4.874044895172119","4.874044895172119","4.874044895172119"
"654","4.924004554748535","4.924004554748535","4.924004554748535"
"656","4.908677577972412","4.908677577972412","4.908677577972412"
"658","4.873452186584473","4.873452186584473","4.873452186584473"
"659","4.82606840133667","4.82606840133667","4.82606840133667"
"663","4.85362434387207","4.85362434387207","4.85362434387207"
"664","4.771568298339844","4.771568298339844","4.771568298339844"
"667","4.805803298950195","4.805803298950195","4.805803298950195"
"671","4.737040996551514","4.737040996551514","4.737040996551514"
"674","4.759023666381836","4.759023666381836","4.759023666381836"
"677","4.734482765197754","4.734482765197754","4.734482765197754"
"680","4.735017776489258","4.735017776489258","4.735017776489258"
"681","4.732781410217285","4.732781410217285","4.732781410217285"
"687","4.623305320739746","4.623305320739746","4.623305320739746"
"691","4.619855880737305","4.619855880737305","4.619855880737305"
"693","4.653143405914307","4.653143405914307","4.653143405914307"
"694","4.642122268676758","4.642122268676758","4.642122268676758"
"697","4.7806077003479","4.7806077003479","4.7806077003479"
"698","4.8225789070129395","4.8225789070129395","4.8225789070129395"
"700","4.736893177032471","4.736893177032471","4.736893177032471"
"701","4.712500095367432","4.712500095367432","4.712500095367432"
"705","4.763887882232666","4.763887882232666","4.763887882232666"
"708","4.782987594604492","4.782987594604492","4.782987594604492"
"711","4.683281898498535","4.683281898498535","4.683281898498535"
"712","4.708827018737793","4.708827018737793","4.708827018737793"
"715","4.684695243835449","4.684695243835449","4.684695243835449"
"716","4.668582916259766","4.668582916259766","4.668582916259766"
"717","4.674748420715332","4.674748420715332","4.674748420715332"
"718","4.722968101501465","4.722968101501465","4.722968101501465"
"719","4.705130577087402","4.705130577087402","4.705130577087402"
"721","4.632754802703857","4.632754802703857","4.632754802703857"
"727","4.557329177856445","4.557329177856445","4.557329177856445"
"729","4.571822166442871","4.571822166442871","4.571822166442871"
"730","4.578335762023926","4.578335762023926","4.578335762023926"
"731","4.553071975708008","4.553071975708008","4.553071975708008"
"738","4.491168975830078","4.491168975830078","4.491168975830078"
"740","4.500527381896973","4.500527381896973","4.500527381896973"
"745","4.584277153015137","4.584277153015137","4.584277153015137"
"747","4.632045745849609","4.632045745849609","4.632045745849609"
"748","4.610548496246338","4.610548496246338","4.610548496246338"
"752","4.649436950683594","4.649436950683594","4.649436950683594"
"753","4.639964580535889","4.639964580535889","4.639964580535889"
"759","4.5607218742370605","4.5607218742370605","4.5607218742370605"
"760","4.576310634613037","4.576310634613037","4.576310634613037"
"765","4.5816521644592285","4.5816521644592285","4.5816521644592285"
"767","4.5350494384765625","4.5350494384765625","4.5350494384765625"
"770","4.523699760437012","4.523699760437012","4.523699760437012"
"773","4.486069202423096","4.486069202423096","4.486069202423096"
"774","4.509872913360596","4.509872913360596","4.509872913360596"
"775","4.4687066078186035","4.4687066078186035","4.4687066078186035"
"776","4.412910461425781","4.412910461425781","4.412910461425781"
"778","4.401026725769043","4.401026725769043","4.401026725769043"
"780","4.388152122497559","4.388152122497559","4.388152122497559"
"786","4.3726606369018555","4.3726606369018555","4.3726606369018555"
"787","4.382694721221924","4.382694721221924","4.382694721221924"
"788","4.481008052825928","4.481008052825928","4.481008052825928"
"792","4.499691486358643","4.499691486358643","4.499691486358643"
"794","4.557950496673584","4.557950496673584","4.557950496673584"
"795","4.4744439125061035","4.4744439125061035","4.4744439125061035"
"796","4.527194499969482","4.527194499969482","4.527194499969482"
"798","4.484350204467773","4.484350204467773","4.484350204467773"
"800","4.537798881530762","4.537798881530762","4.537798881530762"
"801","4.481379508972168","4.481379508972168","4.481379508972168"
"802","4.505261421203613","4.505261421203613","4.505261421203613"
"804","4.481501579284668","4.481501579284668","4.481501579284668"
"805","4.472575664520264","4.472575664520264","4.472575664520264"
"808","4.4898271560668945","4.4898271560668945","4.4898271560668945"
"809","4.443669319152832","4.443669319152832","4.443669319152832"
"811","4.424266815185547","4.424266815185547","4.424266815185547"
"814","4.405441761016846","4.405441761016846","4.405441761016846"
"816","4.415349006652832","4.415349006652832","4.415349006652832"
"817","4.393299579620361","4.393299579620361","4.393299579620361"
"821","4.413853645324707","4.413853645324707","4.413853645324707"
"825","4.285787105560303","4.285787105560303","4.285787105560303"
"826","4.314914703369141","4.314914703369141","4.314914703369141"
"827","4.315253257751465","4.315253257751465","4.315253257751465"
"829","4.233602523803711","4.233602523803711","4.233602523803711"
"830","4.243626117706299","4.243626117706299","4.243626117706299"
"836","4.4207868576049805","4.4207868576049805","4.4207868576049805"
"837","4.371346473693848","4.371346473693848","4.371346473693848"
"838","4.428357124328613","4.428357124328613","4.428357124328613"
"839","4.448492050170898","4.448492050170898","4.448492050170898"
"840","4.395560264587402","4.395560264587402","4.395560264587402"
"841","4.355672836303711","4.355672836303711","4.355672836303711"
"843","4.448230743408203","4.448230743408203","4.448230743408203"
"845","4.4301042556762695","4.4301042556762695","4.4301042556762695"
"848","4.419160842895508","4.419160842895508","4.419160842895508"
"851","4.403608322143555","4.403608322143555","4.403608322143555"
"852","4.393549919128418","4.393549919128418","4.393549919128418"
"854","4.363757133483887","4.363757133483887","4.363757133483887"
"855","4.379401206970215","4.379401206970215","4.379401206970215"
"856","4.346577167510986","4.346577167510986","4.346577167510986"
"857","4.394282341003418","4.394282341003418","4.394282341003418"
"858","4.325585842132568","4.325585842132568","4.325585842132568"
"859","4.339897632598877","4.339897632598877","4.339897632598877"
"862","4.312804222106934","4.312804222106934","4.312804222106934"
"864","4.2779765129089355","4.2779765129089355","4.2779765129089355"
"865","4.339605808258057","4.339605808258057","4.339605808258057"
"866","4.281998634338379","4.281998634338379","4.281998634338379"
"867","4.283828258514404","4.283828258514404","4.283828258514404"
"871","4.205500602722168","4.205500602722168","4.205500602722168"
"872","4.214604377746582","4.214604377746582","4.214604377746582"
"875","4.198146820068359","4.198146820068359","4.198146820068359"
"876","4.139680862426758","4.139680862426758","4.139680862426758"
"878","4.215446472167969","4.215446472167969","4.215446472167969"
"879","4.217182159423828","4.217182159423828","4.217182159423828"
"881","4.305671215057373","4.305671215057373","4.305671215057373"
"883","4.401561737060547","4.401561737060547","4.401561737060547"
"885","4.367140293121338","4.367140293121338","4.367140293121338"
"887","4.337375640869141","4.337375640869141","4.337375640869141"
"888","4.31944465637207","4.31944465637207","4.31944465637207"
"889","4.292967796325684","4.292967796325684","4.292967796325684"
"890","4.338835716247559","4.338835716247559","4.338835716247559"
"891","4.29778528213501","4.29778528213501","4.29778528213501"
"892","4.344176769256592","4.344176769256592","4.344176769256592"
"893","4.2804107666015625","4.2804107666015625","4.2804107666015625"
"902","4.237750053405762","4.237750053405762","4.237750053405762"
"903","4.247439384460449","4.247439384460449","4.247439384460449"
"909","4.202372074127197","4.202372074127197","4.202372074127197"
"910","4.263153553009033","4.263153553009033","4.263153553009033"
"912","4.287853240966797","4.287853240966797","4.287853240966797"
"913","4.167053699493408","4.167053699493408","4.167053699493408"
"916","4.112323760986328","4.112323760986328","4.112323760986328"
"921","4.134626865386963","4.134626865386963","4.134626865386963"
"924","4.1502685546875","4.1502685546875","4.1502685546875"
"925","4.176650524139404","4.176650524139404","4.176650524139404"
"926","4.180069923400879","4.180069923400879","4.180069923400879"
"930","4.241063117980957","4.241063117980957","4.241063117980957"
"931","4.312838554382324","4.312838554382324","4.312838554382324"
"932","4.253690719604492","4.253690719604492","4.253690719604492"
"934","4.338737487792969","4.338737487792969","4.338737487792969"
"935","4.26165771484375","4.26165771484375","4.26165771484375"
"937","4.259241104125977","4.259241104125977","4.259241104125977"
"938","4.260022163391113","4.260022163391113","4.260022163391113"
"940","4.272480010986328","4.272480010986328","4.272480010986328"
"941","4.2423810958862305","4.2423810958862305","4.2423810958862305"
"942","4.263567924499512","4.263567924499512","4.263567924499512"
"946","4.259546279907227","4.259546279907227","4.259546279907227"
"948","4.209403038024902","4.209403038024902","4.209403038024902"
"949","4.21486759185791","4.21486759185791","4.21486759185791"
"950","4.1795525550842285","4.1795525550842285","4.1795525550842285"
"951","4.199156761169434","4.199156761169434","4.199156761169434"
"955","4.1652936935424805","4.1652936935424805","4.1652936935424805"
"956","4.136062145233154","4.136062145233154","4.136062145233154"
"959","4.162527561187744","4.162527561187744","4.162527561187744"
"961","4.064768314361572","4.064768314361572","4.064768314361572"
"962","4.0514421463012695","4.0514421463012695","4.0514421463012695"
"963","4.040033340454102","4.040033340454102","4.040033340454102"
"964","3.982051372528076","3.982051372528076","3.982051372528076"
"967","4.070746421813965","4.070746421813965","4.070746421813965"
"968","4.0721330642700195","4.0721330642700195","4.0721330642700195"
"970","4.098222732543945","4.098222732543945","4.098222732543945"
"973","4.18137788772583","4.18137788772583","4.18137788772583"
"974","4.237559795379639","4.237559795379639","4.237559795379639"
"975","4.232134819030762","4.232134819030762","4.232134819030762"
"977","4.218357563018799","4.218357563018799","4.218357563018799"
"978","4.2038679122924805","4.2038679122924805","4.2038679122924805"
"980","4.193454265594482","4.193454265594482","4.193454265594482"
"981","4.197263717651367","4.197263717651367","4.197263717651367"
"982","4.162334442138672","4.162334442138672","4.162334442138672"
"983","4.154937267303467","4.154937267303467","4.154937267303467"
"985","4.179305076599121","4.179305076599121","4.179305076599121"
"986","4.15480899810791","4.15480899810791","4.15480899810791"
"987","4.166563510894775","4.166563510894775","4.166563510894775"
"988","4.1807169914245605","4.1807169914245605","4.1807169914245605"
"992","4.1744256019592285","4.1744256019592285","4.1744256019592285"
"994","4.069133758544922","4.069133758544922","4.069133758544922"
"997","4.113005638122559","4.113005638122559","4.113005638122559"
"1002","4.109313488006592","4.109313488006592","4.109313488006592"
"1005","4.087233066558838","4.087233066558838","4.087233066558838"
"1009","3.970390558242798","3.970390558242798","3.970390558242798"
"1010","4.027133464813232","4.027133464813232","4.027133464813232"
"1011","4.070858478546143","4.070858478546143","4.070858478546143"
"1014","4.008960723876953","4.008960723876953","4.008960723876953"
"1016","4.075387477874756","4.075387477874756","4.075387477874756"
"1020","4.157463073730469","4.157463073730469","4.157463073730469"
"1022","4.178846836090088","4.178846836090088","4.178846836090088"
"1023","4.1953816413879395","4.1953816413879395","4.1953816413879395"
"1032","4.19219970703125","4.19219970703125","4.19219970703125"
"1035","4.1222734451293945","4.1222734451293945","4.1222734451293945"
"1037","4.15659236907959","4.15659236907959","4.15659236907959"
