"Step","autumn-energy-2 - tok per sec","autumn-energy-2 - tok per sec__MIN","autumn-energy-2 - tok per sec__MAX"
"12710","1317689.3614948755","1317689.3614948755","1317689.3614948755"
"12712","1326217.182232617","1326217.182232617","1326217.182232617"
"12713","1318828.129875909","1318828.129875909","1318828.129875909"
"12716","1324160.0076305494","1324160.0076305494","1324160.0076305494"
"12718","1322757.3548212461","1322757.3548212461","1322757.3548212461"
"12723","1334276.1889446164","1334276.1889446164","1334276.1889446164"
"12724","1340495.1157190439","1340495.1157190439","1340495.1157190439"
"12725","1340753.3841940323","1340753.3841940323","1340753.3841940323"
"12730","653032.7856860529","653032.7856860529","653032.7856860529"
"12731","1344678.855409722","1344678.855409722","1344678.855409722"
"12732","1345351.7978530885","1345351.7978530885","1345351.7978530885"
"12735","1347574.486898822","1347574.486898822","1347574.486898822"
"12740","1343756.9161208794","1343756.9161208794","1343756.9161208794"
"12742","1347700.0204402073","1347700.0204402073","1347700.0204402073"
"12743","1342814.1004077252","1342814.1004077252","1342814.1004077252"
"12745","1344717.5025771952","1344717.5025771952","1344717.5025771952"
"12746","1343025.6879510677","1343025.6879510677","1343025.6879510677"
"12747","1350384.757671443","1350384.757671443","1350384.757671443"
"12753","1325460.9713748062","1325460.9713748062","1325460.9713748062"
"12755","1338644.3830807854","1338644.3830807854","1338644.3830807854"
"12759","1326770.0974595547","1326770.0974595547","1326770.0974595547"
"12760","1326544.3947619244","1326544.3947619244","1326544.3947619244"
"12761","1319006.116639935","1319006.116639935","1319006.116639935"
"12765","1319831.019933499","1319831.019933499","1319831.019933499"
"12766","1312669.4576577544","1312669.4576577544","1312669.4576577544"
"12767","1325042.4687298709","1325042.4687298709","1325042.4687298709"
"12770","1310034.8895430057","1310034.8895430057","1310034.8895430057"
"12772","1324428.770427547","1324428.770427547","1324428.770427547"
"12774","1332397.3662266592","1332397.3662266592","1332397.3662266592"
"12775","1322032.9005071046","1322032.9005071046","1322032.9005071046"
"12779","1339148.9920266974","1339148.9920266974","1339148.9920266974"
"12780","1315965.59708061","1315965.59708061","1315965.59708061"
"12781","1321590.3483168082","1321590.3483168082","1321590.3483168082"
"12784","1325616.7793652057","1325616.7793652057","1325616.7793652057"
"12785","1329585.0127618255","1329585.0127618255","1329585.0127618255"
"12786","1332147.9556391547","1332147.9556391547","1332147.9556391547"
"12790","1328660.3665541233","1328660.3665541233","1328660.3665541233"
"12791","1302992.8555695985","1302992.8555695985","1302992.8555695985"
"12792","1315907.3234955491","1315907.3234955491","1315907.3234955491"
"12795","1317364.9239285216","1317364.9239285216","1317364.9239285216"
"12803","1319953.8144413065","1319953.8144413065","1319953.8144413065"
"12804","1307987.894281911","1307987.894281911","1307987.894281911"
"12806","1308953.3219633973","1308953.3219633973","1308953.3219633973"
"12809","1301307.303252287","1301307.303252287","1301307.303252287"
"12813","1294443.1101813144","1294443.1101813144","1294443.1101813144"
"12815","1292747.671463323","1292747.671463323","1292747.671463323"
"12816","1283338.287401708","1283338.287401708","1283338.287401708"
"12818","1312062.4673267682","1312062.4673267682","1312062.4673267682"
"12821","1297543.341296314","1297543.341296314","1297543.341296314"
"12823","1289680.8765936834","1289680.8765936834","1289680.8765936834"
"12825","1316754.3728489198","1316754.3728489198","1316754.3728489198"
"12826","1293930.5095184383","1293930.5095184383","1293930.5095184383"
"12828","1328637.086256576","1328637.086256576","1328637.086256576"
"12829","1337361.342548197","1337361.342548197","1337361.342548197"
"12832","1311944.2674500465","1311944.2674500465","1311944.2674500465"
"12836","1321908.9242348007","1321908.9242348007","1321908.9242348007"
"12837","1311034.6067456459","1311034.6067456459","1311034.6067456459"
"12838","1316546.252284474","1316546.252284474","1316546.252284474"
"12840","1326257.175103298","1326257.175103298","1326257.175103298"
"12842","1326682.8486590027","1326682.8486590027","1326682.8486590027"
"12843","1318749.8309163505","1318749.8309163505","1318749.8309163505"
"12847","1314610.1050851976","1314610.1050851976","1314610.1050851976"
"12848","1326188.3888591705","1326188.3888591705","1326188.3888591705"
"12849","1325996.464982667","1325996.464982667","1325996.464982667"
"12852","1309048.384602563","1309048.384602563","1309048.384602563"
"12853","1313496.6509188109","1313496.6509188109","1313496.6509188109"
"12854","1339838.4506732633","1339838.4506732633","1339838.4506732633"
"12855","1324125.7223014375","1324125.7223014375","1324125.7223014375"
"12856","1326225.9804572205","1326225.9804572205","1326225.9804572205"
"12857","1328896.4266733704","1328896.4266733704","1328896.4266733704"
"12859","1327451.6732125017","1327451.6732125017","1327451.6732125017"
"12860","1327385.9679776803","1327385.9679776803","1327385.9679776803"
"12861","1326604.4145791016","1326604.4145791016","1326604.4145791016"
"12864","1318556.8913518214","1318556.8913518214","1318556.8913518214"
"12865","1341819.3850590389","1341819.3850590389","1341819.3850590389"
"12868","1344263.7440509775","1344263.7440509775","1344263.7440509775"
"12869","1345006.1931724073","1345006.1931724073","1345006.1931724073"
"12875","1337210.8931075686","1337210.8931075686","1337210.8931075686"
"12876","1345616.8817460649","1345616.8817460649","1345616.8817460649"
"12877","1336456.7166735646","1336456.7166735646","1336456.7166735646"
"12878","1339405.1103654485","1339405.1103654485","1339405.1103654485"
"12879","1343492.5644686327","1343492.5644686327","1343492.5644686327"
"12880","1340891.5496383777","1340891.5496383777","1340891.5496383777"
"12881","1346403.6924697093","1346403.6924697093","1346403.6924697093"
"12882","1343193.0369413882","1343193.0369413882","1343193.0369413882"
"12888","1343147.0938501128","1343147.0938501128","1343147.0938501128"
"12889","1340089.9328877383","1340089.9328877383","1340089.9328877383"
"12892","1346668.3663977033","1346668.3663977033","1346668.3663977033"
"12894","1347240.1202222954","1347240.1202222954","1347240.1202222954"
"12895","1346428.423943518","1346428.423943518","1346428.423943518"
"12899","1341792.3664183249","1341792.3664183249","1341792.3664183249"
"12900","1348438.829447287","1348438.829447287","1348438.829447287"
"12901","1344254.7048734983","1344254.7048734983","1344254.7048734983"
"12903","1347888.3646112864","1347888.3646112864","1347888.3646112864"
"12904","1345485.1499854377","1345485.1499854377","1345485.1499854377"
"12905","1339454.0613242975","1339454.0613242975","1339454.0613242975"
"12908","1341077.1776277272","1341077.1776277272","1341077.1776277272"
"12909","1347153.4596495356","1347153.4596495356","1347153.4596495356"
"12910","1339645.0042564806","1339645.0042564806","1339645.0042564806"
"12912","1336161.9415716354","1336161.9415716354","1336161.9415716354"
"12914","1347600.9130693232","1347600.9130693232","1347600.9130693232"
"12915","1320088.5185641863","1320088.5185641863","1320088.5185641863"
"12919","1340098.9161414092","1340098.9161414092","1340098.9161414092"
"12921","575127.7169010176","575127.7169010176","575127.7169010176"
"12922","1319776.3639207326","1319776.3639207326","1319776.3639207326"
"12923","1330437.693975946","1330437.693975946","1330437.693975946"
"12927","1323277.9248718258","1323277.9248718258","1323277.9248718258"
"12929","1338202.8567207013","1338202.8567207013","1338202.8567207013"
"12930","1317082.4539711801","1317082.4539711801","1317082.4539711801"
"12936","1308769.4694820088","1308769.4694820088","1308769.4694820088"
"12937","1314979.5791942412","1314979.5791942412","1314979.5791942412"
"12938","1323145.7536146948","1323145.7536146948","1323145.7536146948"
"12940","1313098.9976317892","1313098.9976317892","1313098.9976317892"
"12942","1323052.6126264452","1323052.6126264452","1323052.6126264452"
"12943","1320271.6017637057","1320271.6017637057","1320271.6017637057"
"12945","1335094.3696842678","1335094.3696842678","1335094.3696842678"
"12947","1320486.452427862","1320486.452427862","1320486.452427862"
"12948","1314837.2677695476","1314837.2677695476","1314837.2677695476"
"12949","1317665.6745142546","1317665.6745142546","1317665.6745142546"
"12951","1341125.4329654782","1341125.4329654782","1341125.4329654782"
"12952","1315831.733021223","1315831.733021223","1315831.733021223"
"12953","1321750.8087610896","1321750.8087610896","1321750.8087610896"
"12958","1340095.6494897758","1340095.6494897758","1340095.6494897758"
"12959","1327850.8520751148","1327850.8520751148","1327850.8520751148"
"12961","1323832.3762702395","1323832.3762702395","1323832.3762702395"
"12962","1316970.4463650144","1316970.4463650144","1316970.4463650144"
"12965","1316957.8269838751","1316957.8269838751","1316957.8269838751"
"12967","1321723.7978403056","1321723.7978403056","1321723.7978403056"
"12968","1273279.2270958365","1273279.2270958365","1273279.2270958365"
"12970","1296957.9053743856","1296957.9053743856","1296957.9053743856"
"12972","1283594.479231556","1283594.479231556","1283594.479231556"
"12978","1305765.0523915614","1305765.0523915614","1305765.0523915614"
"12980","1294477.3996007708","1294477.3996007708","1294477.3996007708"
"12981","1290910.393657171","1290910.393657171","1290910.393657171"
"12984","1320059.198267313","1320059.198267313","1320059.198267313"
"12985","1285922.111926085","1285922.111926085","1285922.111926085"
"12986","1263872.5677906144","1263872.5677906144","1263872.5677906144"
"12989","1280776.0148263252","1280776.0148263252","1280776.0148263252"
"12991","1284834.9337910935","1284834.9337910935","1284834.9337910935"
"12992","1301435.147344692","1301435.147344692","1301435.147344692"
"12997","1317169.2335234294","1317169.2335234294","1317169.2335234294"
"13002","1328516.683946263","1328516.683946263","1328516.683946263"
"13004","1323162.4726161214","1323162.4726161214","1323162.4726161214"
"13006","1332391.7151147607","1332391.7151147607","1332391.7151147607"
"13007","1314835.695439679","1314835.695439679","1314835.695439679"
"13010","1323701.6878384463","1323701.6878384463","1323701.6878384463"
"13012","1343568.9037974514","1343568.9037974514","1343568.9037974514"
"13015","1324128.911559481","1324128.911559481","1324128.911559481"
"13016","1321988.3935287578","1321988.3935287578","1321988.3935287578"
"13019","1327842.8340733307","1327842.8340733307","1327842.8340733307"
"13020","1321125.0745277284","1321125.0745277284","1321125.0745277284"
"13021","1317919.9592653767","1317919.9592653767","1317919.9592653767"
"13022","1324236.5580282272","1324236.5580282272","1324236.5580282272"
"13024","1329128.5539318882","1329128.5539318882","1329128.5539318882"
"13026","1316517.0891282822","1316517.0891282822","1316517.0891282822"
"13028","1327975.9454418418","1327975.9454418418","1327975.9454418418"
"13032","1330769.4086955995","1330769.4086955995","1330769.4086955995"
"13034","1322664.2685046233","1322664.2685046233","1322664.2685046233"
"13036","1325470.5585012154","1325470.5585012154","1325470.5585012154"
"13037","1317379.1295277316","1317379.1295277316","1317379.1295277316"
"13039","1332282.7387614446","1332282.7387614446","1332282.7387614446"
"13040","1338315.2472308914","1338315.2472308914","1338315.2472308914"
"13041","1338612.6030060332","1338612.6030060332","1338612.6030060332"
"13043","1333298.9283712583","1333298.9283712583","1333298.9283712583"
"13048","1342141.236167974","1342141.236167974","1342141.236167974"
"13051","1344708.4572963268","1344708.4572963268","1344708.4572963268"
"13052","1341207.2296050524","1341207.2296050524","1341207.2296050524"
"13053","1342806.7206503048","1342806.7206503048","1342806.7206503048"
"13054","1341407.6735466712","1341407.6735466712","1341407.6735466712"
"13056","1342315.7390819732","1342315.7390819732","1342315.7390819732"
"13058","1344456.8827956582","1344456.8827956582","1344456.8827956582"
"13059","1342294.4358253924","1342294.4358253924","1342294.4358253924"
"13060","1346990.0728996303","1346990.0728996303","1346990.0728996303"
"13061","1340898.0907203394","1340898.0907203394","1340898.0907203394"
"13062","1343451.5254043448","1343451.5254043448","1343451.5254043448"
"13066","1344450.3069471703","1344450.3069471703","1344450.3069471703"
"13067","1344584.3025582295","1344584.3025582295","1344584.3025582295"
"13068","1346626.308447036","1346626.308447036","1346626.308447036"
"13069","1336825.571671999","1336825.571671999","1336825.571671999"
"13070","1349412.7481349888","1349412.7481349888","1349412.7481349888"
"13072","1341775.992014107","1341775.992014107","1341775.992014107"
"13073","1349700.1448208643","1349700.1448208643","1349700.1448208643"
"13074","1347807.403210187","1347807.403210187","1347807.403210187"
"13075","1342828.0401708346","1342828.0401708346","1342828.0401708346"
"13076","1343381.7647487891","1343381.7647487891","1343381.7647487891"
"13077","1344537.442160433","1344537.442160433","1344537.442160433"
"13078","1345547.7193556125","1345547.7193556125","1345547.7193556125"
"13079","1340432.1982867762","1340432.1982867762","1340432.1982867762"
"13080","1342179.7376045","1342179.7376045","1342179.7376045"
"13084","1342002.8130815513","1342002.8130815513","1342002.8130815513"
"13087","1344495.5172046528","1344495.5172046528","1344495.5172046528"
"13088","1343278.368164334","1343278.368164334","1343278.368164334"
"13090","1344595.8126292836","1344595.8126292836","1344595.8126292836"
"13093","1337587.4869995657","1337587.4869995657","1337587.4869995657"
"13094","1337423.1586158576","1337423.1586158576","1337423.1586158576"
"13096","1335786.1498555192","1335786.1498555192","1335786.1498555192"
"13097","520326.412178396","520326.412178396","520326.412178396"
"13098","1317299.424295321","1317299.424295321","1317299.424295321"
"13099","1310315.1251024883","1310315.1251024883","1310315.1251024883"
"13101","1331974.4726078925","1331974.4726078925","1331974.4726078925"
"13102","1325079.9953914941","1325079.9953914941","1325079.9953914941"
"13105","1313724.2137613993","1313724.2137613993","1313724.2137613993"
"13106","1325207.7616652003","1325207.7616652003","1325207.7616652003"
"13109","1313429.9664042622","1313429.9664042622","1313429.9664042622"
"13110","1314755.51160249","1314755.51160249","1314755.51160249"
"13111","616055.3865621224","616055.3865621224","616055.3865621224"
"13116","1323385.43301568","1323385.43301568","1323385.43301568"
"13117","1319716.9603452953","1319716.9603452953","1319716.9603452953"
"13120","1309881.9424360925","1309881.9424360925","1309881.9424360925"
"13121","1335627.1310753233","1335627.1310753233","1335627.1310753233"
"13123","1312155.6332304226","1312155.6332304226","1312155.6332304226"
"13125","1309260.3772535236","1309260.3772535236","1309260.3772535236"
"13126","1313254.2655241853","1313254.2655241853","1313254.2655241853"
"13127","1332998.2721227484","1332998.2721227484","1332998.2721227484"
"13128","1318465.9762942444","1318465.9762942444","1318465.9762942444"
"13129","1320812.429531588","1320812.429531588","1320812.429531588"
"13130","1324317.9025242473","1324317.9025242473","1324317.9025242473"
"13131","1325697.494314753","1325697.494314753","1325697.494314753"
"13132","1332340.8572647253","1332340.8572647253","1332340.8572647253"
"13133","1318431.1947186568","1318431.1947186568","1318431.1947186568"
"13134","1329569.738824235","1329569.738824235","1329569.738824235"
"13135","1316112.879008072","1316112.879008072","1316112.879008072"
"13136","1318390.0915860743","1318390.0915860743","1318390.0915860743"
"13139","1325258.0763964932","1325258.0763964932","1325258.0763964932"
"13140","1319189.6910837158","1319189.6910837158","1319189.6910837158"
"13141","1317211.049571896","1317211.049571896","1317211.049571896"
"13145","1308950.9845314464","1308950.9845314464","1308950.9845314464"
"13146","1326316.3689786387","1326316.3689786387","1326316.3689786387"
"13148","1321767.492528396","1321767.492528396","1321767.492528396"
"13153","1323503.3138703967","1323503.3138703967","1323503.3138703967"
"13162","1331667.961916758","1331667.961916758","1331667.961916758"
"13163","1333987.2302265328","1333987.2302265328","1333987.2302265328"
"13164","1341951.218881585","1341951.218881585","1341951.218881585"
"13165","1343444.1386390363","1343444.1386390363","1343444.1386390363"
"13170","1344116.6670855654","1344116.6670855654","1344116.6670855654"
"13171","1348472.7316138393","1348472.7316138393","1348472.7316138393"
"13172","1344900.9013321656","1344900.9013321656","1344900.9013321656"
"13173","1345505.7313728358","1345505.7313728358","1345505.7313728358"
"13180","1345253.0355365723","1345253.0355365723","1345253.0355365723"
"13183","1344464.2807020976","1344464.2807020976","1344464.2807020976"
"13184","1344663.2327172244","1344663.2327172244","1344663.2327172244"
"13185","1345021.8238351983","1345021.8238351983","1345021.8238351983"
"13186","1342319.0165660803","1342319.0165660803","1342319.0165660803"
"13187","1343053.5765535496","1343053.5765535496","1343053.5765535496"
"13189","1338054.6604163928","1338054.6604163928","1338054.6604163928"
"13193","1340665.9213837916","1340665.9213837916","1340665.9213837916"
"13195","1346076.4981764804","1346076.4981764804","1346076.4981764804"
"13196","1346776.4096459774","1346776.4096459774","1346776.4096459774"
"13198","1341381.489711914","1341381.489711914","1341381.489711914"
"13200","1342185.4720500002","1342185.4720500002","1342185.4720500002"
"13201","1342104.3751602848","1342104.3751602848","1342104.3751602848"
"13202","1350091.2671396541","1350091.2671396541","1350091.2671396541"
"13203","1344341.8147334391","1344341.8147334391","1344341.8147334391"
"13204","1342788.6815847547","1342788.6815847547","1342788.6815847547"
"13206","1339547.0780041874","1339547.0780041874","1339547.0780041874"
"13207","1347529.0693397177","1347529.0693397177","1347529.0693397177"
"13214","1345537.0162876176","1345537.0162876176","1345537.0162876176"
"13215","1341454.3160345103","1341454.3160345103","1341454.3160345103"
"13216","1347328.44294348","1347328.44294348","1347328.44294348"
"13217","1348196.6026001098","1348196.6026001098","1348196.6026001098"
"13218","1345613.5881376758","1345613.5881376758","1345613.5881376758"
"13222","1346242.1358631072","1346242.1358631072","1346242.1358631072"
"13223","1343228.3168055082","1343228.3168055082","1343228.3168055082"
"13224","1343168.4241801964","1343168.4241801964","1343168.4241801964"
"13228","1347215.3589209649","1347215.3589209649","1347215.3589209649"
"13229","1337443.4940977339","1337443.4940977339","1337443.4940977339"
"13232","1346858.0721526104","1346858.0721526104","1346858.0721526104"
"13234","1343010.9238657053","1343010.9238657053","1343010.9238657053"
"13242","1343738.0304100772","1343738.0304100772","1343738.0304100772"
"13245","1346247.0808982477","1346247.0808982477","1346247.0808982477"
"13246","1345658.876666375","1345658.876666375","1345658.876666375"
"13247","1345238.222439731","1345238.222439731","1345238.222439731"
"13248","1345898.544897697","1345898.544897697","1345898.544897697"
"13249","1347756.1877547319","1347756.1877547319","1347756.1877547319"
"13251","1332825.3753885094","1332825.3753885094","1332825.3753885094"
"13252","1346103.6896269086","1346103.6896269086","1346103.6896269086"
"13253","1339344.7424435017","1339344.7424435017","1339344.7424435017"
"13255","1347278.0893188752","1347278.0893188752","1347278.0893188752"
"13256","1347606.6939322797","1347606.6939322797","1347606.6939322797"
"13257","1340804.8863266786","1340804.8863266786","1340804.8863266786"
"13261","1338533.5667993622","1338533.5667993622","1338533.5667993622"
"13266","1340122.5998420392","1340122.5998420392","1340122.5998420392"
"13267","1349671.9795053343","1349671.9795053343","1349671.9795053343"
"13271","1346034.4771865178","1346034.4771865178","1346034.4771865178"
"13277","1342030.65921875","1342030.65921875","1342030.65921875"
"13279","1331698.6066377116","1331698.6066377116","1331698.6066377116"
"13281","1343224.2144005063","1343224.2144005063","1343224.2144005063"
"13282","1344573.6148115539","1344573.6148115539","1344573.6148115539"
"13286","1333260.9347472985","1333260.9347472985","1333260.9347472985"
"13287","445230.7675203237","445230.7675203237","445230.7675203237"
"13288","1320169.3542356936","1320169.3542356936","1320169.3542356936"
"13290","1313922.0220633794","1313922.0220633794","1313922.0220633794"
"13293","1332114.06237911","1332114.06237911","1332114.06237911"
"13294","1325934.101682815","1325934.101682815","1325934.101682815"
"13295","1286254.5678236205","1286254.5678236205","1286254.5678236205"
"13296","1304516.3763136975","1304516.3763136975","1304516.3763136975"
"13297","1300880.055011441","1300880.055011441","1300880.055011441"
"13299","1302403.264296227","1302403.264296227","1302403.264296227"
"13300","1324763.0817024983","1324763.0817024983","1324763.0817024983"
"13304","1277358.2115733586","1277358.2115733586","1277358.2115733586"
"13306","1279971.6276259078","1279971.6276259078","1279971.6276259078"
"13311","1279976.8428223685","1279976.8428223685","1279976.8428223685"
"13314","1308475.8800594313","1308475.8800594313","1308475.8800594313"
"13316","1283423.6733146415","1283423.6733146415","1283423.6733146415"
"13319","1226800.1137815784","1226800.1137815784","1226800.1137815784"
"13323","1243778.7712297046","1243778.7712297046","1243778.7712297046"
"13327","1258303.9201285872","1258303.9201285872","1258303.9201285872"
"13328","1280644.7390179615","1280644.7390179615","1280644.7390179615"
"13329","1251838.4613491136","1251838.4613491136","1251838.4613491136"
"13333","1296270.5973404038","1296270.5973404038","1296270.5973404038"
"13334","1270441.2385556062","1270441.2385556062","1270441.2385556062"
"13336","1255125.9025521195","1255125.9025521195","1255125.9025521195"
"13337","1253401.793133323","1253401.793133323","1253401.793133323"
"13338","1251383.2535802613","1251383.2535802613","1251383.2535802613"
"13340","1279880.7410262334","1279880.7410262334","1279880.7410262334"
"13343","1236268.933464811","1236268.933464811","1236268.933464811"
"13344","1264507.0346743828","1264507.0346743828","1264507.0346743828"
"13346","1264832.8733155872","1264832.8733155872","1264832.8733155872"
"13348","1254613.8982546844","1254613.8982546844","1254613.8982546844"
"13350","1261887.5293961023","1261887.5293961023","1261887.5293961023"
"13351","1285309.5497384402","1285309.5497384402","1285309.5497384402"
"13353","1259262.2688310402","1259262.2688310402","1259262.2688310402"
"13354","1245973.2968773372","1245973.2968773372","1245973.2968773372"
"13355","1258942.8973540151","1258942.8973540151","1258942.8973540151"
"13357","1308183.20055444","1308183.20055444","1308183.20055444"
"13358","1328688.464551462","1328688.464551462","1328688.464551462"
"13359","1337754.2971948823","1337754.2971948823","1337754.2971948823"
"13365","1320603.817370651","1320603.817370651","1320603.817370651"
"13368","1325147.8681567141","1325147.8681567141","1325147.8681567141"
"13369","1275617.6618981848","1275617.6618981848","1275617.6618981848"
"13370","1273469.4671996767","1273469.4671996767","1273469.4671996767"
"13372","1321655.4810270218","1321655.4810270218","1321655.4810270218"
"13373","1308064.9204682335","1308064.9204682335","1308064.9204682335"
"13375","1321441.8379757577","1321441.8379757577","1321441.8379757577"
"13379","1280315.921775213","1280315.921775213","1280315.921775213"
"13380","1289557.5999540244","1289557.5999540244","1289557.5999540244"
"13381","1293947.2597334816","1293947.2597334816","1293947.2597334816"
"13382","1281706.9052042346","1281706.9052042346","1281706.9052042346"
"13384","1336242.3218845497","1336242.3218845497","1336242.3218845497"
"13385","1332994.2319676399","1332994.2319676399","1332994.2319676399"
"13386","1327313.8599629274","1327313.8599629274","1327313.8599629274"
"13387","1334102.1511954314","1334102.1511954314","1334102.1511954314"
"13388","1332948.9839035536","1332948.9839035536","1332948.9839035536"
"13389","1317347.5619455322","1317347.5619455322","1317347.5619455322"
"13391","1316960.9818064873","1316960.9818064873","1316960.9818064873"
"13393","1322085.3590076107","1322085.3590076107","1322085.3590076107"
"13401","1322596.6499095424","1322596.6499095424","1322596.6499095424"
"13403","1330639.7626246063","1330639.7626246063","1330639.7626246063"
"13405","1328821.7455251692","1328821.7455251692","1328821.7455251692"
"13407","1308873.074909722","1308873.074909722","1308873.074909722"
"13409","1320369.108344176","1320369.108344176","1320369.108344176"
"13410","1340163.435774611","1340163.435774611","1340163.435774611"
"13413","1315430.3041979668","1315430.3041979668","1315430.3041979668"
"13418","1323830.782353444","1323830.782353444","1323830.782353444"
"13420","1322461.4334584617","1322461.4334584617","1322461.4334584617"
"13421","1323731.1701695912","1323731.1701695912","1323731.1701695912"
"13423","1323901.7153659475","1323901.7153659475","1323901.7153659475"
"13424","1325794.205365099","1325794.205365099","1325794.205365099"
"13425","1309536.3823067367","1309536.3823067367","1309536.3823067367"
"13426","1323143.3652204103","1323143.3652204103","1323143.3652204103"
"13429","1319021.940010629","1319021.940010629","1319021.940010629"
"13431","1316776.4501016464","1316776.4501016464","1316776.4501016464"
"13432","1322556.8774948788","1322556.8774948788","1322556.8774948788"
"13435","1341163.8761433926","1341163.8761433926","1341163.8761433926"
"13437","1340325.9874526334","1340325.9874526334","1340325.9874526334"
"13438","1336362.5044298824","1336362.5044298824","1336362.5044298824"
"13439","1335618.2076739839","1335618.2076739839","1335618.2076739839"
"13440","1336312.967113315","1336312.967113315","1336312.967113315"
"13442","1347274.7875733443","1347274.7875733443","1347274.7875733443"
"13443","1342298.5325529894","1342298.5325529894","1342298.5325529894"
"13446","1339823.7565799335","1339823.7565799335","1339823.7565799335"
"13447","1345153.4648817116","1345153.4648817116","1345153.4648817116"
"13452","1335894.8885715066","1335894.8885715066","1335894.8885715066"
"13453","1344872.1134646633","1344872.1134646633","1344872.1134646633"
"13454","1339589.510955704","1339589.510955704","1339589.510955704"
"13460","1338367.3767741243","1338367.3767741243","1338367.3767741243"
"13461","1345318.8754696941","1345318.8754696941","1345318.8754696941"
"13462","1342108.470727819","1342108.470727819","1342108.470727819"
"13464","1343154.4773492434","1343154.4773492434","1343154.4773492434"
"13465","1341485.4128284669","1341485.4128284669","1341485.4128284669"
"13468","1346715.3754515797","1346715.3754515797","1346715.3754515797"
"13469","1341460.8626081652","1341460.8626081652","1341460.8626081652"
"13470","1342999.4409126192","1342999.4409126192","1342999.4409126192"
"13475","1339378.1888631182","1339378.1888631182","1339378.1888631182"
"13476","1345046.504568767","1345046.504568767","1345046.504568767"
"13479","1345477.74084011","1345477.74084011","1345477.74084011"
"13481","1346374.0159003926","1346374.0159003926","1346374.0159003926"
"13482","1341780.0855776947","1341780.0855776947","1341780.0855776947"
"13483","1343741.3148433876","1343741.3148433876","1343741.3148433876"
"13486","1344282.6445421723","1344282.6445421723","1344282.6445421723"
"13487","1343243.9061730537","1343243.9061730537","1343243.9061730537"
"13489","1343791.4044408812","1343791.4044408812","1343791.4044408812"
"13490","1347673.590382652","1347673.590382652","1347673.590382652"
"13497","1345448.928272851","1345448.928272851","1345448.928272851"
"13498","1340613.612633214","1340613.612633214","1340613.612633214"
"13499","1338975.3114512537","1338975.3114512537","1338975.3114512537"
"13502","1347484.4805327624","1347484.4805327624","1347484.4805327624"
"13503","1338890.5260353307","1338890.5260353307","1338890.5260353307"
"13504","1349277.788479167","1349277.788479167","1349277.788479167"
"13505","1339799.2671405976","1339799.2671405976","1339799.2671405976"
"13506","1345894.4261660164","1345894.4261660164","1345894.4261660164"
"13507","1349331.6035105567","1349331.6035105567","1349331.6035105567"
"13510","1350111.160771428","1350111.160771428","1350111.160771428"
"13511","1347519.9861952665","1347519.9861952665","1347519.9861952665"
"13512","1349884.905298503","1349884.905298503","1349884.905298503"
"13514","1344832.6349646673","1344832.6349646673","1344832.6349646673"
"13518","1342164.992112499","1342164.992112499","1342164.992112499"
"13522","1348891.274349561","1348891.274349561","1348891.274349561"
"13526","1349032.777378205","1349032.777378205","1349032.777378205"
"13529","1351622.30180995","1351622.30180995","1351622.30180995"
"13531","1346818.4769732612","1346818.4769732612","1346818.4769732612"
"13534","1344959.3033637083","1344959.3033637083","1344959.3033637083"
"13535","1345379.7831459162","1345379.7831459162","1345379.7831459162"
"13536","1344772.5991886195","1344772.5991886195","1344772.5991886195"
"13537","1344409.2093514623","1344409.2093514623","1344409.2093514623"
"13538","1343798.7950254916","1343798.7950254916","1343798.7950254916"
"13541","1349538.6244130735","1349538.6244130735","1349538.6244130735"
"13543","1346760.738176313","1346760.738176313","1346760.738176313"
"13544","1344765.1978887592","1344765.1978887592","1344765.1978887592"
"13546","1344556.3503489145","1344556.3503489145","1344556.3503489145"
"13547","1350014.1848536027","1350014.1848536027","1350014.1848536027"
"13548","1345210.2430357507","1345210.2430357507","1345210.2430357507"
"13551","1349126.3015200978","1349126.3015200978","1349126.3015200978"
"13552","1342248.554184701","1342248.554184701","1342248.554184701"
"13555","1343442.4971466658","1343442.4971466658","1343442.4971466658"
"13557","1337847.0779404796","1337847.0779404796","1337847.0779404796"
"13558","1343728.1772064804","1343728.1772064804","1343728.1772064804"
"13559","1337433.7329892574","1337433.7329892574","1337433.7329892574"
"13560","1349405.295670658","1349405.295670658","1349405.295670658"
"13561","1341100.8959191078","1341100.8959191078","1341100.8959191078"
"13564","1349907.2788342424","1349907.2788342424","1349907.2788342424"
"13566","1346013.055730717","1346013.055730717","1346013.055730717"
"13567","1345235.7536219738","1345235.7536219738","1345235.7536219738"
"13568","1348504.9815982222","1348504.9815982222","1348504.9815982222"
"13569","1345715.6974956123","1345715.6974956123","1345715.6974956123"
"13570","1349585.005803952","1349585.005803952","1349585.005803952"
"13571","1335937.090453345","1335937.090453345","1335937.090453345"
"13574","1345648.9952728383","1345648.9952728383","1345648.9952728383"
"13575","1348767.1733242557","1348767.1733242557","1348767.1733242557"
"13579","1349853.417874964","1349853.417874964","1349853.417874964"
"13581","1340991.3080728773","1340991.3080728773","1340991.3080728773"
"13582","1342722.2692022824","1342722.2692022824","1342722.2692022824"
"13584","1351023.581871532","1351023.581871532","1351023.581871532"
"13585","1344967.5294094621","1344967.5294094621","1344967.5294094621"
"13588","1348533.9252052982","1348533.9252052982","1348533.9252052982"
