"Step","autumn-energy-2 - global gradient norm","autumn-energy-2 - global gradient norm__MIN","autumn-energy-2 - global gradient norm__MAX"
"4","12.932059288024902","12.932059288024902","12.932059288024902"
"11","3.900606870651245","3.900606870651245","3.900606870651245"
"13","2.993356943130493","2.993356943130493","2.993356943130493"
"15","2.553602933883667","2.553602933883667","2.553602933883667"
"18","2.293487548828125","2.293487548828125","2.293487548828125"
"20","2.408402919769287","2.408402919769287","2.408402919769287"
"21","2.236579418182373","2.236579418182373","2.236579418182373"
"22","2.2875475883483887","2.2875475883483887","2.2875475883483887"
"24","2.204578399658203","2.204578399658203","2.204578399658203"
"26","2.177554130554199","2.177554130554199","2.177554130554199"
"31","2.0493907928466797","2.0493907928466797","2.0493907928466797"
"34","1.977651834487915","1.977651834487915","1.977651834487915"
"35","2.117645502090454","2.117645502090454","2.117645502090454"
"37","2.230342388153076","2.230342388153076","2.230342388153076"
"38","1.9264017343521118","1.9264017343521118","1.9264017343521118"
"40","1.9916324615478516","1.9916324615478516","1.9916324615478516"
"41","1.8182424306869507","1.8182424306869507","1.8182424306869507"
"43","2.062623977661133","2.062623977661133","2.062623977661133"
"44","1.8359322547912598","1.8359322547912598","1.8359322547912598"
"47","1.746645450592041","1.746645450592041","1.746645450592041"
"48","1.7272467613220215","1.7272467613220215","1.7272467613220215"
"50","1.7231903076171875","1.7231903076171875","1.7231903076171875"
"51","1.604142427444458","1.604142427444458","1.604142427444458"
"52","1.6466774940490723","1.6466774940490723","1.6466774940490723"
"53","1.7214441299438477","1.7214441299438477","1.7214441299438477"
"57","1.4986027479171753","1.4986027479171753","1.4986027479171753"
"59","1.7882788181304932","1.7882788181304932","1.7882788181304932"
"61","1.4833803176879883","1.4833803176879883","1.4833803176879883"
"64","1.5438926219940186","1.5438926219940186","1.5438926219940186"
"66","1.424118995666504","1.424118995666504","1.424118995666504"
"67","1.3019773960113525","1.3019773960113525","1.3019773960113525"
"71","1.339280605316162","1.339280605316162","1.339280605316162"
"79","1.5409035682678223","1.5409035682678223","1.5409035682678223"
"80","1.1388829946517944","1.1388829946517944","1.1388829946517944"
"84","1.1448394060134888","1.1448394060134888","1.1448394060134888"
"85","1.0781744718551636","1.0781744718551636","1.0781744718551636"
"88","0.9080878496170044","0.9080878496170044","0.9080878496170044"
"92","1.4497462511062622","1.4497462511062622","1.4497462511062622"
"93","0.9896417856216431","0.9896417856216431","0.9896417856216431"
