"Step","copper-serenity-10 - train/loss","copper-serenity-10 - train/loss__MIN","copper-serenity-10 - train/loss__MAX"
"3311","1.1884","1.1884","1.1884"
"3312","1.2142","1.2142","1.2142"
"3313","1.2142","1.2142","1.2142"
"3314","1.0904","1.0904","1.0904"
"3315","1.0904","1.0904","1.0904"
"3316","1.1534","1.1534","1.1534"
"3317","1.1534","1.1534","1.1534"
"3318","1.2307","1.2307","1.2307"
"3319","1.2307","1.2307","1.2307"
"3320","1.2694","1.2694","1.2694"
"3321","1.2694","1.2694","1.2694"
"3322","1.2417","1.2417","1.2417"
"3323","1.2417","1.2417","1.2417"
"3324","1.3236","1.3236","1.3236"
"3325","1.3236","1.3236","1.3236"
"3326","1.3968","1.3968","1.3968"
"3327","1.3968","1.3968","1.3968"
"3328","1.2414","1.2414","1.2414"
"3329","1.2414","1.2414","1.2414"
"3330","1.1101","1.1101","1.1101"
"3331","1.1101","1.1101","1.1101"
"3332","1.1844","1.1844","1.1844"
"3333","1.1844","1.1844","1.1844"
"3334","1.2813","1.2813","1.2813"
"3335","1.2813","1.2813","1.2813"
"3336","1.2239","1.2239","1.2239"
"3337","1.2239","1.2239","1.2239"
"3338","1.3189","1.3189","1.3189"
"3339","1.3189","1.3189","1.3189"
"3340","1.2453","1.2453","1.2453"
"3341","1.2453","1.2453","1.2453"
"3342","1.2331","1.2331","1.2331"
"3343","1.2331","1.2331","1.2331"
"3344","1.1732","1.1732","1.1732"
"3345","1.1732","1.1732","1.1732"
"3346","1.2081","1.2081","1.2081"
"3347","1.2081","1.2081","1.2081"
"3348","1.0775","1.0775","1.0775"
"3349","1.0775","1.0775","1.0775"
"3350","1.2298","1.2298","1.2298"
"3351","1.2298","1.2298","1.2298"
"3352","1.1897","1.1897","1.1897"
"3353","1.1897","1.1897","1.1897"
"3354","1.3599","1.3599","1.3599"
"3355","1.3599","1.3599","1.3599"
"3356","1.2318","1.2318","1.2318"
"3357","1.2318","1.2318","1.2318"
"3358","1.2486","1.2486","1.2486"
"3359","1.2486","1.2486","1.2486"
"3360","1.2866","1.2866","1.2866"
"3361","1.2866","1.2866","1.2866"
"3362","1.1902","1.1902","1.1902"
"3363","1.1902","1.1902","1.1902"
"3364","1.1402","1.1402","1.1402"
"3365","1.1402","1.1402","1.1402"
"3366","1.2554","1.2554","1.2554"
"3367","1.2554","1.2554","1.2554"
"3368","1.1849","1.1849","1.1849"
"3369","1.1849","1.1849","1.1849"
"3370","1.208","1.208","1.208"
"3371","1.208","1.208","1.208"
"3372","1.2187","1.2187","1.2187"
"3373","1.2187","1.2187","1.2187"
"3374","1.2347","1.2347","1.2347"
"3375","1.2347","1.2347","1.2347"
"3376","1.3183","1.3183","1.3183"
"3377","1.3183","1.3183","1.3183"
"3378","1.2269","1.2269","1.2269"
"3379","1.2269","1.2269","1.2269"
"3380","1.2702","1.2702","1.2702"
"3381","1.2702","1.2702","1.2702"
"3382","1.2582","1.2582","1.2582"
"3383","1.2582","1.2582","1.2582"
"3384","1.1734","1.1734","1.1734"
"3385","1.1734","1.1734","1.1734"
"3386","1.2582","1.2582","1.2582"
"3387","1.2582","1.2582","1.2582"
"3388","1.1924","1.1924","1.1924"
"3389","1.1924","1.1924","1.1924"
"3390","1.3159","1.3159","1.3159"
"3391","1.3159","1.3159","1.3159"
"3392","1.1705","1.1705","1.1705"
"3393","1.1705","1.1705","1.1705"
"3394","1.2891","1.2891","1.2891"
"3395","1.2891","1.2891","1.2891"
"3396","1.2119","1.2119","1.2119"
"3397","1.2119","1.2119","1.2119"
"3398","1.1586","1.1586","1.1586"
"3399","1.1586","1.1586","1.1586"
"3400","1.2491","1.2491","1.2491"
"3401","1.2491","1.2491","1.2491"
"3402","1.1911","1.1911","1.1911"
"3403","1.1911","1.1911","1.1911"
"3404","1.1747","1.1747","1.1747"
"3405","1.1747","1.1747","1.1747"
"3406","1.171","1.171","1.171"
"3407","1.171","1.171","1.171"
"3408","1.226","1.226","1.226"
"3409","1.226","1.226","1.226"
"3410","1.1842","1.1842","1.1842"
"3411","1.1842","1.1842","1.1842"
"3412","1.2896","1.2896","1.2896"
"3413","1.2896","1.2896","1.2896"
"3414","1.2566","1.2566","1.2566"
"3415","1.2566","1.2566","1.2566"
"3416","1.2094","1.2094","1.2094"
"3417","1.2094","1.2094","1.2094"
"3418","1.204","1.204","1.204"
"3419","1.204","1.204","1.204"
"3420","1.2775","1.2775","1.2775"
"3421","1.2775","1.2775","1.2775"
"3422","1.3491","1.3491","1.3491"
"3423","1.3491","1.3491","1.3491"
"3424","1.2084","1.2084","1.2084"
"3425","1.2084","1.2084","1.2084"
"3426","1.338","1.338","1.338"
"3427","1.338","1.338","1.338"
"3428","1.3588","1.3588","1.3588"
"3429","1.3588","1.3588","1.3588"
"3430","1.2589","1.2589","1.2589"
"3431","1.2589","1.2589","1.2589"
"3432","1.1908","1.1908","1.1908"
"3433","1.1908","1.1908","1.1908"
"3434","1.1935","1.1935","1.1935"
"3435","1.1935","1.1935","1.1935"
"3436","1.1946","1.1946","1.1946"
"3437","1.1946","1.1946","1.1946"
"3438","1.3588","1.3588","1.3588"
"3439","1.3588","1.3588","1.3588"
"3440","1.2009","1.2009","1.2009"
"3441","1.2009","1.2009","1.2009"
"3442","1.1682","1.1682","1.1682"
"3443","1.1682","1.1682","1.1682"
"3444","1.1871","1.1871","1.1871"
"3445","1.1871","1.1871","1.1871"
"3446","1.2341","1.2341","1.2341"
"3447","1.2341","1.2341","1.2341"
"3448","1.1914","1.1914","1.1914"
"3449","1.1914","1.1914","1.1914"
"3450","1.1272","1.1272","1.1272"
"3451","1.1272","1.1272","1.1272"
"3452","1.2527","1.2527","1.2527"
"3453","1.2527","1.2527","1.2527"
"3454","1.3114","1.3114","1.3114"
"3455","1.3114","1.3114","1.3114"
"3456","1.2268","1.2268","1.2268"
"3457","1.2268","1.2268","1.2268"
"3458","1.1275","1.1275","1.1275"
"3459","1.1275","1.1275","1.1275"
"3460","1.2195","1.2195","1.2195"
"3461","1.2195","1.2195","1.2195"
"3462","1.1694","1.1694","1.1694"
"3463","1.1694","1.1694","1.1694"
"3464","1.2489","1.2489","1.2489"
"3465","1.2489","1.2489","1.2489"
"3466","1.2137","1.2137","1.2137"
"3467","1.2137","1.2137","1.2137"
"3468","1.0669","1.0669","1.0669"
"3469","1.0669","1.0669","1.0669"
"3470","1.1505","1.1505","1.1505"
"3471","1.1505","1.1505","1.1505"
"3472","1.2491","1.2491","1.2491"
"3473","1.2491","1.2491","1.2491"
"3474","1.1879","1.1879","1.1879"
"3475","1.1879","1.1879","1.1879"
"3476","1.2","1.2","1.2"
"3477","1.2","1.2","1.2"
"3478","1.2611","1.2611","1.2611"
"3479","1.2611","1.2611","1.2611"
"3480","1.2777","1.2777","1.2777"
"3481","1.2777","1.2777","1.2777"
"3482","1.2466","1.2466","1.2466"
"3483","1.2466","1.2466","1.2466"
"3484","1.2115","1.2115","1.2115"
"3485","1.2115","1.2115","1.2115"
"3486","1.3358","1.3358","1.3358"
"3487","1.3358","1.3358","1.3358"
"3488","1.2705","1.2705","1.2705"
"3489","1.2705","1.2705","1.2705"
"3490","1.2761","1.2761","1.2761"
"3491","1.2761","1.2761","1.2761"
"3492","1.203","1.203","1.203"
"3493","1.203","1.203","1.203"
"3494","1.165","1.165","1.165"
"3495","1.165","1.165","1.165"
"3496","1.2181","1.2181","1.2181"
"3497","1.2181","1.2181","1.2181"
"3498","1.1785","1.1785","1.1785"
"3499","1.1785","1.1785","1.1785"
"3500","1.2654","1.2654","1.2654"
"3501","1.2654","1.2654","1.2654"
"3502","1.1458","1.1458","1.1458"
"3503","1.1458","1.1458","1.1458"
"3504","1.1649","1.1649","1.1649"
"3505","1.1649","1.1649","1.1649"
"3506","1.1958","1.1958","1.1958"
"3507","1.1958","1.1958","1.1958"
"3508","1.2321","1.2321","1.2321"
"3509","1.2321","1.2321","1.2321"
"3510","1.1953","1.1953","1.1953"
"3511","1.1953","1.1953","1.1953"
"3512","1.2545","1.2545","1.2545"
"3513","1.2545","1.2545","1.2545"
"3514","1.2833","1.2833","1.2833"
"3515","1.2833","1.2833","1.2833"
"3516","1.2567","1.2567","1.2567"
"3517","1.2567","1.2567","1.2567"
"3518","1.1615","1.1615","1.1615"
"3519","1.1615","1.1615","1.1615"
"3520","1.2386","1.2386","1.2386"
"3521","1.2386","1.2386","1.2386"
"3522","1.2968","1.2968","1.2968"
"3523","1.2968","1.2968","1.2968"
"3524","1.2505","1.2505","1.2505"
"3525","1.2505","1.2505","1.2505"
"3526","1.2857","1.2857","1.2857"
"3527","1.2857","1.2857","1.2857"
"3528","1.1143","1.1143","1.1143"
"3529","1.1143","1.1143","1.1143"
"3530","1.1987","1.1987","1.1987"
"3531","1.1987","1.1987","1.1987"
"3532","1.3134","1.3134","1.3134"
"3533","1.3134","1.3134","1.3134"
"3534","1.2011","1.2011","1.2011"
"3535","1.2011","1.2011","1.2011"
"3536","1.2926","1.2926","1.2926"
"3537","1.2926","1.2926","1.2926"
"3538","1.2205","1.2205","1.2205"
"3539","1.2205","1.2205","1.2205"
"3540","1.2029","1.2029","1.2029"
"3541","1.2029","1.2029","1.2029"
"3542","1.2181","1.2181","1.2181"
"3543","1.2181","1.2181","1.2181"
"3544","1.1495","1.1495","1.1495"
"3545","1.1495","1.1495","1.1495"
"3546","1.3775","1.3775","1.3775"
"3547","1.3775","1.3775","1.3775"
"3548","1.248","1.248","1.248"
"3549","1.248","1.248","1.248"
"3550","1.1825","1.1825","1.1825"
"3551","1.1825","1.1825","1.1825"
"3552","1.2551","1.2551","1.2551"
"3553","1.2551","1.2551","1.2551"
"3554","1.26","1.26","1.26"
"3555","1.26","1.26","1.26"
"3556","1.1871","1.1871","1.1871"
"3557","1.1871","1.1871","1.1871"
"3558","1.1926","1.1926","1.1926"
"3559","1.1926","1.1926","1.1926"
"3560","1.1387","1.1387","1.1387"
"3561","1.1387","1.1387","1.1387"
"3562","1.2923","1.2923","1.2923"
"3563","1.2923","1.2923","1.2923"
"3564","1.2762","1.2762","1.2762"
"3565","1.2762","1.2762","1.2762"
"3566","1.222","1.222","1.222"
"3567","1.222","1.222","1.222"
"3568","1.2954","1.2954","1.2954"
"3569","1.2954","1.2954","1.2954"
"3570","1.2178","1.2178","1.2178"
"3571","1.2178","1.2178","1.2178"
"3572","1.2629","1.2629","1.2629"
"3573","1.2629","1.2629","1.2629"
"3574","1.2953","1.2953","1.2953"
"3575","1.2953","1.2953","1.2953"
"3576","1.2055","1.2055","1.2055"
"3577","1.2055","1.2055","1.2055"
"3578","1.193","1.193","1.193"
"3579","1.193","1.193","1.193"
"3580","1.2256","1.2256","1.2256"
"3581","1.2256","1.2256","1.2256"
"3582","1.3349","1.3349","1.3349"
"3583","1.3349","1.3349","1.3349"
"3584","1.2383","1.2383","1.2383"
"3585","1.2383","1.2383","1.2383"
"3586","1.1894","1.1894","1.1894"
"3587","1.1894","1.1894","1.1894"
"3588","1.1834","1.1834","1.1834"
"3589","1.1834","1.1834","1.1834"
"3590","1.1617","1.1617","1.1617"
"3591","1.1617","1.1617","1.1617"
"3592","1.223","1.223","1.223"
"3593","1.223","1.223","1.223"
"3594","1.2037","1.2037","1.2037"
"3595","1.2037","1.2037","1.2037"
"3596","1.1095","1.1095","1.1095"
"3597","1.1095","1.1095","1.1095"
"3598","1.2286","1.2286","1.2286"
"3599","1.2286","1.2286","1.2286"
"3600","1.2439","1.2439","1.2439"
"3601","1.2439","1.2439","1.2439"
"3602","1.2625","1.2625","1.2625"
"3603","1.2625","1.2625","1.2625"
"3604","1.187","1.187","1.187"
"3605","1.187","1.187","1.187"
"3606","1.1744","1.1744","1.1744"
"3607","1.1744","1.1744","1.1744"
"3608","1.2255","1.2255","1.2255"
"3609","1.2255","1.2255","1.2255"
"3610","1.1229","1.1229","1.1229"
"3611","1.1229","1.1229","1.1229"
"3612","1.2006","1.2006","1.2006"
"3613","1.2006","1.2006","1.2006"
"3614","1.1825","1.1825","1.1825"
"3615","1.1825","1.1825","1.1825"
"3616","1.1819","1.1819","1.1819"
"3617","1.1819","1.1819","1.1819"
"3618","1.2536","1.2536","1.2536"
"3619","1.2536","1.2536","1.2536"
"3620","1.262","1.262","1.262"
"3621","1.262","1.262","1.262"
"3622","1.2645","1.2645","1.2645"
"3623","1.2645","1.2645","1.2645"
"3624","1.2341","1.2341","1.2341"
"3625","1.2341","1.2341","1.2341"
"3626","1.1849","1.1849","1.1849"
"3627","1.1849","1.1849","1.1849"
"3628","1.2818","1.2818","1.2818"
"3629","1.2818","1.2818","1.2818"
"3630","1.1891","1.1891","1.1891"
"3631","1.1891","1.1891","1.1891"
"3632","1.2185","1.2185","1.2185"
"3633","1.2185","1.2185","1.2185"
"3634","1.1773","1.1773","1.1773"
"3635","1.1773","1.1773","1.1773"
"3636","1.3342","1.3342","1.3342"
"3637","1.3342","1.3342","1.3342"
"3638","1.2423","1.2423","1.2423"
"3639","1.2423","1.2423","1.2423"
"3640","1.234","1.234","1.234"
"3641","1.234","1.234","1.234"
"3642","1.2632","1.2632","1.2632"
"3643","1.2632","1.2632","1.2632"
"3644","1.1567","1.1567","1.1567"
"3645","1.1567","1.1567","1.1567"
"3646","1.2077","1.2077","1.2077"
"3647","1.2077","1.2077","1.2077"
"3648","1.1678","1.1678","1.1678"
"3649","1.1678","1.1678","1.1678"
"3650","1.2375","1.2375","1.2375"
"3651","1.2375","1.2375","1.2375"
"3652","1.1823","1.1823","1.1823"
"3653","1.1823","1.1823","1.1823"
"3654","1.1603","1.1603","1.1603"
"3655","1.1603","1.1603","1.1603"
"3656","1.2677","1.2677","1.2677"
"3657","1.2677","1.2677","1.2677"
"3658","1.2375","1.2375","1.2375"
"3659","1.2375","1.2375","1.2375"
"3660","1.2493","1.2493","1.2493"
"3661","1.2493","1.2493","1.2493"
"3662","1.2671","1.2671","1.2671"
"3663","1.2671","1.2671","1.2671"
"3664","1.0968","1.0968","1.0968"
"3665","1.0968","1.0968","1.0968"
"3666","1.248","1.248","1.248"
"3667","1.248","1.248","1.248"
"3668","1.0291","1.0291","1.0291"
"3669","1.0291","1.0291","1.0291"
"3670","1.1387","1.1387","1.1387"
"3671","1.1387","1.1387","1.1387"
"3672","1.1191","1.1191","1.1191"
"3673","1.1191","1.1191","1.1191"
"3674","1.1578","1.1578","1.1578"
"3675","1.1578","1.1578","1.1578"
"3676","1.2436","1.2436","1.2436"
"3677","1.2436","1.2436","1.2436"
"3678","1.2687","1.2687","1.2687"
"3679","1.2687","1.2687","1.2687"
"3680","1.1354","1.1354","1.1354"
"3681","1.1354","1.1354","1.1354"
"3682","1.277","1.277","1.277"
"3683","1.277","1.277","1.277"
"3684","1.2283","1.2283","1.2283"
"3685","1.2283","1.2283","1.2283"
"3686","1.162","1.162","1.162"
"3687","1.162","1.162","1.162"
"3688","1.2612","1.2612","1.2612"
"3689","1.2612","1.2612","1.2612"
"3690","1.2273","1.2273","1.2273"
"3691","1.2273","1.2273","1.2273"
"3692","1.2628","1.2628","1.2628"
"3693","1.2628","1.2628","1.2628"
"3694","1.2435","1.2435","1.2435"
"3695","1.2435","1.2435","1.2435"
"3696","1.3878","1.3878","1.3878"
"3697","1.3878","1.3878","1.3878"
"3698","1.1837","1.1837","1.1837"
"3699","1.1837","1.1837","1.1837"
"3700","1.322","1.322","1.322"
"3701","1.322","1.322","1.322"
"3702","1.3368","1.3368","1.3368"
"3703","1.3368","1.3368","1.3368"
"3704","1.1298","1.1298","1.1298"
"3705","1.1298","1.1298","1.1298"
"3706","1.3799","1.3799","1.3799"
"3707","1.3799","1.3799","1.3799"
"3708","1.0952","1.0952","1.0952"
"3709","1.0952","1.0952","1.0952"
"3710","1.1324","1.1324","1.1324"
"3711","1.1324","1.1324","1.1324"
"3712","1.2429","1.2429","1.2429"
"3713","1.2429","1.2429","1.2429"
"3714","1.2051","1.2051","1.2051"
"3715","1.2051","1.2051","1.2051"
"3716","1.1557","1.1557","1.1557"
"3717","1.1557","1.1557","1.1557"
"3718","1.1002","1.1002","1.1002"
"3719","1.1002","1.1002","1.1002"
"3720","1.1917","1.1917","1.1917"
"3721","1.1917","1.1917","1.1917"
"3722","1.2687","1.2687","1.2687"
"3723","1.2687","1.2687","1.2687"
"3724","1.3196","1.3196","1.3196"
"3725","1.3196","1.3196","1.3196"
"3726","1.1858","1.1858","1.1858"
"3727","1.1858","1.1858","1.1858"
"3728","1.2253","1.2253","1.2253"
"3729","1.2253","1.2253","1.2253"
"3730","1.2049","1.2049","1.2049"
"3731","1.2049","1.2049","1.2049"
"3732","1.1584","1.1584","1.1584"
"3733","1.1584","1.1584","1.1584"
"3734","1.2924","1.2924","1.2924"
"3735","1.2924","1.2924","1.2924"
"3736","1.1363","1.1363","1.1363"
"3737","1.1363","1.1363","1.1363"
"3738","1.3333","1.3333","1.3333"
"3739","1.3333","1.3333","1.3333"
"3740","1.1475","1.1475","1.1475"
"3741","1.1475","1.1475","1.1475"
"3742","1.2487","1.2487","1.2487"
"3743","1.2487","1.2487","1.2487"
"3744","1.1865","1.1865","1.1865"
"3745","1.1865","1.1865","1.1865"
"3746","1.2395","1.2395","1.2395"
"3747","1.2395","1.2395","1.2395"
"3748","1.2093","1.2093","1.2093"
"3749","1.2093","1.2093","1.2093"
"3750","1.1935","1.1935","1.1935"
"3751","1.1935","1.1935","1.1935"
"3752","1.152","1.152","1.152"
"3753","1.152","1.152","1.152"
"3754","1.2663","1.2663","1.2663"
"3755","1.2663","1.2663","1.2663"
"3756","1.1421","1.1421","1.1421"
"3757","1.1421","1.1421","1.1421"
"3758","1.3206","1.3206","1.3206"
"3759","1.3206","1.3206","1.3206"
"3760","1.3397","1.3397","1.3397"
"3761","1.3397","1.3397","1.3397"
"3762","1.1133","1.1133","1.1133"
"3763","1.1133","1.1133","1.1133"
"3764","1.297","1.297","1.297"
"3765","1.297","1.297","1.297"
"3766","1.2111","1.2111","1.2111"
"3767","1.2111","1.2111","1.2111"
"3768","1.1867","1.1867","1.1867"
"3769","1.1867","1.1867","1.1867"
"3770","1.2498","1.2498","1.2498"
"3771","1.2498","1.2498","1.2498"
"3772","1.1626","1.1626","1.1626"
"3773","1.1626","1.1626","1.1626"
"3774","1.1679","1.1679","1.1679"
"3775","1.1679","1.1679","1.1679"
"3776","1.2847","1.2847","1.2847"
"3777","1.2847","1.2847","1.2847"
"3778","1.2269","1.2269","1.2269"
"3779","1.2269","1.2269","1.2269"
"3780","1.3157","1.3157","1.3157"
"3781","1.3157","1.3157","1.3157"
"3782","1.2512","1.2512","1.2512"
"3783","1.2512","1.2512","1.2512"
"3784","1.2879","1.2879","1.2879"
"3785","1.2879","1.2879","1.2879"
"3786","1.2225","1.2225","1.2225"
"3787","1.2225","1.2225","1.2225"
"3788","1.3767","1.3767","1.3767"
"3789","1.3767","1.3767","1.3767"
"3790","1.1981","1.1981","1.1981"
"3791","1.1981","1.1981","1.1981"
"3792","1.1825","1.1825","1.1825"
"3793","1.1825","1.1825","1.1825"
"3794","1.1975","1.1975","1.1975"
"3795","1.1975","1.1975","1.1975"
"3796","1.2157","1.2157","1.2157"
"3797","1.2157","1.2157","1.2157"
"3798","1.2869","1.2869","1.2869"
"3799","1.2869","1.2869","1.2869"
"3800","1.2283","1.2283","1.2283"
"3801","1.2283","1.2283","1.2283"
"3802","1.1507","1.1507","1.1507"
"3803","1.1507","1.1507","1.1507"
"3804","1.1824","1.1824","1.1824"
"3805","1.1824","1.1824","1.1824"
"3806","1.1714","1.1714","1.1714"
"3807","1.1714","1.1714","1.1714"
"3808","1.2029","1.2029","1.2029"
"3809","1.2029","1.2029","1.2029"
"3810","1.1754","1.1754","1.1754"
"3811","1.1754","1.1754","1.1754"
"3812","1.2171","1.2171","1.2171"
"3813","1.2171","1.2171","1.2171"
"3814","1.1655","1.1655","1.1655"
"3815","1.1655","1.1655","1.1655"
"3816","1.1805","1.1805","1.1805"
"3817","1.1805","1.1805","1.1805"
"3818","1.1824","1.1824","1.1824"
"3819","1.1824","1.1824","1.1824"
"3820","1.169","1.169","1.169"
"3821","1.169","1.169","1.169"
"3822","1.2236","1.2236","1.2236"
"3823","1.2236","1.2236","1.2236"
"3824","1.0899","1.0899","1.0899"
"3825","1.0899","1.0899","1.0899"
"3826","1.1925","1.1925","1.1925"
"3827","1.1925","1.1925","1.1925"
"3828","1.1762","1.1762","1.1762"
"3829","1.1762","1.1762","1.1762"
"3830","1.2274","1.2274","1.2274"
"3831","1.2274","1.2274","1.2274"
"3832","1.2708","1.2708","1.2708"
"3833","1.2708","1.2708","1.2708"
"3834","1.1929","1.1929","1.1929"
"3835","1.1929","1.1929","1.1929"
"3836","1.0036","1.0036","1.0036"
"3837","1.0036","1.0036","1.0036"
"3838","1.3189","1.3189","1.3189"
"3839","1.3189","1.3189","1.3189"
"3840","1.3749","1.3749","1.3749"
"3841","1.3749","1.3749","1.3749"
"3842","1.2218","1.2218","1.2218"
"3843","1.2218","1.2218","1.2218"
"3844","1.249","1.249","1.249"
"3845","1.249","1.249","1.249"
"3846","1.2414","1.2414","1.2414"
"3847","1.2414","1.2414","1.2414"
"3848","1.1171","1.1171","1.1171"
"3849","1.1171","1.1171","1.1171"
"3850","1.218","1.218","1.218"
"3851","1.218","1.218","1.218"
"3852","1.2517","1.2517","1.2517"
"3853","1.2517","1.2517","1.2517"
"3854","1.1429","1.1429","1.1429"
"3855","1.1429","1.1429","1.1429"
"3856","1.1271","1.1271","1.1271"
"3857","1.1271","1.1271","1.1271"
"3858","1.2097","1.2097","1.2097"
"3859","1.2097","1.2097","1.2097"
"3860","1.3805","1.3805","1.3805"
"3861","1.3805","1.3805","1.3805"
"3862","1.1723","1.1723","1.1723"
"3863","1.1723","1.1723","1.1723"
"3864","1.3293","1.3293","1.3293"
"3865","1.3293","1.3293","1.3293"
"3866","1.1847","1.1847","1.1847"
"3867","1.1847","1.1847","1.1847"
"3868","1.2213","1.2213","1.2213"
"3869","1.2213","1.2213","1.2213"
"3870","1.1168","1.1168","1.1168"
"3871","1.1168","1.1168","1.1168"
"3872","1.1966","1.1966","1.1966"
"3873","1.1966","1.1966","1.1966"
"3874","1.2572","1.2572","1.2572"
"3875","1.2572","1.2572","1.2572"
"3876","1.0942","1.0942","1.0942"
"3877","1.0942","1.0942","1.0942"
"3878","1.2103","1.2103","1.2103"
"3879","1.2103","1.2103","1.2103"
"3880","1.2281","1.2281","1.2281"
"3881","1.2281","1.2281","1.2281"
"3882","1.2102","1.2102","1.2102"
"3883","1.2102","1.2102","1.2102"
"3884","1.276","1.276","1.276"
"3885","1.276","1.276","1.276"
"3886","1.2103","1.2103","1.2103"
"3887","1.2103","1.2103","1.2103"
"3888","1.1848","1.1848","1.1848"
"3889","1.1848","1.1848","1.1848"
"3890","1.2534","1.2534","1.2534"
"3891","1.2534","1.2534","1.2534"
"3892","1.1751","1.1751","1.1751"
"3893","1.1751","1.1751","1.1751"
"3894","1.1973","1.1973","1.1973"
"3895","1.1973","1.1973","1.1973"
"3896","1.2345","1.2345","1.2345"
"3897","1.2345","1.2345","1.2345"
"3898","1.284","1.284","1.284"
"3899","1.284","1.284","1.284"
"3900","1.4153","1.4153","1.4153"
"3901","1.4153","1.4153","1.4153"
"3902","1.1715","1.1715","1.1715"
"3903","1.1715","1.1715","1.1715"
"3904","1.072","1.072","1.072"
"3905","1.072","1.072","1.072"
"3906","1.1597","1.1597","1.1597"
"3907","1.1597","1.1597","1.1597"
"3908","1.2044","1.2044","1.2044"
"3909","1.2044","1.2044","1.2044"
"3910","1.1577","1.1577","1.1577"
"3911","1.1577","1.1577","1.1577"
"3912","1.1375","1.1375","1.1375"
"3913","1.1375","1.1375","1.1375"
"3914","1.2141","1.2141","1.2141"
"3915","1.2141","1.2141","1.2141"
"3916","1.1523","1.1523","1.1523"
"3917","1.1523","1.1523","1.1523"
"3918","1.2285","1.2285","1.2285"
"3919","1.2285","1.2285","1.2285"
"3920","1.2347","1.2347","1.2347"
"3921","1.2347","1.2347","1.2347"
"3922","1.1636","1.1636","1.1636"
"3923","1.1636","1.1636","1.1636"
"3924","1.2674","1.2674","1.2674"
"3925","1.2674","1.2674","1.2674"
"3926","1.1466","1.1466","1.1466"
"3927","1.1466","1.1466","1.1466"
"3928","1.2337","1.2337","1.2337"
"3929","1.2337","1.2337","1.2337"
"3930","1.0807","1.0807","1.0807"
"3931","1.0807","1.0807","1.0807"
"3932","1.2121","1.2121","1.2121"
"3933","1.2121","1.2121","1.2121"
"3934","1.1803","1.1803","1.1803"
"3935","1.1803","1.1803","1.1803"
"3936","1.296","1.296","1.296"
"3937","1.296","1.296","1.296"
"3938","1.2265","1.2265","1.2265"
"3939","1.2265","1.2265","1.2265"
"3940","1.1605","1.1605","1.1605"
"3941","1.1605","1.1605","1.1605"
"3942","1.1154","1.1154","1.1154"
"3943","1.1154","1.1154","1.1154"
"3944","1.3153","1.3153","1.3153"
"3945","1.3153","1.3153","1.3153"
"3946","1.1388","1.1388","1.1388"
"3947","1.1388","1.1388","1.1388"
"3948","1.2439","1.2439","1.2439"
"3949","1.2439","1.2439","1.2439"
"3950","1.3754","1.3754","1.3754"
"3951","1.3754","1.3754","1.3754"
"3952","1.2043","1.2043","1.2043"
"3953","1.2043","1.2043","1.2043"
"3954","1.1477","1.1477","1.1477"
"3955","1.1477","1.1477","1.1477"
"3956","1.2509","1.2509","1.2509"
"3957","1.2509","1.2509","1.2509"
"3958","1.2868","1.2868","1.2868"
"3959","1.2868","1.2868","1.2868"
"3960","1.1892","1.1892","1.1892"
"3961","1.1892","1.1892","1.1892"
"3962","1.3176","1.3176","1.3176"
"3963","1.3176","1.3176","1.3176"
"3964","1.2205","1.2205","1.2205"
"3965","1.2205","1.2205","1.2205"
"3966","1.2334","1.2334","1.2334"
"3967","1.2334","1.2334","1.2334"
"3968","1.1892","1.1892","1.1892"
"3969","1.1892","1.1892","1.1892"
"3970","1.1921","1.1921","1.1921"
"3971","1.1921","1.1921","1.1921"
"3972","1.2541","1.2541","1.2541"
"3973","1.2541","1.2541","1.2541"
"3974","1.2442","1.2442","1.2442"
"3975","1.2442","1.2442","1.2442"
"3976","1.148","1.148","1.148"
"3977","1.148","1.148","1.148"
"3978","1.1889","1.1889","1.1889"
"3979","1.1889","1.1889","1.1889"
"3980","1.1076","1.1076","1.1076"
"3981","1.1076","1.1076","1.1076"
"3982","1.3863","1.3863","1.3863"
"3983","1.3863","1.3863","1.3863"
"3984","1.3337","1.3337","1.3337"
"3985","1.3337","1.3337","1.3337"
"3986","1.1737","1.1737","1.1737"
"3987","1.1737","1.1737","1.1737"
"3988","1.2379","1.2379","1.2379"
"3989","1.2379","1.2379","1.2379"
"3990","1.3441","1.3441","1.3441"
"3991","1.3441","1.3441","1.3441"
"3992","1.3665","1.3665","1.3665"
"3993","1.3665","1.3665","1.3665"
"3994","1.2656","1.2656","1.2656"
"3995","1.2656","1.2656","1.2656"
"3996","1.2397","1.2397","1.2397"
"3997","1.2397","1.2397","1.2397"
"3998","1.2528","1.2528","1.2528"
"3999","1.2528","1.2528","1.2528"
"4000","1.1826","1.1826","1.1826"
"4001","1.1826","1.1826","1.1826"
"4002","1.2031","1.2031","1.2031"
"4003","1.2031","1.2031","1.2031"
"4004","1.22","1.22","1.22"
"4005","1.22","1.22","1.22"
"4008","1.259","1.259","1.259"
"4009","1.259","1.259","1.259"
"4010","1.3522","1.3522","1.3522"
"4011","1.3522","1.3522","1.3522"
"4012","1.141","1.141","1.141"
"4013","1.141","1.141","1.141"
"4014","1.1874","1.1874","1.1874"
"4015","1.1874","1.1874","1.1874"
"4016","1.2132","1.2132","1.2132"
"4017","1.2132","1.2132","1.2132"
"4018","1.2287","1.2287","1.2287"
"4019","1.2287","1.2287","1.2287"
