"Step","copper-serenity-10 - train/loss","copper-serenity-10 - train/loss__MIN","copper-serenity-10 - train/loss__MAX"
"1794","1.3473","1.3473","1.3473"
"1795","1.3473","1.3473","1.3473"
"1796","1.4334","1.4334","1.4334"
"1797","1.4334","1.4334","1.4334"
"1798","1.3789","1.3789","1.3789"
"1799","1.3789","1.3789","1.3789"
"1800","1.2591","1.2591","1.2591"
"1801","1.2591","1.2591","1.2591"
"1802","1.4556","1.4556","1.4556"
"1803","1.4556","1.4556","1.4556"
"1804","1.3229","1.3229","1.3229"
"1805","1.3229","1.3229","1.3229"
"1806","1.2771","1.2771","1.2771"
"1807","1.2771","1.2771","1.2771"
"1808","1.4414","1.4414","1.4414"
"1809","1.4414","1.4414","1.4414"
"1810","1.2644","1.2644","1.2644"
"1811","1.2644","1.2644","1.2644"
"1812","1.3154","1.3154","1.3154"
"1813","1.3154","1.3154","1.3154"
"1814","1.2378","1.2378","1.2378"
"1815","1.2378","1.2378","1.2378"
"1816","1.3701","1.3701","1.3701"
"1817","1.3701","1.3701","1.3701"
"1818","1.3777","1.3777","1.3777"
"1819","1.3777","1.3777","1.3777"
"1820","1.4162","1.4162","1.4162"
"1821","1.4162","1.4162","1.4162"
"1822","1.3512","1.3512","1.3512"
"1823","1.3512","1.3512","1.3512"
"1824","1.2999","1.2999","1.2999"
"1825","1.2999","1.2999","1.2999"
"1826","1.3925","1.3925","1.3925"
"1827","1.3925","1.3925","1.3925"
"1828","1.2856","1.2856","1.2856"
"1829","1.2856","1.2856","1.2856"
"1830","1.3843","1.3843","1.3843"
"1831","1.3843","1.3843","1.3843"
"1832","1.3997","1.3997","1.3997"
"1833","1.3997","1.3997","1.3997"
"1834","1.363","1.363","1.363"
"1835","1.363","1.363","1.363"
"1836","1.2604","1.2604","1.2604"
"1837","1.2604","1.2604","1.2604"
"1838","1.3034","1.3034","1.3034"
"1839","1.3034","1.3034","1.3034"
"1840","1.2706","1.2706","1.2706"
"1841","1.2706","1.2706","1.2706"
"1842","1.3704","1.3704","1.3704"
"1843","1.3704","1.3704","1.3704"
"1844","1.3985","1.3985","1.3985"
"1845","1.3985","1.3985","1.3985"
"1846","1.3365","1.3365","1.3365"
"1847","1.3365","1.3365","1.3365"
"1848","1.3787","1.3787","1.3787"
"1849","1.3787","1.3787","1.3787"
"1850","1.2453","1.2453","1.2453"
"1851","1.2453","1.2453","1.2453"
"1852","1.4013","1.4013","1.4013"
"1853","1.4013","1.4013","1.4013"
"1854","1.3371","1.3371","1.3371"
"1855","1.3371","1.3371","1.3371"
"1856","1.3752","1.3752","1.3752"
"1857","1.3752","1.3752","1.3752"
"1858","1.3684","1.3684","1.3684"
"1859","1.3684","1.3684","1.3684"
"1860","1.3161","1.3161","1.3161"
"1861","1.3161","1.3161","1.3161"
"1862","1.3159","1.3159","1.3159"
"1863","1.3159","1.3159","1.3159"
"1864","1.2605","1.2605","1.2605"
"1865","1.2605","1.2605","1.2605"
"1866","1.2781","1.2781","1.2781"
"1867","1.2781","1.2781","1.2781"
"1868","1.2796","1.2796","1.2796"
"1869","1.2796","1.2796","1.2796"
"1870","1.4626","1.4626","1.4626"
"1871","1.4626","1.4626","1.4626"
"1872","1.3374","1.3374","1.3374"
"1873","1.3374","1.3374","1.3374"
"1874","1.2656","1.2656","1.2656"
"1875","1.2656","1.2656","1.2656"
"1876","1.3917","1.3917","1.3917"
"1877","1.3917","1.3917","1.3917"
"1878","1.3922","1.3922","1.3922"
"1879","1.3922","1.3922","1.3922"
"1880","1.4626","1.4626","1.4626"
"1881","1.4626","1.4626","1.4626"
"1882","1.3415","1.3415","1.3415"
"1883","1.3415","1.3415","1.3415"
"1884","1.3432","1.3432","1.3432"
"1885","1.3432","1.3432","1.3432"
"1886","1.417","1.417","1.417"
"1887","1.417","1.417","1.417"
"1888","1.3828","1.3828","1.3828"
"1889","1.3828","1.3828","1.3828"
"1890","1.1697","1.1697","1.1697"
"1891","1.1697","1.1697","1.1697"
"1892","1.3408","1.3408","1.3408"
"1893","1.3408","1.3408","1.3408"
"1894","1.4515","1.4515","1.4515"
"1895","1.4515","1.4515","1.4515"
"1896","1.3058","1.3058","1.3058"
"1897","1.3058","1.3058","1.3058"
"1898","1.2373","1.2373","1.2373"
"1899","1.2373","1.2373","1.2373"
"1900","1.3465","1.3465","1.3465"
"1901","1.3465","1.3465","1.3465"
"1902","1.4567","1.4567","1.4567"
"1903","1.4567","1.4567","1.4567"
"1904","1.278","1.278","1.278"
"1905","1.278","1.278","1.278"
"1906","1.2319","1.2319","1.2319"
"1907","1.2319","1.2319","1.2319"
"1908","1.408","1.408","1.408"
"1909","1.408","1.408","1.408"
"1910","1.305","1.305","1.305"
"1911","1.305","1.305","1.305"
"1912","1.298","1.298","1.298"
"1913","1.298","1.298","1.298"
"1914","1.375","1.375","1.375"
"1915","1.375","1.375","1.375"
"1916","1.3366","1.3366","1.3366"
"1917","1.3366","1.3366","1.3366"
"1918","1.3568","1.3568","1.3568"
"1919","1.3568","1.3568","1.3568"
"1920","1.2979","1.2979","1.2979"
"1921","1.2979","1.2979","1.2979"
"1922","1.3165","1.3165","1.3165"
"1923","1.3165","1.3165","1.3165"
"1924","1.2915","1.2915","1.2915"
"1925","1.2915","1.2915","1.2915"
"1926","1.4035","1.4035","1.4035"
"1927","1.4035","1.4035","1.4035"
"1928","1.3393","1.3393","1.3393"
"1929","1.3393","1.3393","1.3393"
"1930","1.3657","1.3657","1.3657"
"1931","1.3657","1.3657","1.3657"
"1932","1.4736","1.4736","1.4736"
"1933","1.4736","1.4736","1.4736"
"1934","1.336","1.336","1.336"
"1935","1.336","1.336","1.336"
"1936","1.2688","1.2688","1.2688"
"1937","1.2688","1.2688","1.2688"
"1938","1.3194","1.3194","1.3194"
"1939","1.3194","1.3194","1.3194"
"1940","1.3285","1.3285","1.3285"
"1941","1.3285","1.3285","1.3285"
"1942","1.3323","1.3323","1.3323"
"1943","1.3323","1.3323","1.3323"
"1944","1.4274","1.4274","1.4274"
"1945","1.4274","1.4274","1.4274"
"1946","1.25","1.25","1.25"
"1947","1.25","1.25","1.25"
"1948","1.3368","1.3368","1.3368"
"1949","1.3368","1.3368","1.3368"
"1950","1.3242","1.3242","1.3242"
"1951","1.3242","1.3242","1.3242"
"1952","1.3295","1.3295","1.3295"
"1953","1.3295","1.3295","1.3295"
"1954","1.4818","1.4818","1.4818"
"1955","1.4818","1.4818","1.4818"
"1956","1.2423","1.2423","1.2423"
"1957","1.2423","1.2423","1.2423"
"1958","1.3485","1.3485","1.3485"
"1959","1.3485","1.3485","1.3485"
"1960","1.3753","1.3753","1.3753"
"1961","1.3753","1.3753","1.3753"
"1962","1.3363","1.3363","1.3363"
"1963","1.3363","1.3363","1.3363"
"1964","1.313","1.313","1.313"
"1965","1.313","1.313","1.313"
"1966","1.3351","1.3351","1.3351"
"1967","1.3351","1.3351","1.3351"
"1968","1.3277","1.3277","1.3277"
"1969","1.3277","1.3277","1.3277"
"1970","1.3695","1.3695","1.3695"
"1971","1.3695","1.3695","1.3695"
"1972","1.4733","1.4733","1.4733"
"1973","1.4733","1.4733","1.4733"
"1974","1.388","1.388","1.388"
"1975","1.388","1.388","1.388"
"1976","1.298","1.298","1.298"
"1977","1.298","1.298","1.298"
"1978","1.3079","1.3079","1.3079"
"1979","1.3079","1.3079","1.3079"
"1980","1.4035","1.4035","1.4035"
"1981","1.4035","1.4035","1.4035"
"1982","1.3762","1.3762","1.3762"
"1983","1.3762","1.3762","1.3762"
"1984","1.2441","1.2441","1.2441"
"1985","1.2441","1.2441","1.2441"
"1986","1.2368","1.2368","1.2368"
"1987","1.2368","1.2368","1.2368"
"1988","1.3965","1.3965","1.3965"
"1989","1.3965","1.3965","1.3965"
"1990","1.1816","1.1816","1.1816"
"1991","1.1816","1.1816","1.1816"
"1992","1.2901","1.2901","1.2901"
"1993","1.2901","1.2901","1.2901"
"1994","1.4343","1.4343","1.4343"
"1995","1.4343","1.4343","1.4343"
"1996","1.3341","1.3341","1.3341"
"1997","1.3341","1.3341","1.3341"
"1998","1.4608","1.4608","1.4608"
"1999","1.4608","1.4608","1.4608"
"2000","1.1835","1.1835","1.1835"
"2001","1.1835","1.1835","1.1835"
"2004","1.318","1.318","1.318"
"2005","1.318","1.318","1.318"
"2006","1.3226","1.3226","1.3226"
"2007","1.3226","1.3226","1.3226"
"2008","1.247","1.247","1.247"
"2009","1.247","1.247","1.247"
"2010","1.2535","1.2535","1.2535"
"2011","1.2535","1.2535","1.2535"
"2012","1.2015","1.2015","1.2015"
"2013","1.2015","1.2015","1.2015"
"2014","1.273","1.273","1.273"
"2015","1.273","1.273","1.273"
"2016","1.3989","1.3989","1.3989"
"2017","1.3989","1.3989","1.3989"
"2018","1.2994","1.2994","1.2994"
"2019","1.2994","1.2994","1.2994"
"2020","1.3176","1.3176","1.3176"
"2021","1.3176","1.3176","1.3176"
"2022","1.4495","1.4495","1.4495"
"2023","1.4495","1.4495","1.4495"
"2024","1.2637","1.2637","1.2637"
"2025","1.2637","1.2637","1.2637"
"2026","1.2747","1.2747","1.2747"
"2027","1.2747","1.2747","1.2747"
"2028","1.2281","1.2281","1.2281"
"2029","1.2281","1.2281","1.2281"
"2030","1.2989","1.2989","1.2989"
"2031","1.2989","1.2989","1.2989"
"2032","1.3097","1.3097","1.3097"
"2033","1.3097","1.3097","1.3097"
"2034","1.345","1.345","1.345"
"2035","1.345","1.345","1.345"
"2036","1.4119","1.4119","1.4119"
"2037","1.4119","1.4119","1.4119"
"2038","1.3096","1.3096","1.3096"
"2039","1.3096","1.3096","1.3096"
"2040","1.3439","1.3439","1.3439"
"2041","1.3439","1.3439","1.3439"
"2042","1.5187","1.5187","1.5187"
"2043","1.5187","1.5187","1.5187"
"2044","1.3753","1.3753","1.3753"
"2045","1.3753","1.3753","1.3753"
"2046","1.2268","1.2268","1.2268"
"2047","1.2268","1.2268","1.2268"
"2048","1.2421","1.2421","1.2421"
"2049","1.2421","1.2421","1.2421"
"2050","1.1281","1.1281","1.1281"
"2051","1.1281","1.1281","1.1281"
"2052","1.2308","1.2308","1.2308"
"2053","1.2308","1.2308","1.2308"
"2054","1.3633","1.3633","1.3633"
"2055","1.3633","1.3633","1.3633"
"2056","1.3451","1.3451","1.3451"
"2057","1.3451","1.3451","1.3451"
"2058","1.4092","1.4092","1.4092"
"2059","1.4092","1.4092","1.4092"
"2060","1.3842","1.3842","1.3842"
"2061","1.3842","1.3842","1.3842"
"2062","1.2903","1.2903","1.2903"
"2063","1.2903","1.2903","1.2903"
"2064","1.3571","1.3571","1.3571"
"2065","1.3571","1.3571","1.3571"
"2066","1.388","1.388","1.388"
"2067","1.388","1.388","1.388"
"2068","1.2977","1.2977","1.2977"
"2069","1.2977","1.2977","1.2977"
"2070","1.1817","1.1817","1.1817"
"2071","1.1817","1.1817","1.1817"
"2072","1.3532","1.3532","1.3532"
"2073","1.3532","1.3532","1.3532"
"2074","1.4558","1.4558","1.4558"
"2075","1.4558","1.4558","1.4558"
"2076","1.4077","1.4077","1.4077"
"2077","1.4077","1.4077","1.4077"
"2078","1.2777","1.2777","1.2777"
"2079","1.2777","1.2777","1.2777"
"2080","1.2889","1.2889","1.2889"
"2081","1.2889","1.2889","1.2889"
"2082","1.2557","1.2557","1.2557"
"2083","1.2557","1.2557","1.2557"
"2084","1.3021","1.3021","1.3021"
"2085","1.3021","1.3021","1.3021"
"2086","1.3934","1.3934","1.3934"
"2087","1.3934","1.3934","1.3934"
"2088","1.203","1.203","1.203"
"2089","1.203","1.203","1.203"
"2090","1.2549","1.2549","1.2549"
"2091","1.2549","1.2549","1.2549"
"2092","1.418","1.418","1.418"
"2093","1.418","1.418","1.418"
"2094","1.3169","1.3169","1.3169"
"2095","1.3169","1.3169","1.3169"
"2096","1.3226","1.3226","1.3226"
"2097","1.3226","1.3226","1.3226"
"2098","1.359","1.359","1.359"
"2099","1.359","1.359","1.359"
"2100","1.5019","1.5019","1.5019"
"2101","1.5019","1.5019","1.5019"
"2102","1.3308","1.3308","1.3308"
"2103","1.3308","1.3308","1.3308"
"2104","1.274","1.274","1.274"
"2105","1.274","1.274","1.274"
"2106","1.3766","1.3766","1.3766"
"2107","1.3766","1.3766","1.3766"
"2108","1.3023","1.3023","1.3023"
"2109","1.3023","1.3023","1.3023"
"2110","1.3075","1.3075","1.3075"
"2111","1.3075","1.3075","1.3075"
"2112","1.3167","1.3167","1.3167"
"2113","1.3167","1.3167","1.3167"
"2114","1.3104","1.3104","1.3104"
"2115","1.3104","1.3104","1.3104"
"2116","1.3873","1.3873","1.3873"
"2117","1.3873","1.3873","1.3873"
"2118","1.2687","1.2687","1.2687"
"2119","1.2687","1.2687","1.2687"
"2120","1.2984","1.2984","1.2984"
"2121","1.2984","1.2984","1.2984"
"2122","1.3851","1.3851","1.3851"
"2123","1.3851","1.3851","1.3851"
"2124","1.3747","1.3747","1.3747"
"2125","1.3747","1.3747","1.3747"
"2126","1.2925","1.2925","1.2925"
"2127","1.2925","1.2925","1.2925"
"2128","1.3588","1.3588","1.3588"
"2129","1.3588","1.3588","1.3588"
"2130","1.4419","1.4419","1.4419"
"2131","1.4419","1.4419","1.4419"
"2132","1.3723","1.3723","1.3723"
"2133","1.3723","1.3723","1.3723"
"2134","1.3753","1.3753","1.3753"
"2135","1.3753","1.3753","1.3753"
"2136","1.2288","1.2288","1.2288"
"2137","1.2288","1.2288","1.2288"
"2138","1.4367","1.4367","1.4367"
"2139","1.4367","1.4367","1.4367"
"2140","1.2887","1.2887","1.2887"
"2141","1.2887","1.2887","1.2887"
"2142","1.3035","1.3035","1.3035"
"2143","1.3035","1.3035","1.3035"
"2144","1.2978","1.2978","1.2978"
"2145","1.2978","1.2978","1.2978"
"2146","1.4012","1.4012","1.4012"
"2147","1.4012","1.4012","1.4012"
"2148","1.4177","1.4177","1.4177"
"2149","1.4177","1.4177","1.4177"
"2150","1.2453","1.2453","1.2453"
"2151","1.2453","1.2453","1.2453"
"2152","1.4569","1.4569","1.4569"
"2153","1.4569","1.4569","1.4569"
"2154","1.2068","1.2068","1.2068"
"2155","1.2068","1.2068","1.2068"
"2156","1.3638","1.3638","1.3638"
"2157","1.3638","1.3638","1.3638"
"2158","1.304","1.304","1.304"
"2159","1.304","1.304","1.304"
"2160","1.3833","1.3833","1.3833"
"2161","1.3833","1.3833","1.3833"
"2162","1.3605","1.3605","1.3605"
"2163","1.3605","1.3605","1.3605"
"2164","1.3742","1.3742","1.3742"
"2165","1.3742","1.3742","1.3742"
"2166","1.3353","1.3353","1.3353"
"2167","1.3353","1.3353","1.3353"
"2168","1.3711","1.3711","1.3711"
"2169","1.3711","1.3711","1.3711"
"2170","1.5551","1.5551","1.5551"
"2171","1.5551","1.5551","1.5551"
"2172","1.3406","1.3406","1.3406"
"2173","1.3406","1.3406","1.3406"
"2174","1.3978","1.3978","1.3978"
"2175","1.3978","1.3978","1.3978"
"2176","1.2693","1.2693","1.2693"
"2177","1.2693","1.2693","1.2693"
"2178","1.3107","1.3107","1.3107"
"2179","1.3107","1.3107","1.3107"
"2180","1.3851","1.3851","1.3851"
"2181","1.3851","1.3851","1.3851"
"2182","1.2882","1.2882","1.2882"
"2183","1.2882","1.2882","1.2882"
"2184","1.2792","1.2792","1.2792"
"2185","1.2792","1.2792","1.2792"
"2186","1.3862","1.3862","1.3862"
"2187","1.3862","1.3862","1.3862"
"2188","1.3087","1.3087","1.3087"
"2189","1.3087","1.3087","1.3087"
"2190","1.3742","1.3742","1.3742"
"2191","1.3742","1.3742","1.3742"
"2192","1.3476","1.3476","1.3476"
"2193","1.3476","1.3476","1.3476"
"2194","1.3223","1.3223","1.3223"
"2195","1.3223","1.3223","1.3223"
"2196","1.2739","1.2739","1.2739"
"2197","1.2739","1.2739","1.2739"
"2198","1.3325","1.3325","1.3325"
"2199","1.3325","1.3325","1.3325"
"2200","1.3329","1.3329","1.3329"
"2201","1.3329","1.3329","1.3329"
"2202","1.381","1.381","1.381"
"2203","1.381","1.381","1.381"
"2204","1.3538","1.3538","1.3538"
"2205","1.3538","1.3538","1.3538"
"2206","1.2136","1.2136","1.2136"
"2207","1.2136","1.2136","1.2136"
"2208","1.2852","1.2852","1.2852"
"2209","1.2852","1.2852","1.2852"
"2210","1.3832","1.3832","1.3832"
"2211","1.3832","1.3832","1.3832"
"2212","1.3834","1.3834","1.3834"
"2213","1.3834","1.3834","1.3834"
"2214","1.2423","1.2423","1.2423"
"2215","1.2423","1.2423","1.2423"
"2216","1.1764","1.1764","1.1764"
"2217","1.1764","1.1764","1.1764"
"2218","1.3416","1.3416","1.3416"
"2219","1.3416","1.3416","1.3416"
"2220","1.3316","1.3316","1.3316"
"2221","1.3316","1.3316","1.3316"
"2222","1.2809","1.2809","1.2809"
"2223","1.2809","1.2809","1.2809"
"2224","1.3254","1.3254","1.3254"
"2225","1.3254","1.3254","1.3254"
"2226","1.4241","1.4241","1.4241"
"2227","1.4241","1.4241","1.4241"
"2228","1.2668","1.2668","1.2668"
"2229","1.2668","1.2668","1.2668"
"2230","1.3506","1.3506","1.3506"
"2231","1.3506","1.3506","1.3506"
"2232","1.2853","1.2853","1.2853"
"2233","1.2853","1.2853","1.2853"
"2234","1.2891","1.2891","1.2891"
"2235","1.2891","1.2891","1.2891"
"2236","1.2906","1.2906","1.2906"
"2237","1.2906","1.2906","1.2906"
"2238","1.236","1.236","1.236"
"2239","1.236","1.236","1.236"
"2240","1.1621","1.1621","1.1621"
"2241","1.1621","1.1621","1.1621"
"2242","1.393","1.393","1.393"
"2243","1.393","1.393","1.393"
"2244","1.3551","1.3551","1.3551"
"2245","1.3551","1.3551","1.3551"
"2246","1.3866","1.3866","1.3866"
"2247","1.3866","1.3866","1.3866"
"2248","1.2084","1.2084","1.2084"
"2249","1.2084","1.2084","1.2084"
"2250","1.2568","1.2568","1.2568"
"2251","1.2568","1.2568","1.2568"
"2252","1.1759","1.1759","1.1759"
"2253","1.1759","1.1759","1.1759"
"2254","1.3292","1.3292","1.3292"
"2255","1.3292","1.3292","1.3292"
"2256","1.4106","1.4106","1.4106"
"2257","1.4106","1.4106","1.4106"
"2258","1.3226","1.3226","1.3226"
"2259","1.3226","1.3226","1.3226"
"2260","1.2041","1.2041","1.2041"
"2261","1.2041","1.2041","1.2041"
"2262","1.3129","1.3129","1.3129"
"2263","1.3129","1.3129","1.3129"
"2264","1.2534","1.2534","1.2534"
"2265","1.2534","1.2534","1.2534"
"2266","1.3408","1.3408","1.3408"
"2267","1.3408","1.3408","1.3408"
"2268","1.3031","1.3031","1.3031"
"2269","1.3031","1.3031","1.3031"
"2270","1.3292","1.3292","1.3292"
"2271","1.3292","1.3292","1.3292"
"2272","1.3268","1.3268","1.3268"
"2273","1.3268","1.3268","1.3268"
"2274","1.38","1.38","1.38"
"2275","1.38","1.38","1.38"
"2276","1.3486","1.3486","1.3486"
"2277","1.3486","1.3486","1.3486"
"2278","1.1795","1.1795","1.1795"
"2279","1.1795","1.1795","1.1795"
"2280","1.1935","1.1935","1.1935"
"2281","1.1935","1.1935","1.1935"
"2282","1.2892","1.2892","1.2892"
"2283","1.2892","1.2892","1.2892"
"2284","1.3296","1.3296","1.3296"
"2285","1.3296","1.3296","1.3296"
"2286","1.3847","1.3847","1.3847"
"2287","1.3847","1.3847","1.3847"
"2288","1.2494","1.2494","1.2494"
"2289","1.2494","1.2494","1.2494"
"2290","1.2697","1.2697","1.2697"
"2291","1.2697","1.2697","1.2697"
"2292","1.3404","1.3404","1.3404"
"2293","1.3404","1.3404","1.3404"
"2294","1.3187","1.3187","1.3187"
"2295","1.3187","1.3187","1.3187"
"2296","1.3716","1.3716","1.3716"
"2297","1.3716","1.3716","1.3716"
"2298","1.2622","1.2622","1.2622"
"2299","1.2622","1.2622","1.2622"
"2300","1.2414","1.2414","1.2414"
"2301","1.2414","1.2414","1.2414"
"2302","1.3662","1.3662","1.3662"
"2303","1.3662","1.3662","1.3662"
"2304","1.2427","1.2427","1.2427"
"2305","1.2427","1.2427","1.2427"
"2306","1.2776","1.2776","1.2776"
"2307","1.2776","1.2776","1.2776"
"2308","1.269","1.269","1.269"
"2309","1.269","1.269","1.269"
"2310","1.2577","1.2577","1.2577"
"2311","1.2577","1.2577","1.2577"
"2312","1.283","1.283","1.283"
"2313","1.283","1.283","1.283"
"2314","1.2635","1.2635","1.2635"
"2315","1.2635","1.2635","1.2635"
"2316","1.3574","1.3574","1.3574"
"2317","1.3574","1.3574","1.3574"
"2318","1.3812","1.3812","1.3812"
"2319","1.3812","1.3812","1.3812"
"2320","1.2907","1.2907","1.2907"
"2321","1.2907","1.2907","1.2907"
"2322","1.2504","1.2504","1.2504"
"2323","1.2504","1.2504","1.2504"
"2324","1.2634","1.2634","1.2634"
"2325","1.2634","1.2634","1.2634"
"2326","1.2446","1.2446","1.2446"
"2327","1.2446","1.2446","1.2446"
"2328","1.1719","1.1719","1.1719"
"2329","1.1719","1.1719","1.1719"
"2330","1.1784","1.1784","1.1784"
"2331","1.1784","1.1784","1.1784"
"2332","1.3491","1.3491","1.3491"
"2333","1.3491","1.3491","1.3491"
"2334","1.1931","1.1931","1.1931"
"2335","1.1931","1.1931","1.1931"
"2336","1.2692","1.2692","1.2692"
"2337","1.2692","1.2692","1.2692"
"2338","1.1992","1.1992","1.1992"
"2339","1.1992","1.1992","1.1992"
"2340","1.3255","1.3255","1.3255"
"2341","1.3255","1.3255","1.3255"
"2342","1.32","1.32","1.32"
"2343","1.32","1.32","1.32"
"2344","1.299","1.299","1.299"
"2345","1.299","1.299","1.299"
"2346","1.3089","1.3089","1.3089"
"2347","1.3089","1.3089","1.3089"
"2348","1.388","1.388","1.388"
"2349","1.388","1.388","1.388"
"2350","1.3112","1.3112","1.3112"
"2351","1.3112","1.3112","1.3112"
"2352","1.3056","1.3056","1.3056"
"2353","1.3056","1.3056","1.3056"
"2354","1.2844","1.2844","1.2844"
"2355","1.2844","1.2844","1.2844"
"2356","1.2388","1.2388","1.2388"
"2357","1.2388","1.2388","1.2388"
"2358","1.2","1.2","1.2"
"2359","1.2","1.2","1.2"
"2360","1.2528","1.2528","1.2528"
"2361","1.2528","1.2528","1.2528"
"2362","1.3333","1.3333","1.3333"
"2363","1.3333","1.3333","1.3333"
"2364","1.3615","1.3615","1.3615"
"2365","1.3615","1.3615","1.3615"
"2366","1.2773","1.2773","1.2773"
"2367","1.2773","1.2773","1.2773"
"2368","1.4128","1.4128","1.4128"
"2369","1.4128","1.4128","1.4128"
"2370","1.2446","1.2446","1.2446"
"2371","1.2446","1.2446","1.2446"
"2372","1.3472","1.3472","1.3472"
"2373","1.3472","1.3472","1.3472"
"2374","1.2404","1.2404","1.2404"
"2375","1.2404","1.2404","1.2404"
"2376","1.377","1.377","1.377"
"2377","1.377","1.377","1.377"
"2378","1.2593","1.2593","1.2593"
"2379","1.2593","1.2593","1.2593"
"2380","1.1676","1.1676","1.1676"
"2381","1.1676","1.1676","1.1676"
"2382","1.276","1.276","1.276"
"2383","1.276","1.276","1.276"
"2384","1.3207","1.3207","1.3207"
"2385","1.3207","1.3207","1.3207"
"2386","1.2672","1.2672","1.2672"
"2387","1.2672","1.2672","1.2672"
"2388","1.2237","1.2237","1.2237"
"2389","1.2237","1.2237","1.2237"
"2390","1.3247","1.3247","1.3247"
"2391","1.3247","1.3247","1.3247"
"2392","1.2441","1.2441","1.2441"
"2393","1.2441","1.2441","1.2441"
"2394","1.3184","1.3184","1.3184"
"2395","1.3184","1.3184","1.3184"
"2396","1.2871","1.2871","1.2871"
"2397","1.2871","1.2871","1.2871"
"2398","1.1377","1.1377","1.1377"
"2399","1.1377","1.1377","1.1377"
"2400","1.2745","1.2745","1.2745"
"2401","1.2745","1.2745","1.2745"
"2402","1.177","1.177","1.177"
"2403","1.177","1.177","1.177"
"2404","1.3816","1.3816","1.3816"
"2405","1.3816","1.3816","1.3816"
"2406","1.2615","1.2615","1.2615"
"2407","1.2615","1.2615","1.2615"
"2408","1.2388","1.2388","1.2388"
"2409","1.2388","1.2388","1.2388"
"2410","1.3247","1.3247","1.3247"
"2411","1.3247","1.3247","1.3247"
"2412","1.3244","1.3244","1.3244"
"2413","1.3244","1.3244","1.3244"
"2414","1.2646","1.2646","1.2646"
"2415","1.2646","1.2646","1.2646"
"2416","1.3421","1.3421","1.3421"
"2417","1.3421","1.3421","1.3421"
"2418","1.1953","1.1953","1.1953"
"2419","1.1953","1.1953","1.1953"
"2420","1.299","1.299","1.299"
"2421","1.299","1.299","1.299"
"2422","1.3923","1.3923","1.3923"
"2423","1.3923","1.3923","1.3923"
"2424","1.2853","1.2853","1.2853"
"2425","1.2853","1.2853","1.2853"
"2426","1.27","1.27","1.27"
"2427","1.27","1.27","1.27"
"2428","1.2656","1.2656","1.2656"
"2429","1.2656","1.2656","1.2656"
"2430","1.2845","1.2845","1.2845"
"2431","1.2845","1.2845","1.2845"
"2432","1.2752","1.2752","1.2752"
"2433","1.2752","1.2752","1.2752"
"2434","1.1863","1.1863","1.1863"
"2435","1.1863","1.1863","1.1863"
"2436","1.1964","1.1964","1.1964"
"2437","1.1964","1.1964","1.1964"
"2438","1.2394","1.2394","1.2394"
"2439","1.2394","1.2394","1.2394"
"2440","1.3694","1.3694","1.3694"
"2441","1.3694","1.3694","1.3694"
"2442","1.2976","1.2976","1.2976"
"2443","1.2976","1.2976","1.2976"
"2444","1.2957","1.2957","1.2957"
"2445","1.2957","1.2957","1.2957"
"2446","1.2974","1.2974","1.2974"
"2447","1.2974","1.2974","1.2974"
"2448","1.2391","1.2391","1.2391"
"2449","1.2391","1.2391","1.2391"
"2450","1.268","1.268","1.268"
"2451","1.268","1.268","1.268"
"2452","1.3168","1.3168","1.3168"
"2453","1.3168","1.3168","1.3168"
"2454","1.3165","1.3165","1.3165"
"2455","1.3165","1.3165","1.3165"
"2456","1.2859","1.2859","1.2859"
"2457","1.2859","1.2859","1.2859"
"2458","1.3126","1.3126","1.3126"
"2459","1.3126","1.3126","1.3126"
"2460","1.2761","1.2761","1.2761"
"2461","1.2761","1.2761","1.2761"
"2462","1.1834","1.1834","1.1834"
"2463","1.1834","1.1834","1.1834"
"2464","1.2231","1.2231","1.2231"
"2465","1.2231","1.2231","1.2231"
"2466","1.2405","1.2405","1.2405"
"2467","1.2405","1.2405","1.2405"
"2468","1.1971","1.1971","1.1971"
"2469","1.1971","1.1971","1.1971"
"2470","1.2289","1.2289","1.2289"
"2471","1.2289","1.2289","1.2289"
"2472","1.1815","1.1815","1.1815"
"2473","1.1815","1.1815","1.1815"
"2474","1.2746","1.2746","1.2746"
"2475","1.2746","1.2746","1.2746"
"2476","1.2643","1.2643","1.2643"
"2477","1.2643","1.2643","1.2643"
"2478","1.298","1.298","1.298"
"2479","1.298","1.298","1.298"
"2480","1.3719","1.3719","1.3719"
"2481","1.3719","1.3719","1.3719"
"2482","1.162","1.162","1.162"
"2483","1.162","1.162","1.162"
"2484","1.25","1.25","1.25"
"2485","1.25","1.25","1.25"
"2486","1.3444","1.3444","1.3444"
"2487","1.3444","1.3444","1.3444"
"2488","1.3019","1.3019","1.3019"
"2489","1.3019","1.3019","1.3019"
"2490","1.3789","1.3789","1.3789"
"2491","1.3789","1.3789","1.3789"
"2492","1.2555","1.2555","1.2555"
"2493","1.2555","1.2555","1.2555"
"2494","1.2532","1.2532","1.2532"
"2495","1.2532","1.2532","1.2532"
"2496","1.2205","1.2205","1.2205"
"2497","1.2205","1.2205","1.2205"
"2498","1.2989","1.2989","1.2989"
"2499","1.2989","1.2989","1.2989"
"2500","1.4104","1.4104","1.4104"
"2501","1.4104","1.4104","1.4104"
"2502","1.3236","1.3236","1.3236"
"2503","1.3236","1.3236","1.3236"
"2504","1.28","1.28","1.28"
