"Step","copper-serenity-10 - train/grad_norm","copper-serenity-10 - train/grad_norm__MIN","copper-serenity-10 - train/grad_norm__MAX"
"0","Infinity","",""
"1","Infinity","",""
"2","Infinity","",""
"3","Infinity","",""
"4","Infinity","",""
"5","Infinity","",""
"6","Infinity","",""
"7","Infinity","",""
"46","17.697011947631836","17.697011947631836","17.697011947631836"
"47","17.697011947631836","17.697011947631836","17.697011947631836"
"48","17.222230911254883","17.222230911254883","17.222230911254883"
"49","17.222230911254883","17.222230911254883","17.222230911254883"
"50","17.027849197387695","17.027849197387695","17.027849197387695"
"51","17.027849197387695","17.027849197387695","17.027849197387695"
"52","13.17938232421875","13.17938232421875","13.17938232421875"
"53","13.17938232421875","13.17938232421875","13.17938232421875"
"54","13.007805824279785","13.007805824279785","13.007805824279785"
"55","13.007805824279785","13.007805824279785","13.007805824279785"
"56","10.283812522888184","10.283812522888184","10.283812522888184"
"57","10.283812522888184","10.283812522888184","10.283812522888184"
"58","8.77857494354248","8.77857494354248","8.77857494354248"
"59","8.77857494354248","8.77857494354248","8.77857494354248"
"60","8.782288551330566","8.782288551330566","8.782288551330566"
"61","8.782288551330566","8.782288551330566","8.782288551330566"
"62","11.480128288269043","11.480128288269043","11.480128288269043"
"63","11.480128288269043","11.480128288269043","11.480128288269043"
"64","12.157646179199219","12.157646179199219","12.157646179199219"
"65","12.157646179199219","12.157646179199219","12.157646179199219"
"66","11.29072093963623","11.29072093963623","11.29072093963623"
"67","11.29072093963623","11.29072093963623","11.29072093963623"
"68","11.56869125366211","11.56869125366211","11.56869125366211"
"69","11.56869125366211","11.56869125366211","11.56869125366211"
"70","10.309534072875977","10.309534072875977","10.309534072875977"
"71","10.309534072875977","10.309534072875977","10.309534072875977"
"72","7.877128601074219","7.877128601074219","7.877128601074219"
"73","7.877128601074219","7.877128601074219","7.877128601074219"
"74","6.006784915924072","6.006784915924072","6.006784915924072"
"75","6.006784915924072","6.006784915924072","6.006784915924072"
"76","6.240450859069824","6.240450859069824","6.240450859069824"
"77","6.240450859069824","6.240450859069824","6.240450859069824"
"78","6.017874240875244","6.017874240875244","6.017874240875244"
"79","6.017874240875244","6.017874240875244","6.017874240875244"
"80","6.61584997177124","6.61584997177124","6.61584997177124"
"81","6.61584997177124","6.61584997177124","6.61584997177124"
"82","5.724368095397949","5.724368095397949","5.724368095397949"
"83","5.724368095397949","5.724368095397949","5.724368095397949"
"84","6.032644271850586","6.032644271850586","6.032644271850586"
"85","6.032644271850586","6.032644271850586","6.032644271850586"
"86","6.0182976722717285","6.0182976722717285","6.0182976722717285"
"87","6.0182976722717285","6.0182976722717285","6.0182976722717285"
"88","6.609393119812012","6.609393119812012","6.609393119812012"
"89","6.609393119812012","6.609393119812012","6.609393119812012"
"90","5.661638259887695","5.661638259887695","5.661638259887695"
"91","5.661638259887695","5.661638259887695","5.661638259887695"
"92","5.356729507446289","5.356729507446289","5.356729507446289"
"93","5.356729507446289","5.356729507446289","5.356729507446289"
"94","5.076245307922363","5.076245307922363","5.076245307922363"
"95","5.076245307922363","5.076245307922363","5.076245307922363"
"96","4.178046703338623","4.178046703338623","4.178046703338623"
"97","4.178046703338623","4.178046703338623","4.178046703338623"
"98","4.328499794006348","4.328499794006348","4.328499794006348"
"99","4.328499794006348","4.328499794006348","4.328499794006348"
"100","4.358699321746826","4.358699321746826","4.358699321746826"
"101","4.358699321746826","4.358699321746826","4.358699321746826"
"102","3.957303762435913","3.957303762435913","3.957303762435913"
"103","3.957303762435913","3.957303762435913","3.957303762435913"
"104","3.9449007511138916","3.9449007511138916","3.9449007511138916"
"105","3.9449007511138916","3.9449007511138916","3.9449007511138916"
"106","4.319114685058594","4.319114685058594","4.319114685058594"
"107","4.319114685058594","4.319114685058594","4.319114685058594"
"108","3.897566556930542","3.897566556930542","3.897566556930542"
"109","3.897566556930542","3.897566556930542","3.897566556930542"
"110","3.561441421508789","3.561441421508789","3.561441421508789"
"111","3.561441421508789","3.561441421508789","3.561441421508789"
"112","3.1535491943359375","3.1535491943359375","3.1535491943359375"
"113","3.1535491943359375","3.1535491943359375","3.1535491943359375"
"114","3.511103391647339","3.511103391647339","3.511103391647339"
"115","3.511103391647339","3.511103391647339","3.511103391647339"
"116","3.2908918857574463","3.2908918857574463","3.2908918857574463"
"117","3.2908918857574463","3.2908918857574463","3.2908918857574463"
"118","3.879931688308716","3.879931688308716","3.879931688308716"
"119","3.879931688308716","3.879931688308716","3.879931688308716"
"120","3.6396961212158203","3.6396961212158203","3.6396961212158203"
"121","3.6396961212158203","3.6396961212158203","3.6396961212158203"
"122","2.796818256378174","2.796818256378174","2.796818256378174"
"123","2.796818256378174","2.796818256378174","2.796818256378174"
"124","2.939532518386841","2.939532518386841","2.939532518386841"
"125","2.939532518386841","2.939532518386841","2.939532518386841"
"126","2.6430511474609375","2.6430511474609375","2.6430511474609375"
"127","2.6430511474609375","2.6430511474609375","2.6430511474609375"
"128","3.306792736053467","3.306792736053467","3.306792736053467"
"129","3.306792736053467","3.306792736053467","3.306792736053467"
"130","2.737990617752075","2.737990617752075","2.737990617752075"
"131","2.737990617752075","2.737990617752075","2.737990617752075"
"132","3.0516765117645264","3.0516765117645264","3.0516765117645264"
"133","3.0516765117645264","3.0516765117645264","3.0516765117645264"
"134","2.8915789127349854","2.8915789127349854","2.8915789127349854"
"135","2.8915789127349854","2.8915789127349854","2.8915789127349854"
"136","2.4569296836853027","2.4569296836853027","2.4569296836853027"
"137","2.4569296836853027","2.4569296836853027","2.4569296836853027"
"138","2.5406064987182617","2.5406064987182617","2.5406064987182617"
"139","2.5406064987182617","2.5406064987182617","2.5406064987182617"
"140","2.895702600479126","2.895702600479126","2.895702600479126"
"141","2.895702600479126","2.895702600479126","2.895702600479126"
"142","2.377196788787842","2.377196788787842","2.377196788787842"
"143","2.377196788787842","2.377196788787842","2.377196788787842"
"144","2.4767589569091797","2.4767589569091797","2.4767589569091797"
"145","2.4767589569091797","2.4767589569091797","2.4767589569091797"
"146","2.5332720279693604","2.5332720279693604","2.5332720279693604"
"147","2.5332720279693604","2.5332720279693604","2.5332720279693604"
"148","2.3836557865142822","2.3836557865142822","2.3836557865142822"
"149","2.3836557865142822","2.3836557865142822","2.3836557865142822"
"150","2.3981542587280273","2.3981542587280273","2.3981542587280273"
"151","2.3981542587280273","2.3981542587280273","2.3981542587280273"
"152","2.291771411895752","2.291771411895752","2.291771411895752"
"153","2.291771411895752","2.291771411895752","2.291771411895752"
"154","2.393906593322754","2.393906593322754","2.393906593322754"
"155","2.393906593322754","2.393906593322754","2.393906593322754"
"156","2.3519723415374756","2.3519723415374756","2.3519723415374756"
"157","2.3519723415374756","2.3519723415374756","2.3519723415374756"
"158","2.3047821521759033","2.3047821521759033","2.3047821521759033"
"159","2.3047821521759033","2.3047821521759033","2.3047821521759033"
"160","2.397136926651001","2.397136926651001","2.397136926651001"
"161","2.397136926651001","2.397136926651001","2.397136926651001"
"162","2.373993396759033","2.373993396759033","2.373993396759033"
"163","2.373993396759033","2.373993396759033","2.373993396759033"
"164","2.340818166732788","2.340818166732788","2.340818166732788"
"165","2.340818166732788","2.340818166732788","2.340818166732788"
"166","2.214725971221924","2.214725971221924","2.214725971221924"
"167","2.214725971221924","2.214725971221924","2.214725971221924"
"168","2.322580099105835","2.322580099105835","2.322580099105835"
"169","2.322580099105835","2.322580099105835","2.322580099105835"
"170","2.1313624382019043","2.1313624382019043","2.1313624382019043"
"171","2.1313624382019043","2.1313624382019043","2.1313624382019043"
"172","2.1787736415863037","2.1787736415863037","2.1787736415863037"
"173","2.1787736415863037","2.1787736415863037","2.1787736415863037"
"174","2.37078857421875","2.37078857421875","2.37078857421875"
"175","2.37078857421875","2.37078857421875","2.37078857421875"
"176","2.2952449321746826","2.2952449321746826","2.2952449321746826"
"177","2.2952449321746826","2.2952449321746826","2.2952449321746826"
"178","2.4025723934173584","2.4025723934173584","2.4025723934173584"
"179","2.4025723934173584","2.4025723934173584","2.4025723934173584"
"180","2.1780803203582764","2.1780803203582764","2.1780803203582764"
"181","2.1780803203582764","2.1780803203582764","2.1780803203582764"
"182","3.3163726329803467","3.3163726329803467","3.3163726329803467"
"183","3.3163726329803467","3.3163726329803467","3.3163726329803467"
"184","2.0937936305999756","2.0937936305999756","2.0937936305999756"
"185","2.0937936305999756","2.0937936305999756","2.0937936305999756"
"186","1.971351146697998","1.971351146697998","1.971351146697998"
"187","1.971351146697998","1.971351146697998","1.971351146697998"
"188","2.0888469219207764","2.0888469219207764","2.0888469219207764"
"189","2.0888469219207764","2.0888469219207764","2.0888469219207764"
"190","2.045283555984497","2.045283555984497","2.045283555984497"
"191","2.045283555984497","2.045283555984497","2.045283555984497"
"192","2.104749917984009","2.104749917984009","2.104749917984009"
"193","2.104749917984009","2.104749917984009","2.104749917984009"
"194","2.0209641456604004","2.0209641456604004","2.0209641456604004"
"195","2.0209641456604004","2.0209641456604004","2.0209641456604004"
"196","1.9966282844543457","1.9966282844543457","1.9966282844543457"
"197","1.9966282844543457","1.9966282844543457","1.9966282844543457"
"198","2.09724760055542","2.09724760055542","2.09724760055542"
"199","2.09724760055542","2.09724760055542","2.09724760055542"
"200","2.3486435413360596","2.3486435413360596","2.3486435413360596"
"201","2.3486435413360596","2.3486435413360596","2.3486435413360596"
"202","2.2192084789276123","2.2192084789276123","2.2192084789276123"
"203","2.2192084789276123","2.2192084789276123","2.2192084789276123"
"204","2.6279525756835938","2.6279525756835938","2.6279525756835938"
"205","2.6279525756835938","2.6279525756835938","2.6279525756835938"
"206","2.5626614093780518","2.5626614093780518","2.5626614093780518"
"207","2.5626614093780518","2.5626614093780518","2.5626614093780518"
"208","2.044719696044922","2.044719696044922","2.044719696044922"
"209","2.044719696044922","2.044719696044922","2.044719696044922"
"210","2.6932573318481445","2.6932573318481445","2.6932573318481445"
"211","2.6932573318481445","2.6932573318481445","2.6932573318481445"
"212","2.2875592708587646","2.2875592708587646","2.2875592708587646"
"213","2.2875592708587646","2.2875592708587646","2.2875592708587646"
"214","2.223893404006958","2.223893404006958","2.223893404006958"
"215","2.223893404006958","2.223893404006958","2.223893404006958"
"216","3.30513334274292","3.30513334274292","3.30513334274292"
"217","3.30513334274292","3.30513334274292","3.30513334274292"
"218","2.6823084354400635","2.6823084354400635","2.6823084354400635"
"219","2.6823084354400635","2.6823084354400635","2.6823084354400635"
"220","2.1890172958374023","2.1890172958374023","2.1890172958374023"
"221","2.1890172958374023","2.1890172958374023","2.1890172958374023"
"222","2.4842023849487305","2.4842023849487305","2.4842023849487305"
"223","2.4842023849487305","2.4842023849487305","2.4842023849487305"
"224","2.06427264213562","2.06427264213562","2.06427264213562"
"225","2.06427264213562","2.06427264213562","2.06427264213562"
"226","2.0209238529205322","2.0209238529205322","2.0209238529205322"
"227","2.0209238529205322","2.0209238529205322","2.0209238529205322"
"228","2.320526599884033","2.320526599884033","2.320526599884033"
"229","2.320526599884033","2.320526599884033","2.320526599884033"
"230","2.233330011367798","2.233330011367798","2.233330011367798"
"231","2.233330011367798","2.233330011367798","2.233330011367798"
"232","2.40559458732605","2.40559458732605","2.40559458732605"
"233","2.40559458732605","2.40559458732605","2.40559458732605"
"234","2.388362407684326","2.388362407684326","2.388362407684326"
"235","2.388362407684326","2.388362407684326","2.388362407684326"
"236","2.01059627532959","2.01059627532959","2.01059627532959"
"237","2.01059627532959","2.01059627532959","2.01059627532959"
"238","2.1219964027404785","2.1219964027404785","2.1219964027404785"
"239","2.1219964027404785","2.1219964027404785","2.1219964027404785"
"240","2.518397808074951","2.518397808074951","2.518397808074951"
"241","2.518397808074951","2.518397808074951","2.518397808074951"
"242","2.0503110885620117","2.0503110885620117","2.0503110885620117"
"243","2.0503110885620117","2.0503110885620117","2.0503110885620117"
"244","2.133409023284912","2.133409023284912","2.133409023284912"
"245","2.133409023284912","2.133409023284912","2.133409023284912"
"246","2.2276816368103027","2.2276816368103027","2.2276816368103027"
"247","2.2276816368103027","2.2276816368103027","2.2276816368103027"
"248","2.040412425994873","2.040412425994873","2.040412425994873"
"249","2.040412425994873","2.040412425994873","2.040412425994873"
"250","2.477217435836792","2.477217435836792","2.477217435836792"
"251","2.477217435836792","2.477217435836792","2.477217435836792"
"252","2.0656564235687256","2.0656564235687256","2.0656564235687256"
"253","2.0656564235687256","2.0656564235687256","2.0656564235687256"
"254","1.9678351879119873","1.9678351879119873","1.9678351879119873"
"255","1.9678351879119873","1.9678351879119873","1.9678351879119873"
"256","2.026820182800293","2.026820182800293","2.026820182800293"
"257","2.026820182800293","2.026820182800293","2.026820182800293"
"258","1.9367645978927612","1.9367645978927612","1.9367645978927612"
"259","1.9367645978927612","1.9367645978927612","1.9367645978927612"
"260","2.0971615314483643","2.0971615314483643","2.0971615314483643"
"261","2.0971615314483643","2.0971615314483643","2.0971615314483643"
"262","2.119174003601074","2.119174003601074","2.119174003601074"
"263","2.119174003601074","2.119174003601074","2.119174003601074"
"264","2.397092342376709","2.397092342376709","2.397092342376709"
"265","2.397092342376709","2.397092342376709","2.397092342376709"
"266","2.010906934738159","2.010906934738159","2.010906934738159"
"267","2.010906934738159","2.010906934738159","2.010906934738159"
"268","2.1787545680999756","2.1787545680999756","2.1787545680999756"
"269","2.1787545680999756","2.1787545680999756","2.1787545680999756"
"270","1.8498207330703735","1.8498207330703735","1.8498207330703735"
"271","1.8498207330703735","1.8498207330703735","1.8498207330703735"
"272","1.991996169090271","1.991996169090271","1.991996169090271"
"273","1.991996169090271","1.991996169090271","1.991996169090271"
"274","2.387310743331909","2.387310743331909","2.387310743331909"
"275","2.387310743331909","2.387310743331909","2.387310743331909"
"276","1.9905983209609985","1.9905983209609985","1.9905983209609985"
"277","1.9905983209609985","1.9905983209609985","1.9905983209609985"
"278","2.2847914695739746","2.2847914695739746","2.2847914695739746"
"279","2.2847914695739746","2.2847914695739746","2.2847914695739746"
"280","2.1836886405944824","2.1836886405944824","2.1836886405944824"
"281","2.1836886405944824","2.1836886405944824","2.1836886405944824"
"282","2.0204825401306152","2.0204825401306152","2.0204825401306152"
"283","2.0204825401306152","2.0204825401306152","2.0204825401306152"
"284","2.055790901184082","2.055790901184082","2.055790901184082"
"285","2.055790901184082","2.055790901184082","2.055790901184082"
"286","2.0969371795654297","2.0969371795654297","2.0969371795654297"
"287","2.0969371795654297","2.0969371795654297","2.0969371795654297"
"288","2.0081892013549805","2.0081892013549805","2.0081892013549805"
"289","2.0081892013549805","2.0081892013549805","2.0081892013549805"
"290","2.009277820587158","2.009277820587158","2.009277820587158"
"291","2.009277820587158","2.009277820587158","2.009277820587158"
"292","2.2654683589935303","2.2654683589935303","2.2654683589935303"
"293","2.2654683589935303","2.2654683589935303","2.2654683589935303"
"294","2.051527738571167","2.051527738571167","2.051527738571167"
"295","2.051527738571167","2.051527738571167","2.051527738571167"
"296","2.4719581604003906","2.4719581604003906","2.4719581604003906"
"297","2.4719581604003906","2.4719581604003906","2.4719581604003906"
"298","2.2062265872955322","2.2062265872955322","2.2062265872955322"
"299","2.2062265872955322","2.2062265872955322","2.2062265872955322"
"300","2.170257568359375","2.170257568359375","2.170257568359375"
"301","2.170257568359375","2.170257568359375","2.170257568359375"
"302","2.163888454437256","2.163888454437256","2.163888454437256"
"303","2.163888454437256","2.163888454437256","2.163888454437256"
"304","1.9786677360534668","1.9786677360534668","1.9786677360534668"
"305","1.9786677360534668","1.9786677360534668","1.9786677360534668"
"306","2.121307849884033","2.121307849884033","2.121307849884033"
"307","2.121307849884033","2.121307849884033","2.121307849884033"
"308","2.1942951679229736","2.1942951679229736","2.1942951679229736"
"309","2.1942951679229736","2.1942951679229736","2.1942951679229736"
"310","2.0367367267608643","2.0367367267608643","2.0367367267608643"
"311","2.0367367267608643","2.0367367267608643","2.0367367267608643"
"312","1.8945094347000122","1.8945094347000122","1.8945094347000122"
"313","1.8945094347000122","1.8945094347000122","1.8945094347000122"
"314","2.4059486389160156","2.4059486389160156","2.4059486389160156"
"315","2.4059486389160156","2.4059486389160156","2.4059486389160156"
"316","2.0542304515838623","2.0542304515838623","2.0542304515838623"
"317","2.0542304515838623","2.0542304515838623","2.0542304515838623"
"318","2.436969041824341","2.436969041824341","2.436969041824341"
"319","2.436969041824341","2.436969041824341","2.436969041824341"
"320","1.8791842460632324","1.8791842460632324","1.8791842460632324"
"321","1.8791842460632324","1.8791842460632324","1.8791842460632324"
"322","2.1495211124420166","2.1495211124420166","2.1495211124420166"
"323","2.1495211124420166","2.1495211124420166","2.1495211124420166"
"324","1.9498322010040283","1.9498322010040283","1.9498322010040283"
"325","1.9498322010040283","1.9498322010040283","1.9498322010040283"
"326","1.9403902292251587","1.9403902292251587","1.9403902292251587"
"327","1.9403902292251587","1.9403902292251587","1.9403902292251587"
"328","1.9628523588180542","1.9628523588180542","1.9628523588180542"
"329","1.9628523588180542","1.9628523588180542","1.9628523588180542"
"330","2.0027573108673096","2.0027573108673096","2.0027573108673096"
"331","2.0027573108673096","2.0027573108673096","2.0027573108673096"
"332","2.2568304538726807","2.2568304538726807","2.2568304538726807"
"333","2.2568304538726807","2.2568304538726807","2.2568304538726807"
"334","1.9322469234466553","1.9322469234466553","1.9322469234466553"
"335","1.9322469234466553","1.9322469234466553","1.9322469234466553"
"336","2.2370107173919678","2.2370107173919678","2.2370107173919678"
"337","2.2370107173919678","2.2370107173919678","2.2370107173919678"
"338","1.9427703619003296","1.9427703619003296","1.9427703619003296"
"339","1.9427703619003296","1.9427703619003296","1.9427703619003296"
"340","2.171180248260498","2.171180248260498","2.171180248260498"
"341","2.171180248260498","2.171180248260498","2.171180248260498"
"342","2.178333282470703","2.178333282470703","2.178333282470703"
"343","2.178333282470703","2.178333282470703","2.178333282470703"
"344","1.8593491315841675","1.8593491315841675","1.8593491315841675"
"345","1.8593491315841675","1.8593491315841675","1.8593491315841675"
"346","1.7772934436798096","1.7772934436798096","1.7772934436798096"
"347","1.7772934436798096","1.7772934436798096","1.7772934436798096"
"348","2.136155605316162","2.136155605316162","2.136155605316162"
"349","2.136155605316162","2.136155605316162","2.136155605316162"
"350","2.0252270698547363","2.0252270698547363","2.0252270698547363"
"351","2.0252270698547363","2.0252270698547363","2.0252270698547363"
"352","2.0137853622436523","2.0137853622436523","2.0137853622436523"
"353","2.0137853622436523","2.0137853622436523","2.0137853622436523"
"354","2.024430751800537","2.024430751800537","2.024430751800537"
"355","2.024430751800537","2.024430751800537","2.024430751800537"
"356","2.0712132453918457","2.0712132453918457","2.0712132453918457"
"357","2.0712132453918457","2.0712132453918457","2.0712132453918457"
"358","1.7828782796859741","1.7828782796859741","1.7828782796859741"
"359","1.7828782796859741","1.7828782796859741","1.7828782796859741"
"360","1.9942156076431274","1.9942156076431274","1.9942156076431274"
"361","1.9942156076431274","1.9942156076431274","1.9942156076431274"
"362","1.9014123678207397","1.9014123678207397","1.9014123678207397"
"363","1.9014123678207397","1.9014123678207397","1.9014123678207397"
"364","1.7710272073745728","1.7710272073745728","1.7710272073745728"
"365","1.7710272073745728","1.7710272073745728","1.7710272073745728"
"366","1.86249840259552","1.86249840259552","1.86249840259552"
"367","1.86249840259552","1.86249840259552","1.86249840259552"
"368","1.8640238046646118","1.8640238046646118","1.8640238046646118"
"369","1.8640238046646118","1.8640238046646118","1.8640238046646118"
"370","2.071497917175293","2.071497917175293","2.071497917175293"
"371","2.071497917175293","2.071497917175293","2.071497917175293"
"372","1.8368810415267944","1.8368810415267944","1.8368810415267944"
"373","1.8368810415267944","1.8368810415267944","1.8368810415267944"
"374","1.8918557167053223","1.8918557167053223","1.8918557167053223"
"375","1.8918557167053223","1.8918557167053223","1.8918557167053223"
"376","2.024176836013794","2.024176836013794","2.024176836013794"
"377","2.024176836013794","2.024176836013794","2.024176836013794"
"378","1.709694504737854","1.709694504737854","1.709694504737854"
"379","1.709694504737854","1.709694504737854","1.709694504737854"
"380","2.077007293701172","2.077007293701172","2.077007293701172"
"381","2.077007293701172","2.077007293701172","2.077007293701172"
"382","2.0123214721679688","2.0123214721679688","2.0123214721679688"
"383","2.0123214721679688","2.0123214721679688","2.0123214721679688"
"384","1.9112765789031982","1.9112765789031982","1.9112765789031982"
"385","1.9112765789031982","1.9112765789031982","1.9112765789031982"
"386","2.023897171020508","2.023897171020508","2.023897171020508"
"387","2.023897171020508","2.023897171020508","2.023897171020508"
"388","1.8417459726333618","1.8417459726333618","1.8417459726333618"
"389","1.8417459726333618","1.8417459726333618","1.8417459726333618"
"390","2.0252037048339844","2.0252037048339844","2.0252037048339844"
"391","2.0252037048339844","2.0252037048339844","2.0252037048339844"
"392","2.2240912914276123","2.2240912914276123","2.2240912914276123"
"393","2.2240912914276123","2.2240912914276123","2.2240912914276123"
"394","1.8743573427200317","1.8743573427200317","1.8743573427200317"
"395","1.8743573427200317","1.8743573427200317","1.8743573427200317"
"396","2.2371883392333984","2.2371883392333984","2.2371883392333984"
"397","2.2371883392333984","2.2371883392333984","2.2371883392333984"
"398","1.8266782760620117","1.8266782760620117","1.8266782760620117"
"399","1.8266782760620117","1.8266782760620117","1.8266782760620117"
"400","1.9674748182296753","1.9674748182296753","1.9674748182296753"
"401","1.9674748182296753","1.9674748182296753","1.9674748182296753"
"402","2.0031580924987793","2.0031580924987793","2.0031580924987793"
"403","2.0031580924987793","2.0031580924987793","2.0031580924987793"
"404","2.083289623260498","2.083289623260498","2.083289623260498"
"405","2.083289623260498","2.083289623260498","2.083289623260498"
"406","1.7683573961257935","1.7683573961257935","1.7683573961257935"
"407","1.7683573961257935","1.7683573961257935","1.7683573961257935"
"408","2.075880765914917","2.075880765914917","2.075880765914917"
"409","2.075880765914917","2.075880765914917","2.075880765914917"
"410","1.7203974723815918","1.7203974723815918","1.7203974723815918"
"411","1.7203974723815918","1.7203974723815918","1.7203974723815918"
"412","2.1335015296936035","2.1335015296936035","2.1335015296936035"
"413","2.1335015296936035","2.1335015296936035","2.1335015296936035"
"414","2.144619941711426","2.144619941711426","2.144619941711426"
"415","2.144619941711426","2.144619941711426","2.144619941711426"
"416","2.027026414871216","2.027026414871216","2.027026414871216"
"417","2.027026414871216","2.027026414871216","2.027026414871216"
"418","2.4814610481262207","2.4814610481262207","2.4814610481262207"
"419","2.4814610481262207","2.4814610481262207","2.4814610481262207"
"420","1.8889384269714355","1.8889384269714355","1.8889384269714355"
"421","1.8889384269714355","1.8889384269714355","1.8889384269714355"
"422","1.901570439338684","1.901570439338684","1.901570439338684"
"423","1.901570439338684","1.901570439338684","1.901570439338684"
"424","2.2642245292663574","2.2642245292663574","2.2642245292663574"
"425","2.2642245292663574","2.2642245292663574","2.2642245292663574"
"426","1.9531422853469849","1.9531422853469849","1.9531422853469849"
"427","1.9531422853469849","1.9531422853469849","1.9531422853469849"
"428","1.8128023147583008","1.8128023147583008","1.8128023147583008"
"429","1.8128023147583008","1.8128023147583008","1.8128023147583008"
"430","2.012908697128296","2.012908697128296","2.012908697128296"
"431","2.012908697128296","2.012908697128296","2.012908697128296"
"432","1.7457435131072998","1.7457435131072998","1.7457435131072998"
"433","1.7457435131072998","1.7457435131072998","1.7457435131072998"
"434","1.9510436058044434","1.9510436058044434","1.9510436058044434"
"435","1.9510436058044434","1.9510436058044434","1.9510436058044434"
"436","1.7262061834335327","1.7262061834335327","1.7262061834335327"
"437","1.7262061834335327","1.7262061834335327","1.7262061834335327"
"438","1.9926608800888062","1.9926608800888062","1.9926608800888062"
"439","1.9926608800888062","1.9926608800888062","1.9926608800888062"
"440","1.9381166696548462","1.9381166696548462","1.9381166696548462"
"441","1.9381166696548462","1.9381166696548462","1.9381166696548462"
"442","2.0172412395477295","2.0172412395477295","2.0172412395477295"
"443","2.0172412395477295","2.0172412395477295","2.0172412395477295"
"444","1.8482208251953125","1.8482208251953125","1.8482208251953125"
"445","1.8482208251953125","1.8482208251953125","1.8482208251953125"
"446","1.680159091949463","1.680159091949463","1.680159091949463"
"447","1.680159091949463","1.680159091949463","1.680159091949463"
"448","1.6398944854736328","1.6398944854736328","1.6398944854736328"
"449","1.6398944854736328","1.6398944854736328","1.6398944854736328"
"450","1.705342411994934","1.705342411994934","1.705342411994934"
"451","1.705342411994934","1.705342411994934","1.705342411994934"
"452","1.7199434041976929","1.7199434041976929","1.7199434041976929"
"453","1.7199434041976929","1.7199434041976929","1.7199434041976929"
"454","1.9830703735351562","1.9830703735351562","1.9830703735351562"
"455","1.9830703735351562","1.9830703735351562","1.9830703735351562"
"456","1.6148642301559448","1.6148642301559448","1.6148642301559448"
"457","1.6148642301559448","1.6148642301559448","1.6148642301559448"
"458","1.6978286504745483","1.6978286504745483","1.6978286504745483"
"459","1.6978286504745483","1.6978286504745483","1.6978286504745483"
"460","1.8996102809906006","1.8996102809906006","1.8996102809906006"
"461","1.8996102809906006","1.8996102809906006","1.8996102809906006"
"462","1.7259608507156372","1.7259608507156372","1.7259608507156372"
"463","1.7259608507156372","1.7259608507156372","1.7259608507156372"
"464","1.859200358390808","1.859200358390808","1.859200358390808"
"465","1.859200358390808","1.859200358390808","1.859200358390808"
"466","1.74600350856781","1.74600350856781","1.74600350856781"
"467","1.74600350856781","1.74600350856781","1.74600350856781"
"468","1.7473477125167847","1.7473477125167847","1.7473477125167847"
"469","1.7473477125167847","1.7473477125167847","1.7473477125167847"
"470","1.6401292085647583","1.6401292085647583","1.6401292085647583"
"471","1.6401292085647583","1.6401292085647583","1.6401292085647583"
