"Step","gallant-terrain-3 - train/grad_norm","gallant-terrain-3 - train/grad_norm__MIN","gallant-terrain-3 - train/grad_norm__MAX"
"0","Infinity","",""
"1","Infinity","",""
"2","Infinity","",""
"3","Infinity","",""
"4","Infinity","",""
"5","Infinity","",""
"6","Infinity","",""
"7","Infinity","",""
"46","18.675556182861328","18.675556182861328","18.675556182861328"
"47","18.675556182861328","18.675556182861328","18.675556182861328"
"48","14.754990577697754","14.754990577697754","14.754990577697754"
"49","14.754990577697754","14.754990577697754","14.754990577697754"
"50","12.98340892791748","12.98340892791748","12.98340892791748"
"51","12.98340892791748","12.98340892791748","12.98340892791748"
"52","29.762338638305664","29.762338638305664","29.762338638305664"
"53","29.762338638305664","29.762338638305664","29.762338638305664"
"54","12.527481079101562","12.527481079101562","12.527481079101562"
"55","12.527481079101562","12.527481079101562","12.527481079101562"
"56","12.712226867675781","12.712226867675781","12.712226867675781"
"57","12.712226867675781","12.712226867675781","12.712226867675781"
"58","13.295697212219238","13.295697212219238","13.295697212219238"
"59","13.295697212219238","13.295697212219238","13.295697212219238"
"60","12.886933326721191","12.886933326721191","12.886933326721191"
"61","12.886933326721191","12.886933326721191","12.886933326721191"
"62","11.937325477600098","11.937325477600098","11.937325477600098"
"63","11.937325477600098","11.937325477600098","11.937325477600098"
"64","8.524638175964355","8.524638175964355","8.524638175964355"
"65","8.524638175964355","8.524638175964355","8.524638175964355"
"66","8.204851150512695","8.204851150512695","8.204851150512695"
"67","8.204851150512695","8.204851150512695","8.204851150512695"
"68","7.874671459197998","7.874671459197998","7.874671459197998"
"69","7.874671459197998","7.874671459197998","7.874671459197998"
"70","9.033175468444824","9.033175468444824","9.033175468444824"
"71","9.033175468444824","9.033175468444824","9.033175468444824"
"72","11.022022247314453","11.022022247314453","11.022022247314453"
"73","11.022022247314453","11.022022247314453","11.022022247314453"
"74","9.482760429382324","9.482760429382324","9.482760429382324"
"75","9.482760429382324","9.482760429382324","9.482760429382324"
"76","9.272476196289062","9.272476196289062","9.272476196289062"
"77","9.272476196289062","9.272476196289062","9.272476196289062"
"78","8.550310134887695","8.550310134887695","8.550310134887695"
"79","8.550310134887695","8.550310134887695","8.550310134887695"
"80","7.414637565612793","7.414637565612793","7.414637565612793"
"81","7.414637565612793","7.414637565612793","7.414637565612793"
"82","5.626790523529053","5.626790523529053","5.626790523529053"
"83","5.626790523529053","5.626790523529053","5.626790523529053"
"84","6.217610836029053","6.217610836029053","6.217610836029053"
"85","6.217610836029053","6.217610836029053","6.217610836029053"
"86","6.149967193603516","6.149967193603516","6.149967193603516"
"87","6.149967193603516","6.149967193603516","6.149967193603516"
"88","6.012486934661865","6.012486934661865","6.012486934661865"
"89","6.012486934661865","6.012486934661865","6.012486934661865"
"90","6.008885383605957","6.008885383605957","6.008885383605957"
"91","6.008885383605957","6.008885383605957","6.008885383605957"
"92","5.361150741577148","5.361150741577148","5.361150741577148"
"93","5.361150741577148","5.361150741577148","5.361150741577148"
"94","4.850668430328369","4.850668430328369","4.850668430328369"
"95","4.850668430328369","4.850668430328369","4.850668430328369"
"96","4.920080661773682","4.920080661773682","4.920080661773682"
"97","4.920080661773682","4.920080661773682","4.920080661773682"
"98","4.691182613372803","4.691182613372803","4.691182613372803"
"99","4.691182613372803","4.691182613372803","4.691182613372803"
"100","4.688345432281494","4.688345432281494","4.688345432281494"
"101","4.688345432281494","4.688345432281494","4.688345432281494"
"102","4.369668006896973","4.369668006896973","4.369668006896973"
"103","4.369668006896973","4.369668006896973","4.369668006896973"
"104","3.7319235801696777","3.7319235801696777","3.7319235801696777"
"105","3.7319235801696777","3.7319235801696777","3.7319235801696777"
"106","4.1176958084106445","4.1176958084106445","4.1176958084106445"
"107","4.1176958084106445","4.1176958084106445","4.1176958084106445"
"108","3.8146443367004395","3.8146443367004395","3.8146443367004395"
"109","3.8146443367004395","3.8146443367004395","3.8146443367004395"
"110","3.6442651748657227","3.6442651748657227","3.6442651748657227"
"111","3.6442651748657227","3.6442651748657227","3.6442651748657227"
"112","3.1299679279327393","3.1299679279327393","3.1299679279327393"
"113","3.1299679279327393","3.1299679279327393","3.1299679279327393"
"114","3.6006860733032227","3.6006860733032227","3.6006860733032227"
"115","3.6006860733032227","3.6006860733032227","3.6006860733032227"
"116","3.3682875633239746","3.3682875633239746","3.3682875633239746"
"117","3.3682875633239746","3.3682875633239746","3.3682875633239746"
"118","3.908006429672241","3.908006429672241","3.908006429672241"
"119","3.908006429672241","3.908006429672241","3.908006429672241"
"120","2.8236498832702637","2.8236498832702637","2.8236498832702637"
"121","2.8236498832702637","2.8236498832702637","2.8236498832702637"
"122","3.5820677280426025","3.5820677280426025","3.5820677280426025"
"123","3.5820677280426025","3.5820677280426025","3.5820677280426025"
"124","3.8240468502044678","3.8240468502044678","3.8240468502044678"
"125","3.8240468502044678","3.8240468502044678","3.8240468502044678"
"126","2.545016288757324","2.545016288757324","2.545016288757324"
"127","2.545016288757324","2.545016288757324","2.545016288757324"
"128","2.6312177181243896","2.6312177181243896","2.6312177181243896"
"129","2.6312177181243896","2.6312177181243896","2.6312177181243896"
"130","3.9093101024627686","3.9093101024627686","3.9093101024627686"
"131","3.9093101024627686","3.9093101024627686","3.9093101024627686"
"132","3.371345043182373","3.371345043182373","3.371345043182373"
"133","3.371345043182373","3.371345043182373","3.371345043182373"
"134","2.4723527431488037","2.4723527431488037","2.4723527431488037"
"135","2.4723527431488037","2.4723527431488037","2.4723527431488037"
"136","2.789001703262329","2.789001703262329","2.789001703262329"
"137","2.789001703262329","2.789001703262329","2.789001703262329"
"138","2.953639268875122","2.953639268875122","2.953639268875122"
"139","2.953639268875122","2.953639268875122","2.953639268875122"
"140","2.4399635791778564","2.4399635791778564","2.4399635791778564"
"141","2.4399635791778564","2.4399635791778564","2.4399635791778564"
"142","2.646042585372925","2.646042585372925","2.646042585372925"
"143","2.646042585372925","2.646042585372925","2.646042585372925"
"144","2.7282230854034424","2.7282230854034424","2.7282230854034424"
"145","2.7282230854034424","2.7282230854034424","2.7282230854034424"
"146","2.3358774185180664","2.3358774185180664","2.3358774185180664"
"147","2.3358774185180664","2.3358774185180664","2.3358774185180664"
"148","2.5653111934661865","2.5653111934661865","2.5653111934661865"
"149","2.5653111934661865","2.5653111934661865","2.5653111934661865"
"150","2.2864339351654053","2.2864339351654053","2.2864339351654053"
"151","2.2864339351654053","2.2864339351654053","2.2864339351654053"
"152","2.00344181060791","2.00344181060791","2.00344181060791"
"153","2.00344181060791","2.00344181060791","2.00344181060791"
"154","2.805816411972046","2.805816411972046","2.805816411972046"
"155","2.805816411972046","2.805816411972046","2.805816411972046"
"156","2.2475149631500244","2.2475149631500244","2.2475149631500244"
"157","2.2475149631500244","2.2475149631500244","2.2475149631500244"
"158","1.9287097454071045","1.9287097454071045","1.9287097454071045"
"159","1.9287097454071045","1.9287097454071045","1.9287097454071045"
"160","1.9952070713043213","1.9952070713043213","1.9952070713043213"
"161","1.9952070713043213","1.9952070713043213","1.9952070713043213"
"162","2.1560723781585693","2.1560723781585693","2.1560723781585693"
"163","2.1560723781585693","2.1560723781585693","2.1560723781585693"
"164","1.9280139207839966","1.9280139207839966","1.9280139207839966"
"165","1.9280139207839966","1.9280139207839966","1.9280139207839966"
"166","2.050800085067749","2.050800085067749","2.050800085067749"
"167","2.050800085067749","2.050800085067749","2.050800085067749"
"168","1.9160891771316528","1.9160891771316528","1.9160891771316528"
"169","1.9160891771316528","1.9160891771316528","1.9160891771316528"
"170","2.0446975231170654","2.0446975231170654","2.0446975231170654"
"171","2.0446975231170654","2.0446975231170654","2.0446975231170654"
"172","2.139012098312378","2.139012098312378","2.139012098312378"
"173","2.139012098312378","2.139012098312378","2.139012098312378"
"174","2.046246290206909","2.046246290206909","2.046246290206909"
"175","2.046246290206909","2.046246290206909","2.046246290206909"
"176","2.210373878479004","2.210373878479004","2.210373878479004"
"177","2.210373878479004","2.210373878479004","2.210373878479004"
"178","2.3631834983825684","2.3631834983825684","2.3631834983825684"
"179","2.3631834983825684","2.3631834983825684","2.3631834983825684"
"180","1.9923558235168457","1.9923558235168457","1.9923558235168457"
"181","1.9923558235168457","1.9923558235168457","1.9923558235168457"
"182","3.196406364440918","3.196406364440918","3.196406364440918"
"183","3.196406364440918","3.196406364440918","3.196406364440918"
"184","2.1845741271972656","2.1845741271972656","2.1845741271972656"
"185","2.1845741271972656","2.1845741271972656","2.1845741271972656"
"186","1.7896404266357422","1.7896404266357422","1.7896404266357422"
"187","1.7896404266357422","1.7896404266357422","1.7896404266357422"
"188","1.785072922706604","1.785072922706604","1.785072922706604"
"189","1.785072922706604","1.785072922706604","1.785072922706604"
"190","2.0589568614959717","2.0589568614959717","2.0589568614959717"
"191","2.0589568614959717","2.0589568614959717","2.0589568614959717"
"192","1.8464996814727783","1.8464996814727783","1.8464996814727783"
"193","1.8464996814727783","1.8464996814727783","1.8464996814727783"
"194","2.1474883556365967","2.1474883556365967","2.1474883556365967"
"195","2.1474883556365967","2.1474883556365967","2.1474883556365967"
"196","1.8942996263504028","1.8942996263504028","1.8942996263504028"
"197","1.8942996263504028","1.8942996263504028","1.8942996263504028"
"198","1.8476922512054443","1.8476922512054443","1.8476922512054443"
"199","1.8476922512054443","1.8476922512054443","1.8476922512054443"
"200","2.4841082096099854","2.4841082096099854","2.4841082096099854"
"201","2.4841082096099854","2.4841082096099854","2.4841082096099854"
"202","2.4609556198120117","2.4609556198120117","2.4609556198120117"
"203","2.4609556198120117","2.4609556198120117","2.4609556198120117"
"204","2.626140832901001","2.626140832901001","2.626140832901001"
"205","2.626140832901001","2.626140832901001","2.626140832901001"
"206","2.944943428039551","2.944943428039551","2.944943428039551"
"207","2.944943428039551","2.944943428039551","2.944943428039551"
"208","1.8745324611663818","1.8745324611663818","1.8745324611663818"
"209","1.8745324611663818","1.8745324611663818","1.8745324611663818"
"210","2.948970317840576","2.948970317840576","2.948970317840576"
"211","2.948970317840576","2.948970317840576","2.948970317840576"
"212","3.2184531688690186","3.2184531688690186","3.2184531688690186"
"213","3.2184531688690186","3.2184531688690186","3.2184531688690186"
"214","2.2111055850982666","2.2111055850982666","2.2111055850982666"
"215","2.2111055850982666","2.2111055850982666","2.2111055850982666"
"216","3.1293039321899414","3.1293039321899414","3.1293039321899414"
"217","3.1293039321899414","3.1293039321899414","3.1293039321899414"
"218","3.576308250427246","3.576308250427246","3.576308250427246"
"219","3.576308250427246","3.576308250427246","3.576308250427246"
"220","2.221789836883545","2.221789836883545","2.221789836883545"
"221","2.221789836883545","2.221789836883545","2.221789836883545"
"222","2.135258197784424","2.135258197784424","2.135258197784424"
"223","2.135258197784424","2.135258197784424","2.135258197784424"
"224","2.8089118003845215","2.8089118003845215","2.8089118003845215"
"225","2.8089118003845215","2.8089118003845215","2.8089118003845215"
"226","1.9137561321258545","1.9137561321258545","1.9137561321258545"
"227","1.9137561321258545","1.9137561321258545","1.9137561321258545"
"228","1.820163369178772","1.820163369178772","1.820163369178772"
"229","1.820163369178772","1.820163369178772","1.820163369178772"
"230","3.130951404571533","3.130951404571533","3.130951404571533"
"231","3.130951404571533","3.130951404571533","3.130951404571533"
"232","2.218763828277588","2.218763828277588","2.218763828277588"
"233","2.218763828277588","2.218763828277588","2.218763828277588"
"234","2.0235254764556885","2.0235254764556885","2.0235254764556885"
"235","2.0235254764556885","2.0235254764556885","2.0235254764556885"
"236","1.8973252773284912","1.8973252773284912","1.8973252773284912"
"237","1.8973252773284912","1.8973252773284912","1.8973252773284912"
"238","2.220973491668701","2.220973491668701","2.220973491668701"
"239","2.220973491668701","2.220973491668701","2.220973491668701"
"240","2.4998574256896973","2.4998574256896973","2.4998574256896973"
"241","2.4998574256896973","2.4998574256896973","2.4998574256896973"
"242","2.450368881225586","2.450368881225586","2.450368881225586"
"243","2.450368881225586","2.450368881225586","2.450368881225586"
"244","1.9559814929962158","1.9559814929962158","1.9559814929962158"
"245","1.9559814929962158","1.9559814929962158","1.9559814929962158"
"246","2.4050822257995605","2.4050822257995605","2.4050822257995605"
"247","2.4050822257995605","2.4050822257995605","2.4050822257995605"
"248","2.2917327880859375","2.2917327880859375","2.2917327880859375"
"249","2.2917327880859375","2.2917327880859375","2.2917327880859375"
"250","1.8786258697509766","1.8786258697509766","1.8786258697509766"
"251","1.8786258697509766","1.8786258697509766","1.8786258697509766"
"252","2.0573153495788574","2.0573153495788574","2.0573153495788574"
"253","2.0573153495788574","2.0573153495788574","2.0573153495788574"
"254","1.9109416007995605","1.9109416007995605","1.9109416007995605"
"255","1.9109416007995605","1.9109416007995605","1.9109416007995605"
"256","1.8281880617141724","1.8281880617141724","1.8281880617141724"
"257","1.8281880617141724","1.8281880617141724","1.8281880617141724"
"258","1.8941444158554077","1.8941444158554077","1.8941444158554077"
"259","1.8941444158554077","1.8941444158554077","1.8941444158554077"
"260","2.1498050689697266","2.1498050689697266","2.1498050689697266"
"261","2.1498050689697266","2.1498050689697266","2.1498050689697266"
"262","2.029576063156128","2.029576063156128","2.029576063156128"
"263","2.029576063156128","2.029576063156128","2.029576063156128"
"264","2.5007481575012207","2.5007481575012207","2.5007481575012207"
"265","2.5007481575012207","2.5007481575012207","2.5007481575012207"
"266","1.8928338289260864","1.8928338289260864","1.8928338289260864"
"267","1.8928338289260864","1.8928338289260864","1.8928338289260864"
"268","1.9952911138534546","1.9952911138534546","1.9952911138534546"
"269","1.9952911138534546","1.9952911138534546","1.9952911138534546"
"270","1.975407361984253","1.975407361984253","1.975407361984253"
"271","1.975407361984253","1.975407361984253","1.975407361984253"
"272","1.8387211561203003","1.8387211561203003","1.8387211561203003"
"273","1.8387211561203003","1.8387211561203003","1.8387211561203003"
"274","2.6747424602508545","2.6747424602508545","2.6747424602508545"
"275","2.6747424602508545","2.6747424602508545","2.6747424602508545"
"276","1.9241001605987549","1.9241001605987549","1.9241001605987549"
"277","1.9241001605987549","1.9241001605987549","1.9241001605987549"
"278","2.1959972381591797","2.1959972381591797","2.1959972381591797"
"279","2.1959972381591797","2.1959972381591797","2.1959972381591797"
"280","2.193007469177246","2.193007469177246","2.193007469177246"
"281","2.193007469177246","2.193007469177246","2.193007469177246"
"282","1.8767791986465454","1.8767791986465454","1.8767791986465454"
"283","1.8767791986465454","1.8767791986465454","1.8767791986465454"
"284","2.004844903945923","2.004844903945923","2.004844903945923"
"285","2.004844903945923","2.004844903945923","2.004844903945923"
"286","2.3119330406188965","2.3119330406188965","2.3119330406188965"
"287","2.3119330406188965","2.3119330406188965","2.3119330406188965"
"288","1.8879743814468384","1.8879743814468384","1.8879743814468384"
"289","1.8879743814468384","1.8879743814468384","1.8879743814468384"
"290","2.1941373348236084","2.1941373348236084","2.1941373348236084"
"291","2.1941373348236084","2.1941373348236084","2.1941373348236084"
"292","2.7574713230133057","2.7574713230133057","2.7574713230133057"
"293","2.7574713230133057","2.7574713230133057","2.7574713230133057"
"294","2.0443899631500244","2.0443899631500244","2.0443899631500244"
"295","2.0443899631500244","2.0443899631500244","2.0443899631500244"
"296","2.463524103164673","2.463524103164673","2.463524103164673"
"297","2.463524103164673","2.463524103164673","2.463524103164673"
"298","3.0213687419891357","3.0213687419891357","3.0213687419891357"
"299","3.0213687419891357","3.0213687419891357","3.0213687419891357"
"300","1.8699284791946411","1.8699284791946411","1.8699284791946411"
"301","1.8699284791946411","1.8699284791946411","1.8699284791946411"
"302","2.3210864067077637","2.3210864067077637","2.3210864067077637"
"303","2.3210864067077637","2.3210864067077637","2.3210864067077637"
"304","2.2366600036621094","2.2366600036621094","2.2366600036621094"
"305","2.2366600036621094","2.2366600036621094","2.2366600036621094"
"306","1.8769032955169678","1.8769032955169678","1.8769032955169678"
"307","1.8769032955169678","1.8769032955169678","1.8769032955169678"
"308","2.108644962310791","2.108644962310791","2.108644962310791"
"309","2.108644962310791","2.108644962310791","2.108644962310791"
"310","2.604156255722046","2.604156255722046","2.604156255722046"
"311","2.604156255722046","2.604156255722046","2.604156255722046"
"312","2.0127928256988525","2.0127928256988525","2.0127928256988525"
"313","2.0127928256988525","2.0127928256988525","2.0127928256988525"
"314","2.6278469562530518","2.6278469562530518","2.6278469562530518"
"315","2.6278469562530518","2.6278469562530518","2.6278469562530518"
"316","2.514420986175537","2.514420986175537","2.514420986175537"
"317","2.514420986175537","2.514420986175537","2.514420986175537"
"318","1.9461524486541748","1.9461524486541748","1.9461524486541748"
"319","1.9461524486541748","1.9461524486541748","1.9461524486541748"
"320","1.9247933626174927","1.9247933626174927","1.9247933626174927"
"321","1.9247933626174927","1.9247933626174927","1.9247933626174927"
"322","2.322876214981079","2.322876214981079","2.322876214981079"
"323","2.322876214981079","2.322876214981079","2.322876214981079"
"324","2.12152361869812","2.12152361869812","2.12152361869812"
"325","2.12152361869812","2.12152361869812","2.12152361869812"
"326","2.0193536281585693","2.0193536281585693","2.0193536281585693"
"327","2.0193536281585693","2.0193536281585693","2.0193536281585693"
"328","2.155782699584961","2.155782699584961","2.155782699584961"
"329","2.155782699584961","2.155782699584961","2.155782699584961"
"330","1.969828486442566","1.969828486442566","1.969828486442566"
"331","1.969828486442566","1.969828486442566","1.969828486442566"
"332","2.276798725128174","2.276798725128174","2.276798725128174"
"333","2.276798725128174","2.276798725128174","2.276798725128174"
"334","2.391080617904663","2.391080617904663","2.391080617904663"
"335","2.391080617904663","2.391080617904663","2.391080617904663"
"336","1.9576047658920288","1.9576047658920288","1.9576047658920288"
"337","1.9576047658920288","1.9576047658920288","1.9576047658920288"
"338","1.89935302734375","1.89935302734375","1.89935302734375"
"339","1.89935302734375","1.89935302734375","1.89935302734375"
"340","2.0516626834869385","2.0516626834869385","2.0516626834869385"
"341","2.0516626834869385","2.0516626834869385","2.0516626834869385"
"342","1.804486632347107","1.804486632347107","1.804486632347107"
"343","1.804486632347107","1.804486632347107","1.804486632347107"
"344","1.8509875535964966","1.8509875535964966","1.8509875535964966"
"345","1.8509875535964966","1.8509875535964966","1.8509875535964966"
"346","1.9428277015686035","1.9428277015686035","1.9428277015686035"
"347","1.9428277015686035","1.9428277015686035","1.9428277015686035"
"348","1.8500558137893677","1.8500558137893677","1.8500558137893677"
"349","1.8500558137893677","1.8500558137893677","1.8500558137893677"
"350","1.8853317499160767","1.8853317499160767","1.8853317499160767"
"351","1.8853317499160767","1.8853317499160767","1.8853317499160767"
"352","2.02724552154541","2.02724552154541","2.02724552154541"
"353","2.02724552154541","2.02724552154541","2.02724552154541"
"354","1.9122716188430786","1.9122716188430786","1.9122716188430786"
"355","1.9122716188430786","1.9122716188430786","1.9122716188430786"
"356","1.9049382209777832","1.9049382209777832","1.9049382209777832"
"357","1.9049382209777832","1.9049382209777832","1.9049382209777832"
"358","1.987834095954895","1.987834095954895","1.987834095954895"
"359","1.987834095954895","1.987834095954895","1.987834095954895"
"360","1.9733068943023682","1.9733068943023682","1.9733068943023682"
"361","1.9733068943023682","1.9733068943023682","1.9733068943023682"
"362","1.9556448459625244","1.9556448459625244","1.9556448459625244"
"363","1.9556448459625244","1.9556448459625244","1.9556448459625244"
"364","1.7629977464675903","1.7629977464675903","1.7629977464675903"
"365","1.7629977464675903","1.7629977464675903","1.7629977464675903"
"366","1.8349621295928955","1.8349621295928955","1.8349621295928955"
"367","1.8349621295928955","1.8349621295928955","1.8349621295928955"
"368","2.0395658016204834","2.0395658016204834","2.0395658016204834"
"369","2.0395658016204834","2.0395658016204834","2.0395658016204834"
"370","1.8305162191390991","1.8305162191390991","1.8305162191390991"
"371","1.8305162191390991","1.8305162191390991","1.8305162191390991"
"372","1.775704264640808","1.775704264640808","1.775704264640808"
"373","1.775704264640808","1.775704264640808","1.775704264640808"
"374","1.9039322137832642","1.9039322137832642","1.9039322137832642"
"375","1.9039322137832642","1.9039322137832642","1.9039322137832642"
"376","1.888382911682129","1.888382911682129","1.888382911682129"
"377","1.888382911682129","1.888382911682129","1.888382911682129"
"378","1.6717205047607422","1.6717205047607422","1.6717205047607422"
"379","1.6717205047607422","1.6717205047607422","1.6717205047607422"
"380","1.8453013896942139","1.8453013896942139","1.8453013896942139"
"381","1.8453013896942139","1.8453013896942139","1.8453013896942139"
"382","1.9298306703567505","1.9298306703567505","1.9298306703567505"
"383","1.9298306703567505","1.9298306703567505","1.9298306703567505"
"384","1.8807306289672852","1.8807306289672852","1.8807306289672852"
"385","1.8807306289672852","1.8807306289672852","1.8807306289672852"
"386","1.8259457349777222","1.8259457349777222","1.8259457349777222"
"387","1.8259457349777222","1.8259457349777222","1.8259457349777222"
"388","1.8865485191345215","1.8865485191345215","1.8865485191345215"
"389","1.8865485191345215","1.8865485191345215","1.8865485191345215"
"390","1.965492844581604","1.965492844581604","1.965492844581604"
"391","1.965492844581604","1.965492844581604","1.965492844581604"
"392","1.8016968965530396","1.8016968965530396","1.8016968965530396"
"393","1.8016968965530396","1.8016968965530396","1.8016968965530396"
"394","2.0332815647125244","2.0332815647125244","2.0332815647125244"
"395","2.0332815647125244","2.0332815647125244","2.0332815647125244"
"396","2.0682361125946045","2.0682361125946045","2.0682361125946045"
"397","2.0682361125946045","2.0682361125946045","2.0682361125946045"
"398","1.81643545627594","1.81643545627594","1.81643545627594"
"399","1.81643545627594","1.81643545627594","1.81643545627594"
"400","1.84254789352417","1.84254789352417","1.84254789352417"
"401","1.84254789352417","1.84254789352417","1.84254789352417"
"402","1.9607505798339844","1.9607505798339844","1.9607505798339844"
"403","1.9607505798339844","1.9607505798339844","1.9607505798339844"
"404","1.9434887170791626","1.9434887170791626","1.9434887170791626"
"405","1.9434887170791626","1.9434887170791626","1.9434887170791626"
"406","1.8105829954147339","1.8105829954147339","1.8105829954147339"
"407","1.8105829954147339","1.8105829954147339","1.8105829954147339"
"408","1.7110710144042969","1.7110710144042969","1.7110710144042969"
"409","1.7110710144042969","1.7110710144042969","1.7110710144042969"
"410","1.9612617492675781","1.9612617492675781","1.9612617492675781"
"411","1.9612617492675781","1.9612617492675781","1.9612617492675781"
"412","2.067131280899048","2.067131280899048","2.067131280899048"
"413","2.067131280899048","2.067131280899048","2.067131280899048"
"414","2.197645425796509","2.197645425796509","2.197645425796509"
"415","2.197645425796509","2.197645425796509","2.197645425796509"
"416","2.308643102645874","2.308643102645874","2.308643102645874"
"417","2.308643102645874","2.308643102645874","2.308643102645874"
"418","2.425447463989258","2.425447463989258","2.425447463989258"
"419","2.425447463989258","2.425447463989258","2.425447463989258"
"420","1.8455047607421875","1.8455047607421875","1.8455047607421875"
"421","1.8455047607421875","1.8455047607421875","1.8455047607421875"
"422","2.2691500186920166","2.2691500186920166","2.2691500186920166"
"423","2.2691500186920166","2.2691500186920166","2.2691500186920166"
"424","2.408496856689453","2.408496856689453","2.408496856689453"
"425","2.408496856689453","2.408496856689453","2.408496856689453"
"426","2.015437364578247","2.015437364578247","2.015437364578247"
"427","2.015437364578247","2.015437364578247","2.015437364578247"
"428","2.1566381454467773","2.1566381454467773","2.1566381454467773"
"429","2.1566381454467773","2.1566381454467773","2.1566381454467773"
"430","2.113921880722046","2.113921880722046","2.113921880722046"
"431","2.113921880722046","2.113921880722046","2.113921880722046"
"432","1.7595640420913696","1.7595640420913696","1.7595640420913696"
"433","1.7595640420913696","1.7595640420913696","1.7595640420913696"
"434","2.1968514919281006","2.1968514919281006","2.1968514919281006"
"435","2.1968514919281006","2.1968514919281006","2.1968514919281006"
"436","1.890223741531372","1.890223741531372","1.890223741531372"
"437","1.890223741531372","1.890223741531372","1.890223741531372"
"438","2.124605178833008","2.124605178833008","2.124605178833008"
"439","2.124605178833008","2.124605178833008","2.124605178833008"
"440","2.0783677101135254","2.0783677101135254","2.0783677101135254"
"441","2.0783677101135254","2.0783677101135254","2.0783677101135254"
"442","1.9725526571273804","1.9725526571273804","1.9725526571273804"
"443","1.9725526571273804","1.9725526571273804","1.9725526571273804"
"444","1.8836307525634766","1.8836307525634766","1.8836307525634766"
"445","1.8836307525634766","1.8836307525634766","1.8836307525634766"
"446","1.7651923894882202","1.7651923894882202","1.7651923894882202"
"447","1.7651923894882202","1.7651923894882202","1.7651923894882202"
"448","1.6226320266723633","1.6226320266723633","1.6226320266723633"
"449","1.6226320266723633","1.6226320266723633","1.6226320266723633"
"450","1.750118613243103","1.750118613243103","1.750118613243103"
"451","1.750118613243103","1.750118613243103","1.750118613243103"
"452","1.729514479637146","1.729514479637146","1.729514479637146"
"453","1.729514479637146","1.729514479637146","1.729514479637146"
"454","2.077045202255249","2.077045202255249","2.077045202255249"
"455","2.077045202255249","2.077045202255249","2.077045202255249"
"456","1.7142577171325684","1.7142577171325684","1.7142577171325684"
"457","1.7142577171325684","1.7142577171325684","1.7142577171325684"
"458","1.684545636177063","1.684545636177063","1.684545636177063"
"459","1.684545636177063","1.684545636177063","1.684545636177063"
"460","1.9276810884475708","1.9276810884475708","1.9276810884475708"
"461","1.9276810884475708","1.9276810884475708","1.9276810884475708"
"462","1.8340811729431152","1.8340811729431152","1.8340811729431152"
"463","1.8340811729431152","1.8340811729431152","1.8340811729431152"
"464","1.7388619184494019","1.7388619184494019","1.7388619184494019"
"465","1.7388619184494019","1.7388619184494019","1.7388619184494019"
"466","1.8203868865966797","1.8203868865966797","1.8203868865966797"
"467","1.8203868865966797","1.8203868865966797","1.8203868865966797"
"468","1.913103461265564","1.913103461265564","1.913103461265564"
"469","1.913103461265564","1.913103461265564","1.913103461265564"
