"Step","gallant-terrain-3 - train/loss","gallant-terrain-3 - train/loss__MIN","gallant-terrain-3 - train/loss__MAX"
"3535","1.2075","1.2075","1.2075"
"3536","1.3017","1.3017","1.3017"
"3537","1.3017","1.3017","1.3017"
"3538","1.2255","1.2255","1.2255"
"3539","1.2255","1.2255","1.2255"
"3540","1.209","1.209","1.209"
"3541","1.209","1.209","1.209"
"3542","1.2244","1.2244","1.2244"
"3543","1.2244","1.2244","1.2244"
"3544","1.1532","1.1532","1.1532"
"3545","1.1532","1.1532","1.1532"
"3546","1.3881","1.3881","1.3881"
"3547","1.3881","1.3881","1.3881"
"3548","1.2534","1.2534","1.2534"
"3549","1.2534","1.2534","1.2534"
"3550","1.1895","1.1895","1.1895"
"3551","1.1895","1.1895","1.1895"
"3552","1.262","1.262","1.262"
"3553","1.262","1.262","1.262"
"3554","1.2646","1.2646","1.2646"
"3555","1.2646","1.2646","1.2646"
"3556","1.193","1.193","1.193"
"3557","1.193","1.193","1.193"
"3558","1.2007","1.2007","1.2007"
"3559","1.2007","1.2007","1.2007"
"3560","1.1493","1.1493","1.1493"
"3561","1.1493","1.1493","1.1493"
"3562","1.3002","1.3002","1.3002"
"3563","1.3002","1.3002","1.3002"
"3564","1.2824","1.2824","1.2824"
"3565","1.2824","1.2824","1.2824"
"3566","1.2302","1.2302","1.2302"
"3567","1.2302","1.2302","1.2302"
"3568","1.3058","1.3058","1.3058"
"3569","1.3058","1.3058","1.3058"
"3570","1.2247","1.2247","1.2247"
"3571","1.2247","1.2247","1.2247"
"3572","1.272","1.272","1.272"
"3573","1.272","1.272","1.272"
"3574","1.3038","1.3038","1.3038"
"3575","1.3038","1.3038","1.3038"
"3576","1.2103","1.2103","1.2103"
"3577","1.2103","1.2103","1.2103"
"3578","1.1968","1.1968","1.1968"
"3579","1.1968","1.1968","1.1968"
"3580","1.2313","1.2313","1.2313"
"3581","1.2313","1.2313","1.2313"
"3582","1.34","1.34","1.34"
"3583","1.34","1.34","1.34"
"3584","1.2451","1.2451","1.2451"
"3585","1.2451","1.2451","1.2451"
"3586","1.1977","1.1977","1.1977"
"3587","1.1977","1.1977","1.1977"
"3588","1.1905","1.1905","1.1905"
"3589","1.1905","1.1905","1.1905"
"3590","1.1677","1.1677","1.1677"
"3591","1.1677","1.1677","1.1677"
"3592","1.2271","1.2271","1.2271"
"3593","1.2271","1.2271","1.2271"
"3594","1.212","1.212","1.212"
"3595","1.212","1.212","1.212"
"3596","1.1195","1.1195","1.1195"
"3597","1.1195","1.1195","1.1195"
"3598","1.2395","1.2395","1.2395"
"3599","1.2395","1.2395","1.2395"
"3600","1.2506","1.2506","1.2506"
"3601","1.2506","1.2506","1.2506"
"3602","1.271","1.271","1.271"
"3603","1.271","1.271","1.271"
"3604","1.1928","1.1928","1.1928"
"3605","1.1928","1.1928","1.1928"
"3606","1.1816","1.1816","1.1816"
"3607","1.1816","1.1816","1.1816"
"3608","1.2333","1.2333","1.2333"
"3609","1.2333","1.2333","1.2333"
"3610","1.1316","1.1316","1.1316"
"3611","1.1316","1.1316","1.1316"
"3612","1.2082","1.2082","1.2082"
"3613","1.2082","1.2082","1.2082"
"3614","1.1904","1.1904","1.1904"
"3615","1.1904","1.1904","1.1904"
"3616","1.1875","1.1875","1.1875"
"3617","1.1875","1.1875","1.1875"
"3618","1.2629","1.2629","1.2629"
"3619","1.2629","1.2629","1.2629"
"3620","1.2681","1.2681","1.2681"
"3621","1.2681","1.2681","1.2681"
"3622","1.2735","1.2735","1.2735"
"3623","1.2735","1.2735","1.2735"
"3624","1.2428","1.2428","1.2428"
"3625","1.2428","1.2428","1.2428"
"3626","1.193","1.193","1.193"
"3627","1.193","1.193","1.193"
"3628","1.2871","1.2871","1.2871"
"3629","1.2871","1.2871","1.2871"
"3630","1.1989","1.1989","1.1989"
"3631","1.1989","1.1989","1.1989"
"3632","1.2293","1.2293","1.2293"
"3633","1.2293","1.2293","1.2293"
"3634","1.1841","1.1841","1.1841"
"3635","1.1841","1.1841","1.1841"
"3636","1.346","1.346","1.346"
"3637","1.346","1.346","1.346"
"3638","1.2518","1.2518","1.2518"
"3639","1.2518","1.2518","1.2518"
"3640","1.2423","1.2423","1.2423"
"3641","1.2423","1.2423","1.2423"
"3642","1.2712","1.2712","1.2712"
"3643","1.2712","1.2712","1.2712"
"3644","1.162","1.162","1.162"
"3645","1.162","1.162","1.162"
"3646","1.2148","1.2148","1.2148"
"3647","1.2148","1.2148","1.2148"
"3648","1.1751","1.1751","1.1751"
"3649","1.1751","1.1751","1.1751"
"3650","1.2439","1.2439","1.2439"
"3651","1.2439","1.2439","1.2439"
"3652","1.1908","1.1908","1.1908"
"3653","1.1908","1.1908","1.1908"
"3654","1.1693","1.1693","1.1693"
"3655","1.1693","1.1693","1.1693"
"3656","1.2743","1.2743","1.2743"
"3657","1.2743","1.2743","1.2743"
"3658","1.2428","1.2428","1.2428"
"3659","1.2428","1.2428","1.2428"
"3660","1.254","1.254","1.254"
"3661","1.254","1.254","1.254"
"3662","1.2725","1.2725","1.2725"
"3663","1.2725","1.2725","1.2725"
"3664","1.102","1.102","1.102"
"3665","1.102","1.102","1.102"
"3666","1.2574","1.2574","1.2574"
"3667","1.2574","1.2574","1.2574"
"3668","1.0362","1.0362","1.0362"
"3669","1.0362","1.0362","1.0362"
"3670","1.145","1.145","1.145"
"3671","1.145","1.145","1.145"
"3672","1.1273","1.1273","1.1273"
"3673","1.1273","1.1273","1.1273"
"3674","1.1639","1.1639","1.1639"
"3675","1.1639","1.1639","1.1639"
"3676","1.2507","1.2507","1.2507"
"3677","1.2507","1.2507","1.2507"
"3678","1.2736","1.2736","1.2736"
"3679","1.2736","1.2736","1.2736"
"3680","1.1422","1.1422","1.1422"
"3681","1.1422","1.1422","1.1422"
"3682","1.2806","1.2806","1.2806"
"3683","1.2806","1.2806","1.2806"
"3684","1.235","1.235","1.235"
"3685","1.235","1.235","1.235"
"3686","1.1666","1.1666","1.1666"
"3687","1.1666","1.1666","1.1666"
"3688","1.2708","1.2708","1.2708"
"3689","1.2708","1.2708","1.2708"
"3690","1.2332","1.2332","1.2332"
"3691","1.2332","1.2332","1.2332"
"3692","1.2677","1.2677","1.2677"
"3693","1.2677","1.2677","1.2677"
"3694","1.2485","1.2485","1.2485"
"3695","1.2485","1.2485","1.2485"
"3696","1.3996","1.3996","1.3996"
"3697","1.3996","1.3996","1.3996"
"3698","1.19","1.19","1.19"
"3699","1.19","1.19","1.19"
"3700","1.329","1.329","1.329"
"3701","1.329","1.329","1.329"
"3702","1.3446","1.3446","1.3446"
"3703","1.3446","1.3446","1.3446"
"3704","1.1384","1.1384","1.1384"
"3705","1.1384","1.1384","1.1384"
"3706","1.3903","1.3903","1.3903"
"3707","1.3903","1.3903","1.3903"
"3708","1.1009","1.1009","1.1009"
"3709","1.1009","1.1009","1.1009"
"3710","1.142","1.142","1.142"
"3711","1.142","1.142","1.142"
"3712","1.2502","1.2502","1.2502"
"3713","1.2502","1.2502","1.2502"
"3714","1.2122","1.2122","1.2122"
"3715","1.2122","1.2122","1.2122"
"3716","1.1577","1.1577","1.1577"
"3717","1.1577","1.1577","1.1577"
"3718","1.1086","1.1086","1.1086"
"3719","1.1086","1.1086","1.1086"
"3720","1.201","1.201","1.201"
"3721","1.201","1.201","1.201"
"3722","1.278","1.278","1.278"
"3723","1.278","1.278","1.278"
"3724","1.3274","1.3274","1.3274"
"3725","1.3274","1.3274","1.3274"
"3726","1.1939","1.1939","1.1939"
"3727","1.1939","1.1939","1.1939"
"3728","1.2358","1.2358","1.2358"
"3729","1.2358","1.2358","1.2358"
"3730","1.2124","1.2124","1.2124"
"3731","1.2124","1.2124","1.2124"
"3732","1.1661","1.1661","1.1661"
"3733","1.1661","1.1661","1.1661"
"3734","1.2975","1.2975","1.2975"
"3735","1.2975","1.2975","1.2975"
"3736","1.1432","1.1432","1.1432"
"3737","1.1432","1.1432","1.1432"
"3738","1.3423","1.3423","1.3423"
"3739","1.3423","1.3423","1.3423"
"3740","1.1557","1.1557","1.1557"
"3741","1.1557","1.1557","1.1557"
"3742","1.2525","1.2525","1.2525"
"3743","1.2525","1.2525","1.2525"
"3744","1.1949","1.1949","1.1949"
"3745","1.1949","1.1949","1.1949"
"3746","1.2461","1.2461","1.2461"
"3747","1.2461","1.2461","1.2461"
"3748","1.2171","1.2171","1.2171"
"3749","1.2171","1.2171","1.2171"
"3750","1.2028","1.2028","1.2028"
"3751","1.2028","1.2028","1.2028"
"3752","1.1582","1.1582","1.1582"
"3753","1.1582","1.1582","1.1582"
"3754","1.2743","1.2743","1.2743"
"3755","1.2743","1.2743","1.2743"
"3756","1.1501","1.1501","1.1501"
"3757","1.1501","1.1501","1.1501"
"3758","1.3296","1.3296","1.3296"
"3759","1.3296","1.3296","1.3296"
"3760","1.3459","1.3459","1.3459"
"3761","1.3459","1.3459","1.3459"
"3762","1.1185","1.1185","1.1185"
"3763","1.1185","1.1185","1.1185"
"3764","1.304","1.304","1.304"
"3765","1.304","1.304","1.304"
"3766","1.2205","1.2205","1.2205"
"3767","1.2205","1.2205","1.2205"
"3768","1.1903","1.1903","1.1903"
"3769","1.1903","1.1903","1.1903"
"3770","1.2571","1.2571","1.2571"
"3771","1.2571","1.2571","1.2571"
"3772","1.1675","1.1675","1.1675"
"3773","1.1675","1.1675","1.1675"
"3774","1.1754","1.1754","1.1754"
"3775","1.1754","1.1754","1.1754"
"3776","1.2936","1.2936","1.2936"
"3777","1.2936","1.2936","1.2936"
"3778","1.2331","1.2331","1.2331"
"3779","1.2331","1.2331","1.2331"
"3780","1.3235","1.3235","1.3235"
"3781","1.3235","1.3235","1.3235"
"3782","1.2554","1.2554","1.2554"
"3783","1.2554","1.2554","1.2554"
"3784","1.2953","1.2953","1.2953"
"3785","1.2953","1.2953","1.2953"
"3786","1.228","1.228","1.228"
"3787","1.228","1.228","1.228"
"3788","1.3885","1.3885","1.3885"
"3789","1.3885","1.3885","1.3885"
"3790","1.2041","1.2041","1.2041"
"3791","1.2041","1.2041","1.2041"
"3792","1.1899","1.1899","1.1899"
"3793","1.1899","1.1899","1.1899"
"3794","1.2069","1.2069","1.2069"
"3795","1.2069","1.2069","1.2069"
"3796","1.2226","1.2226","1.2226"
"3797","1.2226","1.2226","1.2226"
"3798","1.2946","1.2946","1.2946"
"3799","1.2946","1.2946","1.2946"
"3800","1.2344","1.2344","1.2344"
"3801","1.2344","1.2344","1.2344"
"3802","1.16","1.16","1.16"
"3803","1.16","1.16","1.16"
"3804","1.1896","1.1896","1.1896"
"3805","1.1896","1.1896","1.1896"
"3806","1.1797","1.1797","1.1797"
"3807","1.1797","1.1797","1.1797"
"3808","1.2087","1.2087","1.2087"
"3809","1.2087","1.2087","1.2087"
"3810","1.181","1.181","1.181"
"3811","1.181","1.181","1.181"
"3812","1.2209","1.2209","1.2209"
"3813","1.2209","1.2209","1.2209"
"3814","1.1717","1.1717","1.1717"
"3815","1.1717","1.1717","1.1717"
"3816","1.1887","1.1887","1.1887"
"3817","1.1887","1.1887","1.1887"
"3818","1.1874","1.1874","1.1874"
"3819","1.1874","1.1874","1.1874"
"3820","1.1723","1.1723","1.1723"
"3821","1.1723","1.1723","1.1723"
"3822","1.2328","1.2328","1.2328"
"3823","1.2328","1.2328","1.2328"
"3824","1.0961","1.0961","1.0961"
"3825","1.0961","1.0961","1.0961"
"3826","1.1994","1.1994","1.1994"
"3827","1.1994","1.1994","1.1994"
"3828","1.182","1.182","1.182"
"3829","1.182","1.182","1.182"
"3830","1.2361","1.2361","1.2361"
"3831","1.2361","1.2361","1.2361"
"3832","1.2797","1.2797","1.2797"
"3833","1.2797","1.2797","1.2797"
"3834","1.1997","1.1997","1.1997"
"3835","1.1997","1.1997","1.1997"
"3836","1.0095","1.0095","1.0095"
"3837","1.0095","1.0095","1.0095"
"3838","1.3279","1.3279","1.3279"
"3839","1.3279","1.3279","1.3279"
"3840","1.3813","1.3813","1.3813"
"3841","1.3813","1.3813","1.3813"
"3842","1.2293","1.2293","1.2293"
"3843","1.2293","1.2293","1.2293"
"3844","1.2563","1.2563","1.2563"
"3845","1.2563","1.2563","1.2563"
"3846","1.2462","1.2462","1.2462"
"3847","1.2462","1.2462","1.2462"
"3848","1.1234","1.1234","1.1234"
"3849","1.1234","1.1234","1.1234"
"3850","1.2239","1.2239","1.2239"
"3851","1.2239","1.2239","1.2239"
"3852","1.2599","1.2599","1.2599"
"3853","1.2599","1.2599","1.2599"
"3854","1.1502","1.1502","1.1502"
"3855","1.1502","1.1502","1.1502"
"3856","1.1324","1.1324","1.1324"
"3857","1.1324","1.1324","1.1324"
"3858","1.2193","1.2193","1.2193"
"3859","1.2193","1.2193","1.2193"
"3860","1.3889","1.3889","1.3889"
"3861","1.3889","1.3889","1.3889"
"3862","1.1767","1.1767","1.1767"
"3863","1.1767","1.1767","1.1767"
"3864","1.3357","1.3357","1.3357"
"3865","1.3357","1.3357","1.3357"
"3866","1.1912","1.1912","1.1912"
"3867","1.1912","1.1912","1.1912"
"3868","1.2268","1.2268","1.2268"
"3869","1.2268","1.2268","1.2268"
"3870","1.1209","1.1209","1.1209"
"3871","1.1209","1.1209","1.1209"
"3872","1.2049","1.2049","1.2049"
"3873","1.2049","1.2049","1.2049"
"3874","1.2678","1.2678","1.2678"
"3875","1.2678","1.2678","1.2678"
"3876","1.1002","1.1002","1.1002"
"3877","1.1002","1.1002","1.1002"
"3878","1.218","1.218","1.218"
"3879","1.218","1.218","1.218"
"3880","1.2344","1.2344","1.2344"
"3881","1.2344","1.2344","1.2344"
"3882","1.2194","1.2194","1.2194"
"3883","1.2194","1.2194","1.2194"
"3884","1.2866","1.2866","1.2866"
"3885","1.2866","1.2866","1.2866"
"3886","1.2171","1.2171","1.2171"
"3887","1.2171","1.2171","1.2171"
"3888","1.1937","1.1937","1.1937"
"3889","1.1937","1.1937","1.1937"
"3890","1.2583","1.2583","1.2583"
"3891","1.2583","1.2583","1.2583"
"3892","1.1805","1.1805","1.1805"
"3893","1.1805","1.1805","1.1805"
"3894","1.2014","1.2014","1.2014"
"3895","1.2014","1.2014","1.2014"
"3896","1.2407","1.2407","1.2407"
"3897","1.2407","1.2407","1.2407"
"3898","1.292","1.292","1.292"
"3899","1.292","1.292","1.292"
"3900","1.4219","1.4219","1.4219"
"3901","1.4219","1.4219","1.4219"
"3902","1.1757","1.1757","1.1757"
"3903","1.1757","1.1757","1.1757"
"3904","1.0752","1.0752","1.0752"
"3905","1.0752","1.0752","1.0752"
"3906","1.1653","1.1653","1.1653"
"3907","1.1653","1.1653","1.1653"
"3908","1.2065","1.2065","1.2065"
"3909","1.2065","1.2065","1.2065"
"3910","1.1658","1.1658","1.1658"
"3911","1.1658","1.1658","1.1658"
"3912","1.1446","1.1446","1.1446"
"3913","1.1446","1.1446","1.1446"
"3914","1.2216","1.2216","1.2216"
"3915","1.2216","1.2216","1.2216"
"3916","1.1567","1.1567","1.1567"
"3917","1.1567","1.1567","1.1567"
"3918","1.2373","1.2373","1.2373"
"3919","1.2373","1.2373","1.2373"
"3920","1.2421","1.2421","1.2421"
"3921","1.2421","1.2421","1.2421"
"3922","1.1704","1.1704","1.1704"
"3923","1.1704","1.1704","1.1704"
"3924","1.2757","1.2757","1.2757"
"3925","1.2757","1.2757","1.2757"
"3926","1.1526","1.1526","1.1526"
"3927","1.1526","1.1526","1.1526"
"3928","1.2418","1.2418","1.2418"
"3929","1.2418","1.2418","1.2418"
"3930","1.0861","1.0861","1.0861"
"3931","1.0861","1.0861","1.0861"
"3932","1.2186","1.2186","1.2186"
"3933","1.2186","1.2186","1.2186"
"3934","1.188","1.188","1.188"
"3935","1.188","1.188","1.188"
"3936","1.2997","1.2997","1.2997"
"3937","1.2997","1.2997","1.2997"
"3938","1.2387","1.2387","1.2387"
"3939","1.2387","1.2387","1.2387"
"3940","1.1701","1.1701","1.1701"
"3941","1.1701","1.1701","1.1701"
"3942","1.1217","1.1217","1.1217"
"3943","1.1217","1.1217","1.1217"
"3944","1.3224","1.3224","1.3224"
"3945","1.3224","1.3224","1.3224"
"3946","1.1441","1.1441","1.1441"
"3947","1.1441","1.1441","1.1441"
"3948","1.2506","1.2506","1.2506"
"3949","1.2506","1.2506","1.2506"
"3950","1.3851","1.3851","1.3851"
"3951","1.3851","1.3851","1.3851"
"3952","1.2127","1.2127","1.2127"
"3953","1.2127","1.2127","1.2127"
"3954","1.1553","1.1553","1.1553"
"3955","1.1553","1.1553","1.1553"
"3956","1.2598","1.2598","1.2598"
"3957","1.2598","1.2598","1.2598"
"3958","1.2956","1.2956","1.2956"
"3959","1.2956","1.2956","1.2956"
"3960","1.1944","1.1944","1.1944"
"3961","1.1944","1.1944","1.1944"
"3962","1.3233","1.3233","1.3233"
"3963","1.3233","1.3233","1.3233"
"3964","1.2249","1.2249","1.2249"
"3965","1.2249","1.2249","1.2249"
"3966","1.2413","1.2413","1.2413"
"3967","1.2413","1.2413","1.2413"
"3968","1.1967","1.1967","1.1967"
"3969","1.1967","1.1967","1.1967"
"3970","1.1993","1.1993","1.1993"
"3971","1.1993","1.1993","1.1993"
"3972","1.2605","1.2605","1.2605"
"3973","1.2605","1.2605","1.2605"
"3974","1.2521","1.2521","1.2521"
"3975","1.2521","1.2521","1.2521"
"3976","1.1558","1.1558","1.1558"
"3977","1.1558","1.1558","1.1558"
"3978","1.1937","1.1937","1.1937"
"3979","1.1937","1.1937","1.1937"
"3980","1.1192","1.1192","1.1192"
"3981","1.1192","1.1192","1.1192"
"3982","1.3975","1.3975","1.3975"
"3983","1.3975","1.3975","1.3975"
"3984","1.3371","1.3371","1.3371"
"3985","1.3371","1.3371","1.3371"
"3986","1.1829","1.1829","1.1829"
"3987","1.1829","1.1829","1.1829"
"3988","1.2453","1.2453","1.2453"
"3989","1.2453","1.2453","1.2453"
"3990","1.3496","1.3496","1.3496"
"3991","1.3496","1.3496","1.3496"
"3992","1.3749","1.3749","1.3749"
"3993","1.3749","1.3749","1.3749"
"3994","1.275","1.275","1.275"
"3995","1.275","1.275","1.275"
"3996","1.2491","1.2491","1.2491"
"3997","1.2491","1.2491","1.2491"
"3998","1.2593","1.2593","1.2593"
"3999","1.2593","1.2593","1.2593"
"4000","1.1891","1.1891","1.1891"
"4001","1.1891","1.1891","1.1891"
"4002","1.2096","1.2096","1.2096"
"4003","1.2096","1.2096","1.2096"
"4004","1.2274","1.2274","1.2274"
"4005","1.2274","1.2274","1.2274"
"4008","1.2678","1.2678","1.2678"
"4009","1.2678","1.2678","1.2678"
"4010","1.3597","1.3597","1.3597"
"4011","1.3597","1.3597","1.3597"
"4012","1.1483","1.1483","1.1483"
"4013","1.1483","1.1483","1.1483"
"4014","1.1935","1.1935","1.1935"
"4015","1.1935","1.1935","1.1935"
"4016","1.2185","1.2185","1.2185"
"4017","1.2185","1.2185","1.2185"
"4018","1.2331","1.2331","1.2331"
"4019","1.2331","1.2331","1.2331"
"4020","1.3542","1.3542","1.3542"
"4021","1.3542","1.3542","1.3542"
"4022","1.1849","1.1849","1.1849"
"4023","1.1849","1.1849","1.1849"
"4024","1.3966","1.3966","1.3966"
"4025","1.3966","1.3966","1.3966"
"4026","1.1927","1.1927","1.1927"
"4027","1.1927","1.1927","1.1927"
"4028","1.2086","1.2086","1.2086"
"4029","1.2086","1.2086","1.2086"
"4030","1.1538","1.1538","1.1538"
"4031","1.1538","1.1538","1.1538"
"4032","1.2469","1.2469","1.2469"
"4033","1.2469","1.2469","1.2469"
"4034","1.3264","1.3264","1.3264"
"4035","1.3264","1.3264","1.3264"
"4036","1.1479","1.1479","1.1479"
"4037","1.1479","1.1479","1.1479"
"4038","1.1867","1.1867","1.1867"
"4039","1.1867","1.1867","1.1867"
"4040","1.262","1.262","1.262"
"4041","1.262","1.262","1.262"
"4042","1.2964","1.2964","1.2964"
"4043","1.2964","1.2964","1.2964"
"4044","1.2569","1.2569","1.2569"
"4045","1.2569","1.2569","1.2569"
"4046","1.2207","1.2207","1.2207"
"4047","1.2207","1.2207","1.2207"
"4048","1.1581","1.1581","1.1581"
"4049","1.1581","1.1581","1.1581"
"4050","1.2485","1.2485","1.2485"
"4051","1.2485","1.2485","1.2485"
"4052","1.2686","1.2686","1.2686"
"4053","1.2686","1.2686","1.2686"
"4054","1.1662","1.1662","1.1662"
"4055","1.1662","1.1662","1.1662"
"4056","1.0699","1.0699","1.0699"
"4057","1.0699","1.0699","1.0699"
"4058","1.2348","1.2348","1.2348"
"4059","1.2348","1.2348","1.2348"
"4060","1.3067","1.3067","1.3067"
"4061","1.3067","1.3067","1.3067"
"4062","1.1673","1.1673","1.1673"
"4063","1.1673","1.1673","1.1673"
"4064","1.2888","1.2888","1.2888"
"4065","1.2888","1.2888","1.2888"
"4066","1.2231","1.2231","1.2231"
"4067","1.2231","1.2231","1.2231"
"4068","1.1612","1.1612","1.1612"
"4069","1.1612","1.1612","1.1612"
"4070","1.2429","1.2429","1.2429"
"4071","1.2429","1.2429","1.2429"
"4072","1.1913","1.1913","1.1913"
"4073","1.1913","1.1913","1.1913"
"4074","1.2361","1.2361","1.2361"
"4075","1.2361","1.2361","1.2361"
"4076","1.2623","1.2623","1.2623"
"4077","1.2623","1.2623","1.2623"
"4078","1.087","1.087","1.087"
"4079","1.087","1.087","1.087"
"4080","1.1051","1.1051","1.1051"
"4081","1.1051","1.1051","1.1051"
"4082","1.2468","1.2468","1.2468"
"4083","1.2468","1.2468","1.2468"
"4084","1.1286","1.1286","1.1286"
"4085","1.1286","1.1286","1.1286"
"4086","1.0891","1.0891","1.0891"
"4087","1.0891","1.0891","1.0891"
"4088","1.2512","1.2512","1.2512"
"4089","1.2512","1.2512","1.2512"
"4090","1.2654","1.2654","1.2654"
"4091","1.2654","1.2654","1.2654"
"4092","1.2607","1.2607","1.2607"
"4093","1.2607","1.2607","1.2607"
"4094","1.2251","1.2251","1.2251"
"4095","1.2251","1.2251","1.2251"
"4096","1.182","1.182","1.182"
"4097","1.182","1.182","1.182"
"4098","1.2005","1.2005","1.2005"
"4099","1.2005","1.2005","1.2005"
"4100","1.1598","1.1598","1.1598"
"4101","1.1598","1.1598","1.1598"
"4102","1.2155","1.2155","1.2155"
"4103","1.2155","1.2155","1.2155"
"4104","1.3555","1.3555","1.3555"
"4105","1.3555","1.3555","1.3555"
"4106","1.1339","1.1339","1.1339"
"4107","1.1339","1.1339","1.1339"
"4108","1.1738","1.1738","1.1738"
"4109","1.1738","1.1738","1.1738"
"4110","1.189","1.189","1.189"
"4111","1.189","1.189","1.189"
"4112","1.1724","1.1724","1.1724"
"4113","1.1724","1.1724","1.1724"
"4114","1.2186","1.2186","1.2186"
"4115","1.2186","1.2186","1.2186"
"4116","1.2784","1.2784","1.2784"
"4117","1.2784","1.2784","1.2784"
"4118","1.1475","1.1475","1.1475"
"4119","1.1475","1.1475","1.1475"
"4120","1.1744","1.1744","1.1744"
"4121","1.1744","1.1744","1.1744"
"4122","1.1965","1.1965","1.1965"
"4123","1.1965","1.1965","1.1965"
"4124","1.1117","1.1117","1.1117"
"4125","1.1117","1.1117","1.1117"
"4126","1.1935","1.1935","1.1935"
"4127","1.1935","1.1935","1.1935"
"4128","1.2553","1.2553","1.2553"
"4129","1.2553","1.2553","1.2553"
"4130","1.2293","1.2293","1.2293"
"4131","1.2293","1.2293","1.2293"
"4132","1.1465","1.1465","1.1465"
"4133","1.1465","1.1465","1.1465"
"4134","1.1389","1.1389","1.1389"
"4135","1.1389","1.1389","1.1389"
"4136","1.2841","1.2841","1.2841"
"4137","1.2841","1.2841","1.2841"
"4138","1.2887","1.2887","1.2887"
"4139","1.2887","1.2887","1.2887"
"4140","1.2098","1.2098","1.2098"
"4141","1.2098","1.2098","1.2098"
"4142","1.3068","1.3068","1.3068"
"4143","1.3068","1.3068","1.3068"
"4144","1.3364","1.3364","1.3364"
"4145","1.3364","1.3364","1.3364"
"4146","1.1981","1.1981","1.1981"
"4147","1.1981","1.1981","1.1981"
"4148","1.2591","1.2591","1.2591"
"4149","1.2591","1.2591","1.2591"
"4150","1.2289","1.2289","1.2289"
"4151","1.2289","1.2289","1.2289"
"4152","1.2054","1.2054","1.2054"
"4153","1.2054","1.2054","1.2054"
"4154","1.1963","1.1963","1.1963"
"4155","1.1963","1.1963","1.1963"
"4156","1.1244","1.1244","1.1244"
"4157","1.1244","1.1244","1.1244"
"4158","1.2548","1.2548","1.2548"
"4159","1.2548","1.2548","1.2548"
"4160","1.2258","1.2258","1.2258"
"4161","1.2258","1.2258","1.2258"
"4162","1.2078","1.2078","1.2078"
"4163","1.2078","1.2078","1.2078"
"4164","1.1224","1.1224","1.1224"
"4165","1.1224","1.1224","1.1224"
"4166","1.356","1.356","1.356"
"4167","1.356","1.356","1.356"
"4168","1.1459","1.1459","1.1459"
"4169","1.1459","1.1459","1.1459"
"4170","1.1796","1.1796","1.1796"
"4171","1.1796","1.1796","1.1796"
"4172","1.1707","1.1707","1.1707"
"4173","1.1707","1.1707","1.1707"
"4174","1.1979","1.1979","1.1979"
"4175","1.1979","1.1979","1.1979"
"4176","1.2026","1.2026","1.2026"
"4177","1.2026","1.2026","1.2026"
"4178","1.2299","1.2299","1.2299"
"4179","1.2299","1.2299","1.2299"
"4180","1.1927","1.1927","1.1927"
"4181","1.1927","1.1927","1.1927"
"4182","1.2332","1.2332","1.2332"
"4183","1.2332","1.2332","1.2332"
"4184","1.2048","1.2048","1.2048"
"4185","1.2048","1.2048","1.2048"
"4186","1.2435","1.2435","1.2435"
"4187","1.2435","1.2435","1.2435"
"4188","1.3011","1.3011","1.3011"
"4189","1.3011","1.3011","1.3011"
"4190","1.1672","1.1672","1.1672"
"4191","1.1672","1.1672","1.1672"
"4192","1.4028","1.4028","1.4028"
"4193","1.4028","1.4028","1.4028"
"4194","1.2612","1.2612","1.2612"
"4195","1.2612","1.2612","1.2612"
"4196","1.3054","1.3054","1.3054"
"4197","1.3054","1.3054","1.3054"
"4198","1.1571","1.1571","1.1571"
"4199","1.1571","1.1571","1.1571"
"4200","1.1813","1.1813","1.1813"
"4201","1.1813","1.1813","1.1813"
"4202","1.2299","1.2299","1.2299"
"4203","1.2299","1.2299","1.2299"
"4204","1.2688","1.2688","1.2688"
"4205","1.2688","1.2688","1.2688"
"4206","1.0748","1.0748","1.0748"
"4207","1.0748","1.0748","1.0748"
"4208","1.1568","1.1568","1.1568"
"4209","1.1568","1.1568","1.1568"
"4210","1.2404","1.2404","1.2404"
"4211","1.2404","1.2404","1.2404"
"4212","1.1808","1.1808","1.1808"
"4213","1.1808","1.1808","1.1808"
"4214","1.1771","1.1771","1.1771"
"4215","1.1771","1.1771","1.1771"
"4216","1.2143","1.2143","1.2143"
"4217","1.2143","1.2143","1.2143"
"4218","1.1976","1.1976","1.1976"
"4219","1.1976","1.1976","1.1976"
"4220","1.1374","1.1374","1.1374"
"4221","1.1374","1.1374","1.1374"
"4222","1.338","1.338","1.338"
"4223","1.338","1.338","1.338"
"4224","1.2459","1.2459","1.2459"
"4225","1.2459","1.2459","1.2459"
"4226","1.2019","1.2019","1.2019"
"4227","1.2019","1.2019","1.2019"
"4228","1.149","1.149","1.149"
"4229","1.149","1.149","1.149"
"4230","1.1302","1.1302","1.1302"
"4231","1.1302","1.1302","1.1302"
"4232","1.1223","1.1223","1.1223"
"4233","1.1223","1.1223","1.1223"
"4234","1.2219","1.2219","1.2219"
"4235","1.2219","1.2219","1.2219"
"4236","1.1798","1.1798","1.1798"
"4237","1.1798","1.1798","1.1798"
"4238","1.066","1.066","1.066"
"4239","1.066","1.066","1.066"
"4240","1.3771","1.3771","1.3771"
"4241","1.3771","1.3771","1.3771"
"4242","1.2543","1.2543","1.2543"
"4243","1.2543","1.2543","1.2543"
