"Step","gallant-terrain-3 - train/loss","gallant-terrain-3 - train/loss__MIN","gallant-terrain-3 - train/loss__MAX"
"1423","1.3866","1.3866","1.3866"
"1424","1.4092","1.4092","1.4092"
"1425","1.4092","1.4092","1.4092"
"1426","1.4801","1.4801","1.4801"
"1427","1.4801","1.4801","1.4801"
"1428","1.3634","1.3634","1.3634"
"1429","1.3634","1.3634","1.3634"
"1430","1.4998","1.4998","1.4998"
"1431","1.4998","1.4998","1.4998"
"1432","1.4661","1.4661","1.4661"
"1433","1.4661","1.4661","1.4661"
"1434","1.4163","1.4163","1.4163"
"1435","1.4163","1.4163","1.4163"
"1436","1.5232","1.5232","1.5232"
"1437","1.5232","1.5232","1.5232"
"1438","1.6093","1.6093","1.6093"
"1439","1.6093","1.6093","1.6093"
"1440","1.3893","1.3893","1.3893"
"1441","1.3893","1.3893","1.3893"
"1442","1.4477","1.4477","1.4477"
"1443","1.4477","1.4477","1.4477"
"1444","1.4413","1.4413","1.4413"
"1445","1.4413","1.4413","1.4413"
"1446","1.5455","1.5455","1.5455"
"1447","1.5455","1.5455","1.5455"
"1448","1.4387","1.4387","1.4387"
"1449","1.4387","1.4387","1.4387"
"1450","1.4471","1.4471","1.4471"
"1451","1.4471","1.4471","1.4471"
"1452","1.4085","1.4085","1.4085"
"1453","1.4085","1.4085","1.4085"
"1454","1.5154","1.5154","1.5154"
"1455","1.5154","1.5154","1.5154"
"1456","1.3623","1.3623","1.3623"
"1457","1.3623","1.3623","1.3623"
"1458","1.3496","1.3496","1.3496"
"1459","1.3496","1.3496","1.3496"
"1460","1.2509","1.2509","1.2509"
"1461","1.2509","1.2509","1.2509"
"1462","1.4226","1.4226","1.4226"
"1463","1.4226","1.4226","1.4226"
"1464","1.3906","1.3906","1.3906"
"1465","1.3906","1.3906","1.3906"
"1466","1.3451","1.3451","1.3451"
"1467","1.3451","1.3451","1.3451"
"1468","1.461","1.461","1.461"
"1469","1.461","1.461","1.461"
"1470","1.3285","1.3285","1.3285"
"1471","1.3285","1.3285","1.3285"
"1472","1.4928","1.4928","1.4928"
"1473","1.4928","1.4928","1.4928"
"1474","1.4602","1.4602","1.4602"
"1475","1.4602","1.4602","1.4602"
"1476","1.3856","1.3856","1.3856"
"1477","1.3856","1.3856","1.3856"
"1478","1.3641","1.3641","1.3641"
"1479","1.3641","1.3641","1.3641"
"1480","1.5104","1.5104","1.5104"
"1481","1.5104","1.5104","1.5104"
"1482","1.4514","1.4514","1.4514"
"1483","1.4514","1.4514","1.4514"
"1484","1.4504","1.4504","1.4504"
"1485","1.4504","1.4504","1.4504"
"1486","1.5348","1.5348","1.5348"
"1487","1.5348","1.5348","1.5348"
"1488","1.4409","1.4409","1.4409"
"1489","1.4409","1.4409","1.4409"
"1490","1.2639","1.2639","1.2639"
"1491","1.2639","1.2639","1.2639"
"1492","1.4587","1.4587","1.4587"
"1493","1.4587","1.4587","1.4587"
"1494","1.3236","1.3236","1.3236"
"1495","1.3236","1.3236","1.3236"
"1496","1.3915","1.3915","1.3915"
"1497","1.3915","1.3915","1.3915"
"1498","1.3596","1.3596","1.3596"
"1499","1.3596","1.3596","1.3596"
"1500","1.3952","1.3952","1.3952"
"1501","1.3952","1.3952","1.3952"
"1502","1.4816","1.4816","1.4816"
"1503","1.4816","1.4816","1.4816"
"1504","1.4137","1.4137","1.4137"
"1505","1.4137","1.4137","1.4137"
"1506","1.3413","1.3413","1.3413"
"1507","1.3413","1.3413","1.3413"
"1508","1.4257","1.4257","1.4257"
"1509","1.4257","1.4257","1.4257"
"1510","1.2681","1.2681","1.2681"
"1511","1.2681","1.2681","1.2681"
"1512","1.4162","1.4162","1.4162"
"1513","1.4162","1.4162","1.4162"
"1514","1.5286","1.5286","1.5286"
"1515","1.5286","1.5286","1.5286"
"1516","1.2929","1.2929","1.2929"
"1517","1.2929","1.2929","1.2929"
"1518","1.4113","1.4113","1.4113"
"1519","1.4113","1.4113","1.4113"
"1520","1.3233","1.3233","1.3233"
"1521","1.3233","1.3233","1.3233"
"1522","1.3898","1.3898","1.3898"
"1523","1.3898","1.3898","1.3898"
"1524","1.2982","1.2982","1.2982"
"1525","1.2982","1.2982","1.2982"
"1526","1.4379","1.4379","1.4379"
"1527","1.4379","1.4379","1.4379"
"1528","1.4079","1.4079","1.4079"
"1529","1.4079","1.4079","1.4079"
"1530","1.3118","1.3118","1.3118"
"1531","1.3118","1.3118","1.3118"
"1532","1.5416","1.5416","1.5416"
"1533","1.5416","1.5416","1.5416"
"1534","1.3311","1.3311","1.3311"
"1535","1.3311","1.3311","1.3311"
"1536","1.4444","1.4444","1.4444"
"1537","1.4444","1.4444","1.4444"
"1538","1.2873","1.2873","1.2873"
"1539","1.2873","1.2873","1.2873"
"1540","1.2856","1.2856","1.2856"
"1541","1.2856","1.2856","1.2856"
"1542","1.4654","1.4654","1.4654"
"1543","1.4654","1.4654","1.4654"
"1544","1.4018","1.4018","1.4018"
"1545","1.4018","1.4018","1.4018"
"1546","1.4382","1.4382","1.4382"
"1547","1.4382","1.4382","1.4382"
"1548","1.3491","1.3491","1.3491"
"1549","1.3491","1.3491","1.3491"
"1550","1.3636","1.3636","1.3636"
"1551","1.3636","1.3636","1.3636"
"1552","1.3687","1.3687","1.3687"
"1553","1.3687","1.3687","1.3687"
"1554","1.2251","1.2251","1.2251"
"1555","1.2251","1.2251","1.2251"
"1556","1.4933","1.4933","1.4933"
"1557","1.4933","1.4933","1.4933"
"1558","1.31","1.31","1.31"
"1559","1.31","1.31","1.31"
"1560","1.2683","1.2683","1.2683"
"1561","1.2683","1.2683","1.2683"
"1562","1.4299","1.4299","1.4299"
"1563","1.4299","1.4299","1.4299"
"1564","1.3962","1.3962","1.3962"
"1565","1.3962","1.3962","1.3962"
"1566","1.2993","1.2993","1.2993"
"1567","1.2993","1.2993","1.2993"
"1568","1.3768","1.3768","1.3768"
"1569","1.3768","1.3768","1.3768"
"1570","1.4283","1.4283","1.4283"
"1571","1.4283","1.4283","1.4283"
"1572","1.2997","1.2997","1.2997"
"1573","1.2997","1.2997","1.2997"
"1574","1.3564","1.3564","1.3564"
"1575","1.3564","1.3564","1.3564"
"1576","1.3005","1.3005","1.3005"
"1577","1.3005","1.3005","1.3005"
"1578","1.2497","1.2497","1.2497"
"1579","1.2497","1.2497","1.2497"
"1580","1.301","1.301","1.301"
"1581","1.301","1.301","1.301"
"1582","1.477","1.477","1.477"
"1583","1.477","1.477","1.477"
"1584","1.3616","1.3616","1.3616"
"1585","1.3616","1.3616","1.3616"
"1586","1.4072","1.4072","1.4072"
"1587","1.4072","1.4072","1.4072"
"1588","1.3858","1.3858","1.3858"
"1589","1.3858","1.3858","1.3858"
"1590","1.3396","1.3396","1.3396"
"1591","1.3396","1.3396","1.3396"
"1592","1.3839","1.3839","1.3839"
"1593","1.3839","1.3839","1.3839"
"1594","1.3868","1.3868","1.3868"
"1595","1.3868","1.3868","1.3868"
"1596","1.3781","1.3781","1.3781"
"1597","1.3781","1.3781","1.3781"
"1598","1.3945","1.3945","1.3945"
"1599","1.3945","1.3945","1.3945"
"1600","1.3556","1.3556","1.3556"
"1601","1.3556","1.3556","1.3556"
"1602","1.4576","1.4576","1.4576"
"1603","1.4576","1.4576","1.4576"
"1604","1.4307","1.4307","1.4307"
"1605","1.4307","1.4307","1.4307"
"1606","1.2564","1.2564","1.2564"
"1607","1.2564","1.2564","1.2564"
"1608","1.266","1.266","1.266"
"1609","1.266","1.266","1.266"
"1610","1.4011","1.4011","1.4011"
"1611","1.4011","1.4011","1.4011"
"1612","1.4225","1.4225","1.4225"
"1613","1.4225","1.4225","1.4225"
"1614","1.3621","1.3621","1.3621"
"1615","1.3621","1.3621","1.3621"
"1616","1.3511","1.3511","1.3511"
"1617","1.3511","1.3511","1.3511"
"1618","1.2987","1.2987","1.2987"
"1619","1.2987","1.2987","1.2987"
"1620","1.4048","1.4048","1.4048"
"1621","1.4048","1.4048","1.4048"
"1622","1.4151","1.4151","1.4151"
"1623","1.4151","1.4151","1.4151"
"1624","1.2641","1.2641","1.2641"
"1625","1.2641","1.2641","1.2641"
"1626","1.2618","1.2618","1.2618"
"1627","1.2618","1.2618","1.2618"
"1628","1.4214","1.4214","1.4214"
"1629","1.4214","1.4214","1.4214"
"1630","1.4073","1.4073","1.4073"
"1631","1.4073","1.4073","1.4073"
"1632","1.3239","1.3239","1.3239"
"1633","1.3239","1.3239","1.3239"
"1634","1.4083","1.4083","1.4083"
"1635","1.4083","1.4083","1.4083"
"1636","1.3543","1.3543","1.3543"
"1637","1.3543","1.3543","1.3543"
"1638","1.3913","1.3913","1.3913"
"1639","1.3913","1.3913","1.3913"
"1640","1.4019","1.4019","1.4019"
"1641","1.4019","1.4019","1.4019"
"1642","1.3836","1.3836","1.3836"
"1643","1.3836","1.3836","1.3836"
"1644","1.4178","1.4178","1.4178"
"1645","1.4178","1.4178","1.4178"
"1646","1.2907","1.2907","1.2907"
"1647","1.2907","1.2907","1.2907"
"1648","1.3475","1.3475","1.3475"
"1649","1.3475","1.3475","1.3475"
"1650","1.3357","1.3357","1.3357"
"1651","1.3357","1.3357","1.3357"
"1652","1.4268","1.4268","1.4268"
"1653","1.4268","1.4268","1.4268"
"1654","1.3216","1.3216","1.3216"
"1655","1.3216","1.3216","1.3216"
"1656","1.4464","1.4464","1.4464"
"1657","1.4464","1.4464","1.4464"
"1658","1.4146","1.4146","1.4146"
"1659","1.4146","1.4146","1.4146"
"1660","1.3419","1.3419","1.3419"
"1661","1.3419","1.3419","1.3419"
"1662","1.4079","1.4079","1.4079"
"1663","1.4079","1.4079","1.4079"
"1664","1.3607","1.3607","1.3607"
"1665","1.3607","1.3607","1.3607"
"1666","1.3773","1.3773","1.3773"
"1667","1.3773","1.3773","1.3773"
"1668","1.4305","1.4305","1.4305"
"1669","1.4305","1.4305","1.4305"
"1670","1.3915","1.3915","1.3915"
"1671","1.3915","1.3915","1.3915"
"1672","1.3851","1.3851","1.3851"
"1673","1.3851","1.3851","1.3851"
"1674","1.4143","1.4143","1.4143"
"1675","1.4143","1.4143","1.4143"
"1676","1.3821","1.3821","1.3821"
"1677","1.3821","1.3821","1.3821"
"1678","1.3468","1.3468","1.3468"
"1679","1.3468","1.3468","1.3468"
"1680","1.277","1.277","1.277"
"1681","1.277","1.277","1.277"
"1682","1.5266","1.5266","1.5266"
"1683","1.5266","1.5266","1.5266"
"1684","1.3894","1.3894","1.3894"
"1685","1.3894","1.3894","1.3894"
"1686","1.3311","1.3311","1.3311"
"1687","1.3311","1.3311","1.3311"
"1688","1.4171","1.4171","1.4171"
"1689","1.4171","1.4171","1.4171"
"1690","1.3621","1.3621","1.3621"
"1691","1.3621","1.3621","1.3621"
"1692","1.417","1.417","1.417"
"1693","1.417","1.417","1.417"
"1694","1.3399","1.3399","1.3399"
"1695","1.3399","1.3399","1.3399"
"1696","1.4777","1.4777","1.4777"
"1697","1.4777","1.4777","1.4777"
"1698","1.4346","1.4346","1.4346"
"1699","1.4346","1.4346","1.4346"
"1700","1.3025","1.3025","1.3025"
"1701","1.3025","1.3025","1.3025"
"1702","1.337","1.337","1.337"
"1703","1.337","1.337","1.337"
"1704","1.4168","1.4168","1.4168"
"1705","1.4168","1.4168","1.4168"
"1706","1.3637","1.3637","1.3637"
"1707","1.3637","1.3637","1.3637"
"1708","1.4302","1.4302","1.4302"
"1709","1.4302","1.4302","1.4302"
"1710","1.2888","1.2888","1.2888"
"1711","1.2888","1.2888","1.2888"
"1712","1.3349","1.3349","1.3349"
"1713","1.3349","1.3349","1.3349"
"1714","1.393","1.393","1.393"
"1715","1.393","1.393","1.393"
"1716","1.4026","1.4026","1.4026"
"1717","1.4026","1.4026","1.4026"
"1718","1.3419","1.3419","1.3419"
"1719","1.3419","1.3419","1.3419"
"1720","1.4349","1.4349","1.4349"
"1721","1.4349","1.4349","1.4349"
"1722","1.4254","1.4254","1.4254"
"1723","1.4254","1.4254","1.4254"
"1724","1.2946","1.2946","1.2946"
"1725","1.2946","1.2946","1.2946"
"1726","1.4061","1.4061","1.4061"
"1727","1.4061","1.4061","1.4061"
"1728","1.4484","1.4484","1.4484"
"1729","1.4484","1.4484","1.4484"
"1730","1.3235","1.3235","1.3235"
"1731","1.3235","1.3235","1.3235"
"1732","1.5578","1.5578","1.5578"
"1733","1.5578","1.5578","1.5578"
"1734","1.4171","1.4171","1.4171"
"1735","1.4171","1.4171","1.4171"
"1736","1.3936","1.3936","1.3936"
"1737","1.3936","1.3936","1.3936"
"1738","1.4109","1.4109","1.4109"
"1739","1.4109","1.4109","1.4109"
"1740","1.3992","1.3992","1.3992"
"1741","1.3992","1.3992","1.3992"
"1742","1.2515","1.2515","1.2515"
"1743","1.2515","1.2515","1.2515"
"1744","1.4949","1.4949","1.4949"
"1745","1.4949","1.4949","1.4949"
"1746","1.3945","1.3945","1.3945"
"1747","1.3945","1.3945","1.3945"
"1748","1.276","1.276","1.276"
"1749","1.276","1.276","1.276"
"1750","1.2852","1.2852","1.2852"
"1751","1.2852","1.2852","1.2852"
"1752","1.3019","1.3019","1.3019"
"1753","1.3019","1.3019","1.3019"
"1754","1.4687","1.4687","1.4687"
"1755","1.4687","1.4687","1.4687"
"1756","1.318","1.318","1.318"
"1757","1.318","1.318","1.318"
"1758","1.4296","1.4296","1.4296"
"1759","1.4296","1.4296","1.4296"
"1760","1.4141","1.4141","1.4141"
"1761","1.4141","1.4141","1.4141"
"1762","1.3732","1.3732","1.3732"
"1763","1.3732","1.3732","1.3732"
"1764","1.3728","1.3728","1.3728"
"1765","1.3728","1.3728","1.3728"
"1766","1.3056","1.3056","1.3056"
"1767","1.3056","1.3056","1.3056"
"1768","1.4126","1.4126","1.4126"
"1769","1.4126","1.4126","1.4126"
"1770","1.4448","1.4448","1.4448"
"1771","1.4448","1.4448","1.4448"
"1772","1.3539","1.3539","1.3539"
"1773","1.3539","1.3539","1.3539"
"1774","1.5261","1.5261","1.5261"
"1775","1.5261","1.5261","1.5261"
"1776","1.3288","1.3288","1.3288"
"1777","1.3288","1.3288","1.3288"
"1778","1.4934","1.4934","1.4934"
"1779","1.4934","1.4934","1.4934"
"1780","1.1996","1.1996","1.1996"
"1781","1.1996","1.1996","1.1996"
"1782","1.313","1.313","1.313"
"1783","1.313","1.313","1.313"
"1784","1.424","1.424","1.424"
"1785","1.424","1.424","1.424"
"1786","1.3501","1.3501","1.3501"
"1787","1.3501","1.3501","1.3501"
"1788","1.3979","1.3979","1.3979"
"1789","1.3979","1.3979","1.3979"
"1790","1.4226","1.4226","1.4226"
"1791","1.4226","1.4226","1.4226"
"1792","1.4967","1.4967","1.4967"
"1793","1.4967","1.4967","1.4967"
"1794","1.3611","1.3611","1.3611"
"1795","1.3611","1.3611","1.3611"
"1796","1.4458","1.4458","1.4458"
"1797","1.4458","1.4458","1.4458"
"1798","1.3874","1.3874","1.3874"
"1799","1.3874","1.3874","1.3874"
"1800","1.2694","1.2694","1.2694"
"1801","1.2694","1.2694","1.2694"
"1802","1.4694","1.4694","1.4694"
"1803","1.4694","1.4694","1.4694"
"1804","1.3324","1.3324","1.3324"
"1805","1.3324","1.3324","1.3324"
"1806","1.2886","1.2886","1.2886"
"1807","1.2886","1.2886","1.2886"
"1808","1.4577","1.4577","1.4577"
"1809","1.4577","1.4577","1.4577"
"1810","1.2761","1.2761","1.2761"
"1811","1.2761","1.2761","1.2761"
"1812","1.3267","1.3267","1.3267"
"1813","1.3267","1.3267","1.3267"
"1814","1.2507","1.2507","1.2507"
"1815","1.2507","1.2507","1.2507"
"1816","1.3789","1.3789","1.3789"
"1817","1.3789","1.3789","1.3789"
"1818","1.3894","1.3894","1.3894"
"1819","1.3894","1.3894","1.3894"
"1820","1.4285","1.4285","1.4285"
"1821","1.4285","1.4285","1.4285"
"1822","1.3619","1.3619","1.3619"
"1823","1.3619","1.3619","1.3619"
"1824","1.3088","1.3088","1.3088"
"1825","1.3088","1.3088","1.3088"
"1826","1.4041","1.4041","1.4041"
"1827","1.4041","1.4041","1.4041"
"1828","1.2972","1.2972","1.2972"
"1829","1.2972","1.2972","1.2972"
"1830","1.3949","1.3949","1.3949"
"1831","1.3949","1.3949","1.3949"
"1832","1.4081","1.4081","1.4081"
"1833","1.4081","1.4081","1.4081"
"1834","1.3747","1.3747","1.3747"
"1835","1.3747","1.3747","1.3747"
"1836","1.2702","1.2702","1.2702"
"1837","1.2702","1.2702","1.2702"
"1838","1.3159","1.3159","1.3159"
"1839","1.3159","1.3159","1.3159"
"1840","1.2867","1.2867","1.2867"
"1841","1.2867","1.2867","1.2867"
"1842","1.3811","1.3811","1.3811"
"1843","1.3811","1.3811","1.3811"
"1844","1.4056","1.4056","1.4056"
"1845","1.4056","1.4056","1.4056"
"1846","1.3465","1.3465","1.3465"
"1847","1.3465","1.3465","1.3465"
"1848","1.3905","1.3905","1.3905"
"1849","1.3905","1.3905","1.3905"
"1850","1.2521","1.2521","1.2521"
"1851","1.2521","1.2521","1.2521"
"1852","1.4145","1.4145","1.4145"
"1853","1.4145","1.4145","1.4145"
"1854","1.3532","1.3532","1.3532"
"1855","1.3532","1.3532","1.3532"
"1856","1.3985","1.3985","1.3985"
"1857","1.3985","1.3985","1.3985"
"1858","1.3799","1.3799","1.3799"
"1859","1.3799","1.3799","1.3799"
"1860","1.3261","1.3261","1.3261"
"1861","1.3261","1.3261","1.3261"
"1862","1.3302","1.3302","1.3302"
"1863","1.3302","1.3302","1.3302"
"1864","1.2722","1.2722","1.2722"
"1865","1.2722","1.2722","1.2722"
"1866","1.2863","1.2863","1.2863"
"1867","1.2863","1.2863","1.2863"
"1868","1.2878","1.2878","1.2878"
"1869","1.2878","1.2878","1.2878"
"1870","1.4773","1.4773","1.4773"
"1871","1.4773","1.4773","1.4773"
"1872","1.3464","1.3464","1.3464"
"1873","1.3464","1.3464","1.3464"
"1874","1.2766","1.2766","1.2766"
"1875","1.2766","1.2766","1.2766"
"1876","1.4003","1.4003","1.4003"
"1877","1.4003","1.4003","1.4003"
"1878","1.4006","1.4006","1.4006"
"1879","1.4006","1.4006","1.4006"
"1880","1.4744","1.4744","1.4744"
"1881","1.4744","1.4744","1.4744"
"1882","1.3542","1.3542","1.3542"
"1883","1.3542","1.3542","1.3542"
"1884","1.3571","1.3571","1.3571"
"1885","1.3571","1.3571","1.3571"
"1886","1.4262","1.4262","1.4262"
"1887","1.4262","1.4262","1.4262"
"1888","1.3961","1.3961","1.3961"
"1889","1.3961","1.3961","1.3961"
"1890","1.1789","1.1789","1.1789"
"1891","1.1789","1.1789","1.1789"
"1892","1.3496","1.3496","1.3496"
"1893","1.3496","1.3496","1.3496"
"1894","1.4627","1.4627","1.4627"
"1895","1.4627","1.4627","1.4627"
"1896","1.3171","1.3171","1.3171"
"1897","1.3171","1.3171","1.3171"
"1898","1.2437","1.2437","1.2437"
"1899","1.2437","1.2437","1.2437"
"1900","1.3581","1.3581","1.3581"
"1901","1.3581","1.3581","1.3581"
"1902","1.4699","1.4699","1.4699"
"1903","1.4699","1.4699","1.4699"
"1904","1.286","1.286","1.286"
"1905","1.286","1.286","1.286"
"1906","1.24","1.24","1.24"
"1907","1.24","1.24","1.24"
"1908","1.4197","1.4197","1.4197"
"1909","1.4197","1.4197","1.4197"
"1910","1.3152","1.3152","1.3152"
"1911","1.3152","1.3152","1.3152"
"1912","1.3103","1.3103","1.3103"
"1913","1.3103","1.3103","1.3103"
"1914","1.3889","1.3889","1.3889"
"1915","1.3889","1.3889","1.3889"
"1916","1.3474","1.3474","1.3474"
"1917","1.3474","1.3474","1.3474"
"1918","1.372","1.372","1.372"
"1919","1.372","1.372","1.372"
"1920","1.3088","1.3088","1.3088"
"1921","1.3088","1.3088","1.3088"
"1922","1.3252","1.3252","1.3252"
"1923","1.3252","1.3252","1.3252"
"1924","1.3033","1.3033","1.3033"
"1925","1.3033","1.3033","1.3033"
"1926","1.4142","1.4142","1.4142"
"1927","1.4142","1.4142","1.4142"
"1928","1.3536","1.3536","1.3536"
"1929","1.3536","1.3536","1.3536"
"1930","1.3776","1.3776","1.3776"
"1931","1.3776","1.3776","1.3776"
"1932","1.4874","1.4874","1.4874"
"1933","1.4874","1.4874","1.4874"
"1934","1.3503","1.3503","1.3503"
"1935","1.3503","1.3503","1.3503"
"1936","1.2775","1.2775","1.2775"
"1937","1.2775","1.2775","1.2775"
"1938","1.3292","1.3292","1.3292"
"1939","1.3292","1.3292","1.3292"
"1940","1.3399","1.3399","1.3399"
"1941","1.3399","1.3399","1.3399"
"1942","1.3441","1.3441","1.3441"
"1943","1.3441","1.3441","1.3441"
"1944","1.4547","1.4547","1.4547"
"1945","1.4547","1.4547","1.4547"
"1946","1.257","1.257","1.257"
"1947","1.257","1.257","1.257"
"1948","1.348","1.348","1.348"
"1949","1.348","1.348","1.348"
"1950","1.3398","1.3398","1.3398"
"1951","1.3398","1.3398","1.3398"
"1952","1.3437","1.3437","1.3437"
"1953","1.3437","1.3437","1.3437"
"1954","1.4932","1.4932","1.4932"
"1955","1.4932","1.4932","1.4932"
"1956","1.2524","1.2524","1.2524"
"1957","1.2524","1.2524","1.2524"
"1958","1.3581","1.3581","1.3581"
"1959","1.3581","1.3581","1.3581"
"1960","1.3909","1.3909","1.3909"
"1961","1.3909","1.3909","1.3909"
"1962","1.3479","1.3479","1.3479"
"1963","1.3479","1.3479","1.3479"
"1964","1.3247","1.3247","1.3247"
"1965","1.3247","1.3247","1.3247"
"1966","1.3472","1.3472","1.3472"
"1967","1.3472","1.3472","1.3472"
"1968","1.3412","1.3412","1.3412"
"1969","1.3412","1.3412","1.3412"
"1970","1.3807","1.3807","1.3807"
"1971","1.3807","1.3807","1.3807"
"1972","1.4837","1.4837","1.4837"
"1973","1.4837","1.4837","1.4837"
"1974","1.405","1.405","1.405"
"1975","1.405","1.405","1.405"
"1976","1.3036","1.3036","1.3036"
"1977","1.3036","1.3036","1.3036"
"1978","1.3224","1.3224","1.3224"
"1979","1.3224","1.3224","1.3224"
"1980","1.4156","1.4156","1.4156"
"1981","1.4156","1.4156","1.4156"
"1982","1.3877","1.3877","1.3877"
"1983","1.3877","1.3877","1.3877"
"1984","1.2513","1.2513","1.2513"
"1985","1.2513","1.2513","1.2513"
"1986","1.2503","1.2503","1.2503"
"1987","1.2503","1.2503","1.2503"
"1988","1.4047","1.4047","1.4047"
"1989","1.4047","1.4047","1.4047"
"1990","1.1948","1.1948","1.1948"
"1991","1.1948","1.1948","1.1948"
"1992","1.303","1.303","1.303"
"1993","1.303","1.303","1.303"
"1994","1.4435","1.4435","1.4435"
"1995","1.4435","1.4435","1.4435"
"1996","1.3433","1.3433","1.3433"
"1997","1.3433","1.3433","1.3433"
"1998","1.4734","1.4734","1.4734"
"1999","1.4734","1.4734","1.4734"
"2000","1.1935","1.1935","1.1935"
"2001","1.1935","1.1935","1.1935"
"2004","1.3283","1.3283","1.3283"
"2005","1.3283","1.3283","1.3283"
"2006","1.3306","1.3306","1.3306"
"2007","1.3306","1.3306","1.3306"
"2008","1.2562","1.2562","1.2562"
"2009","1.2562","1.2562","1.2562"
"2010","1.2641","1.2641","1.2641"
"2011","1.2641","1.2641","1.2641"
"2012","1.2105","1.2105","1.2105"
"2013","1.2105","1.2105","1.2105"
"2014","1.2833","1.2833","1.2833"
"2015","1.2833","1.2833","1.2833"
"2016","1.4097","1.4097","1.4097"
"2017","1.4097","1.4097","1.4097"
"2018","1.3033","1.3033","1.3033"
"2019","1.3033","1.3033","1.3033"
"2020","1.3263","1.3263","1.3263"
"2021","1.3263","1.3263","1.3263"
"2022","1.4605","1.4605","1.4605"
"2023","1.4605","1.4605","1.4605"
"2024","1.2714","1.2714","1.2714"
"2025","1.2714","1.2714","1.2714"
"2026","1.2772","1.2772","1.2772"
"2027","1.2772","1.2772","1.2772"
"2028","1.2394","1.2394","1.2394"
"2029","1.2394","1.2394","1.2394"
"2030","1.3091","1.3091","1.3091"
"2031","1.3091","1.3091","1.3091"
"2032","1.3179","1.3179","1.3179"
"2033","1.3179","1.3179","1.3179"
"2034","1.3569","1.3569","1.3569"
"2035","1.3569","1.3569","1.3569"
"2036","1.4194","1.4194","1.4194"
"2037","1.4194","1.4194","1.4194"
"2038","1.3179","1.3179","1.3179"
"2039","1.3179","1.3179","1.3179"
"2040","1.3571","1.3571","1.3571"
"2041","1.3571","1.3571","1.3571"
"2042","1.5106","1.5106","1.5106"
"2043","1.5106","1.5106","1.5106"
"2044","1.3866","1.3866","1.3866"
"2045","1.3866","1.3866","1.3866"
"2046","1.2346","1.2346","1.2346"
"2047","1.2346","1.2346","1.2346"
"2048","1.2536","1.2536","1.2536"
"2049","1.2536","1.2536","1.2536"
"2050","1.1339","1.1339","1.1339"
"2051","1.1339","1.1339","1.1339"
"2052","1.2403","1.2403","1.2403"
"2053","1.2403","1.2403","1.2403"
"2054","1.3719","1.3719","1.3719"
"2055","1.3719","1.3719","1.3719"
"2056","1.3525","1.3525","1.3525"
"2057","1.3525","1.3525","1.3525"
"2058","1.4146","1.4146","1.4146"
"2059","1.4146","1.4146","1.4146"
"2060","1.3909","1.3909","1.3909"
"2061","1.3909","1.3909","1.3909"
"2062","1.2953","1.2953","1.2953"
"2063","1.2953","1.2953","1.2953"
"2064","1.368","1.368","1.368"
"2065","1.368","1.368","1.368"
"2066","1.3984","1.3984","1.3984"
"2067","1.3984","1.3984","1.3984"
"2068","1.3101","1.3101","1.3101"
"2069","1.3101","1.3101","1.3101"
"2070","1.1905","1.1905","1.1905"
"2071","1.1905","1.1905","1.1905"
"2072","1.3663","1.3663","1.3663"
"2073","1.3663","1.3663","1.3663"
"2074","1.4648","1.4648","1.4648"
"2075","1.4648","1.4648","1.4648"
"2076","1.419","1.419","1.419"
"2077","1.419","1.419","1.419"
"2078","1.2829","1.2829","1.2829"
"2079","1.2829","1.2829","1.2829"
"2080","1.3014","1.3014","1.3014"
"2081","1.3014","1.3014","1.3014"
"2082","1.2667","1.2667","1.2667"
"2083","1.2667","1.2667","1.2667"
"2084","1.3102","1.3102","1.3102"
"2085","1.3102","1.3102","1.3102"
"2086","1.4032","1.4032","1.4032"
"2087","1.4032","1.4032","1.4032"
"2088","1.2154","1.2154","1.2154"
"2089","1.2154","1.2154","1.2154"
"2090","1.2628","1.2628","1.2628"
"2091","1.2628","1.2628","1.2628"
"2092","1.4256","1.4256","1.4256"
"2093","1.4256","1.4256","1.4256"
"2094","1.3257","1.3257","1.3257"
"2095","1.3257","1.3257","1.3257"
"2096","1.3351","1.3351","1.3351"
"2097","1.3351","1.3351","1.3351"
"2098","1.3667","1.3667","1.3667"
"2099","1.3667","1.3667","1.3667"
"2100","1.5108","1.5108","1.5108"
"2101","1.5108","1.5108","1.5108"
"2102","1.3381","1.3381","1.3381"
"2103","1.3381","1.3381","1.3381"
"2104","1.2771","1.2771","1.2771"
"2105","1.2771","1.2771","1.2771"
"2106","1.3883","1.3883","1.3883"
"2107","1.3883","1.3883","1.3883"
"2108","1.3115","1.3115","1.3115"
"2109","1.3115","1.3115","1.3115"
"2110","1.3171","1.3171","1.3171"
"2111","1.3171","1.3171","1.3171"
"2112","1.3249","1.3249","1.3249"
"2113","1.3249","1.3249","1.3249"
"2114","1.3194","1.3194","1.3194"
"2115","1.3194","1.3194","1.3194"
"2116","1.3978","1.3978","1.3978"
"2117","1.3978","1.3978","1.3978"
"2118","1.2761","1.2761","1.2761"
"2119","1.2761","1.2761","1.2761"
"2120","1.3079","1.3079","1.3079"
"2121","1.3079","1.3079","1.3079"
"2122","1.3926","1.3926","1.3926"
"2123","1.3926","1.3926","1.3926"
"2124","1.3865","1.3865","1.3865"
"2125","1.3865","1.3865","1.3865"
"2126","1.3021","1.3021","1.3021"
"2127","1.3021","1.3021","1.3021"
