"Step","denim-lake-75 - loss/train","denim-lake-75 - loss/train__MIN","denim-lake-75 - loss/train__MAX"
"202","6.3145599365234375","6.3145599365234375","6.3145599365234375"
"204","6.341906547546387","6.341906547546387","6.341906547546387"
"205","6.248043060302734","6.248043060302734","6.248043060302734"
"209","6.2632856369018555","6.2632856369018555","6.2632856369018555"
"210","6.284670352935791","6.284670352935791","6.284670352935791"
"213","6.37905740737915","6.37905740737915","6.37905740737915"
"214","6.3995466232299805","6.3995466232299805","6.3995466232299805"
"219","6.353708744049072","6.353708744049072","6.353708744049072"
"220","6.357335090637207","6.357335090637207","6.357335090637207"
"221","6.3507795333862305","6.3507795333862305","6.3507795333862305"
"222","6.3114142417907715","6.3114142417907715","6.3114142417907715"
"223","6.317050933837891","6.317050933837891","6.317050933837891"
"225","6.309804916381836","6.309804916381836","6.309804916381836"
"226","6.31815242767334","6.31815242767334","6.31815242767334"
"227","6.2979536056518555","6.2979536056518555","6.2979536056518555"
"228","6.273247718811035","6.273247718811035","6.273247718811035"
"229","6.270739555358887","6.270739555358887","6.270739555358887"
"230","6.2748918533325195","6.2748918533325195","6.2748918533325195"
"232","6.25715970993042","6.25715970993042","6.25715970993042"
"234","6.260172367095947","6.260172367095947","6.260172367095947"
"235","6.292562961578369","6.292562961578369","6.292562961578369"
"236","6.314072608947754","6.314072608947754","6.314072608947754"
"238","6.242493629455566","6.242493629455566","6.242493629455566"
"239","6.166019916534424","6.166019916534424","6.166019916534424"
"240","6.120169162750244","6.120169162750244","6.120169162750244"
"244","6.194393157958984","6.194393157958984","6.194393157958984"
"245","6.241748809814453","6.241748809814453","6.241748809814453"
"251","6.140692234039307","6.140692234039307","6.140692234039307"
"258","6.027430057525635","6.027430057525635","6.027430057525635"
"262","6.037108421325684","6.037108421325684","6.037108421325684"
"263","6.054769515991211","6.054769515991211","6.054769515991211"
"265","6.058091640472412","6.058091640472412","6.058091640472412"
"266","6.204668045043945","6.204668045043945","6.204668045043945"
"267","6.191814422607422","6.191814422607422","6.191814422607422"
"269","6.20517635345459","6.20517635345459","6.20517635345459"
"270","6.217536926269531","6.217536926269531","6.217536926269531"
"272","6.199689865112305","6.199689865112305","6.199689865112305"
"279","6.116909027099609","6.116909027099609","6.116909027099609"
"280","6.06353235244751","6.06353235244751","6.06353235244751"
"281","6.023289203643799","6.023289203643799","6.023289203643799"
"282","6.0911407470703125","6.0911407470703125","6.0911407470703125"
"283","6.109978199005127","6.109978199005127","6.109978199005127"
"284","6.109917163848877","6.109917163848877","6.109917163848877"
"285","6.057147026062012","6.057147026062012","6.057147026062012"
"286","6.088456153869629","6.088456153869629","6.088456153869629"
"287","6.025620937347412","6.025620937347412","6.025620937347412"
"288","6.058347225189209","6.058347225189209","6.058347225189209"
"289","6.106882095336914","6.106882095336914","6.106882095336914"
"291","6.071935653686523","6.071935653686523","6.071935653686523"
"292","5.982852935791016","5.982852935791016","5.982852935791016"
"293","6.016236305236816","6.016236305236816","6.016236305236816"
"298","5.978999614715576","5.978999614715576","5.978999614715576"
"300","5.940618515014648","5.940618515014648","5.940618515014648"
"304","5.949336051940918","5.949336051940918","5.949336051940918"
"307","5.87595272064209","5.87595272064209","5.87595272064209"
"308","5.947922706604004","5.947922706604004","5.947922706604004"
"310","5.896269798278809","5.896269798278809","5.896269798278809"
"311","5.871487140655518","5.871487140655518","5.871487140655518"
"312","5.903420448303223","5.903420448303223","5.903420448303223"
"314","5.820272445678711","5.820272445678711","5.820272445678711"
"319","5.978742599487305","5.978742599487305","5.978742599487305"
"320","6.039422988891602","6.039422988891602","6.039422988891602"
"327","5.990659713745117","5.990659713745117","5.990659713745117"
"330","5.930584907531738","5.930584907531738","5.930584907531738"
"333","5.922116279602051","5.922116279602051","5.922116279602051"
"334","5.84072208404541","5.84072208404541","5.84072208404541"
"338","5.89768648147583","5.89768648147583","5.89768648147583"
"339","5.873537063598633","5.873537063598633","5.873537063598633"
"341","5.854195594787598","5.854195594787598","5.854195594787598"
"342","5.857287406921387","5.857287406921387","5.857287406921387"
"343","5.858236312866211","5.858236312866211","5.858236312866211"
"344","5.923480033874512","5.923480033874512","5.923480033874512"
"345","5.7957377433776855","5.7957377433776855","5.7957377433776855"
"346","5.823833465576172","5.823833465576172","5.823833465576172"
"347","5.796705722808838","5.796705722808838","5.796705722808838"
"348","5.781250953674316","5.781250953674316","5.781250953674316"
"349","5.778842449188232","5.778842449188232","5.778842449188232"
"352","5.75881290435791","5.75881290435791","5.75881290435791"
"354","5.746568202972412","5.746568202972412","5.746568202972412"
"355","5.74251651763916","5.74251651763916","5.74251651763916"
"356","5.739743232727051","5.739743232727051","5.739743232727051"
"359","5.714990139007568","5.714990139007568","5.714990139007568"
"360","5.685216903686523","5.685216903686523","5.685216903686523"
"364","5.703192710876465","5.703192710876465","5.703192710876465"
"372","5.82188081741333","5.82188081741333","5.82188081741333"
"373","5.807121276855469","5.807121276855469","5.807121276855469"
"375","5.838672637939453","5.838672637939453","5.838672637939453"
"377","5.805205345153809","5.805205345153809","5.805205345153809"
"378","5.8070292472839355","5.8070292472839355","5.8070292472839355"
"379","5.749443531036377","5.749443531036377","5.749443531036377"
"385","5.68464469909668","5.68464469909668","5.68464469909668"
"386","5.747348308563232","5.747348308563232","5.747348308563232"
"388","5.704018592834473","5.704018592834473","5.704018592834473"
"389","5.711223125457764","5.711223125457764","5.711223125457764"
"390","5.705580711364746","5.705580711364746","5.705580711364746"
"396","5.625758171081543","5.625758171081543","5.625758171081543"
"397","5.660083770751953","5.660083770751953","5.660083770751953"
"399","5.608327865600586","5.608327865600586","5.608327865600586"
"401","5.585956573486328","5.585956573486328","5.585956573486328"
"405","5.598381519317627","5.598381519317627","5.598381519317627"
"406","5.585419654846191","5.585419654846191","5.585419654846191"
"407","5.555268287658691","5.555268287658691","5.555268287658691"
"408","5.537197589874268","5.537197589874268","5.537197589874268"
"410","5.545802116394043","5.545802116394043","5.545802116394043"
"411","5.482362747192383","5.482362747192383","5.482362747192383"
"414","5.517090797424316","5.517090797424316","5.517090797424316"
"417","5.490241050720215","5.490241050720215","5.490241050720215"
"419","5.4374237060546875","5.4374237060546875","5.4374237060546875"
"420","5.483638763427734","5.483638763427734","5.483638763427734"
"421","5.521437168121338","5.521437168121338","5.521437168121338"
"424","5.532840728759766","5.532840728759766","5.532840728759766"
"426","5.674061298370361","5.674061298370361","5.674061298370361"
"427","5.578798294067383","5.578798294067383","5.578798294067383"
"430","5.628329277038574","5.628329277038574","5.628329277038574"
"433","5.596463203430176","5.596463203430176","5.596463203430176"
"435","5.57749080657959","5.57749080657959","5.57749080657959"
"439","5.47737979888916","5.47737979888916","5.47737979888916"
"441","5.656681537628174","5.656681537628174","5.656681537628174"
"445","5.487033843994141","5.487033843994141","5.487033843994141"
"447","5.509366035461426","5.509366035461426","5.509366035461426"
"449","5.5072174072265625","5.5072174072265625","5.5072174072265625"
"452","5.365870475769043","5.365870475769043","5.365870475769043"
"462","5.3664398193359375","5.3664398193359375","5.3664398193359375"
"464","5.283041954040527","5.283041954040527","5.283041954040527"
"466","5.272316932678223","5.272316932678223","5.272316932678223"
"469","5.296973705291748","5.296973705291748","5.296973705291748"
"473","5.267202854156494","5.267202854156494","5.267202854156494"
"477","5.482527732849121","5.482527732849121","5.482527732849121"
"478","5.463595867156982","5.463595867156982","5.463595867156982"
"479","5.470130443572998","5.470130443572998","5.470130443572998"
"480","5.414712905883789","5.414712905883789","5.414712905883789"
"486","5.407891273498535","5.407891273498535","5.407891273498535"
"487","5.372081279754639","5.372081279754639","5.372081279754639"
"492","5.380772113800049","5.380772113800049","5.380772113800049"
"494","5.406650543212891","5.406650543212891","5.406650543212891"
"495","5.422008991241455","5.422008991241455","5.422008991241455"
"496","5.282615661621094","5.282615661621094","5.282615661621094"
"498","5.322220802307129","5.322220802307129","5.322220802307129"
"504","5.192866325378418","5.192866325378418","5.192866325378418"
"505","5.239435195922852","5.239435195922852","5.239435195922852"
"507","5.192112445831299","5.192112445831299","5.192112445831299"
"509","5.2701849937438965","5.2701849937438965","5.2701849937438965"
"512","5.270463466644287","5.270463466644287","5.270463466644287"
"513","5.268535614013672","5.268535614013672","5.268535614013672"
"515","5.217792987823486","5.217792987823486","5.217792987823486"
"518","5.12919807434082","5.12919807434082","5.12919807434082"
"519","5.154056072235107","5.154056072235107","5.154056072235107"
"521","5.0787577629089355","5.0787577629089355","5.0787577629089355"
"522","5.146607398986816","5.146607398986816","5.146607398986816"
"523","5.151403903961182","5.151403903961182","5.151403903961182"
"525","5.132473945617676","5.132473945617676","5.132473945617676"
"526","5.147037506103516","5.147037506103516","5.147037506103516"
"527","5.105998992919922","5.105998992919922","5.105998992919922"
"528","5.096034526824951","5.096034526824951","5.096034526824951"
"530","5.081640243530273","5.081640243530273","5.081640243530273"
"534","5.335899353027344","5.335899353027344","5.335899353027344"
"536","5.237868309020996","5.237868309020996","5.237868309020996"
"538","5.239982604980469","5.239982604980469","5.239982604980469"
"539","5.208968162536621","5.208968162536621","5.208968162536621"
"540","5.18774938583374","5.18774938583374","5.18774938583374"
"542","5.281387805938721","5.281387805938721","5.281387805938721"
"548","5.221036911010742","5.221036911010742","5.221036911010742"
"550","5.180559158325195","5.180559158325195","5.180559158325195"
"551","5.209384918212891","5.209384918212891","5.209384918212891"
"553","5.252554893493652","5.252554893493652","5.252554893493652"
"554","5.120244026184082","5.120244026184082","5.120244026184082"
"557","5.126341819763184","5.126341819763184","5.126341819763184"
"558","5.127018928527832","5.127018928527832","5.127018928527832"
"563","5.042813777923584","5.042813777923584","5.042813777923584"
"565","5.055078029632568","5.055078029632568","5.055078029632568"
"568","5.082460403442383","5.082460403442383","5.082460403442383"
"570","5.00357723236084","5.00357723236084","5.00357723236084"
"571","4.980625152587891","4.980625152587891","4.980625152587891"
"572","4.970103740692139","4.970103740692139","4.970103740692139"
"575","4.9827446937561035","4.9827446937561035","4.9827446937561035"
"576","4.924652576446533","4.924652576446533","4.924652576446533"
"579","4.963460922241211","4.963460922241211","4.963460922241211"
"585","5.115167617797852","5.115167617797852","5.115167617797852"
"587","5.122838973999023","5.122838973999023","5.122838973999023"
"588","5.123501777648926","5.123501777648926","5.123501777648926"
"589","5.055000305175781","5.055000305175781","5.055000305175781"
"591","5.279166221618652","5.279166221618652","5.279166221618652"
"592","5.183548450469971","5.183548450469971","5.183548450469971"
"593","5.142462253570557","5.142462253570557","5.142462253570557"
"594","5.133944511413574","5.133944511413574","5.133944511413574"
"595","5.156610012054443","5.156610012054443","5.156610012054443"
"597","5.080615997314453","5.080615997314453","5.080615997314453"
"598","5.072726249694824","5.072726249694824","5.072726249694824"
"599","5.0176849365234375","5.0176849365234375","5.0176849365234375"
"603","5.073968887329102","5.073968887329102","5.073968887329102"
"604","4.971096038818359","4.971096038818359","4.971096038818359"
"605","5.036843299865723","5.036843299865723","5.036843299865723"
"606","5.003668308258057","5.003668308258057","5.003668308258057"
"610","5.01343297958374","5.01343297958374","5.01343297958374"
"612","4.953608989715576","4.953608989715576","4.953608989715576"
"613","4.924863815307617","4.924863815307617","4.924863815307617"
"615","4.893342971801758","4.893342971801758","4.893342971801758"
"623","4.921881198883057","4.921881198883057","4.921881198883057"
"625","4.816080093383789","4.816080093383789","4.816080093383789"
"628","4.823085308074951","4.823085308074951","4.823085308074951"
"629","4.832171440124512","4.832171440124512","4.832171440124512"
"630","4.849297523498535","4.849297523498535","4.849297523498535"
"631","4.791498184204102","4.791498184204102","4.791498184204102"
"633","4.872784614562988","4.872784614562988","4.872784614562988"
"638","4.978586196899414","4.978586196899414","4.978586196899414"
"642","4.922350883483887","4.922350883483887","4.922350883483887"
"648","4.866486072540283","4.866486072540283","4.866486072540283"
"649","4.935871601104736","4.935871601104736","4.935871601104736"
"651","4.9086527824401855","4.9086527824401855","4.9086527824401855"
"653","4.8439202308654785","4.8439202308654785","4.8439202308654785"
"654","4.825207233428955","4.825207233428955","4.825207233428955"
"658","4.84776496887207","4.84776496887207","4.84776496887207"
"660","4.840986728668213","4.840986728668213","4.840986728668213"
"661","4.871817111968994","4.871817111968994","4.871817111968994"
"663","4.799313545227051","4.799313545227051","4.799313545227051"
"664","4.81090784072876","4.81090784072876","4.81090784072876"
"666","4.789254188537598","4.789254188537598","4.789254188537598"
"667","4.808940410614014","4.808940410614014","4.808940410614014"
"671","4.807662010192871","4.807662010192871","4.807662010192871"
"672","4.85123348236084","4.85123348236084","4.85123348236084"
"676","4.846796035766602","4.846796035766602","4.846796035766602"
"677","4.729889392852783","4.729889392852783","4.729889392852783"
"678","4.673889636993408","4.673889636993408","4.673889636993408"
"679","4.721900939941406","4.721900939941406","4.721900939941406"
"681","4.728340148925781","4.728340148925781","4.728340148925781"
"684","4.735137939453125","4.735137939453125","4.735137939453125"
"685","4.660523414611816","4.660523414611816","4.660523414611816"
"687","4.6432785987854","4.6432785987854","4.6432785987854"
"690","4.738929748535156","4.738929748535156","4.738929748535156"
"693","4.755877494812012","4.755877494812012","4.755877494812012"
"697","4.7823567390441895","4.7823567390441895","4.7823567390441895"
"704","4.727336406707764","4.727336406707764","4.727336406707764"
"705","4.72026252746582","4.72026252746582","4.72026252746582"
"708","4.672161102294922","4.672161102294922","4.672161102294922"
"714","4.664760589599609","4.664760589599609","4.664760589599609"
"716","4.689743518829346","4.689743518829346","4.689743518829346"
"718","4.629358291625977","4.629358291625977","4.629358291625977"
"722","4.598685264587402","4.598685264587402","4.598685264587402"
"726","4.6134209632873535","4.6134209632873535","4.6134209632873535"
"727","4.639894485473633","4.639894485473633","4.639894485473633"
"728","4.662367343902588","4.662367343902588","4.662367343902588"
"729","4.8821587562561035","4.8821587562561035","4.8821587562561035"
"731","4.576699733734131","4.576699733734131","4.576699733734131"
"732","4.4506707191467285","4.4506707191467285","4.4506707191467285"
"733","4.539366722106934","4.539366722106934","4.539366722106934"
"734","4.55186653137207","4.55186653137207","4.55186653137207"
"736","4.506196022033691","4.506196022033691","4.506196022033691"
"741","4.52714204788208","4.52714204788208","4.52714204788208"
"742","4.489990234375","4.489990234375","4.489990234375"
"746","4.717563152313232","4.717563152313232","4.717563152313232"
"749","4.631021022796631","4.631021022796631","4.631021022796631"
"750","4.639992713928223","4.639992713928223","4.639992713928223"
"753","4.568012237548828","4.568012237548828","4.568012237548828"
"756","4.598593711853027","4.598593711853027","4.598593711853027"
"757","4.515331268310547","4.515331268310547","4.515331268310547"
"758","4.534769058227539","4.534769058227539","4.534769058227539"
"760","4.512460708618164","4.512460708618164","4.512460708618164"
"761","4.493158340454102","4.493158340454102","4.493158340454102"
"762","4.564852714538574","4.564852714538574","4.564852714538574"
"763","4.5427703857421875","4.5427703857421875","4.5427703857421875"
"765","4.531054973602295","4.531054973602295","4.531054973602295"
"766","4.497533321380615","4.497533321380615","4.497533321380615"
"767","4.489863395690918","4.489863395690918","4.489863395690918"
"772","4.435061454772949","4.435061454772949","4.435061454772949"
"775","4.529538631439209","4.529538631439209","4.529538631439209"
"777","4.452062606811523","4.452062606811523","4.452062606811523"
"781","4.439116477966309","4.439116477966309","4.439116477966309"
"783","4.334129333496094","4.334129333496094","4.334129333496094"
"785","4.316697120666504","4.316697120666504","4.316697120666504"
"787","4.344512939453125","4.344512939453125","4.344512939453125"
"790","4.371689319610596","4.371689319610596","4.371689319610596"
"792","4.3616743087768555","4.3616743087768555","4.3616743087768555"
"793","4.342458248138428","4.342458248138428","4.342458248138428"
"794","4.3311662673950195","4.3311662673950195","4.3311662673950195"
"798","4.645844459533691","4.645844459533691","4.645844459533691"
"800","4.526972770690918","4.526972770690918","4.526972770690918"
"801","4.475727081298828","4.475727081298828","4.475727081298828"
"805","4.466082572937012","4.466082572937012","4.466082572937012"
"807","4.434321880340576","4.434321880340576","4.434321880340576"
"808","4.487710952758789","4.487710952758789","4.487710952758789"
"810","4.471208572387695","4.471208572387695","4.471208572387695"
"811","4.521109104156494","4.521109104156494","4.521109104156494"
"814","4.435683250427246","4.435683250427246","4.435683250427246"
"816","4.412306785583496","4.412306785583496","4.412306785583496"
"819","4.452176570892334","4.452176570892334","4.452176570892334"
"820","4.455183506011963","4.455183506011963","4.455183506011963"
"821","4.436223030090332","4.436223030090332","4.436223030090332"
"823","4.412492752075195","4.412492752075195","4.412492752075195"
"824","4.375710487365723","4.375710487365723","4.375710487365723"
"828","4.380244255065918","4.380244255065918","4.380244255065918"
"831","4.363131523132324","4.363131523132324","4.363131523132324"
"833","4.289755344390869","4.289755344390869","4.289755344390869"
"834","4.3544602394104","4.3544602394104","4.3544602394104"
"835","4.330927848815918","4.330927848815918","4.330927848815918"
"837","4.263169765472412","4.263169765472412","4.263169765472412"
"838","4.240338325500488","4.240338325500488","4.240338325500488"
"840","4.234593391418457","4.234593391418457","4.234593391418457"
"841","4.234013557434082","4.234013557434082","4.234013557434082"
"843","4.228188514709473","4.228188514709473","4.228188514709473"
"844","4.269889831542969","4.269889831542969","4.269889831542969"
"852","4.3486785888671875","4.3486785888671875","4.3486785888671875"
"854","4.458319664001465","4.458319664001465","4.458319664001465"
"856","4.352306842803955","4.352306842803955","4.352306842803955"
"857","4.3563737869262695","4.3563737869262695","4.3563737869262695"
"858","4.381585121154785","4.381585121154785","4.381585121154785"
"859","4.4533915519714355","4.4533915519714355","4.4533915519714355"
"864","4.366607666015625","4.366607666015625","4.366607666015625"
"865","4.375826835632324","4.375826835632324","4.375826835632324"
"867","4.344202041625977","4.344202041625977","4.344202041625977"
"871","4.362064361572266","4.362064361572266","4.362064361572266"
"872","4.321079254150391","4.321079254150391","4.321079254150391"
"873","4.336798667907715","4.336798667907715","4.336798667907715"
"874","4.354897499084473","4.354897499084473","4.354897499084473"
"875","4.276947975158691","4.276947975158691","4.276947975158691"
"878","4.277068138122559","4.277068138122559","4.277068138122559"
"879","4.261238098144531","4.261238098144531","4.261238098144531"
"880","4.33640193939209","4.33640193939209","4.33640193939209"
"881","4.254909992218018","4.254909992218018","4.254909992218018"
"882","4.28641414642334","4.28641414642334","4.28641414642334"
"883","4.312408447265625","4.312408447265625","4.312408447265625"
"884","4.306663990020752","4.306663990020752","4.306663990020752"
"885","4.279630661010742","4.279630661010742","4.279630661010742"
"887","4.251611709594727","4.251611709594727","4.251611709594727"
"888","4.240976810455322","4.240976810455322","4.240976810455322"
"890","4.1918439865112305","4.1918439865112305","4.1918439865112305"
"892","4.238854885101318","4.238854885101318","4.238854885101318"
"893","4.173473358154297","4.173473358154297","4.173473358154297"
"895","4.116107940673828","4.116107940673828","4.116107940673828"
"896","4.166501522064209","4.166501522064209","4.166501522064209"
"898","4.234610080718994","4.234610080718994","4.234610080718994"
"899","4.146461486816406","4.146461486816406","4.146461486816406"
"900","4.16953182220459","4.16953182220459","4.16953182220459"
"902","4.200189590454102","4.200189590454102","4.200189590454102"
"903","4.28373384475708","4.28373384475708","4.28373384475708"
"904","4.317133903503418","4.317133903503418","4.317133903503418"
"905","4.284748077392578","4.284748077392578","4.284748077392578"
"906","4.328935146331787","4.328935146331787","4.328935146331787"
"907","4.297301769256592","4.297301769256592","4.297301769256592"
"910","4.359804153442383","4.359804153442383","4.359804153442383"
"912","4.279590606689453","4.279590606689453","4.279590606689453"
"916","4.299476146697998","4.299476146697998","4.299476146697998"
"917","4.371592998504639","4.371592998504639","4.371592998504639"
"918","4.3204755783081055","4.3204755783081055","4.3204755783081055"
"919","4.316226959228516","4.316226959228516","4.316226959228516"
"921","4.292370796203613","4.292370796203613","4.292370796203613"
"922","4.250100612640381","4.250100612640381","4.250100612640381"
"925","4.273514747619629","4.273514747619629","4.273514747619629"
"928","4.261360168457031","4.261360168457031","4.261360168457031"
"930","4.246752738952637","4.246752738952637","4.246752738952637"
"931","4.201139450073242","4.201139450073242","4.201139450073242"
"932","4.224900245666504","4.224900245666504","4.224900245666504"
"938","4.216239929199219","4.216239929199219","4.216239929199219"
"939","4.2245659828186035","4.2245659828186035","4.2245659828186035"
"940","4.265145301818848","4.265145301818848","4.265145301818848"
"941","4.12047004699707","4.12047004699707","4.12047004699707"
"947","4.139279842376709","4.139279842376709","4.139279842376709"
"949","4.028168201446533","4.028168201446533","4.028168201446533"
"951","3.9989969730377197","3.9989969730377197","3.9989969730377197"
"954","4.121174335479736","4.121174335479736","4.121174335479736"
"956","4.190670967102051","4.190670967102051","4.190670967102051"
"959","4.246236801147461","4.246236801147461","4.246236801147461"
"961","4.218568801879883","4.218568801879883","4.218568801879883"
"963","4.209328651428223","4.209328651428223","4.209328651428223"
"973","4.177349090576172","4.177349090576172","4.177349090576172"
"974","4.262422561645508","4.262422561645508","4.262422561645508"
"976","4.173436164855957","4.173436164855957","4.173436164855957"
"978","4.226262092590332","4.226262092590332","4.226262092590332"
"981","4.152440547943115","4.152440547943115","4.152440547943115"
"983","4.167758941650391","4.167758941650391","4.167758941650391"
"987","4.1443071365356445","4.1443071365356445","4.1443071365356445"
"990","4.124185085296631","4.124185085296631","4.124185085296631"
"991","4.165583610534668","4.165583610534668","4.165583610534668"
"992","4.113639831542969","4.113639831542969","4.113639831542969"
"994","4.069919109344482","4.069919109344482","4.069919109344482"
"998","4.028918266296387","4.028918266296387","4.028918266296387"
"1001","3.975330114364624","3.975330114364624","3.975330114364624"
"1003","3.998434066772461","3.998434066772461","3.998434066772461"
"1005","4.047006130218506","4.047006130218506","4.047006130218506"
"1007","4.076149940490723","4.076149940490723","4.076149940490723"
"1008","4.0909342765808105","4.0909342765808105","4.0909342765808105"
"1011","4.22412633895874","4.22412633895874","4.22412633895874"
"1012","4.165167331695557","4.165167331695557","4.165167331695557"
"1013","4.21724271774292","4.21724271774292","4.21724271774292"
"1015","4.196671962738037","4.196671962738037","4.196671962738037"
"1016","4.184030055999756","4.184030055999756","4.184030055999756"
"1017","4.178932189941406","4.178932189941406","4.178932189941406"
"1018","4.1536865234375","4.1536865234375","4.1536865234375"
"1020","4.169781684875488","4.169781684875488","4.169781684875488"
"1023","4.154955863952637","4.154955863952637","4.154955863952637"
"1025","4.135598182678223","4.135598182678223","4.135598182678223"
"1031","4.113057613372803","4.113057613372803","4.113057613372803"
"1034","4.06048583984375","4.06048583984375","4.06048583984375"
"1035","4.083713531494141","4.083713531494141","4.083713531494141"
