"Step","denim-lake-75 - global gradient norm","denim-lake-75 - global gradient norm__MIN","denim-lake-75 - global gradient norm__MAX"
"78","1.3690035343170166","1.3690035343170166","1.3690035343170166"
"86","1.3888288736343384","1.3888288736343384","1.3888288736343384"
"89","1.307374358177185","1.307374358177185","1.307374358177185"
"92","2.012169599533081","2.012169599533081","2.012169599533081"
"100","2.991909980773926","2.991909980773926","2.991909980773926"
"104","3.094864845275879","3.094864845275879","3.094864845275879"
"105","1.572125792503357","1.572125792503357","1.572125792503357"
"108","5.684446334838867","5.684446334838867","5.684446334838867"
"112","2.3051114082336426","2.3051114082336426","2.3051114082336426"
"114","4.389122486114502","4.389122486114502","4.389122486114502"
"115","2.2440924644470215","2.2440924644470215","2.2440924644470215"
"128","3.3158442974090576","3.3158442974090576","3.3158442974090576"
"130","1.9729950428009033","1.9729950428009033","1.9729950428009033"
"131","2.061776638031006","2.061776638031006","2.061776638031006"
"132","2.528837203979492","2.528837203979492","2.528837203979492"
"137","1.1609314680099487","1.1609314680099487","1.1609314680099487"
"138","1.4309273958206177","1.4309273958206177","1.4309273958206177"
"139","1.5290491580963135","1.5290491580963135","1.5290491580963135"
"140","1.8963607549667358","1.8963607549667358","1.8963607549667358"
"143","1.0377036333084106","1.0377036333084106","1.0377036333084106"
"147","1.280889868736267","1.280889868736267","1.280889868736267"
"148","1.7691715955734253","1.7691715955734253","1.7691715955734253"
"149","1.4839404821395874","1.4839404821395874","1.4839404821395874"
"152","0.9409377574920654","0.9409377574920654","0.9409377574920654"
"156","1.5857950448989868","1.5857950448989868","1.5857950448989868"
"158","1.0994555950164795","1.0994555950164795","1.0994555950164795"
"160","1.6988986730575562","1.6988986730575562","1.6988986730575562"
"161","0.9664984941482544","0.9664984941482544","0.9664984941482544"
"165","1.1892786026000977","1.1892786026000977","1.1892786026000977"
"167","0.8065823316574097","0.8065823316574097","0.8065823316574097"
"168","1.2160564661026","1.2160564661026","1.2160564661026"
"169","1.1798796653747559","1.1798796653747559","1.1798796653747559"
"170","2.459376335144043","2.459376335144043","2.459376335144043"
"175","1.6882407665252686","1.6882407665252686","1.6882407665252686"
"177","1.073423147201538","1.073423147201538","1.073423147201538"
"178","1.6309864521026611","1.6309864521026611","1.6309864521026611"
"180","1.753611445426941","1.753611445426941","1.753611445426941"
"181","1.3980438709259033","1.3980438709259033","1.3980438709259033"
"182","1.4602839946746826","1.4602839946746826","1.4602839946746826"
"188","1.1012388467788696","1.1012388467788696","1.1012388467788696"
"190","0.7473291158676147","0.7473291158676147","0.7473291158676147"
"192","2.2284493446350098","2.2284493446350098","2.2284493446350098"
"193","1.2567636966705322","1.2567636966705322","1.2567636966705322"
"194","1.2696861028671265","1.2696861028671265","1.2696861028671265"
"195","1.2155084609985352","1.2155084609985352","1.2155084609985352"
"197","1.0264264345169067","1.0264264345169067","1.0264264345169067"
"200","0.7892923355102539","0.7892923355102539","0.7892923355102539"
"203","0.990321695804596","0.990321695804596","0.990321695804596"
"205","0.6989797353744507","0.6989797353744507","0.6989797353744507"
"206","1.2122416496276855","1.2122416496276855","1.2122416496276855"
"207","0.7048127055168152","0.7048127055168152","0.7048127055168152"
"209","0.6015661358833313","0.6015661358833313","0.6015661358833313"
"212","0.7359716892242432","0.7359716892242432","0.7359716892242432"
"216","0.792531430721283","0.792531430721283","0.792531430721283"
"217","1.0289781093597412","1.0289781093597412","1.0289781093597412"
"219","1.2900885343551636","1.2900885343551636","1.2900885343551636"
"220","0.7754904627799988","0.7754904627799988","0.7754904627799988"
"221","0.8094373941421509","0.8094373941421509","0.8094373941421509"
"223","0.830540120601654","0.830540120601654","0.830540120601654"
"224","1.2852613925933838","1.2852613925933838","1.2852613925933838"
"227","0.8572744727134705","0.8572744727134705","0.8572744727134705"
"228","0.7343263030052185","0.7343263030052185","0.7343263030052185"
"229","0.749362587928772","0.749362587928772","0.749362587928772"
"232","0.8815461993217468","0.8815461993217468","0.8815461993217468"
"233","0.9995549321174622","0.9995549321174622","0.9995549321174622"
"235","1.121634602546692","1.121634602546692","1.121634602546692"
"236","1.0018705129623413","1.0018705129623413","1.0018705129623413"
"239","0.9014934301376343","0.9014934301376343","0.9014934301376343"
"240","0.9177520275115967","0.9177520275115967","0.9177520275115967"
"241","1.0087060928344727","1.0087060928344727","1.0087060928344727"
"243","0.8040357232093811","0.8040357232093811","0.8040357232093811"
"244","0.8210826516151428","0.8210826516151428","0.8210826516151428"
"246","0.8296165466308594","0.8296165466308594","0.8296165466308594"
"247","0.6217213869094849","0.6217213869094849","0.6217213869094849"
"249","0.6256153583526611","0.6256153583526611","0.6256153583526611"
"250","0.8108713626861572","0.8108713626861572","0.8108713626861572"
"251","0.9050164818763733","0.9050164818763733","0.9050164818763733"
"252","0.8266345858573914","0.8266345858573914","0.8266345858573914"
"254","0.6943668127059937","0.6943668127059937","0.6943668127059937"
"255","0.7521088123321533","0.7521088123321533","0.7521088123321533"
"256","0.778669536113739","0.778669536113739","0.778669536113739"
"258","0.6568630337715149","0.6568630337715149","0.6568630337715149"
"260","1.0481234788894653","1.0481234788894653","1.0481234788894653"
"263","0.9477025270462036","0.9477025270462036","0.9477025270462036"
"265","0.7770034074783325","0.7770034074783325","0.7770034074783325"
"267","1.2262033224105835","1.2262033224105835","1.2262033224105835"
"269","1.3093525171279907","1.3093525171279907","1.3093525171279907"
"270","0.9071630239486694","0.9071630239486694","0.9071630239486694"
"271","1.231856107711792","1.231856107711792","1.231856107711792"
"272","1.1138579845428467","1.1138579845428467","1.1138579845428467"
"277","0.7294447422027588","0.7294447422027588","0.7294447422027588"
"278","0.7036081552505493","0.7036081552505493","0.7036081552505493"
"281","0.8134174346923828","0.8134174346923828","0.8134174346923828"
"283","0.8009682893753052","0.8009682893753052","0.8009682893753052"
"284","0.9425418376922607","0.9425418376922607","0.9425418376922607"
"285","0.6966314315795898","0.6966314315795898","0.6966314315795898"
"290","0.9143179059028625","0.9143179059028625","0.9143179059028625"
"295","0.9801371097564697","0.9801371097564697","0.9801371097564697"
"297","1.3783727884292603","1.3783727884292603","1.3783727884292603"
"298","0.8519681096076965","0.8519681096076965","0.8519681096076965"
"299","0.9333420395851135","0.9333420395851135","0.9333420395851135"
"302","0.6417570114135742","0.6417570114135742","0.6417570114135742"
"304","0.6659058928489685","0.6659058928489685","0.6659058928489685"
"305","0.6087204813957214","0.6087204813957214","0.6087204813957214"
"309","1.0321797132492065","1.0321797132492065","1.0321797132492065"
"312","0.9526534676551819","0.9526534676551819","0.9526534676551819"
"314","0.7447240352630615","0.7447240352630615","0.7447240352630615"
"315","0.6747531890869141","0.6747531890869141","0.6747531890869141"
"317","0.8211991190910339","0.8211991190910339","0.8211991190910339"
"319","1.479062557220459","1.479062557220459","1.479062557220459"
"323","0.8984689116477966","0.8984689116477966","0.8984689116477966"
"324","0.9225568175315857","0.9225568175315857","0.9225568175315857"
"325","0.9283637404441833","0.9283637404441833","0.9283637404441833"
"326","1.0876495838165283","1.0876495838165283","1.0876495838165283"
"328","1.319827675819397","1.319827675819397","1.319827675819397"
"329","0.8294404745101929","0.8294404745101929","0.8294404745101929"
"330","0.8275408744812012","0.8275408744812012","0.8275408744812012"
"333","1.032541275024414","1.032541275024414","1.032541275024414"
"334","1.0221096277236938","1.0221096277236938","1.0221096277236938"
"335","0.8838720917701721","0.8838720917701721","0.8838720917701721"
"337","0.9852836728096008","0.9852836728096008","0.9852836728096008"
"341","0.6640262603759766","0.6640262603759766","0.6640262603759766"
"344","0.8600274920463562","0.8600274920463562","0.8600274920463562"
"345","0.8079288005828857","0.8079288005828857","0.8079288005828857"
"352","0.8542202711105347","0.8542202711105347","0.8542202711105347"
"353","0.8493564128875732","0.8493564128875732","0.8493564128875732"
"354","0.8469702005386353","0.8469702005386353","0.8469702005386353"
"360","0.8078919649124146","0.8078919649124146","0.8078919649124146"
"361","0.7577741146087646","0.7577741146087646","0.7577741146087646"
"363","1.068639874458313","1.068639874458313","1.068639874458313"
"370","0.950622022151947","0.950622022151947","0.950622022151947"
"375","1.32138192653656","1.32138192653656","1.32138192653656"
"377","0.8882790207862854","0.8882790207862854","0.8882790207862854"
"378","0.7892699241638184","0.7892699241638184","0.7892699241638184"
"380","0.8160011172294617","0.8160011172294617","0.8160011172294617"
"381","0.8613302707672119","0.8613302707672119","0.8613302707672119"
"382","1.0318840742111206","1.0318840742111206","1.0318840742111206"
"383","1.109160304069519","1.109160304069519","1.109160304069519"
"384","0.8806517720222473","0.8806517720222473","0.8806517720222473"
"393","0.8885587453842163","0.8885587453842163","0.8885587453842163"
"395","1.0166553258895874","1.0166553258895874","1.0166553258895874"
"401","0.6642315983772278","0.6642315983772278","0.6642315983772278"
"403","0.808657169342041","0.808657169342041","0.808657169342041"
"406","0.7917644381523132","0.7917644381523132","0.7917644381523132"
"409","1.1733407974243164","1.1733407974243164","1.1733407974243164"
"411","1.1103569269180298","1.1103569269180298","1.1103569269180298"
"412","0.9261511564254761","0.9261511564254761","0.9261511564254761"
"416","1.2598191499710083","1.2598191499710083","1.2598191499710083"
"418","1.3278963565826416","1.3278963565826416","1.3278963565826416"
"419","1.123923659324646","1.123923659324646","1.123923659324646"
"421","1.2439517974853516","1.2439517974853516","1.2439517974853516"
"424","0.9596909284591675","0.9596909284591675","0.9596909284591675"
"430","1.1282962560653687","1.1282962560653687","1.1282962560653687"
"433","0.9984254837036133","0.9984254837036133","0.9984254837036133"
"434","0.9526743292808533","0.9526743292808533","0.9526743292808533"
"439","0.8539892435073853","0.8539892435073853","0.8539892435073853"
"441","0.8594532608985901","0.8594532608985901","0.8594532608985901"
"442","0.9399561882019043","0.9399561882019043","0.9399561882019043"
"443","1.2048135995864868","1.2048135995864868","1.2048135995864868"
"444","0.8354102373123169","0.8354102373123169","0.8354102373123169"
"445","0.8183837532997131","0.8183837532997131","0.8183837532997131"
"454","0.880799412727356","0.880799412727356","0.880799412727356"
"455","0.8838921785354614","0.8838921785354614","0.8838921785354614"
"458","1.4258568286895752","1.4258568286895752","1.4258568286895752"
"462","1.11798894405365","1.11798894405365","1.11798894405365"
"465","1.0067052841186523","1.0067052841186523","1.0067052841186523"
"466","0.851655900478363","0.851655900478363","0.851655900478363"
"467","1.1566828489303589","1.1566828489303589","1.1566828489303589"
"469","1.0062425136566162","1.0062425136566162","1.0062425136566162"
"470","1.0330628156661987","1.0330628156661987","1.0330628156661987"
"473","0.9349446892738342","0.9349446892738342","0.9349446892738342"
"475","1.2734735012054443","1.2734735012054443","1.2734735012054443"
"476","0.8882444500923157","0.8882444500923157","0.8882444500923157"
"477","0.9739052653312683","0.9739052653312683","0.9739052653312683"
"479","1.074398159980774","1.074398159980774","1.074398159980774"
"480","1.1219440698623657","1.1219440698623657","1.1219440698623657"
"482","1.176090955734253","1.176090955734253","1.176090955734253"
"485","1.076601266860962","1.076601266860962","1.076601266860962"
"486","1.200449824333191","1.200449824333191","1.200449824333191"
"488","1.051805019378662","1.051805019378662","1.051805019378662"
"493","0.8645277619361877","0.8645277619361877","0.8645277619361877"
"494","0.8244172930717468","0.8244172930717468","0.8244172930717468"
"495","0.8025323748588562","0.8025323748588562","0.8025323748588562"
"496","0.7977367043495178","0.7977367043495178","0.7977367043495178"
"498","1.0313880443572998","1.0313880443572998","1.0313880443572998"
"504","1.0328538417816162","1.0328538417816162","1.0328538417816162"
"508","0.7779286503791809","0.7779286503791809","0.7779286503791809"
"510","1.1699591875076294","1.1699591875076294","1.1699591875076294"
"515","1.0485670566558838","1.0485670566558838","1.0485670566558838"
"517","1.0074869394302368","1.0074869394302368","1.0074869394302368"
"518","0.957043468952179","0.957043468952179","0.957043468952179"
"519","0.8351883292198181","0.8351883292198181","0.8351883292198181"
"522","1.1219100952148438","1.1219100952148438","1.1219100952148438"
"533","1.1678900718688965","1.1678900718688965","1.1678900718688965"
"537","1.117576003074646","1.117576003074646","1.117576003074646"
"538","0.9706841707229614","0.9706841707229614","0.9706841707229614"
"540","0.9712029099464417","0.9712029099464417","0.9712029099464417"
"542","0.9789071083068848","0.9789071083068848","0.9789071083068848"
"544","1.0180981159210205","1.0180981159210205","1.0180981159210205"
"545","1.2492245435714722","1.2492245435714722","1.2492245435714722"
"549","1.0295658111572266","1.0295658111572266","1.0295658111572266"
"551","0.8533254861831665","0.8533254861831665","0.8533254861831665"
"552","0.9537145495414734","0.9537145495414734","0.9537145495414734"
"554","0.7800644040107727","0.7800644040107727","0.7800644040107727"
"555","0.8729056715965271","0.8729056715965271","0.8729056715965271"
"556","0.7578293681144714","0.7578293681144714","0.7578293681144714"
"557","0.8200773000717163","0.8200773000717163","0.8200773000717163"
"558","0.7343758940696716","0.7343758940696716","0.7343758940696716"
"559","0.7833759188652039","0.7833759188652039","0.7833759188652039"
"562","0.78098064661026","0.78098064661026","0.78098064661026"
"565","0.8644957542419434","0.8644957542419434","0.8644957542419434"
"567","1.048416256904602","1.048416256904602","1.048416256904602"
"568","1.0440490245819092","1.0440490245819092","1.0440490245819092"
"569","1.2283425331115723","1.2283425331115723","1.2283425331115723"
"574","1.2455501556396484","1.2455501556396484","1.2455501556396484"
"577","1.0516328811645508","1.0516328811645508","1.0516328811645508"
"578","0.871645450592041","0.871645450592041","0.871645450592041"
"579","0.8264027237892151","0.8264027237892151","0.8264027237892151"
"582","0.9517338275909424","0.9517338275909424","0.9517338275909424"
"583","1.0979326963424683","1.0979326963424683","1.0979326963424683"
"584","0.8394964337348938","0.8394964337348938","0.8394964337348938"
"585","0.7553946375846863","0.7553946375846863","0.7553946375846863"
"588","0.9301397204399109","0.9301397204399109","0.9301397204399109"
"589","1.0222448110580444","1.0222448110580444","1.0222448110580444"
"590","0.884039044380188","0.884039044380188","0.884039044380188"
"596","1.0953415632247925","1.0953415632247925","1.0953415632247925"
"597","0.9501652121543884","0.9501652121543884","0.9501652121543884"
"598","0.8888246417045593","0.8888246417045593","0.8888246417045593"
"599","0.8822073340415955","0.8822073340415955","0.8822073340415955"
"600","0.8671368360519409","0.8671368360519409","0.8671368360519409"
"601","0.9695403575897217","0.9695403575897217","0.9695403575897217"
"604","0.8325814008712769","0.8325814008712769","0.8325814008712769"
"605","0.754947304725647","0.754947304725647","0.754947304725647"
"608","0.9159156680107117","0.9159156680107117","0.9159156680107117"
"611","0.760351300239563","0.760351300239563","0.760351300239563"
"622","1.0732275247573853","1.0732275247573853","1.0732275247573853"
"623","0.8166234493255615","0.8166234493255615","0.8166234493255615"
"626","0.8791987299919128","0.8791987299919128","0.8791987299919128"
"627","0.7745417952537537","0.7745417952537537","0.7745417952537537"
"630","0.9016187787055969","0.9016187787055969","0.9016187787055969"
"637","0.9780212640762329","0.9780212640762329","0.9780212640762329"
"638","1.0526541471481323","1.0526541471481323","1.0526541471481323"
"643","0.8022421002388","0.8022421002388","0.8022421002388"
"645","0.8496102690696716","0.8496102690696716","0.8496102690696716"
"646","1.0255837440490723","1.0255837440490723","1.0255837440490723"
"649","0.641710102558136","0.641710102558136","0.641710102558136"
"652","0.7423810362815857","0.7423810362815857","0.7423810362815857"
"656","0.8323442935943604","0.8323442935943604","0.8323442935943604"
"659","0.7289069890975952","0.7289069890975952","0.7289069890975952"
"660","0.7649226784706116","0.7649226784706116","0.7649226784706116"
"662","0.9087066650390625","0.9087066650390625","0.9087066650390625"
"663","1.0366029739379883","1.0366029739379883","1.0366029739379883"
"665","0.9141465425491333","0.9141465425491333","0.9141465425491333"
"667","1.51594078540802","1.51594078540802","1.51594078540802"
"672","0.9754976034164429","0.9754976034164429","0.9754976034164429"
"673","1.075171947479248","1.075171947479248","1.075171947479248"
"676","1.0445183515548706","1.0445183515548706","1.0445183515548706"
"684","0.9192966222763062","0.9192966222763062","0.9192966222763062"
"686","0.8249412178993225","0.8249412178993225","0.8249412178993225"
"687","0.9473288059234619","0.9473288059234619","0.9473288059234619"
"688","0.7556220889091492","0.7556220889091492","0.7556220889091492"
"690","0.7373165488243103","0.7373165488243103","0.7373165488243103"
"693","0.8258125185966492","0.8258125185966492","0.8258125185966492"
"694","0.803985595703125","0.803985595703125","0.803985595703125"
"695","0.9109775424003601","0.9109775424003601","0.9109775424003601"
"697","1.1604143381118774","1.1604143381118774","1.1604143381118774"
"698","0.9311688542366028","0.9311688542366028","0.9311688542366028"
"699","0.8917142152786255","0.8917142152786255","0.8917142152786255"
"701","0.9701735377311707","0.9701735377311707","0.9701735377311707"
"704","0.694392204284668","0.694392204284668","0.694392204284668"
"705","0.8027093410491943","0.8027093410491943","0.8027093410491943"
"706","0.737689197063446","0.737689197063446","0.737689197063446"
"712","0.8280979990959167","0.8280979990959167","0.8280979990959167"
"714","0.7414295673370361","0.7414295673370361","0.7414295673370361"
"717","0.6976646184921265","0.6976646184921265","0.6976646184921265"
"718","0.7219425439834595","0.7219425439834595","0.7219425439834595"
"724","0.8734989166259766","0.8734989166259766","0.8734989166259766"
"732","1.0754069089889526","1.0754069089889526","1.0754069089889526"
"735","0.9983280301094055","0.9983280301094055","0.9983280301094055"
"737","0.8269931077957153","0.8269931077957153","0.8269931077957153"
"738","0.8634046316146851","0.8634046316146851","0.8634046316146851"
"739","0.7892024517059326","0.7892024517059326","0.7892024517059326"
"740","0.9702632427215576","0.9702632427215576","0.9702632427215576"
"741","0.8400585055351257","0.8400585055351257","0.8400585055351257"
"742","0.7122915983200073","0.7122915983200073","0.7122915983200073"
"744","0.6012272834777832","0.6012272834777832","0.6012272834777832"
"746","0.9039918780326843","0.9039918780326843","0.9039918780326843"
"747","1.1398402452468872","1.1398402452468872","1.1398402452468872"
"748","1.065782904624939","1.065782904624939","1.065782904624939"
"749","0.9959002137184143","0.9959002137184143","0.9959002137184143"
"750","0.7933229804039001","0.7933229804039001","0.7933229804039001"
"751","0.6082257628440857","0.6082257628440857","0.6082257628440857"
"754","0.5946650505065918","0.5946650505065918","0.5946650505065918"
"759","0.8514799475669861","0.8514799475669861","0.8514799475669861"
"763","0.8554577231407166","0.8554577231407166","0.8554577231407166"
"765","0.8047671318054199","0.8047671318054199","0.8047671318054199"
"766","0.7248614430427551","0.7248614430427551","0.7248614430427551"
"770","0.5122333765029907","0.5122333765029907","0.5122333765029907"
"771","0.5482112169265747","0.5482112169265747","0.5482112169265747"
"773","0.7241964340209961","0.7241964340209961","0.7241964340209961"
"778","0.8973019123077393","0.8973019123077393","0.8973019123077393"
"779","0.8367374539375305","0.8367374539375305","0.8367374539375305"
"780","0.6962525248527527","0.6962525248527527","0.6962525248527527"
"783","0.5432581901550293","0.5432581901550293","0.5432581901550293"
"784","0.4850548207759857","0.4850548207759857","0.4850548207759857"
"786","0.488465279340744","0.488465279340744","0.488465279340744"
"787","0.6163071990013123","0.6163071990013123","0.6163071990013123"
"789","0.7100549936294556","0.7100549936294556","0.7100549936294556"
"792","0.7965929508209229","0.7965929508209229","0.7965929508209229"
"795","0.697857141494751","0.697857141494751","0.697857141494751"
"798","0.793554961681366","0.793554961681366","0.793554961681366"
"799","0.7749638557434082","0.7749638557434082","0.7749638557434082"
"801","0.69028240442276","0.69028240442276","0.69028240442276"
"803","0.6162258386611938","0.6162258386611938","0.6162258386611938"
"804","0.5720410943031311","0.5720410943031311","0.5720410943031311"
"808","0.6773772239685059","0.6773772239685059","0.6773772239685059"
"809","0.6871618032455444","0.6871618032455444","0.6871618032455444"
"812","0.6500425934791565","0.6500425934791565","0.6500425934791565"
"815","0.9480360746383667","0.9480360746383667","0.9480360746383667"
"816","0.7773130536079407","0.7773130536079407","0.7773130536079407"
"817","0.7531648278236389","0.7531648278236389","0.7531648278236389"
"820","0.7991388440132141","0.7991388440132141","0.7991388440132141"
"821","0.6668832898139954","0.6668832898139954","0.6668832898139954"
"824","0.5860519409179688","0.5860519409179688","0.5860519409179688"
"828","0.6062589883804321","0.6062589883804321","0.6062589883804321"
"832","0.8938304781913757","0.8938304781913757","0.8938304781913757"
"834","0.6811937689781189","0.6811937689781189","0.6811937689781189"
"836","0.5444260239601135","0.5444260239601135","0.5444260239601135"
"838","0.5302414894104004","0.5302414894104004","0.5302414894104004"
"840","0.609679102897644","0.609679102897644","0.609679102897644"
"842","0.6119728684425354","0.6119728684425354","0.6119728684425354"
"843","0.7225505113601685","0.7225505113601685","0.7225505113601685"
"844","0.8780109286308289","0.8780109286308289","0.8780109286308289"
"845","0.743175208568573","0.743175208568573","0.743175208568573"
"849","0.6030771136283875","0.6030771136283875","0.6030771136283875"
"850","0.6797528266906738","0.6797528266906738","0.6797528266906738"
"852","0.7510908246040344","0.7510908246040344","0.7510908246040344"
"854","0.6657622456550598","0.6657622456550598","0.6657622456550598"
"856","0.6585397720336914","0.6585397720336914","0.6585397720336914"
"857","0.5896425843238831","0.5896425843238831","0.5896425843238831"
"859","0.6002978682518005","0.6002978682518005","0.6002978682518005"
"860","0.5889406800270081","0.5889406800270081","0.5889406800270081"
"861","0.5921082496643066","0.5921082496643066","0.5921082496643066"
"862","0.5843098759651184","0.5843098759651184","0.5843098759651184"
"864","0.5298384428024292","0.5298384428024292","0.5298384428024292"
"865","0.5514182448387146","0.5514182448387146","0.5514182448387146"
"870","0.5704248547554016","0.5704248547554016","0.5704248547554016"
"871","0.5878241062164307","0.5878241062164307","0.5878241062164307"
"874","1.0332838296890259","1.0332838296890259","1.0332838296890259"
"875","0.677028477191925","0.677028477191925","0.677028477191925"
"876","0.7139304876327515","0.7139304876327515","0.7139304876327515"
"877","0.739580512046814","0.739580512046814","0.739580512046814"
"878","0.6246211528778076","0.6246211528778076","0.6246211528778076"
"881","0.48863309621810913","0.48863309621810913","0.48863309621810913"
"883","0.5498579144477844","0.5498579144477844","0.5498579144477844"
"886","0.5344734787940979","0.5344734787940979","0.5344734787940979"
"887","0.5994336009025574","0.5994336009025574","0.5994336009025574"
"888","0.6963005065917969","0.6963005065917969","0.6963005065917969"
"889","0.751533031463623","0.751533031463623","0.751533031463623"
"890","0.6509077548980713","0.6509077548980713","0.6509077548980713"
"892","0.6295995712280273","0.6295995712280273","0.6295995712280273"
"897","0.5139557719230652","0.5139557719230652","0.5139557719230652"
"899","0.5355631709098816","0.5355631709098816","0.5355631709098816"
"902","0.6497520804405212","0.6497520804405212","0.6497520804405212"
"903","0.6849392652511597","0.6849392652511597","0.6849392652511597"
"907","0.558035135269165","0.558035135269165","0.558035135269165"
"908","0.5723158717155457","0.5723158717155457","0.5723158717155457"
"909","0.71697598695755","0.71697598695755","0.71697598695755"
"911","0.47354069352149963","0.47354069352149963","0.47354069352149963"
"914","0.7560082674026489","0.7560082674026489","0.7560082674026489"
"915","0.8665878176689148","0.8665878176689148","0.8665878176689148"
"916","0.7076364755630493","0.7076364755630493","0.7076364755630493"
"917","0.9493467211723328","0.9493467211723328","0.9493467211723328"
"918","0.7905096411705017","0.7905096411705017","0.7905096411705017"
"919","0.667463481426239","0.667463481426239","0.667463481426239"
"924","0.5389441251754761","0.5389441251754761","0.5389441251754761"
"929","0.523384690284729","0.523384690284729","0.523384690284729"
"932","0.7160007953643799","0.7160007953643799","0.7160007953643799"
"934","0.7187073826789856","0.7187073826789856","0.7187073826789856"
"936","0.698430061340332","0.698430061340332","0.698430061340332"
"938","0.5272810459136963","0.5272810459136963","0.5272810459136963"
"939","0.5274518728256226","0.5274518728256226","0.5274518728256226"
"943","0.42603129148483276","0.42603129148483276","0.42603129148483276"
"945","0.6789394617080688","0.6789394617080688","0.6789394617080688"
"947","0.6248641610145569","0.6248641610145569","0.6248641610145569"
"951","0.43425583839416504","0.43425583839416504","0.43425583839416504"
"952","0.3878624737262726","0.3878624737262726","0.3878624737262726"
"953","0.4247454106807709","0.4247454106807709","0.4247454106807709"
"955","0.6882602572441101","0.6882602572441101","0.6882602572441101"
"957","0.6159034371376038","0.6159034371376038","0.6159034371376038"
"959","0.6602732539176941","0.6602732539176941","0.6602732539176941"
"960","0.5882403254508972","0.5882403254508972","0.5882403254508972"
"961","0.6089025735855103","0.6089025735855103","0.6089025735855103"
"965","0.721435010433197","0.721435010433197","0.721435010433197"
"966","0.5444252490997314","0.5444252490997314","0.5444252490997314"
"967","0.5143741965293884","0.5143741965293884","0.5143741965293884"
"970","0.5138317346572876","0.5138317346572876","0.5138317346572876"
"971","0.4904710054397583","0.4904710054397583","0.4904710054397583"
"973","0.46609848737716675","0.46609848737716675","0.46609848737716675"
"974","0.46581557393074036","0.46581557393074036","0.46581557393074036"
"975","0.5252936482429504","0.5252936482429504","0.5252936482429504"
"977","0.5286322832107544","0.5286322832107544","0.5286322832107544"
"979","0.5324710607528687","0.5324710607528687","0.5324710607528687"
"980","0.6865300536155701","0.6865300536155701","0.6865300536155701"
"981","0.6782469749450684","0.6782469749450684","0.6782469749450684"
"982","0.8079653382301331","0.8079653382301331","0.8079653382301331"
"983","0.774710476398468","0.774710476398468","0.774710476398468"
"988","0.41951945424079895","0.41951945424079895","0.41951945424079895"
"990","0.42294859886169434","0.42294859886169434","0.42294859886169434"
"993","0.5540950894355774","0.5540950894355774","0.5540950894355774"
"1001","0.5111497640609741","0.5111497640609741","0.5111497640609741"
"1003","0.536799967288971","0.536799967288971","0.536799967288971"
"1006","0.4695837199687958","0.4695837199687958","0.4695837199687958"
"1009","0.6775471568107605","0.6775471568107605","0.6775471568107605"
"1010","0.737798810005188","0.737798810005188","0.737798810005188"
"1013","0.4320700168609619","0.4320700168609619","0.4320700168609619"
"1014","0.4456910789012909","0.4456910789012909","0.4456910789012909"
