"Step","denim-lake-75 - tok per sec","denim-lake-75 - tok per sec__MIN","denim-lake-75 - tok per sec__MAX"
"11310","1006694.9304433675","1006694.9304433675","1006694.9304433675"
"11311","1006431.1261908623","1006431.1261908623","1006431.1261908623"
"11312","1003418.011769976","1003418.011769976","1003418.011769976"
"11315","1004636.6161382367","1004636.6161382367","1004636.6161382367"
"11316","1005188.7374121897","1005188.7374121897","1005188.7374121897"
"11320","1002998.0017702307","1002998.0017702307","1002998.0017702307"
"11323","1005329.4888870892","1005329.4888870892","1005329.4888870892"
"11328","1005400.9300865447","1005400.9300865447","1005400.9300865447"
"11332","393338.556043035","393338.556043035","393338.556043035"
"11333","1008398.501461124","1008398.501461124","1008398.501461124"
"11334","1006882.9951187655","1006882.9951187655","1006882.9951187655"
"11335","1007167.0690710528","1007167.0690710528","1007167.0690710528"
"11336","1007085.8887296027","1007085.8887296027","1007085.8887296027"
"11337","1007947.9115775864","1007947.9115775864","1007947.9115775864"
"11342","1007778.450363328","1007778.450363328","1007778.450363328"
"11343","1007158.1069621611","1007158.1069621611","1007158.1069621611"
"11345","1006206.9223312953","1006206.9223312953","1006206.9223312953"
"11349","1004813.9425722234","1004813.9425722234","1004813.9425722234"
"11350","1005289.0450621779","1005289.0450621779","1005289.0450621779"
"11352","1007138.0745895857","1007138.0745895857","1007138.0745895857"
"11353","1007493.5039422275","1007493.5039422275","1007493.5039422275"
"11356","1003884.985909629","1003884.985909629","1003884.985909629"
"11357","1004160.5578452467","1004160.5578452467","1004160.5578452467"
"11360","1005218.6700603295","1005218.6700603295","1005218.6700603295"
"11367","1005704.1428368331","1005704.1428368331","1005704.1428368331"
"11369","1004270.6193219806","1004270.6193219806","1004270.6193219806"
"11371","1005768.8028272304","1005768.8028272304","1005768.8028272304"
"11372","1007314.1758855477","1007314.1758855477","1007314.1758855477"
"11373","1005188.2122939233","1005188.2122939233","1005188.2122939233"
"11374","1005243.352707709","1005243.352707709","1005243.352707709"
"11376","1006109.0618312939","1006109.0618312939","1006109.0618312939"
"11380","1007211.8820080739","1007211.8820080739","1007211.8820080739"
"11382","1005309.0039456965","1005309.0039456965","1005309.0039456965"
"11385","1005635.8120460216","1005635.8120460216","1005635.8120460216"
"11386","1006845.0604521879","1006845.0604521879","1006845.0604521879"
"11388","1007798.5082189083","1007798.5082189083","1007798.5082189083"
"11389","1006363.7492732657","1006363.7492732657","1006363.7492732657"
"11390","1004749.4052938565","1004749.4052938565","1004749.4052938565"
"11392","1005601.1245826861","1005601.1245826861","1005601.1245826861"
"11394","1006644.8970558384","1006644.8970558384","1006644.8970558384"
"11397","1006173.2477530147","1006173.2477530147","1006173.2477530147"
"11399","1004503.9245822801","1004503.9245822801","1004503.9245822801"
"11402","1005498.1274315121","1005498.1274315121","1005498.1274315121"
"11403","1006074.867757684","1006074.867757684","1006074.867757684"
"11405","1005315.832166736","1005315.832166736","1005315.832166736"
"11406","1004817.6156748063","1004817.6156748063","1004817.6156748063"
"11410","1003163.2439389847","1003163.2439389847","1003163.2439389847"
"11411","1001809.445978747","1001809.445978747","1001809.445978747"
"11412","1005910.2426799941","1005910.2426799941","1005910.2426799941"
"11413","1005820.8522736421","1005820.8522736421","1005820.8522736421"
"11419","1006411.1227268543","1006411.1227268543","1006411.1227268543"
"11420","1007230.8628070932","1007230.8628070932","1007230.8628070932"
"11421","1007880.3314272006","1007880.3314272006","1007880.3314272006"
"11422","1006460.0799813787","1006460.0799813787","1006460.0799813787"
"11424","1007117.5158779135","1007117.5158779135","1007117.5158779135"
"11425","1005232.3241409935","1005232.3241409935","1005232.3241409935"
"11427","1005142.004034891","1005142.004034891","1005142.004034891"
"11430","1006773.9406561012","1006773.9406561012","1006773.9406561012"
"11432","1006323.7484966429","1006323.7484966429","1006323.7484966429"
"11433","1005868.1746272714","1005868.1746272714","1005868.1746272714"
"11439","1006529.5758760828","1006529.5758760828","1006529.5758760828"
"11440","1002326.6122138129","1002326.6122138129","1002326.6122138129"
"11441","1005750.4027966531","1005750.4027966531","1005750.4027966531"
"11446","1007318.9219821325","1007318.9219821325","1007318.9219821325"
"11447","1006869.8230355879","1006869.8230355879","1006869.8230355879"
"11448","1007567.3634666078","1007567.3634666078","1007567.3634666078"
"11449","1005681.5400859782","1005681.5400859782","1005681.5400859782"
"11454","1005700.9889036283","1005700.9889036283","1005700.9889036283"
"11455","1005083.7246759189","1005083.7246759189","1005083.7246759189"
"11456","1005634.2352912278","1005634.2352912278","1005634.2352912278"
"11457","1006603.8207292409","1006603.8207292409","1006603.8207292409"
"11458","1005784.0490768813","1005784.0490768813","1005784.0490768813"
"11459","1007326.8322424941","1007326.8322424941","1007326.8322424941"
"11460","1006534.3145820322","1006534.3145820322","1006534.3145820322"
"11466","1007183.4121508233","1007183.4121508233","1007183.4121508233"
"11473","1007612.7396868886","1007612.7396868886","1007612.7396868886"
"11479","1008618.9247529621","1008618.9247529621","1008618.9247529621"
"11480","1006864.5542988142","1006864.5542988142","1006864.5542988142"
"11481","1006505.3565202653","1006505.3565202653","1006505.3565202653"
"11482","1003573.447060284","1003573.447060284","1003573.447060284"
"11484","1007586.8852930133","1007586.8852930133","1007586.8852930133"
"11486","1005159.8567222563","1005159.8567222563","1005159.8567222563"
"11487","1005335.792113935","1005335.792113935","1005335.792113935"
"11490","1007776.3390565538","1007776.3390565538","1007776.3390565538"
"11492","1005705.1941522975","1005705.1941522975","1005705.1941522975"
"11494","1004588.8850991669","1004588.8850991669","1004588.8850991669"
"11495","1006008.0645051326","1006008.0645051326","1006008.0645051326"
"11505","1008433.3821831038","1008433.3821831038","1008433.3821831038"
"11507","1004845.4271800601","1004845.4271800601","1004845.4271800601"
"11509","1007938.9355669752","1007938.9355669752","1007938.9355669752"
"11511","1009029.8986997922","1009029.8986997922","1009029.8986997922"
"11512","1005409.3356010813","1005409.3356010813","1005409.3356010813"
"11517","1005705.7198108538","1005705.7198108538","1005705.7198108538"
"11521","1007172.8681676806","1007172.8681676806","1007172.8681676806"
"11522","1006608.0335315358","1006608.0335315358","1006608.0335315358"
"11524","208612.457755699","208612.457755699","208612.457755699"
"11526","1005212.8934455562","1005212.8934455562","1005212.8934455562"
"11527","1005583.7817483607","1005583.7817483607","1005583.7817483607"
"11529","1006459.0270870809","1006459.0270870809","1006459.0270870809"
"11530","1006173.2477530147","1006173.2477530147","1006173.2477530147"
"11532","1008813.5270458519","1008813.5270458519","1008813.5270458519"
"11533","1005724.6438848564","1005724.6438848564","1005724.6438848564"
"11537","1007404.8868053542","1007404.8868053542","1007404.8868053542"
"11539","1003179.980359178","1003179.980359178","1003179.980359178"
"11540","1004673.3354086659","1004673.3354086659","1004673.3354086659"
"11541","1009458.1542518114","1009458.1542518114","1009458.1542518114"
"11543","1008261.1160293024","1008261.1160293024","1008261.1160293024"
"11544","1006943.064187248","1006943.064187248","1006943.064187248"
"11547","1009305.6557279277","1009305.6557279277","1009305.6557279277"
"11552","1009118.8019706749","1009118.8019706749","1009118.8019706749"
"11556","1007429.6769337497","1007429.6769337497","1007429.6769337497"
"11561","1005008.1290909594","1005008.1290909594","1005008.1290909594"
"11566","1006799.2265435855","1006799.2265435855","1006799.2265435855"
"11567","1004245.4602859796","1004245.4602859796","1004245.4602859796"
"11568","1005210.267733516","1005210.267733516","1005210.267733516"
"11573","1005651.5798659093","1005651.5798659093","1005651.5798659093"
"11574","1007676.0621737345","1007676.0621737345","1007676.0621737345"
"11576","1005571.1691536646","1005571.1691536646","1005571.1691536646"
"11578","1005673.6556444658","1005673.6556444658","1005673.6556444658"
"11579","1006956.7651539732","1006956.7651539732","1006956.7651539732"
"11581","1007327.359597602","1007327.359597602","1007327.359597602"
"11583","1006434.2847052375","1006434.2847052375","1006434.2847052375"
"11584","1005985.44809136","1005985.44809136","1005985.44809136"
"11585","1006233.7583746683","1006233.7583746683","1006233.7583746683"
"11586","1007323.6681234413","1007323.6681234413","1007323.6681234413"
"11590","1005619.5191515805","1005619.5191515805","1005619.5191515805"
"11591","1007485.5910640056","1007485.5910640056","1007485.5910640056"
"11592","1006490.6148743263","1006490.6148743263","1006490.6148743263"
"11596","1006919.8787852146","1006919.8787852146","1006919.8787852146"
"11597","1007211.8820080739","1007211.8820080739","1007211.8820080739"
"11598","1008807.7090407299","1008807.7090407299","1008807.7090407299"
"11604","1005508.1109257136","1005508.1109257136","1005508.1109257136"
"11607","1005353.1263953184","1005353.1263953184","1005353.1263953184"
"11608","1006185.8754557301","1006185.8754557301","1006185.8754557301"
"11609","1008534.3384760856","1008534.3384760856","1008534.3384760856"
"11610","1006338.4852549076","1006338.4852549076","1006338.4852549076"
"11612","1006140.1015413592","1006140.1015413592","1006140.1015413592"
"11613","1005979.1367155171","1005979.1367155171","1005979.1367155171"
"11614","1005656.8359157528","1005656.8359157528","1005656.8359157528"
"11615","1006227.4438827405","1006227.4438827405","1006227.4438827405"
"11617","1006129.5793911703","1006129.5793911703","1006129.5793911703"
"11620","1007594.7997624686","1007594.7997624686","1007594.7997624686"
"11623","1006128.0010876238","1006128.0010876238","1006128.0010876238"
"11625","1004535.3897647456","1004535.3897647456","1004535.3897647456"
"11629","1006085.3887635444","1006085.3887635444","1006085.3887635444"
"11633","1006550.6371329493","1006550.6371329493","1006550.6371329493"
"11634","1006664.3831523061","1006664.3831523061","1006664.3831523061"
"11635","1006778.154882479","1006778.154882479","1006778.154882479"
"11637","1005703.6171799253","1005703.6171799253","1005703.6171799253"
"11639","1006260.5958495409","1006260.5958495409","1006260.5958495409"
"11641","1004516.5104187223","1004516.5104187223","1004516.5104187223"
"11647","1006608.560134302","1006608.560134302","1006608.560134302"
"11648","1007032.1271360526","1007032.1271360526","1007032.1271360526"
"11649","1007314.1758855477","1007314.1758855477","1007314.1758855477"
"11650","1005738.8374077315","1005738.8374077315","1005738.8374077315"
"11654","1006193.7679308853","1006193.7679308853","1006193.7679308853"
"11656","1005642.1191146419","1005642.1191146419","1005642.1191146419"
"11657","1005579.0519882726","1005579.0519882726","1005579.0519882726"
"11658","1008106.3380725771","1008106.3380725771","1008106.3380725771"
"11660","1007969.0322331899","1007969.0322331899","1007969.0322331899"
"11665","1005730.9520677866","1005730.9520677866","1005730.9520677866"
"11666","1005993.3374225303","1005993.3374225303","1005993.3374225303"
"11668","1004960.8876247162","1004960.8876247162","1004960.8876247162"
"11671","1005706.2454699597","1005706.2454699597","1005706.2454699597"
"11672","1005932.3298163214","1005932.3298163214","1005932.3298163214"
"11675","1004169.9907408325","1004169.9907408325","1004169.9907408325"
"11678","1006925.6750356244","1006925.6750356244","1006925.6750356244"
"11679","1006517.9925604898","1006517.9925604898","1006517.9925604898"
"11682","1004310.4570405248","1004310.4570405248","1004310.4570405248"
"11685","1005587.9860169024","1005587.9860169024","1005587.9860169024"
"11687","1006589.6027818277","1006589.6027818277","1006589.6027818277"
"11689","1006289.5398288496","1006289.5398288496","1006289.5398288496"
"11690","1006382.6981195037","1006382.6981195037","1006382.6981195037"
"11692","1005386.2207742875","1005386.2207742875","1005386.2207742875"
"11693","1005461.8732513522","1005461.8732513522","1005461.8732513522"
"11696","1005818.2233845526","1005818.2233845526","1005818.2233845526"
"11697","1005370.9865831777","1005370.9865831777","1005370.9865831777"
"11699","1003850.4191218016","1003850.4191218016","1003850.4191218016"
"11701","1004368.1224944239","1004368.1224944239","1004368.1224944239"
"11704","1005370.9865831777","1005370.9865831777","1005370.9865831777"
"11706","1004843.852902808","1004843.852902808","1004843.852902808"
"11708","1006554.32294352","1006554.32294352","1006554.32294352"
"11712","1003121.9282926267","1003121.9282926267","1003121.9282926267"
"11716","1005625.3004407901","1005625.3004407901","1005625.3004407901"
"11718","1007719.8648835632","1007719.8648835632","1007719.8648835632"
"11720","1007566.308254298","1007566.308254298","1007566.308254298"
"11722","1003455.1653218741","1003455.1653218741","1003455.1653218741"
"11723","1001591.9886022861","1001591.9886022861","1001591.9886022861"
"11724","1005572.7457106991","1005572.7457106991","1005572.7457106991"
"11726","1005815.5945092053","1005815.5945092053","1005815.5945092053"
"11731","1006868.242408766","1006868.242408766","1006868.242408766"
"11732","1007161.2700412046","1007161.2700412046","1007161.2700412046"
"11733","1005710.9764266402","1005710.9764266402","1005710.9764266402"
"11734","1005109.4507669387","1005109.4507669387","1005109.4507669387"
"11740","1004966.6613434616","1004966.6613434616","1004966.6613434616"
"11741","1004410.0651658378","1004410.0651658378","1004410.0651658378"
"11742","1006368.4864179284","1006368.4864179284","1006368.4864179284"
"11744","1007597.4379465836","1007597.4379465836","1007597.4379465836"
"11745","1006395.3310800986","1006395.3310800986","1006395.3310800986"
"11747","1004554.2698204365","1004554.2698204365","1004554.2698204365"
"11751","1006714.4184769415","1006714.4184769415","1006714.4184769415"
"11753","1002930.5609617399","1002930.5609617399","1002930.5609617399"
"11754","1005328.438356966","1005328.438356966","1005328.438356966"
"11756","1006600.6611506606","1006600.6611506606","1006600.6611506606"
"11758","1006115.374837512","1006115.374837512","1006115.374837512"
"11760","1004241.2672358677","1004241.2672358677","1004241.2672358677"
"11761","1006490.6148743263","1006490.6148743263","1006490.6148743263"
"11765","1005946.5292018752","1005946.5292018752","1005946.5292018752"
"11770","1006783.9495013552","1006783.9495013552","1006783.9495013552"
"11771","1004407.9679490693","1004407.9679490693","1004407.9679490693"
"11777","1005365.208217665","1005365.208217665","1005365.208217665"
"11780","1006554.8494900909","1006554.8494900909","1006554.8494900909"
"11781","1008428.0970701192","1008428.0970701192","1008428.0970701192"
"11783","1006391.1200579939","1006391.1200579939","1006391.1200579939"
"11786","1007232.9718289216","1007232.9718289216","1007232.9718289216"
"11787","1007263.5536379674","1007263.5536379674","1007263.5536379674"
"11789","1003528.4339087714","1003528.4339087714","1003528.4339087714"
"11791","1005282.2172050145","1005282.2172050145","1005282.2172050145"
"11793","1006460.0799813787","1006460.0799813787","1006460.0799813787"
"11794","1008603.0637452935","1008603.0637452935","1008603.0637452935"
"11796","1007073.7655160864","1007073.7655160864","1007073.7655160864"
"11798","1007217.6816207651","1007217.6816207651","1007217.6816207651"
"11802","1005051.1751827524","1005051.1751827524","1005051.1751827524"
"11805","1006856.6512970411","1006856.6512970411","1006856.6512970411"
"11806","1006151.676160765","1006151.676160765","1006151.676160765"
"11813","1005353.1263953184","1005353.1263953184","1005353.1263953184"
"11815","1006754.9770739862","1006754.9770739862","1006754.9770739862"
"11816","1006345.8537958966","1006345.8537958966","1006345.8537958966"
"11817","1005019.1527388359","1005019.1527388359","1005019.1527388359"
"11818","1005635.8120460216","1005635.8120460216","1005635.8120460216"
"11819","1005711.5020912411","1005711.5020912411","1005711.5020912411"
"11820","1004954.5890981109","1004954.5890981109","1004954.5890981109"
"11821","1004722.6483658042","1004722.6483658042","1004722.6483658042"
"11822","1006351.643439517","1006351.643439517","1006351.643439517"
"11823","1005354.1769770385","1005354.1769770385","1005354.1769770385"
"11824","1003474.5281225439","1003474.5281225439","1003474.5281225439"
"11828","1005326.3373033061","1005326.3373033061","1005326.3373033061"
"11830","1006742.3350827909","1006742.3350827909","1006742.3350827909"
"11831","1007245.0988758339","1007245.0988758339","1007245.0988758339"
"11832","1006496.9326697093","1006496.9326697093","1006496.9326697093"
"11835","1005395.6767113295","1005395.6767113295","1005395.6767113295"
"11836","1007209.2458425658","1007209.2458425658","1007209.2458425658"
"11838","1005759.8655854345","1005759.8655854345","1005759.8655854345"
"11839","1006173.7739009663","1006173.7739009663","1006173.7739009663"
"11841","1007888.2505073108","1007888.2505073108","1007888.2505073108"
"11844","1005964.9364094157","1005964.9364094157","1005964.9364094157"
"11845","1004079.8614265728","1004079.8614265728","1004079.8614265728"
"11846","1006004.9086654189","1006004.9086654189","1006004.9086654189"
"11849","1002683.3555713509","1002683.3555713509","1002683.3555713509"
"11850","1005671.5531476083","1005671.5531476083","1005671.5531476083"
"11851","1003524.7702253119","1003524.7702253119","1003524.7702253119"
"11854","1007077.4551588671","1007077.4551588671","1007077.4551588671"
"11856","1008076.7613464248","1008076.7613464248","1008076.7613464248"
"11857","1006546.4248110645","1006546.4248110645","1006546.4248110645"
"11859","1005097.3750908254","1005097.3750908254","1005097.3750908254"
"11860","1004135.4043234052","1004135.4043234052","1004135.4043234052"
"11862","1004341.910103574","1004341.910103574","1004341.910103574"
"11863","1005621.0958602271","1005621.0958602271","1005621.0958602271"
"11865","1004496.5829899997","1004496.5829899997","1004496.5829899997"
"11867","1005869.7521157479","1005869.7521157479","1005869.7521157479"
"11869","1006934.1060644358","1006934.1060644358","1006934.1060644358"
"11873","1002461.3404813223","1002461.3404813223","1002461.3404813223"
"11874","1002455.0732471517","1002455.0732471517","1002455.0732471517"
"11877","1007326.3048879382","1007326.3048879382","1007326.3048879382"
"11878","1004272.1918035867","1004272.1918035867","1004272.1918035867"
"11880","1003853.5614586915","1003853.5614586915","1003853.5614586915"
"11882","1005596.9202042817","1005596.9202042817","1005596.9202042817"
"11883","1006438.4960885766","1006438.4960885766","1006438.4960885766"
"11884","1007918.8721213099","1007918.8721213099","1007918.8721213099"
"11885","1004504.4489858352","1004504.4489858352","1004504.4489858352"
"11891","1003613.7529596285","1003613.7529596285","1003613.7529596285"
"11892","1005940.2183143619","1005940.2183143619","1005940.2183143619"
"11893","1005203.440946408","1005203.440946408","1005203.440946408"
"11897","1004127.5441062583","1004127.5441062583","1004127.5441062583"
"11899","1004059.951318251","1004059.951318251","1004059.951318251"
"11900","1006459.5535339544","1006459.5535339544","1006459.5535339544"
"11901","1006410.0699349858","1006410.0699349858","1006410.0699349858"
"11904","1006506.4095114995","1006506.4095114995","1006506.4095114995"
"11905","1006054.3524291449","1006054.3524291449","1006054.3524291449"
"11906","1003536.8081428461","1003536.8081428461","1003536.8081428461"
"11907","1003912.2220252347","1003912.2220252347","1003912.2220252347"
"11908","1003653.538580626","1003653.538580626","1003653.538580626"
"11911","1004162.1299822041","1004162.1299822041","1004162.1299822041"
"11912","1004974.5347032128","1004974.5347032128","1004974.5347032128"
"11915","1005684.1682606218","1005684.1682606218","1005684.1682606218"
"11916","1005108.4006966274","1005108.4006966274","1005108.4006966274"
"11917","1007152.8352079059","1007152.8352079059","1007152.8352079059"
"11918","1006099.0664001368","1006099.0664001368","1006099.0664001368"
"11920","1006149.5716647014","1006149.5716647014","1006149.5716647014"
"11925","1006960.9809110529","1006960.9809110529","1006960.9809110529"
"11928","1006611.7197624701","1006611.7197624701","1006611.7197624701"
"11933","1007240.880739439","1007240.880739439","1007240.880739439"
"11935","1006420.0715466682","1006420.0715466682","1006420.0715466682"
"11937","1007144.400515887","1007144.400515887","1007144.400515887"
"11941","1006432.1790267846","1006432.1790267846","1006432.1790267846"
"11945","1006776.0477648801","1006776.0477648801","1006776.0477648801"
"11946","1006054.8784527584","1006054.8784527584","1006054.8784527584"
"11948","1007159.6884991995","1007159.6884991995","1007159.6884991995"
"11950","1006754.4503180141","1006754.4503180141","1006754.4503180141"
"11951","1006217.9722934441","1006217.9722934441","1006217.9722934441"
"11953","1006573.2789671371","1006573.2789671371","1006573.2789671371"
"11954","1005666.8225618211","1005666.8225618211","1005666.8225618211"
"11956","1005042.2506900002","1005042.2506900002","1005042.2506900002"
"11962","1005988.603808979","1005988.603808979","1005988.603808979"
"11964","1006466.397393428","1006466.397393428","1006466.397393428"
"11965","1004885.3105158735","1004885.3105158735","1004885.3105158735"
"11966","1007063.2238285401","1007063.2238285401","1007063.2238285401"
"11967","1004216.6337735757","1004216.6337735757","1004216.6337735757"
"11968","1005713.6047551398","1005713.6047551398","1005713.6047551398"
"11969","1005735.1575670366","1005735.1575670366","1005735.1575670366"
"11971","1007920.4560485064","1007920.4560485064","1007920.4560485064"
"11972","1006535.8941605974","1006535.8941605974","1006535.8941605974"
"11974","1004877.9633477038","1004877.9633477038","1004877.9633477038"
"11978","1004917.3244311209","1004917.3244311209","1004917.3244311209"
"11980","1005606.3801051312","1005606.3801051312","1005606.3801051312"
"11986","345757.6900760843","345757.6900760843","345757.6900760843"
"11988","1005383.5941566754","1005383.5941566754","1005383.5941566754"
"11990","1007841.7936804084","1007841.7936804084","1007841.7936804084"
"11991","1007968.5042060124","1007968.5042060124","1007968.5042060124"
"11993","1006790.2709798407","1006790.2709798407","1006790.2709798407"
"11994","1008667.0395279543","1008667.0395279543","1008667.0395279543"
"11995","1007033.7082774639","1007033.7082774639","1007033.7082774639"
"11997","1008144.8960536519","1008144.8960536519","1008144.8960536519"
"11999","1009819.9930346577","1009819.9930346577","1009819.9930346577"
"12001","1008380.5335460346","1008380.5335460346","1008380.5335460346"
"12003","1003992.3676296404","1003992.3676296404","1003992.3676296404"
"12006","1007093.7953304525","1007093.7953304525","1007093.7953304525"
"12012","1007072.7113374004","1007072.7113374004","1007072.7113374004"
"12015","1008134.331929876","1008134.331929876","1008134.331929876"
"12017","1005876.062119133","1005876.062119133","1005876.062119133"
"12018","1007733.0592171281","1007733.0592171281","1007733.0592171281"
"12020","1006993.6542253381","1006993.6542253381","1006993.6542253381"
"12021","1006503.7770375455","1006503.7770375455","1006503.7770375455"
"12022","1006785.5298635344","1006785.5298635344","1006785.5298635344"
"12025","9786.02852025299","9786.02852025299","9786.02852025299"
"12026","1010961.7747701076","1010961.7747701076","1010961.7747701076"
"12027","1007435.4790548832","1007435.4790548832","1007435.4790548832"
"12028","1006927.782779591","1006927.782779591","1006927.782779591"
"12030","1006544.3186633432","1006544.3186633432","1006544.3186633432"
"12031","1007909.8966278951","1007909.8966278951","1007909.8966278951"
"12032","1005598.4968420635","1005598.4968420635","1005598.4968420635"
"12034","1007966.3921028342","1007966.3921028342","1007966.3921028342"
"12036","1007859.7424012907","1007859.7424012907","1007859.7424012907"
"12040","1002474.9197575278","1002474.9197575278","1002474.9197575278"
"12041","1004358.1616247242","1004358.1616247242","1004358.1616247242"
"12042","1005794.5640011291","1005794.5640011291","1005794.5640011291"
"12046","1005257.0074589242","1005257.0074589242","1005257.0074589242"
"12047","1008272.2111552386","1008272.2111552386","1008272.2111552386"
"12048","1005979.1367155171","1005979.1367155171","1005979.1367155171"
"12054","1005886.0531197364","1005886.0531197364","1005886.0531197364"
"12056","1003315.9844779344","1003315.9844779344","1003315.9844779344"
"12057","1005662.6176340386","1005662.6176340386","1005662.6176340386"
"12059","1005176.6598308672","1005176.6598308672","1005176.6598308672"
"12060","1003905.4128577838","1003905.4128577838","1003905.4128577838"
"12062","1007145.9820098791","1007145.9820098791","1007145.9820098791"
"12064","1006668.069795961","1006668.069795961","1006668.069795961"
"12068","1005128.3524077379","1005128.3524077379","1005128.3524077379"
"12069","1006446.3925273339","1006446.3925273339","1006446.3925273339"
"12070","1006069.081298254","1006069.081298254","1006069.081298254"
"12071","1007293.0826640365","1007293.0826640365","1007293.0826640365"
"12073","1007643.8722483686","1007643.8722483686","1007643.8722483686"
"12074","1005869.7521157479","1005869.7521157479","1005869.7521157479"
"12077","1007350.5637690075","1007350.5637690075","1007350.5637690075"
"12079","1005618.9935831303","1005618.9935831303","1005618.9935831303"
"12082","1007239.8262108605","1007239.8262108605","1007239.8262108605"
"12085","1006623.3052354583","1006623.3052354583","1006623.3052354583"
"12089","1006066.451111426","1006066.451111426","1006066.451111426"
"12092","1003814.8073452408","1003814.8073452408","1003814.8073452408"
"12093","1005714.6560903862","1005714.6560903862","1005714.6560903862"
"12094","1005305.8524903473","1005305.8524903473","1005305.8524903473"
"12095","1006919.8787852146","1006919.8787852146","1006919.8787852146"
"12097","1007603.7696448256","1007603.7696448256","1007603.7696448256"
"12098","1007615.3779649488","1007615.3779649488","1007615.3779649488"
"12101","1007885.6108001138","1007885.6108001138","1007885.6108001138"
"12102","1004893.1826009935","1004893.1826009935","1004893.1826009935"
"12104","1006117.4791905235","1006117.4791905235","1006117.4791905235"
"12106","1007519.8811006899","1007519.8811006899","1007519.8811006899"
"12107","1007437.0614631552","1007437.0614631552","1007437.0614631552"
"12108","1007994.9062426004","1007994.9062426004","1007994.9062426004"
"12109","1006599.6079622083","1006599.6079622083","1006599.6079622083"
"12114","1006618.039078313","1006618.039078313","1006618.039078313"
"12115","1006999.4513251457","1006999.4513251457","1006999.4513251457"
"12116","1003385.5700734179","1003385.5700734179","1003385.5700734179"
"12118","1007154.4167283877","1007154.4167283877","1007154.4167283877"
"12119","1008720.4470160329","1008720.4470160329","1008720.4470160329"
"12125","1006265.8582673871","1006265.8582673871","1006265.8582673871"
"12127","1004788.7563064792","1004788.7563064792","1004788.7563064792"
"12130","1005898.1477544393","1005898.1477544393","1005898.1477544393"
"12131","1007177.6129327749","1007177.6129327749","1007177.6129327749"
"12132","1008593.0186984472","1008593.0186984472","1008593.0186984472"
"12134","1007508.8025259123","1007508.8025259123","1007508.8025259123"
"12135","1005930.2262377392","1005930.2262377392","1005930.2262377392"
"12136","1006406.3851807916","1006406.3851807916","1006406.3851807916"
"12140","1004866.4180147867","1004866.4180147867","1004866.4180147867"
"12141","1004894.2322216617","1004894.2322216617","1004894.2322216617"
"12143","1005938.1147027871","1005938.1147027871","1005938.1147027871"
"12147","1005727.2722847938","1005727.2722847938","1005727.2722847938"
"12148","1006758.664381225","1006758.664381225","1006758.664381225"
"12150","1007692.4217764527","1007692.4217764527","1007692.4217764527"
"12153","1005939.6924106433","1005939.6924106433","1005939.6924106433"
"12154","1005529.6549307993","1005529.6549307993","1005529.6549307993"
"12155","1006095.9099894535","1006095.9099894535","1006095.9099894535"
"12158","1006094.8578569603","1006094.8578569603","1006094.8578569603"
"12163","1006690.1902249604","1006690.1902249604","1006690.1902249604"
"12164","1004096.6284460378","1004096.6284460378","1004096.6284460378"
"12167","1005480.7881496005","1005480.7881496005","1005480.7881496005"
"12170","1006593.2888777751","1006593.2888777751","1006593.2888777751"
"12171","1006638.5774027756","1006638.5774027756","1006638.5774027756"
"12175","1005983.3442906131","1005983.3442906131","1005983.3442906131"
"12176","1005987.5519009063","1005987.5519009063","1005987.5519009063"
"12177","1005985.9740429216","1005985.9740429216","1005985.9740429216"
"12181","1005593.2414020172","1005593.2414020172","1005593.2414020172"
"12182","1003191.4869720087","1003191.4869720087","1003191.4869720087"
"12183","1007077.4551588671","1007077.4551588671","1007077.4551588671"
"12188","1004560.0388678983","1004560.0388678983","1004560.0388678983"
"12189","1005999.6489765616","1005999.6489765616","1005999.6489765616"
"12190","1002784.2090136403","1002784.2090136403","1002784.2090136403"
"12192","1007945.7995607072","1007945.7995607072","1007945.7995607072"
"12194","1004405.3464404246","1004405.3464404246","1004405.3464404246"
"12195","1005669.9762807343","1005669.9762807343","1005669.9762807343"
"12196","1004448.3409103248","1004448.3409103248","1004448.3409103248"
"12197","1005579.0519882726","1005579.0519882726","1005579.0519882726"
"12198","1006957.8190899338","1006957.8190899338","1006957.8190899338"
"12200","1006163.2510464824","1006163.2510464824","1006163.2510464824"
"12201","1005216.5694654575","1005216.5694654575","1005216.5694654575"
"12204","388675.32298277295","388675.32298277295","388675.32298277295"
"12209","1000806.9039058689","1000806.9039058689","1000806.9039058689"
"12210","1000966.7383736144","1000966.7383736144","1000966.7383736144"
"12211","1001662.8995783859","1001662.8995783859","1001662.8995783859"
"12212","1006344.2748137437","1006344.2748137437","1006344.2748137437"
"12213","1005751.4542088355","1005751.4542088355","1005751.4542088355"
"12216","1004557.4165653832","1004557.4165653832","1004557.4165653832"
"12218","1005280.6415588405","1005280.6415588405","1005280.6415588405"
"12221","1002877.7647981053","1002877.7647981053","1002877.7647981053"
"12222","1006605.9271259805","1006605.9271259805","1006605.9271259805"
"12225","1005340.5195859397","1005340.5195859397","1005340.5195859397"
"12226","1005014.9532254155","1005014.9532254155","1005014.9532254155"
"12229","1006153.7806656323","1006153.7806656323","1006153.7806656323"
"12232","1003260.5321926365","1003260.5321926365","1003260.5321926365"
"12233","1004950.3901242357","1004950.3901242357","1004950.3901242357"
