"Step","deep-surf-23 - train/grad_norm","deep-surf-23 - train/grad_norm__MIN","deep-surf-23 - train/grad_norm__MAX"
"0","Infinity","",""
"1","Infinity","",""
"44","5.980417251586914","5.980417251586914","5.980417251586914"
"45","5.980417251586914","5.980417251586914","5.980417251586914"
"46","5.817434787750244","5.817434787750244","5.817434787750244"
"47","5.817434787750244","5.817434787750244","5.817434787750244"
"48","5.71269416809082","5.71269416809082","5.71269416809082"
"49","5.71269416809082","5.71269416809082","5.71269416809082"
"50","5.372580051422119","5.372580051422119","5.372580051422119"
"51","5.372580051422119","5.372580051422119","5.372580051422119"
"52","5.203015327453613","5.203015327453613","5.203015327453613"
"53","5.203015327453613","5.203015327453613","5.203015327453613"
"54","4.698369979858398","4.698369979858398","4.698369979858398"
"55","4.698369979858398","4.698369979858398","4.698369979858398"
"56","4.916560649871826","4.916560649871826","4.916560649871826"
"57","4.916560649871826","4.916560649871826","4.916560649871826"
"58","4.828119277954102","4.828119277954102","4.828119277954102"
"59","4.828119277954102","4.828119277954102","4.828119277954102"
"60","3.960157871246338","3.960157871246338","3.960157871246338"
"61","3.960157871246338","3.960157871246338","3.960157871246338"
"62","4.740042209625244","4.740042209625244","4.740042209625244"
"63","4.740042209625244","4.740042209625244","4.740042209625244"
"64","4.516424179077148","4.516424179077148","4.516424179077148"
"65","4.516424179077148","4.516424179077148","4.516424179077148"
"66","4.128705978393555","4.128705978393555","4.128705978393555"
"67","4.128705978393555","4.128705978393555","4.128705978393555"
"68","3.8358845710754395","3.8358845710754395","3.8358845710754395"
"69","3.8358845710754395","3.8358845710754395","3.8358845710754395"
"70","4.256509780883789","4.256509780883789","4.256509780883789"
"71","4.256509780883789","4.256509780883789","4.256509780883789"
"72","3.6831729412078857","3.6831729412078857","3.6831729412078857"
"73","3.6831729412078857","3.6831729412078857","3.6831729412078857"
"74","3.5994465351104736","3.5994465351104736","3.5994465351104736"
"75","3.5994465351104736","3.5994465351104736","3.5994465351104736"
"76","3.9069128036499023","3.9069128036499023","3.9069128036499023"
"77","3.9069128036499023","3.9069128036499023","3.9069128036499023"
"78","3.689157724380493","3.689157724380493","3.689157724380493"
"79","3.689157724380493","3.689157724380493","3.689157724380493"
"80","3.53718638420105","3.53718638420105","3.53718638420105"
"81","3.53718638420105","3.53718638420105","3.53718638420105"
"82","3.548311948776245","3.548311948776245","3.548311948776245"
"83","3.548311948776245","3.548311948776245","3.548311948776245"
"84","3.450913190841675","3.450913190841675","3.450913190841675"
"85","3.450913190841675","3.450913190841675","3.450913190841675"
"86","3.0267577171325684","3.0267577171325684","3.0267577171325684"
"87","3.0267577171325684","3.0267577171325684","3.0267577171325684"
"88","2.978229522705078","2.978229522705078","2.978229522705078"
"89","2.978229522705078","2.978229522705078","2.978229522705078"
"90","2.9816067218780518","2.9816067218780518","2.9816067218780518"
"91","2.9816067218780518","2.9816067218780518","2.9816067218780518"
"92","3.3893959522247314","3.3893959522247314","3.3893959522247314"
"93","3.3893959522247314","3.3893959522247314","3.3893959522247314"
"94","3.119182825088501","3.119182825088501","3.119182825088501"
"95","3.119182825088501","3.119182825088501","3.119182825088501"
"96","3.371234655380249","3.371234655380249","3.371234655380249"
"97","3.371234655380249","3.371234655380249","3.371234655380249"
"98","2.7199549674987793","2.7199549674987793","2.7199549674987793"
"99","2.7199549674987793","2.7199549674987793","2.7199549674987793"
"100","3.125911235809326","3.125911235809326","3.125911235809326"
"101","3.125911235809326","3.125911235809326","3.125911235809326"
"102","2.8236982822418213","2.8236982822418213","2.8236982822418213"
"103","2.8236982822418213","2.8236982822418213","2.8236982822418213"
"104","2.749138832092285","2.749138832092285","2.749138832092285"
"105","2.749138832092285","2.749138832092285","2.749138832092285"
"106","2.933643102645874","2.933643102645874","2.933643102645874"
"107","2.933643102645874","2.933643102645874","2.933643102645874"
"108","2.658118486404419","2.658118486404419","2.658118486404419"
"109","2.658118486404419","2.658118486404419","2.658118486404419"
"110","2.673339366912842","2.673339366912842","2.673339366912842"
"111","2.673339366912842","2.673339366912842","2.673339366912842"
"112","2.433072328567505","2.433072328567505","2.433072328567505"
"113","2.433072328567505","2.433072328567505","2.433072328567505"
"114","2.5761263370513916","2.5761263370513916","2.5761263370513916"
"115","2.5761263370513916","2.5761263370513916","2.5761263370513916"
"116","2.357396125793457","2.357396125793457","2.357396125793457"
"117","2.357396125793457","2.357396125793457","2.357396125793457"
"118","3.15403151512146","3.15403151512146","3.15403151512146"
"119","3.15403151512146","3.15403151512146","3.15403151512146"
"120","2.8526017665863037","2.8526017665863037","2.8526017665863037"
"121","2.8526017665863037","2.8526017665863037","2.8526017665863037"
"122","2.4538278579711914","2.4538278579711914","2.4538278579711914"
"123","2.4538278579711914","2.4538278579711914","2.4538278579711914"
"124","2.3154921531677246","2.3154921531677246","2.3154921531677246"
"125","2.3154921531677246","2.3154921531677246","2.3154921531677246"
"126","2.525463342666626","2.525463342666626","2.525463342666626"
"127","2.525463342666626","2.525463342666626","2.525463342666626"
"128","2.450601577758789","2.450601577758789","2.450601577758789"
"129","2.450601577758789","2.450601577758789","2.450601577758789"
"130","2.4590394496917725","2.4590394496917725","2.4590394496917725"
"131","2.4590394496917725","2.4590394496917725","2.4590394496917725"
"132","2.686523199081421","2.686523199081421","2.686523199081421"
"133","2.686523199081421","2.686523199081421","2.686523199081421"
"134","2.7363409996032715","2.7363409996032715","2.7363409996032715"
"135","2.7363409996032715","2.7363409996032715","2.7363409996032715"
"136","2.149556875228882","2.149556875228882","2.149556875228882"
"137","2.149556875228882","2.149556875228882","2.149556875228882"
"138","2.174130916595459","2.174130916595459","2.174130916595459"
"139","2.174130916595459","2.174130916595459","2.174130916595459"
"140","2.072171688079834","2.072171688079834","2.072171688079834"
"141","2.072171688079834","2.072171688079834","2.072171688079834"
"142","2.4094855785369873","2.4094855785369873","2.4094855785369873"
"143","2.4094855785369873","2.4094855785369873","2.4094855785369873"
"144","2.0054800510406494","2.0054800510406494","2.0054800510406494"
"145","2.0054800510406494","2.0054800510406494","2.0054800510406494"
"146","2.2776715755462646","2.2776715755462646","2.2776715755462646"
"147","2.2776715755462646","2.2776715755462646","2.2776715755462646"
"148","2.1431427001953125","2.1431427001953125","2.1431427001953125"
"149","2.1431427001953125","2.1431427001953125","2.1431427001953125"
"150","2.140874147415161","2.140874147415161","2.140874147415161"
"151","2.140874147415161","2.140874147415161","2.140874147415161"
"152","2.0871453285217285","2.0871453285217285","2.0871453285217285"
"153","2.0871453285217285","2.0871453285217285","2.0871453285217285"
"154","2.2453150749206543","2.2453150749206543","2.2453150749206543"
"155","2.2453150749206543","2.2453150749206543","2.2453150749206543"
"156","2.148510217666626","2.148510217666626","2.148510217666626"
"157","2.148510217666626","2.148510217666626","2.148510217666626"
"158","1.9856940507888794","1.9856940507888794","1.9856940507888794"
"159","1.9856940507888794","1.9856940507888794","1.9856940507888794"
"160","2.030113458633423","2.030113458633423","2.030113458633423"
"161","2.030113458633423","2.030113458633423","2.030113458633423"
"162","2.1886017322540283","2.1886017322540283","2.1886017322540283"
"163","2.1886017322540283","2.1886017322540283","2.1886017322540283"
"164","1.984463095664978","1.984463095664978","1.984463095664978"
"165","1.984463095664978","1.984463095664978","1.984463095664978"
"166","2.0892982482910156","2.0892982482910156","2.0892982482910156"
"167","2.0892982482910156","2.0892982482910156","2.0892982482910156"
"168","1.9171314239501953","1.9171314239501953","1.9171314239501953"
"169","1.9171314239501953","1.9171314239501953","1.9171314239501953"
"170","2.179701328277588","2.179701328277588","2.179701328277588"
"171","2.179701328277588","2.179701328277588","2.179701328277588"
"172","2.0565600395202637","2.0565600395202637","2.0565600395202637"
"173","2.0565600395202637","2.0565600395202637","2.0565600395202637"
"174","2.0264389514923096","2.0264389514923096","2.0264389514923096"
"175","2.0264389514923096","2.0264389514923096","2.0264389514923096"
"176","1.959977626800537","1.959977626800537","1.959977626800537"
"177","1.959977626800537","1.959977626800537","1.959977626800537"
"178","1.942840337753296","1.942840337753296","1.942840337753296"
"179","1.942840337753296","1.942840337753296","1.942840337753296"
"180","1.7440589666366577","1.7440589666366577","1.7440589666366577"
"181","1.7440589666366577","1.7440589666366577","1.7440589666366577"
"182","1.939728021621704","1.939728021621704","1.939728021621704"
"183","1.939728021621704","1.939728021621704","1.939728021621704"
"184","1.8613172769546509","1.8613172769546509","1.8613172769546509"
"185","1.8613172769546509","1.8613172769546509","1.8613172769546509"
"186","1.8454277515411377","1.8454277515411377","1.8454277515411377"
"187","1.8454277515411377","1.8454277515411377","1.8454277515411377"
"188","1.8204801082611084","1.8204801082611084","1.8204801082611084"
"189","1.8204801082611084","1.8204801082611084","1.8204801082611084"
"190","1.949068546295166","1.949068546295166","1.949068546295166"
"191","1.949068546295166","1.949068546295166","1.949068546295166"
"192","1.8404695987701416","1.8404695987701416","1.8404695987701416"
"193","1.8404695987701416","1.8404695987701416","1.8404695987701416"
"194","1.7079236507415771","1.7079236507415771","1.7079236507415771"
"195","1.7079236507415771","1.7079236507415771","1.7079236507415771"
"196","1.8262686729431152","1.8262686729431152","1.8262686729431152"
"197","1.8262686729431152","1.8262686729431152","1.8262686729431152"
"198","1.8342878818511963","1.8342878818511963","1.8342878818511963"
"199","1.8342878818511963","1.8342878818511963","1.8342878818511963"
"200","2.0207037925720215","2.0207037925720215","2.0207037925720215"
"201","2.0207037925720215","2.0207037925720215","2.0207037925720215"
"202","1.9581655263900757","1.9581655263900757","1.9581655263900757"
"203","1.9581655263900757","1.9581655263900757","1.9581655263900757"
"204","1.8342839479446411","1.8342839479446411","1.8342839479446411"
"205","1.8342839479446411","1.8342839479446411","1.8342839479446411"
"206","1.9255696535110474","1.9255696535110474","1.9255696535110474"
"207","1.9255696535110474","1.9255696535110474","1.9255696535110474"
"208","2.0040998458862305","2.0040998458862305","2.0040998458862305"
"209","2.0040998458862305","2.0040998458862305","2.0040998458862305"
"210","1.7381501197814941","1.7381501197814941","1.7381501197814941"
"211","1.7381501197814941","1.7381501197814941","1.7381501197814941"
"212","2.129495620727539","2.129495620727539","2.129495620727539"
"213","2.129495620727539","2.129495620727539","2.129495620727539"
"214","1.8322454690933228","1.8322454690933228","1.8322454690933228"
"215","1.8322454690933228","1.8322454690933228","1.8322454690933228"
"216","1.566410779953003","1.566410779953003","1.566410779953003"
"217","1.566410779953003","1.566410779953003","1.566410779953003"
"218","1.880895733833313","1.880895733833313","1.880895733833313"
"219","1.880895733833313","1.880895733833313","1.880895733833313"
"220","2.18135142326355","2.18135142326355","2.18135142326355"
"221","2.18135142326355","2.18135142326355","2.18135142326355"
"222","1.6641098260879517","1.6641098260879517","1.6641098260879517"
"223","1.6641098260879517","1.6641098260879517","1.6641098260879517"
"224","1.5797353982925415","1.5797353982925415","1.5797353982925415"
"225","1.5797353982925415","1.5797353982925415","1.5797353982925415"
"226","2.012934684753418","2.012934684753418","2.012934684753418"
"227","2.012934684753418","2.012934684753418","2.012934684753418"
"228","2.2194912433624268","2.2194912433624268","2.2194912433624268"
"229","2.2194912433624268","2.2194912433624268","2.2194912433624268"
"230","1.5927237272262573","1.5927237272262573","1.5927237272262573"
"231","1.5927237272262573","1.5927237272262573","1.5927237272262573"
"232","2.0601189136505127","2.0601189136505127","2.0601189136505127"
"233","2.0601189136505127","2.0601189136505127","2.0601189136505127"
"234","2.5426065921783447","2.5426065921783447","2.5426065921783447"
"235","2.5426065921783447","2.5426065921783447","2.5426065921783447"
"236","1.898555040359497","1.898555040359497","1.898555040359497"
"237","1.898555040359497","1.898555040359497","1.898555040359497"
"238","1.7597763538360596","1.7597763538360596","1.7597763538360596"
"239","1.7597763538360596","1.7597763538360596","1.7597763538360596"
"240","1.7617977857589722","1.7617977857589722","1.7617977857589722"
"241","1.7617977857589722","1.7617977857589722","1.7617977857589722"
"242","2.0989160537719727","2.0989160537719727","2.0989160537719727"
"243","2.0989160537719727","2.0989160537719727","2.0989160537719727"
"244","1.6012446880340576","1.6012446880340576","1.6012446880340576"
"245","1.6012446880340576","1.6012446880340576","1.6012446880340576"
"246","2.170370101928711","2.170370101928711","2.170370101928711"
"247","2.170370101928711","2.170370101928711","2.170370101928711"
"248","2.0487091541290283","2.0487091541290283","2.0487091541290283"
"249","2.0487091541290283","2.0487091541290283","2.0487091541290283"
"250","1.8059487342834473","1.8059487342834473","1.8059487342834473"
"251","1.8059487342834473","1.8059487342834473","1.8059487342834473"
"252","1.8870173692703247","1.8870173692703247","1.8870173692703247"
"253","1.8870173692703247","1.8870173692703247","1.8870173692703247"
"254","1.9587234258651733","1.9587234258651733","1.9587234258651733"
"255","1.9587234258651733","1.9587234258651733","1.9587234258651733"
"256","1.6376324892044067","1.6376324892044067","1.6376324892044067"
"257","1.6376324892044067","1.6376324892044067","1.6376324892044067"
"258","1.4972814321517944","1.4972814321517944","1.4972814321517944"
"259","1.4972814321517944","1.4972814321517944","1.4972814321517944"
"260","1.8327590227127075","1.8327590227127075","1.8327590227127075"
"261","1.8327590227127075","1.8327590227127075","1.8327590227127075"
"262","1.5658186674118042","1.5658186674118042","1.5658186674118042"
"263","1.5658186674118042","1.5658186674118042","1.5658186674118042"
"264","1.5686309337615967","1.5686309337615967","1.5686309337615967"
"265","1.5686309337615967","1.5686309337615967","1.5686309337615967"
"266","1.6785778999328613","1.6785778999328613","1.6785778999328613"
"267","1.6785778999328613","1.6785778999328613","1.6785778999328613"
"268","1.8930801153182983","1.8930801153182983","1.8930801153182983"
"269","1.8930801153182983","1.8930801153182983","1.8930801153182983"
"270","1.5524753332138062","1.5524753332138062","1.5524753332138062"
"271","1.5524753332138062","1.5524753332138062","1.5524753332138062"
"272","1.5002760887145996","1.5002760887145996","1.5002760887145996"
"273","1.5002760887145996","1.5002760887145996","1.5002760887145996"
"274","1.7956217527389526","1.7956217527389526","1.7956217527389526"
"275","1.7956217527389526","1.7956217527389526","1.7956217527389526"
"276","1.6519341468811035","1.6519341468811035","1.6519341468811035"
"277","1.6519341468811035","1.6519341468811035","1.6519341468811035"
"278","1.4908677339553833","1.4908677339553833","1.4908677339553833"
"279","1.4908677339553833","1.4908677339553833","1.4908677339553833"
"280","1.6835107803344727","1.6835107803344727","1.6835107803344727"
"281","1.6835107803344727","1.6835107803344727","1.6835107803344727"
"282","1.5047283172607422","1.5047283172607422","1.5047283172607422"
"283","1.5047283172607422","1.5047283172607422","1.5047283172607422"
"284","1.5407334566116333","1.5407334566116333","1.5407334566116333"
"285","1.5407334566116333","1.5407334566116333","1.5407334566116333"
"286","1.57876718044281","1.57876718044281","1.57876718044281"
"287","1.57876718044281","1.57876718044281","1.57876718044281"
"288","1.607380747795105","1.607380747795105","1.607380747795105"
"289","1.607380747795105","1.607380747795105","1.607380747795105"
"290","1.3993419408798218","1.3993419408798218","1.3993419408798218"
"291","1.3993419408798218","1.3993419408798218","1.3993419408798218"
"292","1.8046936988830566","1.8046936988830566","1.8046936988830566"
"293","1.8046936988830566","1.8046936988830566","1.8046936988830566"
"294","1.7327271699905396","1.7327271699905396","1.7327271699905396"
"295","1.7327271699905396","1.7327271699905396","1.7327271699905396"
"296","1.465978980064392","1.465978980064392","1.465978980064392"
"297","1.465978980064392","1.465978980064392","1.465978980064392"
"298","1.6872485876083374","1.6872485876083374","1.6872485876083374"
"299","1.6872485876083374","1.6872485876083374","1.6872485876083374"
"300","1.5880376100540161","1.5880376100540161","1.5880376100540161"
"301","1.5880376100540161","1.5880376100540161","1.5880376100540161"
"302","1.388822078704834","1.388822078704834","1.388822078704834"
"303","1.388822078704834","1.388822078704834","1.388822078704834"
"304","1.5762990713119507","1.5762990713119507","1.5762990713119507"
"305","1.5762990713119507","1.5762990713119507","1.5762990713119507"
"306","1.4698628187179565","1.4698628187179565","1.4698628187179565"
"307","1.4698628187179565","1.4698628187179565","1.4698628187179565"
"308","1.4822180271148682","1.4822180271148682","1.4822180271148682"
"309","1.4822180271148682","1.4822180271148682","1.4822180271148682"
"310","1.633386492729187","1.633386492729187","1.633386492729187"
"311","1.633386492729187","1.633386492729187","1.633386492729187"
"312","1.6347235441207886","1.6347235441207886","1.6347235441207886"
"313","1.6347235441207886","1.6347235441207886","1.6347235441207886"
"314","1.6221338510513306","1.6221338510513306","1.6221338510513306"
"315","1.6221338510513306","1.6221338510513306","1.6221338510513306"
"316","1.6459380388259888","1.6459380388259888","1.6459380388259888"
"317","1.6459380388259888","1.6459380388259888","1.6459380388259888"
"318","1.3724242448806763","1.3724242448806763","1.3724242448806763"
"319","1.3724242448806763","1.3724242448806763","1.3724242448806763"
"320","1.4471733570098877","1.4471733570098877","1.4471733570098877"
"321","1.4471733570098877","1.4471733570098877","1.4471733570098877"
"322","1.478164553642273","1.478164553642273","1.478164553642273"
"323","1.478164553642273","1.478164553642273","1.478164553642273"
"324","1.4344972372055054","1.4344972372055054","1.4344972372055054"
"325","1.4344972372055054","1.4344972372055054","1.4344972372055054"
"326","1.4303020238876343","1.4303020238876343","1.4303020238876343"
"327","1.4303020238876343","1.4303020238876343","1.4303020238876343"
"328","1.351358413696289","1.351358413696289","1.351358413696289"
"329","1.351358413696289","1.351358413696289","1.351358413696289"
"330","1.64253830909729","1.64253830909729","1.64253830909729"
"331","1.64253830909729","1.64253830909729","1.64253830909729"
"332","1.4745367765426636","1.4745367765426636","1.4745367765426636"
"333","1.4745367765426636","1.4745367765426636","1.4745367765426636"
"334","1.6505719423294067","1.6505719423294067","1.6505719423294067"
"335","1.6505719423294067","1.6505719423294067","1.6505719423294067"
"336","1.3628201484680176","1.3628201484680176","1.3628201484680176"
"337","1.3628201484680176","1.3628201484680176","1.3628201484680176"
"338","1.3242108821868896","1.3242108821868896","1.3242108821868896"
"339","1.3242108821868896","1.3242108821868896","1.3242108821868896"
"340","1.3796261548995972","1.3796261548995972","1.3796261548995972"
"341","1.3796261548995972","1.3796261548995972","1.3796261548995972"
"342","1.3101919889450073","1.3101919889450073","1.3101919889450073"
"343","1.3101919889450073","1.3101919889450073","1.3101919889450073"
"344","1.2973089218139648","1.2973089218139648","1.2973089218139648"
"345","1.2973089218139648","1.2973089218139648","1.2973089218139648"
"346","1.304848313331604","1.304848313331604","1.304848313331604"
"347","1.304848313331604","1.304848313331604","1.304848313331604"
"348","1.3721197843551636","1.3721197843551636","1.3721197843551636"
"349","1.3721197843551636","1.3721197843551636","1.3721197843551636"
"350","1.3699040412902832","1.3699040412902832","1.3699040412902832"
"351","1.3699040412902832","1.3699040412902832","1.3699040412902832"
"352","1.4585132598876953","1.4585132598876953","1.4585132598876953"
"353","1.4585132598876953","1.4585132598876953","1.4585132598876953"
"354","1.6034096479415894","1.6034096479415894","1.6034096479415894"
"355","1.6034096479415894","1.6034096479415894","1.6034096479415894"
"356","1.4108606576919556","1.4108606576919556","1.4108606576919556"
"357","1.4108606576919556","1.4108606576919556","1.4108606576919556"
"358","1.328277349472046","1.328277349472046","1.328277349472046"
"359","1.328277349472046","1.328277349472046","1.328277349472046"
"360","1.4444531202316284","1.4444531202316284","1.4444531202316284"
"361","1.4444531202316284","1.4444531202316284","1.4444531202316284"
"362","1.4073797464370728","1.4073797464370728","1.4073797464370728"
"363","1.4073797464370728","1.4073797464370728","1.4073797464370728"
"364","1.384362816810608","1.384362816810608","1.384362816810608"
"365","1.384362816810608","1.384362816810608","1.384362816810608"
"366","1.3652172088623047","1.3652172088623047","1.3652172088623047"
"367","1.3652172088623047","1.3652172088623047","1.3652172088623047"
"368","1.3505487442016602","1.3505487442016602","1.3505487442016602"
"369","1.3505487442016602","1.3505487442016602","1.3505487442016602"
"370","1.4700506925582886","1.4700506925582886","1.4700506925582886"
"371","1.4700506925582886","1.4700506925582886","1.4700506925582886"
"372","1.29249906539917","1.29249906539917","1.29249906539917"
"373","1.29249906539917","1.29249906539917","1.29249906539917"
"374","1.3546957969665527","1.3546957969665527","1.3546957969665527"
"375","1.3546957969665527","1.3546957969665527","1.3546957969665527"
"376","1.4720890522003174","1.4720890522003174","1.4720890522003174"
"377","1.4720890522003174","1.4720890522003174","1.4720890522003174"
"378","1.1396644115447998","1.1396644115447998","1.1396644115447998"
"379","1.1396644115447998","1.1396644115447998","1.1396644115447998"
"380","1.5270605087280273","1.5270605087280273","1.5270605087280273"
"381","1.5270605087280273","1.5270605087280273","1.5270605087280273"
"382","1.4808801412582397","1.4808801412582397","1.4808801412582397"
"383","1.4808801412582397","1.4808801412582397","1.4808801412582397"
"384","1.5312063694000244","1.5312063694000244","1.5312063694000244"
"385","1.5312063694000244","1.5312063694000244","1.5312063694000244"
"386","1.5009334087371826","1.5009334087371826","1.5009334087371826"
"387","1.5009334087371826","1.5009334087371826","1.5009334087371826"
"388","1.2842552661895752","1.2842552661895752","1.2842552661895752"
"389","1.2842552661895752","1.2842552661895752","1.2842552661895752"
"390","1.4274388551712036","1.4274388551712036","1.4274388551712036"
"391","1.4274388551712036","1.4274388551712036","1.4274388551712036"
"392","1.5192391872406006","1.5192391872406006","1.5192391872406006"
"393","1.5192391872406006","1.5192391872406006","1.5192391872406006"
"394","1.2510026693344116","1.2510026693344116","1.2510026693344116"
"395","1.2510026693344116","1.2510026693344116","1.2510026693344116"
"396","1.5325216054916382","1.5325216054916382","1.5325216054916382"
"397","1.5325216054916382","1.5325216054916382","1.5325216054916382"
"398","1.3287174701690674","1.3287174701690674","1.3287174701690674"
"399","1.3287174701690674","1.3287174701690674","1.3287174701690674"
"400","1.2605795860290527","1.2605795860290527","1.2605795860290527"
"401","1.2605795860290527","1.2605795860290527","1.2605795860290527"
"402","1.4320802688598633","1.4320802688598633","1.4320802688598633"
"403","1.4320802688598633","1.4320802688598633","1.4320802688598633"
"404","1.3870322704315186","1.3870322704315186","1.3870322704315186"
"405","1.3870322704315186","1.3870322704315186","1.3870322704315186"
"406","1.270159363746643","1.270159363746643","1.270159363746643"
"407","1.270159363746643","1.270159363746643","1.270159363746643"
"408","1.5636711120605469","1.5636711120605469","1.5636711120605469"
"409","1.5636711120605469","1.5636711120605469","1.5636711120605469"
"410","1.2207865715026855","1.2207865715026855","1.2207865715026855"
"411","1.2207865715026855","1.2207865715026855","1.2207865715026855"
"412","1.7788954973220825","1.7788954973220825","1.7788954973220825"
"413","1.7788954973220825","1.7788954973220825","1.7788954973220825"
"414","1.773577094078064","1.773577094078064","1.773577094078064"
"415","1.773577094078064","1.773577094078064","1.773577094078064"
"416","1.313886046409607","1.313886046409607","1.313886046409607"
"417","1.313886046409607","1.313886046409607","1.313886046409607"
"418","2.127279758453369","2.127279758453369","2.127279758453369"
"419","2.127279758453369","2.127279758453369","2.127279758453369"
"420","1.7236740589141846","1.7236740589141846","1.7236740589141846"
"421","1.7236740589141846","1.7236740589141846","1.7236740589141846"
"422","1.2523311376571655","1.2523311376571655","1.2523311376571655"
"423","1.2523311376571655","1.2523311376571655","1.2523311376571655"
"424","1.7894155979156494","1.7894155979156494","1.7894155979156494"
"425","1.7894155979156494","1.7894155979156494","1.7894155979156494"
"426","1.628671646118164","1.628671646118164","1.628671646118164"
"427","1.628671646118164","1.628671646118164","1.628671646118164"
"428","1.2421365976333618","1.2421365976333618","1.2421365976333618"
"429","1.2421365976333618","1.2421365976333618","1.2421365976333618"
"430","1.7532418966293335","1.7532418966293335","1.7532418966293335"
"431","1.7532418966293335","1.7532418966293335","1.7532418966293335"
"432","1.4903181791305542","1.4903181791305542","1.4903181791305542"
"433","1.4903181791305542","1.4903181791305542","1.4903181791305542"
"434","1.3892970085144043","1.3892970085144043","1.3892970085144043"
"435","1.3892970085144043","1.3892970085144043","1.3892970085144043"
"436","1.5983942747116089","1.5983942747116089","1.5983942747116089"
"437","1.5983942747116089","1.5983942747116089","1.5983942747116089"
"438","1.328884482383728","1.328884482383728","1.328884482383728"
"439","1.328884482383728","1.328884482383728","1.328884482383728"
"440","1.2121363878250122","1.2121363878250122","1.2121363878250122"
"441","1.2121363878250122","1.2121363878250122","1.2121363878250122"
"442","1.4219051599502563","1.4219051599502563","1.4219051599502563"
"443","1.4219051599502563","1.4219051599502563","1.4219051599502563"
"444","1.2658799886703491","1.2658799886703491","1.2658799886703491"
"445","1.2658799886703491","1.2658799886703491","1.2658799886703491"
"446","1.2524052858352661","1.2524052858352661","1.2524052858352661"
"447","1.2524052858352661","1.2524052858352661","1.2524052858352661"
"448","1.279637336730957","1.279637336730957","1.279637336730957"
"449","1.279637336730957","1.279637336730957","1.279637336730957"
"450","1.255813717842102","1.255813717842102","1.255813717842102"
"451","1.255813717842102","1.255813717842102","1.255813717842102"
"452","1.2992807626724243","1.2992807626724243","1.2992807626724243"
"453","1.2992807626724243","1.2992807626724243","1.2992807626724243"
"454","1.1738921403884888","1.1738921403884888","1.1738921403884888"
"455","1.1738921403884888","1.1738921403884888","1.1738921403884888"
"456","1.177215814590454","1.177215814590454","1.177215814590454"
"457","1.177215814590454","1.177215814590454","1.177215814590454"
"458","1.3057149648666382","1.3057149648666382","1.3057149648666382"
"459","1.3057149648666382","1.3057149648666382","1.3057149648666382"
"460","1.151963710784912","1.151963710784912","1.151963710784912"
"461","1.151963710784912","1.151963710784912","1.151963710784912"
"462","1.1691561937332153","1.1691561937332153","1.1691561937332153"
"463","1.1691561937332153","1.1691561937332153","1.1691561937332153"
"464","1.2684282064437866","1.2684282064437866","1.2684282064437866"
"465","1.2684282064437866","1.2684282064437866","1.2684282064437866"
"466","1.1824218034744263","1.1824218034744263","1.1824218034744263"
