"Step","deep-surf-23 - train/loss","deep-surf-23 - train/loss__MIN","deep-surf-23 - train/loss__MAX"
"1739","1.3701","1.3701","1.3701"
"1740","1.3682","1.3682","1.3682"
"1741","1.3682","1.3682","1.3682"
"1742","1.2172","1.2172","1.2172"
"1743","1.2172","1.2172","1.2172"
"1744","1.4503","1.4503","1.4503"
"1745","1.4503","1.4503","1.4503"
"1746","1.3582","1.3582","1.3582"
"1747","1.3582","1.3582","1.3582"
"1748","1.2379","1.2379","1.2379"
"1749","1.2379","1.2379","1.2379"
"1750","1.2453","1.2453","1.2453"
"1751","1.2453","1.2453","1.2453"
"1752","1.2671","1.2671","1.2671"
"1753","1.2671","1.2671","1.2671"
"1754","1.4274","1.4274","1.4274"
"1755","1.4274","1.4274","1.4274"
"1756","1.2837","1.2837","1.2837"
"1757","1.2837","1.2837","1.2837"
"1758","1.3891","1.3891","1.3891"
"1759","1.3891","1.3891","1.3891"
"1760","1.3762","1.3762","1.3762"
"1761","1.3762","1.3762","1.3762"
"1762","1.3388","1.3388","1.3388"
"1763","1.3388","1.3388","1.3388"
"1764","1.3289","1.3289","1.3289"
"1765","1.3289","1.3289","1.3289"
"1766","1.2669","1.2669","1.2669"
"1767","1.2669","1.2669","1.2669"
"1768","1.3718","1.3718","1.3718"
"1769","1.3718","1.3718","1.3718"
"1770","1.4024","1.4024","1.4024"
"1771","1.4024","1.4024","1.4024"
"1772","1.3169","1.3169","1.3169"
"1773","1.3169","1.3169","1.3169"
"1774","1.4791","1.4791","1.4791"
"1775","1.4791","1.4791","1.4791"
"1776","1.2924","1.2924","1.2924"
"1777","1.2924","1.2924","1.2924"
"1778","1.4489","1.4489","1.4489"
"1779","1.4489","1.4489","1.4489"
"1780","1.1653","1.1653","1.1653"
"1781","1.1653","1.1653","1.1653"
"1782","1.2745","1.2745","1.2745"
"1783","1.2745","1.2745","1.2745"
"1784","1.3837","1.3837","1.3837"
"1785","1.3837","1.3837","1.3837"
"1786","1.3164","1.3164","1.3164"
"1787","1.3164","1.3164","1.3164"
"1788","1.3601","1.3601","1.3601"
"1789","1.3601","1.3601","1.3601"
"1790","1.3788","1.3788","1.3788"
"1791","1.3788","1.3788","1.3788"
"1792","1.4621","1.4621","1.4621"
"1793","1.4621","1.4621","1.4621"
"1794","1.3221","1.3221","1.3221"
"1795","1.3221","1.3221","1.3221"
"1796","1.4065","1.4065","1.4065"
"1797","1.4065","1.4065","1.4065"
"1798","1.3473","1.3473","1.3473"
"1799","1.3473","1.3473","1.3473"
"1800","1.2325","1.2325","1.2325"
"1801","1.2325","1.2325","1.2325"
"1802","1.4255","1.4255","1.4255"
"1803","1.4255","1.4255","1.4255"
"1804","1.2921","1.2921","1.2921"
"1805","1.2921","1.2921","1.2921"
"1806","1.2548","1.2548","1.2548"
"1807","1.2548","1.2548","1.2548"
"1808","1.414","1.414","1.414"
"1809","1.414","1.414","1.414"
"1810","1.2368","1.2368","1.2368"
"1811","1.2368","1.2368","1.2368"
"1812","1.2864","1.2864","1.2864"
"1813","1.2864","1.2864","1.2864"
"1814","1.21","1.21","1.21"
"1815","1.21","1.21","1.21"
"1816","1.3426","1.3426","1.3426"
"1817","1.3426","1.3426","1.3426"
"1818","1.3557","1.3557","1.3557"
"1819","1.3557","1.3557","1.3557"
"1820","1.3942","1.3942","1.3942"
"1821","1.3942","1.3942","1.3942"
"1822","1.323","1.323","1.323"
"1823","1.323","1.323","1.323"
"1824","1.274","1.274","1.274"
"1825","1.274","1.274","1.274"
"1826","1.3635","1.3635","1.3635"
"1827","1.3635","1.3635","1.3635"
"1828","1.2601","1.2601","1.2601"
"1829","1.2601","1.2601","1.2601"
"1830","1.3538","1.3538","1.3538"
"1831","1.3538","1.3538","1.3538"
"1832","1.3697","1.3697","1.3697"
"1833","1.3697","1.3697","1.3697"
"1834","1.3391","1.3391","1.3391"
"1835","1.3391","1.3391","1.3391"
"1836","1.2344","1.2344","1.2344"
"1837","1.2344","1.2344","1.2344"
"1838","1.2757","1.2757","1.2757"
"1839","1.2757","1.2757","1.2757"
"1840","1.2464","1.2464","1.2464"
"1841","1.2464","1.2464","1.2464"
"1842","1.3447","1.3447","1.3447"
"1843","1.3447","1.3447","1.3447"
"1844","1.3696","1.3696","1.3696"
"1845","1.3696","1.3696","1.3696"
"1846","1.3124","1.3124","1.3124"
"1847","1.3124","1.3124","1.3124"
"1848","1.3574","1.3574","1.3574"
"1849","1.3574","1.3574","1.3574"
"1850","1.2213","1.2213","1.2213"
"1851","1.2213","1.2213","1.2213"
"1852","1.3739","1.3739","1.3739"
"1853","1.3739","1.3739","1.3739"
"1854","1.3061","1.3061","1.3061"
"1855","1.3061","1.3061","1.3061"
"1856","1.3448","1.3448","1.3448"
"1857","1.3448","1.3448","1.3448"
"1858","1.3393","1.3393","1.3393"
"1859","1.3393","1.3393","1.3393"
"1860","1.2945","1.2945","1.2945"
"1861","1.2945","1.2945","1.2945"
"1862","1.2974","1.2974","1.2974"
"1863","1.2974","1.2974","1.2974"
"1864","1.2374","1.2374","1.2374"
"1865","1.2374","1.2374","1.2374"
"1866","1.2556","1.2556","1.2556"
"1867","1.2556","1.2556","1.2556"
"1868","1.2499","1.2499","1.2499"
"1869","1.2499","1.2499","1.2499"
"1870","1.4291","1.4291","1.4291"
"1871","1.4291","1.4291","1.4291"
"1872","1.3141","1.3141","1.3141"
"1873","1.3141","1.3141","1.3141"
"1874","1.2427","1.2427","1.2427"
"1875","1.2427","1.2427","1.2427"
"1876","1.3656","1.3656","1.3656"
"1877","1.3656","1.3656","1.3656"
"1878","1.3634","1.3634","1.3634"
"1879","1.3634","1.3634","1.3634"
"1880","1.4385","1.4385","1.4385"
"1881","1.4385","1.4385","1.4385"
"1882","1.3171","1.3171","1.3171"
"1883","1.3171","1.3171","1.3171"
"1884","1.3217","1.3217","1.3217"
"1885","1.3217","1.3217","1.3217"
"1886","1.3871","1.3871","1.3871"
"1887","1.3871","1.3871","1.3871"
"1888","1.3558","1.3558","1.3558"
"1889","1.3558","1.3558","1.3558"
"1890","1.1513","1.1513","1.1513"
"1891","1.1513","1.1513","1.1513"
"1892","1.3171","1.3171","1.3171"
"1893","1.3171","1.3171","1.3171"
"1894","1.426","1.426","1.426"
"1895","1.426","1.426","1.426"
"1896","1.2863","1.2863","1.2863"
"1897","1.2863","1.2863","1.2863"
"1898","1.2168","1.2168","1.2168"
"1899","1.2168","1.2168","1.2168"
"1900","1.3225","1.3225","1.3225"
"1901","1.3225","1.3225","1.3225"
"1902","1.4281","1.4281","1.4281"
"1903","1.4281","1.4281","1.4281"
"1904","1.2524","1.2524","1.2524"
"1905","1.2524","1.2524","1.2524"
"1906","1.2041","1.2041","1.2041"
"1907","1.2041","1.2041","1.2041"
"1908","1.3862","1.3862","1.3862"
"1909","1.3862","1.3862","1.3862"
"1910","1.2824","1.2824","1.2824"
"1911","1.2824","1.2824","1.2824"
"1912","1.2715","1.2715","1.2715"
"1913","1.2715","1.2715","1.2715"
"1914","1.3469","1.3469","1.3469"
"1915","1.3469","1.3469","1.3469"
"1916","1.3137","1.3137","1.3137"
"1917","1.3137","1.3137","1.3137"
"1918","1.3363","1.3363","1.3363"
"1919","1.3363","1.3363","1.3363"
"1920","1.2776","1.2776","1.2776"
"1921","1.2776","1.2776","1.2776"
"1922","1.2934","1.2934","1.2934"
"1923","1.2934","1.2934","1.2934"
"1924","1.2633","1.2633","1.2633"
"1925","1.2633","1.2633","1.2633"
"1926","1.3787","1.3787","1.3787"
"1927","1.3787","1.3787","1.3787"
"1928","1.317","1.317","1.317"
"1929","1.317","1.317","1.317"
"1930","1.3414","1.3414","1.3414"
"1931","1.3414","1.3414","1.3414"
"1932","1.4461","1.4461","1.4461"
"1933","1.4461","1.4461","1.4461"
"1934","1.3178","1.3178","1.3178"
"1935","1.3178","1.3178","1.3178"
"1936","1.2477","1.2477","1.2477"
"1937","1.2477","1.2477","1.2477"
"1938","1.3008","1.3008","1.3008"
"1939","1.3008","1.3008","1.3008"
"1940","1.3078","1.3078","1.3078"
"1941","1.3078","1.3078","1.3078"
"1942","1.3129","1.3129","1.3129"
"1943","1.3129","1.3129","1.3129"
"1944","1.4086","1.4086","1.4086"
"1945","1.4086","1.4086","1.4086"
"1946","1.2255","1.2255","1.2255"
"1947","1.2255","1.2255","1.2255"
"1948","1.3198","1.3198","1.3198"
"1949","1.3198","1.3198","1.3198"
"1950","1.3017","1.3017","1.3017"
"1951","1.3017","1.3017","1.3017"
"1952","1.3093","1.3093","1.3093"
"1953","1.3093","1.3093","1.3093"
"1954","1.4526","1.4526","1.4526"
"1955","1.4526","1.4526","1.4526"
"1956","1.2161","1.2161","1.2161"
"1957","1.2161","1.2161","1.2161"
"1958","1.3241","1.3241","1.3241"
"1959","1.3241","1.3241","1.3241"
"1960","1.3484","1.3484","1.3484"
"1961","1.3484","1.3484","1.3484"
"1962","1.3157","1.3157","1.3157"
"1963","1.3157","1.3157","1.3157"
"1964","1.2927","1.2927","1.2927"
"1965","1.2927","1.2927","1.2927"
"1966","1.3007","1.3007","1.3007"
"1967","1.3007","1.3007","1.3007"
"1968","1.308","1.308","1.308"
"1969","1.308","1.308","1.308"
"1970","1.3387","1.3387","1.3387"
"1971","1.3387","1.3387","1.3387"
"1972","1.4438","1.4438","1.4438"
"1973","1.4438","1.4438","1.4438"
"1974","1.3631","1.3631","1.3631"
"1975","1.3631","1.3631","1.3631"
"1976","1.2749","1.2749","1.2749"
"1977","1.2749","1.2749","1.2749"
"1978","1.2874","1.2874","1.2874"
"1979","1.2874","1.2874","1.2874"
"1980","1.3758","1.3758","1.3758"
"1981","1.3758","1.3758","1.3758"
"1982","1.3502","1.3502","1.3502"
"1983","1.3502","1.3502","1.3502"
"1984","1.2261","1.2261","1.2261"
"1985","1.2261","1.2261","1.2261"
"1986","1.2153","1.2153","1.2153"
"1987","1.2153","1.2153","1.2153"
"1988","1.3728","1.3728","1.3728"
"1989","1.3728","1.3728","1.3728"
"1990","1.1659","1.1659","1.1659"
"1991","1.1659","1.1659","1.1659"
"1992","1.2729","1.2729","1.2729"
"1993","1.2729","1.2729","1.2729"
"1994","1.4067","1.4067","1.4067"
"1995","1.4067","1.4067","1.4067"
"1996","1.3154","1.3154","1.3154"
"1997","1.3154","1.3154","1.3154"
"1998","1.441","1.441","1.441"
"1999","1.441","1.441","1.441"
"2000","1.1645","1.1645","1.1645"
"2001","1.1645","1.1645","1.1645"
"2004","1.3016","1.3016","1.3016"
"2005","1.3016","1.3016","1.3016"
"2006","1.3022","1.3022","1.3022"
"2007","1.3022","1.3022","1.3022"
"2008","1.2194","1.2194","1.2194"
"2009","1.2194","1.2194","1.2194"
"2010","1.2362","1.2362","1.2362"
"2011","1.2362","1.2362","1.2362"
"2012","1.179","1.179","1.179"
"2013","1.179","1.179","1.179"
"2014","1.2482","1.2482","1.2482"
"2015","1.2482","1.2482","1.2482"
"2016","1.3775","1.3775","1.3775"
"2017","1.3775","1.3775","1.3775"
"2018","1.2756","1.2756","1.2756"
"2019","1.2756","1.2756","1.2756"
"2020","1.2908","1.2908","1.2908"
"2021","1.2908","1.2908","1.2908"
"2022","1.4284","1.4284","1.4284"
"2023","1.4284","1.4284","1.4284"
"2024","1.2414","1.2414","1.2414"
"2025","1.2414","1.2414","1.2414"
"2026","1.2503","1.2503","1.2503"
"2027","1.2503","1.2503","1.2503"
"2028","1.2093","1.2093","1.2093"
"2029","1.2093","1.2093","1.2093"
"2030","1.2765","1.2765","1.2765"
"2031","1.2765","1.2765","1.2765"
"2032","1.2862","1.2862","1.2862"
"2033","1.2862","1.2862","1.2862"
"2034","1.3231","1.3231","1.3231"
"2035","1.3231","1.3231","1.3231"
"2036","1.3866","1.3866","1.3866"
"2037","1.3866","1.3866","1.3866"
"2038","1.2897","1.2897","1.2897"
"2039","1.2897","1.2897","1.2897"
"2040","1.3237","1.3237","1.3237"
"2041","1.3237","1.3237","1.3237"
"2042","1.4638","1.4638","1.4638"
"2043","1.4638","1.4638","1.4638"
"2044","1.3514","1.3514","1.3514"
"2045","1.3514","1.3514","1.3514"
"2046","1.2077","1.2077","1.2077"
"2047","1.2077","1.2077","1.2077"
"2048","1.2186","1.2186","1.2186"
"2049","1.2186","1.2186","1.2186"
"2050","1.1037","1.1037","1.1037"
"2051","1.1037","1.1037","1.1037"
"2052","1.2126","1.2126","1.2126"
"2053","1.2126","1.2126","1.2126"
"2054","1.3432","1.3432","1.3432"
"2055","1.3432","1.3432","1.3432"
"2056","1.3255","1.3255","1.3255"
"2057","1.3255","1.3255","1.3255"
"2058","1.3839","1.3839","1.3839"
"2059","1.3839","1.3839","1.3839"
"2060","1.3623","1.3623","1.3623"
"2061","1.3623","1.3623","1.3623"
"2062","1.2659","1.2659","1.2659"
"2063","1.2659","1.2659","1.2659"
"2064","1.3332","1.3332","1.3332"
"2065","1.3332","1.3332","1.3332"
"2066","1.3652","1.3652","1.3652"
"2067","1.3652","1.3652","1.3652"
"2068","1.279","1.279","1.279"
"2069","1.279","1.279","1.279"
"2070","1.1649","1.1649","1.1649"
"2071","1.1649","1.1649","1.1649"
"2072","1.3323","1.3323","1.3323"
"2073","1.3323","1.3323","1.3323"
"2074","1.4333","1.4333","1.4333"
"2075","1.4333","1.4333","1.4333"
"2076","1.3851","1.3851","1.3851"
"2077","1.3851","1.3851","1.3851"
"2078","1.2561","1.2561","1.2561"
"2079","1.2561","1.2561","1.2561"
"2080","1.2678","1.2678","1.2678"
"2081","1.2678","1.2678","1.2678"
"2082","1.2321","1.2321","1.2321"
"2083","1.2321","1.2321","1.2321"
"2084","1.279","1.279","1.279"
"2085","1.279","1.279","1.279"
"2086","1.3667","1.3667","1.3667"
"2087","1.3667","1.3667","1.3667"
"2088","1.1825","1.1825","1.1825"
"2089","1.1825","1.1825","1.1825"
"2090","1.2349","1.2349","1.2349"
"2091","1.2349","1.2349","1.2349"
"2092","1.3941","1.3941","1.3941"
"2093","1.3941","1.3941","1.3941"
"2094","1.2927","1.2927","1.2927"
"2095","1.2927","1.2927","1.2927"
"2096","1.3043","1.3043","1.3043"
"2097","1.3043","1.3043","1.3043"
"2098","1.3348","1.3348","1.3348"
"2099","1.3348","1.3348","1.3348"
"2100","1.475","1.475","1.475"
"2101","1.475","1.475","1.475"
"2102","1.3067","1.3067","1.3067"
"2103","1.3067","1.3067","1.3067"
"2104","1.2511","1.2511","1.2511"
"2105","1.2511","1.2511","1.2511"
"2106","1.3524","1.3524","1.3524"
"2107","1.3524","1.3524","1.3524"
"2108","1.2748","1.2748","1.2748"
"2109","1.2748","1.2748","1.2748"
"2110","1.282","1.282","1.282"
"2111","1.282","1.282","1.282"
"2112","1.3003","1.3003","1.3003"
"2113","1.3003","1.3003","1.3003"
"2114","1.2888","1.2888","1.2888"
"2115","1.2888","1.2888","1.2888"
"2116","1.3654","1.3654","1.3654"
"2117","1.3654","1.3654","1.3654"
"2118","1.2503","1.2503","1.2503"
"2119","1.2503","1.2503","1.2503"
"2120","1.2754","1.2754","1.2754"
"2121","1.2754","1.2754","1.2754"
"2122","1.3588","1.3588","1.3588"
"2123","1.3588","1.3588","1.3588"
"2124","1.3467","1.3467","1.3467"
"2125","1.3467","1.3467","1.3467"
"2126","1.2716","1.2716","1.2716"
"2127","1.2716","1.2716","1.2716"
"2128","1.3367","1.3367","1.3367"
"2129","1.3367","1.3367","1.3367"
"2130","1.4188","1.4188","1.4188"
"2131","1.4188","1.4188","1.4188"
"2132","1.3541","1.3541","1.3541"
"2133","1.3541","1.3541","1.3541"
"2134","1.3547","1.3547","1.3547"
"2135","1.3547","1.3547","1.3547"
"2136","1.207","1.207","1.207"
"2137","1.207","1.207","1.207"
"2138","1.4049","1.4049","1.4049"
"2139","1.4049","1.4049","1.4049"
"2140","1.2643","1.2643","1.2643"
"2141","1.2643","1.2643","1.2643"
"2142","1.2789","1.2789","1.2789"
"2143","1.2789","1.2789","1.2789"
"2144","1.2752","1.2752","1.2752"
"2145","1.2752","1.2752","1.2752"
"2146","1.384","1.384","1.384"
"2147","1.384","1.384","1.384"
"2148","1.3962","1.3962","1.3962"
"2149","1.3962","1.3962","1.3962"
"2150","1.2248","1.2248","1.2248"
"2151","1.2248","1.2248","1.2248"
"2152","1.4395","1.4395","1.4395"
"2153","1.4395","1.4395","1.4395"
"2154","1.1856","1.1856","1.1856"
"2155","1.1856","1.1856","1.1856"
"2156","1.3384","1.3384","1.3384"
"2157","1.3384","1.3384","1.3384"
"2158","1.2855","1.2855","1.2855"
"2159","1.2855","1.2855","1.2855"
"2160","1.3616","1.3616","1.3616"
"2161","1.3616","1.3616","1.3616"
"2162","1.3406","1.3406","1.3406"
"2163","1.3406","1.3406","1.3406"
"2164","1.3532","1.3532","1.3532"
"2165","1.3532","1.3532","1.3532"
"2166","1.3173","1.3173","1.3173"
"2167","1.3173","1.3173","1.3173"
"2168","1.3456","1.3456","1.3456"
"2169","1.3456","1.3456","1.3456"
"2170","1.5259","1.5259","1.5259"
"2171","1.5259","1.5259","1.5259"
"2172","1.3204","1.3204","1.3204"
"2173","1.3204","1.3204","1.3204"
"2174","1.3774","1.3774","1.3774"
"2175","1.3774","1.3774","1.3774"
"2176","1.2463","1.2463","1.2463"
"2177","1.2463","1.2463","1.2463"
"2178","1.2891","1.2891","1.2891"
"2179","1.2891","1.2891","1.2891"
"2180","1.3603","1.3603","1.3603"
"2181","1.3603","1.3603","1.3603"
"2182","1.2655","1.2655","1.2655"
"2183","1.2655","1.2655","1.2655"
"2184","1.2594","1.2594","1.2594"
"2185","1.2594","1.2594","1.2594"
"2186","1.367","1.367","1.367"
"2187","1.367","1.367","1.367"
"2188","1.288","1.288","1.288"
"2189","1.288","1.288","1.288"
"2190","1.352","1.352","1.352"
"2191","1.352","1.352","1.352"
"2192","1.3201","1.3201","1.3201"
"2193","1.3201","1.3201","1.3201"
"2194","1.3014","1.3014","1.3014"
"2195","1.3014","1.3014","1.3014"
"2196","1.2561","1.2561","1.2561"
"2197","1.2561","1.2561","1.2561"
"2198","1.3083","1.3083","1.3083"
"2199","1.3083","1.3083","1.3083"
"2200","1.3094","1.3094","1.3094"
"2201","1.3094","1.3094","1.3094"
"2202","1.3592","1.3592","1.3592"
"2203","1.3592","1.3592","1.3592"
"2204","1.3366","1.3366","1.3366"
"2205","1.3366","1.3366","1.3366"
"2206","1.1989","1.1989","1.1989"
"2207","1.1989","1.1989","1.1989"
"2208","1.266","1.266","1.266"
"2209","1.266","1.266","1.266"
"2210","1.3648","1.3648","1.3648"
"2211","1.3648","1.3648","1.3648"
"2212","1.366","1.366","1.366"
"2213","1.366","1.366","1.366"
"2214","1.2196","1.2196","1.2196"
"2215","1.2196","1.2196","1.2196"
"2216","1.1601","1.1601","1.1601"
"2217","1.1601","1.1601","1.1601"
"2218","1.3218","1.3218","1.3218"
"2219","1.3218","1.3218","1.3218"
"2220","1.3088","1.3088","1.3088"
"2221","1.3088","1.3088","1.3088"
"2222","1.2626","1.2626","1.2626"
"2223","1.2626","1.2626","1.2626"
"2224","1.3052","1.3052","1.3052"
"2225","1.3052","1.3052","1.3052"
"2226","1.3998","1.3998","1.3998"
"2227","1.3998","1.3998","1.3998"
"2228","1.2456","1.2456","1.2456"
"2229","1.2456","1.2456","1.2456"
"2230","1.3273","1.3273","1.3273"
"2231","1.3273","1.3273","1.3273"
"2232","1.2617","1.2617","1.2617"
"2233","1.2617","1.2617","1.2617"
"2234","1.2673","1.2673","1.2673"
"2235","1.2673","1.2673","1.2673"
"2236","1.2651","1.2651","1.2651"
"2237","1.2651","1.2651","1.2651"
"2238","1.2166","1.2166","1.2166"
"2239","1.2166","1.2166","1.2166"
"2240","1.1437","1.1437","1.1437"
"2241","1.1437","1.1437","1.1437"
"2242","1.374","1.374","1.374"
"2243","1.374","1.374","1.374"
"2244","1.3156","1.3156","1.3156"
"2245","1.3156","1.3156","1.3156"
"2246","1.3619","1.3619","1.3619"
"2247","1.3619","1.3619","1.3619"
"2248","1.1887","1.1887","1.1887"
"2249","1.1887","1.1887","1.1887"
"2250","1.237","1.237","1.237"
"2251","1.237","1.237","1.237"
"2252","1.1592","1.1592","1.1592"
"2253","1.1592","1.1592","1.1592"
"2254","1.3105","1.3105","1.3105"
"2255","1.3105","1.3105","1.3105"
"2256","1.3858","1.3858","1.3858"
"2257","1.3858","1.3858","1.3858"
"2258","1.299","1.299","1.299"
"2259","1.299","1.299","1.299"
"2260","1.1819","1.1819","1.1819"
"2261","1.1819","1.1819","1.1819"
"2262","1.2842","1.2842","1.2842"
"2263","1.2842","1.2842","1.2842"
"2264","1.2333","1.2333","1.2333"
"2265","1.2333","1.2333","1.2333"
"2266","1.3198","1.3198","1.3198"
"2267","1.3198","1.3198","1.3198"
"2268","1.277","1.277","1.277"
"2269","1.277","1.277","1.277"
"2270","1.3036","1.3036","1.3036"
"2271","1.3036","1.3036","1.3036"
"2272","1.3028","1.3028","1.3028"
"2273","1.3028","1.3028","1.3028"
"2274","1.351","1.351","1.351"
"2275","1.351","1.351","1.351"
"2276","1.3264","1.3264","1.3264"
"2277","1.3264","1.3264","1.3264"
"2278","1.1592","1.1592","1.1592"
"2279","1.1592","1.1592","1.1592"
"2280","1.1729","1.1729","1.1729"
"2281","1.1729","1.1729","1.1729"
"2282","1.2688","1.2688","1.2688"
"2283","1.2688","1.2688","1.2688"
"2284","1.3076","1.3076","1.3076"
"2285","1.3076","1.3076","1.3076"
"2286","1.3574","1.3574","1.3574"
"2287","1.3574","1.3574","1.3574"
"2288","1.2282","1.2282","1.2282"
"2289","1.2282","1.2282","1.2282"
"2290","1.25","1.25","1.25"
"2291","1.25","1.25","1.25"
"2292","1.3166","1.3166","1.3166"
"2293","1.3166","1.3166","1.3166"
"2294","1.2981","1.2981","1.2981"
"2295","1.2981","1.2981","1.2981"
"2296","1.3425","1.3425","1.3425"
"2297","1.3425","1.3425","1.3425"
"2298","1.2392","1.2392","1.2392"
"2299","1.2392","1.2392","1.2392"
"2300","1.2191","1.2191","1.2191"
"2301","1.2191","1.2191","1.2191"
"2302","1.3444","1.3444","1.3444"
"2303","1.3444","1.3444","1.3444"
"2304","1.2235","1.2235","1.2235"
"2305","1.2235","1.2235","1.2235"
"2306","1.2522","1.2522","1.2522"
"2307","1.2522","1.2522","1.2522"
"2308","1.2457","1.2457","1.2457"
"2309","1.2457","1.2457","1.2457"
"2310","1.2351","1.2351","1.2351"
"2311","1.2351","1.2351","1.2351"
"2312","1.2647","1.2647","1.2647"
"2313","1.2647","1.2647","1.2647"
"2314","1.2422","1.2422","1.2422"
"2315","1.2422","1.2422","1.2422"
"2316","1.3333","1.3333","1.3333"
"2317","1.3333","1.3333","1.3333"
"2318","1.3607","1.3607","1.3607"
"2319","1.3607","1.3607","1.3607"
"2320","1.2734","1.2734","1.2734"
"2321","1.2734","1.2734","1.2734"
"2322","1.2243","1.2243","1.2243"
"2323","1.2243","1.2243","1.2243"
"2324","1.2388","1.2388","1.2388"
"2325","1.2388","1.2388","1.2388"
"2326","1.219","1.219","1.219"
"2327","1.219","1.219","1.219"
"2328","1.1493","1.1493","1.1493"
"2329","1.1493","1.1493","1.1493"
"2330","1.158","1.158","1.158"
"2331","1.158","1.158","1.158"
"2332","1.3349","1.3349","1.3349"
"2333","1.3349","1.3349","1.3349"
"2334","1.1683","1.1683","1.1683"
"2335","1.1683","1.1683","1.1683"
"2336","1.2444","1.2444","1.2444"
"2337","1.2444","1.2444","1.2444"
"2338","1.1822","1.1822","1.1822"
"2339","1.1822","1.1822","1.1822"
"2340","1.3004","1.3004","1.3004"
"2341","1.3004","1.3004","1.3004"
"2342","1.2942","1.2942","1.2942"
"2343","1.2942","1.2942","1.2942"
"2344","1.2783","1.2783","1.2783"
"2345","1.2783","1.2783","1.2783"
"2346","1.2858","1.2858","1.2858"
"2347","1.2858","1.2858","1.2858"
"2348","1.3688","1.3688","1.3688"
"2349","1.3688","1.3688","1.3688"
"2350","1.2893","1.2893","1.2893"
"2351","1.2893","1.2893","1.2893"
"2352","1.2789","1.2789","1.2789"
"2353","1.2789","1.2789","1.2789"
"2354","1.2577","1.2577","1.2577"
"2355","1.2577","1.2577","1.2577"
"2356","1.2186","1.2186","1.2186"
"2357","1.2186","1.2186","1.2186"
"2358","1.1793","1.1793","1.1793"
"2359","1.1793","1.1793","1.1793"
"2360","1.2288","1.2288","1.2288"
"2361","1.2288","1.2288","1.2288"
"2362","1.3095","1.3095","1.3095"
"2363","1.3095","1.3095","1.3095"
"2364","1.3399","1.3399","1.3399"
"2365","1.3399","1.3399","1.3399"
"2366","1.2562","1.2562","1.2562"
"2367","1.2562","1.2562","1.2562"
"2368","1.3925","1.3925","1.3925"
"2369","1.3925","1.3925","1.3925"
"2370","1.2192","1.2192","1.2192"
"2371","1.2192","1.2192","1.2192"
"2372","1.3222","1.3222","1.3222"
"2373","1.3222","1.3222","1.3222"
"2374","1.2233","1.2233","1.2233"
"2375","1.2233","1.2233","1.2233"
"2376","1.3579","1.3579","1.3579"
"2377","1.3579","1.3579","1.3579"
"2378","1.2407","1.2407","1.2407"
"2379","1.2407","1.2407","1.2407"
"2380","1.147","1.147","1.147"
"2381","1.147","1.147","1.147"
"2382","1.2547","1.2547","1.2547"
"2383","1.2547","1.2547","1.2547"
"2384","1.3016","1.3016","1.3016"
"2385","1.3016","1.3016","1.3016"
"2386","1.2493","1.2493","1.2493"
"2387","1.2493","1.2493","1.2493"
"2388","1.206","1.206","1.206"
"2389","1.206","1.206","1.206"
"2390","1.3095","1.3095","1.3095"
"2391","1.3095","1.3095","1.3095"
"2392","1.224","1.224","1.224"
"2393","1.224","1.224","1.224"
"2394","1.2978","1.2978","1.2978"
"2395","1.2978","1.2978","1.2978"
"2396","1.2681","1.2681","1.2681"
"2397","1.2681","1.2681","1.2681"
"2398","1.1159","1.1159","1.1159"
"2399","1.1159","1.1159","1.1159"
"2400","1.2496","1.2496","1.2496"
"2401","1.2496","1.2496","1.2496"
"2402","1.1544","1.1544","1.1544"
"2403","1.1544","1.1544","1.1544"
"2404","1.3561","1.3561","1.3561"
"2405","1.3561","1.3561","1.3561"
"2406","1.2431","1.2431","1.2431"
"2407","1.2431","1.2431","1.2431"
"2408","1.2161","1.2161","1.2161"
"2409","1.2161","1.2161","1.2161"
"2410","1.3042","1.3042","1.3042"
"2411","1.3042","1.3042","1.3042"
"2412","1.3024","1.3024","1.3024"
"2413","1.3024","1.3024","1.3024"
"2414","1.2462","1.2462","1.2462"
"2415","1.2462","1.2462","1.2462"
"2416","1.311","1.311","1.311"
"2417","1.311","1.311","1.311"
"2418","1.1725","1.1725","1.1725"
"2419","1.1725","1.1725","1.1725"
"2420","1.2799","1.2799","1.2799"
"2421","1.2799","1.2799","1.2799"
"2422","1.368","1.368","1.368"
"2423","1.368","1.368","1.368"
"2424","1.2627","1.2627","1.2627"
"2425","1.2627","1.2627","1.2627"
"2426","1.2556","1.2556","1.2556"
"2427","1.2556","1.2556","1.2556"
"2428","1.2447","1.2447","1.2447"
"2429","1.2447","1.2447","1.2447"
"2430","1.2605","1.2605","1.2605"
"2431","1.2605","1.2605","1.2605"
"2432","1.2582","1.2582","1.2582"
"2433","1.2582","1.2582","1.2582"
"2434","1.1682","1.1682","1.1682"
"2435","1.1682","1.1682","1.1682"
"2436","1.1762","1.1762","1.1762"
"2437","1.1762","1.1762","1.1762"
"2438","1.2235","1.2235","1.2235"
"2439","1.2235","1.2235","1.2235"
"2440","1.3493","1.3493","1.3493"
"2441","1.3493","1.3493","1.3493"
"2442","1.2682","1.2682","1.2682"
"2443","1.2682","1.2682","1.2682"
"2444","1.2693","1.2693","1.2693"
"2445","1.2693","1.2693","1.2693"
"2446","1.2787","1.2787","1.2787"
"2447","1.2787","1.2787","1.2787"
