"Step","deep-surf-23 - train/loss","deep-surf-23 - train/loss__MIN","deep-surf-23 - train/loss__MAX"
"4981","1.2073","1.2073","1.2073"
"4982","1.1791","1.1791","1.1791"
"4983","1.1791","1.1791","1.1791"
"4984","1.1825","1.1825","1.1825"
"4985","1.1825","1.1825","1.1825"
"4986","1.1316","1.1316","1.1316"
"4987","1.1316","1.1316","1.1316"
"4988","1.1727","1.1727","1.1727"
"4989","1.1727","1.1727","1.1727"
"4990","1.2202","1.2202","1.2202"
"4991","1.2202","1.2202","1.2202"
"4992","1.1489","1.1489","1.1489"
"4993","1.1489","1.1489","1.1489"
"4994","1.1","1.1","1.1"
"4995","1.1","1.1","1.1"
"4996","1.2487","1.2487","1.2487"
"4997","1.2487","1.2487","1.2487"
"4998","1.1217","1.1217","1.1217"
"4999","1.1217","1.1217","1.1217"
"5000","1.1238","1.1238","1.1238"
"5001","1.1238","1.1238","1.1238"
"5002","1.0859","1.0859","1.0859"
"5003","1.0859","1.0859","1.0859"
"5004","1.0751","1.0751","1.0751"
"5005","1.0751","1.0751","1.0751"
"5006","1.1782","1.1782","1.1782"
"5007","1.1782","1.1782","1.1782"
"5010","1.0976","1.0976","1.0976"
"5011","1.0976","1.0976","1.0976"
"5012","1.1799","1.1799","1.1799"
"5013","1.1799","1.1799","1.1799"
"5014","1.1016","1.1016","1.1016"
"5015","1.1016","1.1016","1.1016"
"5016","1.1125","1.1125","1.1125"
"5017","1.1125","1.1125","1.1125"
"5018","1.1832","1.1832","1.1832"
"5019","1.1832","1.1832","1.1832"
"5020","1.1459","1.1459","1.1459"
"5021","1.1459","1.1459","1.1459"
"5022","1.1193","1.1193","1.1193"
"5023","1.1193","1.1193","1.1193"
"5024","1.163","1.163","1.163"
"5025","1.163","1.163","1.163"
"5026","1.3288","1.3288","1.3288"
"5027","1.3288","1.3288","1.3288"
"5028","1.1309","1.1309","1.1309"
"5029","1.1309","1.1309","1.1309"
"5030","1.1985","1.1985","1.1985"
"5031","1.1985","1.1985","1.1985"
"5032","1.2225","1.2225","1.2225"
"5033","1.2225","1.2225","1.2225"
"5034","1.1119","1.1119","1.1119"
"5035","1.1119","1.1119","1.1119"
"5036","1.1242","1.1242","1.1242"
"5037","1.1242","1.1242","1.1242"
"5038","1.1829","1.1829","1.1829"
"5039","1.1829","1.1829","1.1829"
"5040","1.1874","1.1874","1.1874"
"5041","1.1874","1.1874","1.1874"
"5042","1.1143","1.1143","1.1143"
"5043","1.1143","1.1143","1.1143"
"5044","1.2421","1.2421","1.2421"
"5045","1.2421","1.2421","1.2421"
"5046","1.2006","1.2006","1.2006"
"5047","1.2006","1.2006","1.2006"
"5048","1.0781","1.0781","1.0781"
"5049","1.0781","1.0781","1.0781"
"5050","1.113","1.113","1.113"
"5051","1.113","1.113","1.113"
"5052","1.3245","1.3245","1.3245"
"5053","1.3245","1.3245","1.3245"
"5054","1.1997","1.1997","1.1997"
"5055","1.1997","1.1997","1.1997"
"5056","1.1478","1.1478","1.1478"
"5057","1.1478","1.1478","1.1478"
"5058","1.1637","1.1637","1.1637"
"5059","1.1637","1.1637","1.1637"
"5060","1.2134","1.2134","1.2134"
"5061","1.2134","1.2134","1.2134"
"5062","1.1673","1.1673","1.1673"
"5063","1.1673","1.1673","1.1673"
"5064","1.0374","1.0374","1.0374"
"5065","1.0374","1.0374","1.0374"
"5066","1.2059","1.2059","1.2059"
"5067","1.2059","1.2059","1.2059"
"5068","1.1879","1.1879","1.1879"
"5069","1.1879","1.1879","1.1879"
"5070","1.0124","1.0124","1.0124"
"5071","1.0124","1.0124","1.0124"
"5072","1.1939","1.1939","1.1939"
"5073","1.1939","1.1939","1.1939"
"5074","1.1767","1.1767","1.1767"
"5075","1.1767","1.1767","1.1767"
"5076","1.1937","1.1937","1.1937"
"5077","1.1937","1.1937","1.1937"
"5078","1.1725","1.1725","1.1725"
"5079","1.1725","1.1725","1.1725"
"5080","1.2692","1.2692","1.2692"
"5081","1.2692","1.2692","1.2692"
"5082","1.116","1.116","1.116"
"5083","1.116","1.116","1.116"
"5084","1.1658","1.1658","1.1658"
"5085","1.1658","1.1658","1.1658"
"5086","1.2652","1.2652","1.2652"
"5087","1.2652","1.2652","1.2652"
"5088","1.1148","1.1148","1.1148"
"5089","1.1148","1.1148","1.1148"
"5090","1.1488","1.1488","1.1488"
"5091","1.1488","1.1488","1.1488"
"5092","1.1785","1.1785","1.1785"
"5093","1.1785","1.1785","1.1785"
"5094","1.2562","1.2562","1.2562"
"5095","1.2562","1.2562","1.2562"
"5096","1.091","1.091","1.091"
"5097","1.091","1.091","1.091"
"5098","1.0044","1.0044","1.0044"
"5099","1.0044","1.0044","1.0044"
"5100","1.0997","1.0997","1.0997"
"5101","1.0997","1.0997","1.0997"
"5102","1.1558","1.1558","1.1558"
"5103","1.1558","1.1558","1.1558"
"5104","1.1356","1.1356","1.1356"
"5105","1.1356","1.1356","1.1356"
"5106","1.2335","1.2335","1.2335"
"5107","1.2335","1.2335","1.2335"
"5108","1.1229","1.1229","1.1229"
"5109","1.1229","1.1229","1.1229"
"5110","1.1898","1.1898","1.1898"
"5111","1.1898","1.1898","1.1898"
"5112","1.1505","1.1505","1.1505"
"5113","1.1505","1.1505","1.1505"
"5114","1.0213","1.0213","1.0213"
"5115","1.0213","1.0213","1.0213"
"5116","1.1143","1.1143","1.1143"
"5117","1.1143","1.1143","1.1143"
"5118","1.0876","1.0876","1.0876"
"5119","1.0876","1.0876","1.0876"
"5120","1.1735","1.1735","1.1735"
"5121","1.1735","1.1735","1.1735"
"5122","1.1537","1.1537","1.1537"
"5123","1.1537","1.1537","1.1537"
"5124","1.0915","1.0915","1.0915"
"5125","1.0915","1.0915","1.0915"
"5126","1.0063","1.0063","1.0063"
"5127","1.0063","1.0063","1.0063"
"5128","1.3006","1.3006","1.3006"
"5129","1.3006","1.3006","1.3006"
"5130","1.0731","1.0731","1.0731"
"5131","1.0731","1.0731","1.0731"
"5132","1.1695","1.1695","1.1695"
"5133","1.1695","1.1695","1.1695"
"5134","1.2113","1.2113","1.2113"
"5135","1.2113","1.2113","1.2113"
"5136","1.1971","1.1971","1.1971"
"5137","1.1971","1.1971","1.1971"
"5138","1.2264","1.2264","1.2264"
"5139","1.2264","1.2264","1.2264"
"5140","1.1232","1.1232","1.1232"
"5141","1.1232","1.1232","1.1232"
"5142","1.2236","1.2236","1.2236"
"5143","1.2236","1.2236","1.2236"
"5144","1.0909","1.0909","1.0909"
"5145","1.0909","1.0909","1.0909"
"5146","1.1796","1.1796","1.1796"
"5147","1.1796","1.1796","1.1796"
"5148","1.2747","1.2747","1.2747"
"5149","1.2747","1.2747","1.2747"
"5150","1.1928","1.1928","1.1928"
"5151","1.1928","1.1928","1.1928"
"5152","1.2105","1.2105","1.2105"
"5153","1.2105","1.2105","1.2105"
"5154","1.1493","1.1493","1.1493"
"5155","1.1493","1.1493","1.1493"
"5156","1.1382","1.1382","1.1382"
"5157","1.1382","1.1382","1.1382"
"5158","1.0975","1.0975","1.0975"
"5159","1.0975","1.0975","1.0975"
"5160","1.149","1.149","1.149"
"5161","1.149","1.149","1.149"
"5162","1.2344","1.2344","1.2344"
"5163","1.2344","1.2344","1.2344"
"5164","1.1225","1.1225","1.1225"
"5165","1.1225","1.1225","1.1225"
"5166","1.1238","1.1238","1.1238"
"5167","1.1238","1.1238","1.1238"
"5168","1.138","1.138","1.138"
"5169","1.138","1.138","1.138"
"5170","1.2118","1.2118","1.2118"
"5171","1.2118","1.2118","1.2118"
"5172","1.0634","1.0634","1.0634"
"5173","1.0634","1.0634","1.0634"
"5174","1.1544","1.1544","1.1544"
"5175","1.1544","1.1544","1.1544"
"5176","1.1785","1.1785","1.1785"
"5177","1.1785","1.1785","1.1785"
"5178","1.2087","1.2087","1.2087"
"5179","1.2087","1.2087","1.2087"
"5180","1.0568","1.0568","1.0568"
"5181","1.0568","1.0568","1.0568"
"5182","0.968","0.968","0.968"
"5183","0.968","0.968","0.968"
"5184","1.1726","1.1726","1.1726"
"5185","1.1726","1.1726","1.1726"
"5186","1.0632","1.0632","1.0632"
"5187","1.0632","1.0632","1.0632"
"5188","1.1439","1.1439","1.1439"
"5189","1.1439","1.1439","1.1439"
"5190","1.1015","1.1015","1.1015"
"5191","1.1015","1.1015","1.1015"
"5192","1.1268","1.1268","1.1268"
"5193","1.1268","1.1268","1.1268"
"5194","1.1934","1.1934","1.1934"
"5195","1.1934","1.1934","1.1934"
"5196","1.0779","1.0779","1.0779"
"5197","1.0779","1.0779","1.0779"
"5198","1.2224","1.2224","1.2224"
"5199","1.2224","1.2224","1.2224"
"5200","1.1432","1.1432","1.1432"
"5201","1.1432","1.1432","1.1432"
"5202","1.1629","1.1629","1.1629"
"5203","1.1629","1.1629","1.1629"
"5204","1.1106","1.1106","1.1106"
"5205","1.1106","1.1106","1.1106"
"5206","1.1456","1.1456","1.1456"
"5207","1.1456","1.1456","1.1456"
"5208","1.1941","1.1941","1.1941"
"5209","1.1941","1.1941","1.1941"
"5210","1.1435","1.1435","1.1435"
"5211","1.1435","1.1435","1.1435"
"5212","1.0917","1.0917","1.0917"
"5213","1.0917","1.0917","1.0917"
"5214","1.0761","1.0761","1.0761"
"5215","1.0761","1.0761","1.0761"
"5216","1.1134","1.1134","1.1134"
"5217","1.1134","1.1134","1.1134"
"5218","1.068","1.068","1.068"
"5219","1.068","1.068","1.068"
"5220","1.1505","1.1505","1.1505"
"5221","1.1505","1.1505","1.1505"
"5222","1.0984","1.0984","1.0984"
"5223","1.0984","1.0984","1.0984"
"5224","1.0901","1.0901","1.0901"
"5225","1.0901","1.0901","1.0901"
"5226","1.0912","1.0912","1.0912"
"5227","1.0912","1.0912","1.0912"
"5228","1.1555","1.1555","1.1555"
"5229","1.1555","1.1555","1.1555"
"5230","1.1453","1.1453","1.1453"
"5231","1.1453","1.1453","1.1453"
"5232","1.1747","1.1747","1.1747"
"5233","1.1747","1.1747","1.1747"
"5234","1.2287","1.2287","1.2287"
"5235","1.2287","1.2287","1.2287"
"5236","1.109","1.109","1.109"
"5237","1.109","1.109","1.109"
"5238","1.1368","1.1368","1.1368"
"5239","1.1368","1.1368","1.1368"
"5240","1.2601","1.2601","1.2601"
"5241","1.2601","1.2601","1.2601"
"5242","1.2563","1.2563","1.2563"
"5243","1.2563","1.2563","1.2563"
"5244","1.1433","1.1433","1.1433"
"5245","1.1433","1.1433","1.1433"
"5246","1.0992","1.0992","1.0992"
"5247","1.0992","1.0992","1.0992"
"5248","1.1455","1.1455","1.1455"
"5249","1.1455","1.1455","1.1455"
"5250","1.1373","1.1373","1.1373"
"5251","1.1373","1.1373","1.1373"
"5252","1.1809","1.1809","1.1809"
"5253","1.1809","1.1809","1.1809"
"5254","1.1737","1.1737","1.1737"
"5255","1.1737","1.1737","1.1737"
"5256","1.1874","1.1874","1.1874"
"5257","1.1874","1.1874","1.1874"
"5258","1.1695","1.1695","1.1695"
"5259","1.1695","1.1695","1.1695"
"5260","1.0982","1.0982","1.0982"
"5261","1.0982","1.0982","1.0982"
"5262","1.168","1.168","1.168"
"5263","1.168","1.168","1.168"
"5264","1.166","1.166","1.166"
"5265","1.166","1.166","1.166"
"5266","1.1448","1.1448","1.1448"
"5267","1.1448","1.1448","1.1448"
"5268","1.0261","1.0261","1.0261"
"5269","1.0261","1.0261","1.0261"
"5270","1.1902","1.1902","1.1902"
"5271","1.1902","1.1902","1.1902"
"5272","1.0906","1.0906","1.0906"
"5273","1.0906","1.0906","1.0906"
"5274","1.2116","1.2116","1.2116"
"5275","1.2116","1.2116","1.2116"
"5276","1.2278","1.2278","1.2278"
"5277","1.2278","1.2278","1.2278"
"5278","1.1075","1.1075","1.1075"
"5279","1.1075","1.1075","1.1075"
"5280","1.0868","1.0868","1.0868"
"5281","1.0868","1.0868","1.0868"
"5282","1.0616","1.0616","1.0616"
"5283","1.0616","1.0616","1.0616"
"5284","1.1838","1.1838","1.1838"
"5285","1.1838","1.1838","1.1838"
"5286","1.1703","1.1703","1.1703"
"5287","1.1703","1.1703","1.1703"
"5288","1.1747","1.1747","1.1747"
"5289","1.1747","1.1747","1.1747"
"5290","1.1513","1.1513","1.1513"
"5291","1.1513","1.1513","1.1513"
"5292","1.0893","1.0893","1.0893"
"5293","1.0893","1.0893","1.0893"
"5294","1.1494","1.1494","1.1494"
"5295","1.1494","1.1494","1.1494"
"5296","1.0974","1.0974","1.0974"
"5297","1.0974","1.0974","1.0974"
"5298","1.1011","1.1011","1.1011"
"5299","1.1011","1.1011","1.1011"
"5300","1.0854","1.0854","1.0854"
"5301","1.0854","1.0854","1.0854"
"5302","1.1427","1.1427","1.1427"
"5303","1.1427","1.1427","1.1427"
"5304","1.1775","1.1775","1.1775"
"5305","1.1775","1.1775","1.1775"
"5306","1.1322","1.1322","1.1322"
"5307","1.1322","1.1322","1.1322"
"5308","1.1649","1.1649","1.1649"
"5309","1.1649","1.1649","1.1649"
"5310","1.1434","1.1434","1.1434"
"5311","1.1434","1.1434","1.1434"
"5312","1.1006","1.1006","1.1006"
"5313","1.1006","1.1006","1.1006"
"5314","1.1466","1.1466","1.1466"
"5315","1.1466","1.1466","1.1466"
"5316","1.112","1.112","1.112"
"5317","1.112","1.112","1.112"
"5318","1.0849","1.0849","1.0849"
"5319","1.0849","1.0849","1.0849"
"5320","1.1051","1.1051","1.1051"
"5321","1.1051","1.1051","1.1051"
"5322","1.1573","1.1573","1.1573"
"5323","1.1573","1.1573","1.1573"
"5324","1.1496","1.1496","1.1496"
"5325","1.1496","1.1496","1.1496"
"5326","1.2571","1.2571","1.2571"
"5327","1.2571","1.2571","1.2571"
"5328","1.2295","1.2295","1.2295"
"5329","1.2295","1.2295","1.2295"
"5330","1.2344","1.2344","1.2344"
"5331","1.2344","1.2344","1.2344"
"5332","1.1916","1.1916","1.1916"
"5333","1.1916","1.1916","1.1916"
"5334","1.039","1.039","1.039"
"5335","1.039","1.039","1.039"
"5336","1.1467","1.1467","1.1467"
"5337","1.1467","1.1467","1.1467"
"5338","1.0869","1.0869","1.0869"
"5339","1.0869","1.0869","1.0869"
"5340","1.2208","1.2208","1.2208"
"5341","1.2208","1.2208","1.2208"
"5342","1.1809","1.1809","1.1809"
"5343","1.1809","1.1809","1.1809"
"5344","1.1213","1.1213","1.1213"
"5345","1.1213","1.1213","1.1213"
"5346","1.1814","1.1814","1.1814"
"5347","1.1814","1.1814","1.1814"
"5348","1.2242","1.2242","1.2242"
"5349","1.2242","1.2242","1.2242"
"5350","1.0776","1.0776","1.0776"
"5351","1.0776","1.0776","1.0776"
"5352","1.256","1.256","1.256"
"5353","1.256","1.256","1.256"
"5354","1.1063","1.1063","1.1063"
"5355","1.1063","1.1063","1.1063"
"5356","1.1131","1.1131","1.1131"
"5357","1.1131","1.1131","1.1131"
"5358","1.1524","1.1524","1.1524"
"5359","1.1524","1.1524","1.1524"
"5360","1.1655","1.1655","1.1655"
"5361","1.1655","1.1655","1.1655"
"5362","1.0668","1.0668","1.0668"
"5363","1.0668","1.0668","1.0668"
"5364","1.0216","1.0216","1.0216"
"5365","1.0216","1.0216","1.0216"
"5366","1.1543","1.1543","1.1543"
"5367","1.1543","1.1543","1.1543"
"5368","1.1147","1.1147","1.1147"
"5369","1.1147","1.1147","1.1147"
"5370","1.1766","1.1766","1.1766"
"5371","1.1766","1.1766","1.1766"
"5372","0.996","0.996","0.996"
"5373","0.996","0.996","0.996"
"5374","1.1882","1.1882","1.1882"
"5375","1.1882","1.1882","1.1882"
"5376","1.151","1.151","1.151"
"5377","1.151","1.151","1.151"
"5378","1.1057","1.1057","1.1057"
"5379","1.1057","1.1057","1.1057"
"5380","1.2017","1.2017","1.2017"
"5381","1.2017","1.2017","1.2017"
"5382","1.1517","1.1517","1.1517"
"5383","1.1517","1.1517","1.1517"
"5384","1.1296","1.1296","1.1296"
"5385","1.1296","1.1296","1.1296"
"5386","1.0858","1.0858","1.0858"
"5387","1.0858","1.0858","1.0858"
"5388","1.1029","1.1029","1.1029"
"5389","1.1029","1.1029","1.1029"
"5390","1.1779","1.1779","1.1779"
"5391","1.1779","1.1779","1.1779"
"5392","1.1157","1.1157","1.1157"
"5393","1.1157","1.1157","1.1157"
"5394","1.2435","1.2435","1.2435"
"5395","1.2435","1.2435","1.2435"
"5396","1.1511","1.1511","1.1511"
"5397","1.1511","1.1511","1.1511"
"5398","1.2808","1.2808","1.2808"
"5399","1.2808","1.2808","1.2808"
"5400","1.1324","1.1324","1.1324"
"5401","1.1324","1.1324","1.1324"
"5402","1.1745","1.1745","1.1745"
"5403","1.1745","1.1745","1.1745"
"5404","1.2187","1.2187","1.2187"
"5405","1.2187","1.2187","1.2187"
"5406","1.1066","1.1066","1.1066"
"5407","1.1066","1.1066","1.1066"
"5408","1.0759","1.0759","1.0759"
"5409","1.0759","1.0759","1.0759"
"5410","1.2239","1.2239","1.2239"
"5411","1.2239","1.2239","1.2239"
"5412","1.1823","1.1823","1.1823"
"5413","1.1823","1.1823","1.1823"
"5414","1.1935","1.1935","1.1935"
"5415","1.1935","1.1935","1.1935"
"5416","1.1725","1.1725","1.1725"
"5417","1.1725","1.1725","1.1725"
"5418","1.1402","1.1402","1.1402"
"5419","1.1402","1.1402","1.1402"
"5420","1.1624","1.1624","1.1624"
"5421","1.1624","1.1624","1.1624"
"5422","1.1368","1.1368","1.1368"
"5423","1.1368","1.1368","1.1368"
"5424","1.1484","1.1484","1.1484"
"5425","1.1484","1.1484","1.1484"
"5426","0.9975","0.9975","0.9975"
"5427","0.9975","0.9975","0.9975"
"5428","1.0971","1.0971","1.0971"
"5429","1.0971","1.0971","1.0971"
"5430","1.0788","1.0788","1.0788"
"5431","1.0788","1.0788","1.0788"
"5432","1.1401","1.1401","1.1401"
"5433","1.1401","1.1401","1.1401"
"5434","1.1477","1.1477","1.1477"
"5435","1.1477","1.1477","1.1477"
"5436","1.1517","1.1517","1.1517"
"5437","1.1517","1.1517","1.1517"
"5438","1.1535","1.1535","1.1535"
"5439","1.1535","1.1535","1.1535"
"5440","1.2414","1.2414","1.2414"
"5441","1.2414","1.2414","1.2414"
"5442","1.1207","1.1207","1.1207"
"5443","1.1207","1.1207","1.1207"
"5444","1.1547","1.1547","1.1547"
"5445","1.1547","1.1547","1.1547"
"5446","1.212","1.212","1.212"
"5447","1.212","1.212","1.212"
"5448","1.0533","1.0533","1.0533"
"5449","1.0533","1.0533","1.0533"
"5450","1.1829","1.1829","1.1829"
"5451","1.1829","1.1829","1.1829"
"5452","1.2367","1.2367","1.2367"
"5453","1.2367","1.2367","1.2367"
"5454","1.1613","1.1613","1.1613"
"5455","1.1613","1.1613","1.1613"
"5456","1.1061","1.1061","1.1061"
"5457","1.1061","1.1061","1.1061"
"5458","1.0979","1.0979","1.0979"
"5459","1.0979","1.0979","1.0979"
"5460","1.2376","1.2376","1.2376"
"5461","1.2376","1.2376","1.2376"
"5462","1.0215","1.0215","1.0215"
"5463","1.0215","1.0215","1.0215"
"5464","1.0941","1.0941","1.0941"
"5465","1.0941","1.0941","1.0941"
"5466","1.0332","1.0332","1.0332"
"5467","1.0332","1.0332","1.0332"
"5468","1.1812","1.1812","1.1812"
"5469","1.1812","1.1812","1.1812"
"5470","1.1756","1.1756","1.1756"
"5471","1.1756","1.1756","1.1756"
"5472","1.1391","1.1391","1.1391"
"5473","1.1391","1.1391","1.1391"
"5474","1.1135","1.1135","1.1135"
"5475","1.1135","1.1135","1.1135"
"5476","1.1486","1.1486","1.1486"
"5477","1.1486","1.1486","1.1486"
"5478","1.231","1.231","1.231"
"5479","1.231","1.231","1.231"
"5480","1.1397","1.1397","1.1397"
"5481","1.1397","1.1397","1.1397"
"5482","1.2191","1.2191","1.2191"
"5483","1.2191","1.2191","1.2191"
"5484","1.221","1.221","1.221"
"5485","1.221","1.221","1.221"
"5486","1.1565","1.1565","1.1565"
"5487","1.1565","1.1565","1.1565"
"5488","1.1559","1.1559","1.1559"
"5489","1.1559","1.1559","1.1559"
"5490","1.1529","1.1529","1.1529"
"5491","1.1529","1.1529","1.1529"
"5492","1.0208","1.0208","1.0208"
"5493","1.0208","1.0208","1.0208"
"5494","1.1972","1.1972","1.1972"
"5495","1.1972","1.1972","1.1972"
"5496","1.1471","1.1471","1.1471"
"5497","1.1471","1.1471","1.1471"
"5498","1.0997","1.0997","1.0997"
"5499","1.0997","1.0997","1.0997"
"5500","1.0871","1.0871","1.0871"
"5501","1.0871","1.0871","1.0871"
"5502","1.0854","1.0854","1.0854"
"5503","1.0854","1.0854","1.0854"
"5504","1.1672","1.1672","1.1672"
"5505","1.1672","1.1672","1.1672"
"5506","1.1565","1.1565","1.1565"
"5507","1.1565","1.1565","1.1565"
"5508","1.0787","1.0787","1.0787"
"5509","1.0787","1.0787","1.0787"
"5510","1.1157","1.1157","1.1157"
"5511","1.1157","1.1157","1.1157"
"5512","1.0629","1.0629","1.0629"
"5513","1.0629","1.0629","1.0629"
"5514","1.1863","1.1863","1.1863"
"5515","1.1863","1.1863","1.1863"
"5516","1.1324","1.1324","1.1324"
"5517","1.1324","1.1324","1.1324"
"5518","1.0538","1.0538","1.0538"
"5519","1.0538","1.0538","1.0538"
"5520","1.1479","1.1479","1.1479"
"5521","1.1479","1.1479","1.1479"
"5522","1.1207","1.1207","1.1207"
"5523","1.1207","1.1207","1.1207"
"5524","1.0903","1.0903","1.0903"
"5525","1.0903","1.0903","1.0903"
"5526","1.1478","1.1478","1.1478"
"5527","1.1478","1.1478","1.1478"
"5528","1.1875","1.1875","1.1875"
"5529","1.1875","1.1875","1.1875"
"5530","1.1244","1.1244","1.1244"
"5531","1.1244","1.1244","1.1244"
"5532","1.1738","1.1738","1.1738"
"5533","1.1738","1.1738","1.1738"
"5534","1.1726","1.1726","1.1726"
"5535","1.1726","1.1726","1.1726"
"5536","1.2469","1.2469","1.2469"
"5537","1.2469","1.2469","1.2469"
"5538","1.1155","1.1155","1.1155"
"5539","1.1155","1.1155","1.1155"
"5540","1.3623","1.3623","1.3623"
"5541","1.3623","1.3623","1.3623"
"5542","1.0616","1.0616","1.0616"
"5543","1.0616","1.0616","1.0616"
"5544","1.1138","1.1138","1.1138"
"5545","1.1138","1.1138","1.1138"
"5546","1.0758","1.0758","1.0758"
"5547","1.0758","1.0758","1.0758"
"5548","1.2771","1.2771","1.2771"
"5549","1.2771","1.2771","1.2771"
"5550","1.08","1.08","1.08"
"5551","1.08","1.08","1.08"
"5552","1.1023","1.1023","1.1023"
"5553","1.1023","1.1023","1.1023"
"5554","1.0301","1.0301","1.0301"
"5555","1.0301","1.0301","1.0301"
"5556","1.2208","1.2208","1.2208"
"5557","1.2208","1.2208","1.2208"
"5558","1.2649","1.2649","1.2649"
"5559","1.2649","1.2649","1.2649"
"5560","1.1509","1.1509","1.1509"
"5561","1.1509","1.1509","1.1509"
"5562","1.1825","1.1825","1.1825"
"5563","1.1825","1.1825","1.1825"
"5564","1.1187","1.1187","1.1187"
"5565","1.1187","1.1187","1.1187"
"5566","1.1567","1.1567","1.1567"
"5567","1.1567","1.1567","1.1567"
"5568","1.0748","1.0748","1.0748"
"5569","1.0748","1.0748","1.0748"
"5570","1.1336","1.1336","1.1336"
"5571","1.1336","1.1336","1.1336"
"5572","1.1578","1.1578","1.1578"
"5573","1.1578","1.1578","1.1578"
"5574","1.081","1.081","1.081"
"5575","1.081","1.081","1.081"
"5576","1.0997","1.0997","1.0997"
"5577","1.0997","1.0997","1.0997"
"5578","1.005","1.005","1.005"
"5579","1.005","1.005","1.005"
"5580","1.0595","1.0595","1.0595"
"5581","1.0595","1.0595","1.0595"
"5582","1.1109","1.1109","1.1109"
"5583","1.1109","1.1109","1.1109"
"5584","1.3081","1.3081","1.3081"
"5585","1.3081","1.3081","1.3081"
"5586","1.0246","1.0246","1.0246"
"5587","1.0246","1.0246","1.0246"
"5588","1.1077","1.1077","1.1077"
"5589","1.1077","1.1077","1.1077"
"5590","1.0812","1.0812","1.0812"
"5591","1.0812","1.0812","1.0812"
"5592","1.1334","1.1334","1.1334"
"5593","1.1334","1.1334","1.1334"
"5594","1.246","1.246","1.246"
"5595","1.246","1.246","1.246"
"5596","1.1108","1.1108","1.1108"
"5597","1.1108","1.1108","1.1108"
"5598","1.2376","1.2376","1.2376"
"5599","1.2376","1.2376","1.2376"
"5600","1.187","1.187","1.187"
"5601","1.187","1.187","1.187"
"5602","1.0819","1.0819","1.0819"
"5603","1.0819","1.0819","1.0819"
"5604","1.1574","1.1574","1.1574"
"5605","1.1574","1.1574","1.1574"
"5606","1.1598","1.1598","1.1598"
"5607","1.1598","1.1598","1.1598"
"5608","1.2393","1.2393","1.2393"
"5609","1.2393","1.2393","1.2393"
"5610","1.0627","1.0627","1.0627"
"5611","1.0627","1.0627","1.0627"
"5612","1.1323","1.1323","1.1323"
"5613","1.1323","1.1323","1.1323"
"5614","1.2152","1.2152","1.2152"
"5615","1.2152","1.2152","1.2152"
"5616","1.2852","1.2852","1.2852"
"5617","1.2852","1.2852","1.2852"
"5618","1.0616","1.0616","1.0616"
"5619","1.0616","1.0616","1.0616"
"5620","1.1085","1.1085","1.1085"
"5621","1.1085","1.1085","1.1085"
"5622","1.2272","1.2272","1.2272"
"5623","1.2272","1.2272","1.2272"
"5624","1.1773","1.1773","1.1773"
"5625","1.1773","1.1773","1.1773"
"5626","1.1122","1.1122","1.1122"
"5627","1.1122","1.1122","1.1122"
"5628","1.2293","1.2293","1.2293"
"5629","1.2293","1.2293","1.2293"
"5630","1.1081","1.1081","1.1081"
"5631","1.1081","1.1081","1.1081"
"5632","1.0737","1.0737","1.0737"
"5633","1.0737","1.0737","1.0737"
"5634","1.1804","1.1804","1.1804"
"5635","1.1804","1.1804","1.1804"
"5636","1.134","1.134","1.134"
"5637","1.134","1.134","1.134"
"5638","1.213","1.213","1.213"
"5639","1.213","1.213","1.213"
"5640","1.1493","1.1493","1.1493"
"5641","1.1493","1.1493","1.1493"
"5642","1.1231","1.1231","1.1231"
"5643","1.1231","1.1231","1.1231"
"5644","1.1956","1.1956","1.1956"
"5645","1.1956","1.1956","1.1956"
"5646","1.0709","1.0709","1.0709"
"5647","1.0709","1.0709","1.0709"
"5648","1.1665","1.1665","1.1665"
"5649","1.1665","1.1665","1.1665"
"5650","1.2469","1.2469","1.2469"
"5651","1.2469","1.2469","1.2469"
"5652","1.0355","1.0355","1.0355"
"5653","1.0355","1.0355","1.0355"
"5654","1.2201","1.2201","1.2201"
"5655","1.2201","1.2201","1.2201"
"5656","1.1417","1.1417","1.1417"
"5657","1.1417","1.1417","1.1417"
"5658","1.0591","1.0591","1.0591"
"5659","1.0591","1.0591","1.0591"
"5660","1.1328","1.1328","1.1328"
"5661","1.1328","1.1328","1.1328"
"5662","1.0537","1.0537","1.0537"
"5663","1.0537","1.0537","1.0537"
"5664","1.0238","1.0238","1.0238"
"5665","1.0238","1.0238","1.0238"
"5666","1.1029","1.1029","1.1029"
"5667","1.1029","1.1029","1.1029"
"5668","1.2297","1.2297","1.2297"
"5669","1.2297","1.2297","1.2297"
"5670","1.1477","1.1477","1.1477"
"5671","1.1477","1.1477","1.1477"
"5672","1.2186","1.2186","1.2186"
"5673","1.2186","1.2186","1.2186"
"5674","1.1589","1.1589","1.1589"
"5675","1.1589","1.1589","1.1589"
"5676","1.1368","1.1368","1.1368"
"5677","1.1368","1.1368","1.1368"
"5678","1.1465","1.1465","1.1465"
"5679","1.1465","1.1465","1.1465"
"5680","1.1664","1.1664","1.1664"
"5681","1.1664","1.1664","1.1664"
"5682","1.0739","1.0739","1.0739"
"5683","1.0739","1.0739","1.0739"
"5684","1.0727","1.0727","1.0727"
"5685","1.0727","1.0727","1.0727"
"5686","1.1373","1.1373","1.1373"
"5687","1.1373","1.1373","1.1373"
